company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Charles Schwab Corp,SCHW,,316709,2008.0,FY,2008-01-01,2008-12-31,2010-02-25 14:43:13+00:00,,767000000.0,232000000.0,152000000.0,0.0,-1606000000.0,,0.0,,9577000000.0,-10901000000.0,2000000.0,0.0,0.0,0.0,9577000000.0,-10901000000.0,2000000.0,-1322000000.0,10019000000.0,1212000000.0,1230000000.0,18000000.0,226000000.0,181000000.0,,,-253000000.0,,-12732000000.0,-188000000.0,-20000000.0,-350000000.0,,2019000000.0
Charles Schwab Corp,SCHW,,316709,2008.0,Q4,2008-10-01,2008-12-31,,,141000000.0,48000000.0,39000000.0,,196000000.0,,,,1831000000.0,-2426000000.0,714000000.0,,,,1831000000.0,-2426000000.0,714000000.0,119000000.0,1882000000.0,308000000.0,308000000.0,,171000000.0,18000000.0,,,-68000000.0,,-3050000000.0,-60000000.0,-1000000.0,,,684000000.0
Charles Schwab Corp,SCHW,,316709,2008.0,Q3,2008-07-01,2008-09-30,,,198000000.0,42000000.0,38000000.0,,-1467000000.0,,,,2032000000.0,-1460000000.0,-488000000.0,,,,2032000000.0,-1460000000.0,-488000000.0,84000000.0,2050000000.0,1504000000.0,1504000000.0,,-563000000.0,54000000.0,,,-70000000.0,,-1922000000.0,-47000000.0,-2000000.0,,,509000000.0
Charles Schwab Corp,SCHW,,316709,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 00:00:00+00:00,,626000000.0,184000000.0,113000000.0,,-1802000000.0,,0.0,,7746000000.0,-8475000000.0,-712000000.0,,,,7746000000.0,-8475000000.0,-712000000.0,-1441000000.0,8137000000.0,904000000.0,922000000.0,18000000.0,55000000.0,163000000.0,,,-185000000.0,,-9682000000.0,-128000000.0,-19000000.0,-350000000.0,,1335000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,FY,2009-01-01,2009-12-31,2010-02-25 14:43:13+00:00,,446000000.0,173000000.0,159000000.0,0.0,403000000.0,,747000000.0,,15419000000.0,-14057000000.0,1437000000.0,0.0,0.0,0.0,15419000000.0,-14057000000.0,1437000000.0,2799000000.0,14979000000.0,787000000.0,787000000.0,0.0,88000000.0,52000000.0,,,-279000000.0,,-21226000000.0,-140000000.0,-80000000.0,0.0,,7309000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,Q4,2009-10-01,2009-12-31,,,96000000.0,62000000.0,38000000.0,,498000000.0,,,,3257000000.0,-3869000000.0,737000000.0,,,,3257000000.0,-3869000000.0,737000000.0,125000000.0,3320000000.0,164000000.0,164000000.0,,37000000.0,8000000.0,,,-70000000.0,,-6353000000.0,-32000000.0,-1000000.0,,,2516000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 15:45:36+00:00,,350000000.0,111000000.0,121000000.0,,-95000000.0,0.0,747000000.0,,12162000000.0,-10188000000.0,700000000.0,,,,12162000000.0,-10188000000.0,700000000.0,2674000000.0,11659000000.0,623000000.0,623000000.0,,51000000.0,44000000.0,,,-209000000.0,,-14873000000.0,-108000000.0,-79000000.0,,,4793000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,Q3TTM,2008-10-01,2009-09-30,,,491000000.0,159000000.0,160000000.0,,101000000.0,,747000000.0,,13993000000.0,-12614000000.0,1414000000.0,,,,13993000000.0,-12614000000.0,1414000000.0,2793000000.0,13541000000.0,931000000.0,931000000.0,,222000000.0,62000000.0,,,-277000000.0,,-17923000000.0,-168000000.0,-80000000.0,,,5477000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,Q3,2009-07-01,2009-09-30,,,147000000.0,43000000.0,38000000.0,,-783000000.0,,,,3704000000.0,-4544000000.0,-406000000.0,,,,3704000000.0,-4544000000.0,-406000000.0,-1246000000.0,3795000000.0,200000000.0,200000000.0,,139000000.0,18000000.0,,,-70000000.0,,-6316000000.0,-39000000.0,-39000000.0,,,1811000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-08-06 14:57:11+00:00,,203000000.0,68000000.0,83000000.0,,688000000.0,,747000000.0,,8458000000.0,-5644000000.0,1106000000.0,,,,8458000000.0,-5644000000.0,1106000000.0,3920000000.0,7864000000.0,423000000.0,423000000.0,0.0,-88000000.0,26000000.0,,,-139000000.0,,-8557000000.0,-69000000.0,-40000000.0,0.0,,2982000000.0
