company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2009.0,FY,,2009-12-31,2011-02-24 16:28:56+00:00,199400000.0,469500000.0,229700000.0,1121500000.0,104800000.0,260500000.0,,467700000.0,928200000.0,1790100000.0,171100000.0,789300000.0,409100000.0,668600000.0,21500000.0,49000000.0,58100000.0,92700000.0,16400000.0,3200000.0,,52500000.0,112300000.0,27200000.0,,2013300000.0,10100000.0,3061200000.0,1552000000.0,1213600000.0,535100000.0,1554000000.0,1575500000.0,1485700000.0,3061200000.0,1179000000.0,950600000.0,2000000.0,-1033800000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2010.0,FY,,2010-12-31,2012-02-24 17:14:12+00:00,226400000.0,478900000.0,209500000.0,1173900000.0,101800000.0,244500000.0,0.0,463200000.0,930300000.0,1798100000.0,152300000.0,762200000.0,435300000.0,624200000.0,17100000.0,69500000.0,60400000.0,84900000.0,,,,75100000.0,121900000.0,,,2033300000.0,2200000.0,3001000000.0,1505300000.0,1219100000.0,523000000.0,1507300000.0,1524400000.0,1476600000.0,3001000000.0,1157700000.0,953600000.0,2000000.0,-1093000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2010.0,Q3,,2010-09-30,2010-11-03 12:30:54+00:00,232100000.0,546600000.0,214600000.0,1153500000.0,63500000.0,276700000.0,,474800000.0,916100000.0,1774800000.0,156000000.0,833500000.0,448900000.0,621300000.0,23900000.0,58600000.0,36200000.0,93400000.0,0.0,0.0,,52800000.0,121800000.0,24700000.0,,2039100000.0,9800000.0,3079300000.0,1491600000.0,1308400000.0,549900000.0,1491600000.0,1515500000.0,1563800000.0,3079300000.0,1149600000.0,1013900000.0,,-1085800000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2010.0,Q2,,2010-06-30,2010-08-05 11:07:51+00:00,256900000.0,537200000.0,224600000.0,1131100000.0,42700000.0,243500000.0,,473400000.0,904200000.0,1755700000.0,160400000.0,854800000.0,451500000.0,624600000.0,23100000.0,46800000.0,56100000.0,75100000.0,18700000.0,5000000.0,,55800000.0,117800000.0,27300000.0,,2032300000.0,10000000.0,3079300000.0,1465200000.0,1307000000.0,571600000.0,1465200000.0,1488300000.0,1591000000.0,3079300000.0,1147700000.0,1019400000.0,,-1083200000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,FY,,2011-12-31,2013-02-28 16:06:35+00:00,256600000.0,503600000.0,209600000.0,1193200000.0,65200000.0,236300000.0,0.0,456900000.0,926600000.0,1773800000.0,116600000.0,833300000.0,441000000.0,580600000.0,10500000.0,57800000.0,43100000.0,117300000.0,,,,67300000.0,130300000.0,,,2027400000.0,2500000.0,2915100000.0,1295200000.0,1224000000.0,586000000.0,1297200000.0,1307700000.0,1607400000.0,2915100000.0,1110500000.0,1021400000.0,2000000.0,-1254300000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q3,,2011-09-30,2011-11-03 16:15:51+00:00,274200000.0,576700000.0,218900000.0,1203800000.0,76400000.0,218800000.0,0.0,454300000.0,924800000.0,1804700000.0,139700000.0,897300000.0,456500000.0,600900000.0,9900000.0,69700000.0,39300000.0,108800000.0,,,,65600000.0,113200000.0,,,2058800000.0,2100000.0,3022300000.0,1328200000.0,1291300000.0,604000000.0,1328200000.0,1338100000.0,1684200000.0,3022300000.0,1130100000.0,1080200000.0,,-1261300000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q2,,2011-06-30,2011-08-04 15:52:12+00:00,282300000.0,567900000.0,215100000.0,1211800000.0,135300000.0,203300000.0,0.0,460600000.0,946700000.0,1829800000.0,143300000.0,856600000.0,507100000.0,618000000.0,19600000.0,76400000.0,39600000.0,78200000.0,,,,68800000.0,129200000.0,,,2053700000.0,2200000.0,3094700000.0,1435100000.0,1317900000.0,577800000.0,1435100000.0,1454700000.0,1640000000.0,3094700000.0,1158800000.0,1062200000.0,,-1214500000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q1,,2011-03-31,2011-05-05 10:23:54+00:00,301800000.0,575600000.0,206900000.0,1197800000.0,124200000.0,195400000.0,,457800000.0,940200000.0,1813900000.0,147900000.0,821900000.0,462200000.0,616100000.0,18600000.0,74000000.0,57200000.0,74800000.0,,,,72300000.0,127500000.0,,,2038100000.0,2200000.0,3066900000.0,1439200000.0,1290400000.0,585700000.0,1439200000.0,1457800000.0,1609100000.0,3066900000.0,1160400000.0,1023400000.0,,-1180900000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,FY,,2012-12-31,2014-02-26 15:55:28+00:00,285400000.0,446200000.0,220500000.0,1237400000.0,71000000.0,359100000.0,0.0,458600000.0,991500000.0,1810200000.0,206300000.0,853900000.0,489000000.0,572800000.0,7700000.0,69600000.0,44800000.0,23600000.0,,,,145200000.0,158200000.0,,,2109600000.0,201500000.0,3254900000.0,1432500000.0,1339100000.0,731000000.0,1434500000.0,1442200000.0,1812700000.0,3254900000.0,1343000000.0,1081700000.0,2000000.0,-1206700000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q3,,2012-09-30,2012-11-08 11:43:00+00:00,292000000.0,589700000.0,234000000.0,1240800000.0,75200000.0,264900000.0,0.0,456000000.0,985100000.0,1816200000.0,205300000.0,860200000.0,471200000.0,575400000.0,12300000.0,61700000.0,52900000.0,67900000.0,,,,101400000.0,127500000.0,,,2079400000.0,201800000.0,3245900000.0,1386500000.0,1378700000.0,795700000.0,1388500000.0,1400800000.0,1845100000.0,3245900000.0,1291800000.0,1049400000.0,2000000.0,-1224100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q2,,2012-06-30,2012-08-07 13:01:51+00:00,320200000.0,557600000.0,223300000.0,1209300000.0,55400000.0,254500000.0,0.0,455200000.0,976600000.0,1790400000.0,209100000.0,821000000.0,517600000.0,581100000.0,11400000.0,60400000.0,53700000.0,118700000.0,,,,73200000.0,130900000.0,,,2055600000.0,201900000.0,3223400000.0,1333600000.0,1383400000.0,864100000.0,1335600000.0,1347000000.0,1876400000.0,3223400000.0,1258900000.0,1012300000.0,2000000.0,-1232600000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q1,,2012-03-31,2012-05-04 10:17:28+00:00,298200000.0,571600000.0,218500000.0,1208800000.0,85100000.0,261200000.0,0.0,453500000.0,985100000.0,1801200000.0,215400000.0,1046800000.0,473300000.0,592400000.0,11000000.0,64500000.0,44100000.0,106900000.0,,,,69600000.0,132100000.0,,,2031100000.0,2500000.0,3212700000.0,1330200000.0,1350200000.0,626100000.0,1332200000.0,1343200000.0,1869500000.0,3212700000.0,1270100000.0,1243400000.0,2000000.0,-1239500000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,FY,,2013-12-31,2015-02-26 14:28:06+00:00,339300000.0,467400000.0,229700000.0,1266600000.0,94500000.0,272700000.0,0.0,479100000.0,926800000.0,1841200000.0,203400000.0,688400000.0,495900000.0,574600000.0,7900000.0,63300000.0,45700000.0,79400000.0,,,2000000.0,121600000.0,127700000.0,,,2136400000.0,181100000.0,3108100000.0,1391300000.0,1281700000.0,829500000.0,1391300000.0,1399200000.0,1708900000.0,3108100000.0,1251800000.0,879400000.0,,-1320700000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q3,,2013-09-30,2013-11-06 10:01:27+00:00,326200000.0,574700000.0,226800000.0,1261800000.0,70000000.0,298900000.0,0.0,473400000.0,992200000.0,1841700000.0,210700000.0,957500000.0,488900000.0,579900000.0,8200000.0,86900000.0,45400000.0,84700000.0,,,,114400000.0,158200000.0,,,2174000000.0,1100000.0,3305100000.0,1453500000.0,1407900000.0,638800000.0,1455500000.0,1463700000.0,1841400000.0,3305100000.0,1317300000.0,1202600000.0,2000000.0,-1263900000.0
