company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 10:23:54+00:00,5000000.0,0.3,0.3,0.26,0.29,,21500000.0,46900000.0,47500000.0,-600000.0,45100000.0,1800000.0,650900000.0,816400000.0,,-9000000.0,,92300000.0,650900000.0,165500000.0,9300000.0,1100000.0,88300000.0,77200000.0,-8200000.0,69000000.0,816400000.0,150300000.0,152600000.0,154300000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q4,2011-10-01,2011-12-31,,3300000.0,0.06,0.06,0.28,0.06,,5400000.0,9300000.0,26700000.0,-17400000.0,8700000.0,600000.0,690800000.0,837000000.0,,12300000.0,,90200000.0,690800000.0,146200000.0,9800000.0,1500000.0,105800000.0,40400000.0,-8300000.0,32100000.0,837000000.0,145400000.0,145400000.0,145400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 15:55:28+00:00,17700000.0,1.05,1.05,1.1,1.04,0.0,59900000.0,156400000.0,173800000.0,-17400000.0,153300000.0,3100000.0,2950400000.0,3618900000.0,,7500000.0,,378000000.0,2950400000.0,668500000.0,38300000.0,6700000.0,403200000.0,265300000.0,-31600000.0,233700000.0,3618900000.0,145400000.0,145400000.0,145400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q3YTD,2011-01-01,2011-09-30,,14400000.0,0.99,0.99,0.82,0.98,,54500000.0,147100000.0,147100000.0,,144600000.0,2500000.0,2259600000.0,2781900000.0,,-4800000.0,,287800000.0,2259600000.0,522300000.0,28500000.0,5200000.0,297400000.0,224900000.0,-23300000.0,201600000.0,2781900000.0,144800000.0,143800000.0,145100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q3TTM,2010-10-01,2011-09-30,,19400000.0,1.2,1.2,1.09,1.19,,63300000.0,179600000.0,179700000.0,-100000.0,176000000.0,3600000.0,2920000000.0,3583800000.0,,-4000000.0,,373400000.0,2920000000.0,663800000.0,38400000.0,6400000.0,388800000.0,275000000.0,-32000000.0,243000000.0,3583800000.0,144800000.0,143800000.0,145100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 11:43:00+00:00,4700000.0,0.31,0.31,0.28,0.31,,18100000.0,45300000.0,45300000.0,0.0,44900000.0,400000.0,770500000.0,940900000.0,,200000.0,,93900000.0,770500000.0,170400000.0,9600000.0,1400000.0,98800000.0,71600000.0,-8200000.0,63400000.0,940900000.0,144800000.0,143800000.0,145100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q2YTD,2011-01-01,2011-06-30,,9700000.0,0.68,0.68,0.54,0.67,,36400000.0,101800000.0,101800000.0,,99700000.0,2100000.0,1489100000.0,1841000000.0,,-5000000.0,,193900000.0,1489100000.0,351900000.0,18900000.0,3800000.0,198600000.0,153300000.0,-15100000.0,138200000.0,1841000000.0,143900000.0,145600000.0,147400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q2TTM,2010-07-01,2011-06-30,,19600000.0,1.2,1.2,1.08,1.19,,63300000.0,183600000.0,184300000.0,-700000.0,178500000.0,5100000.0,2847300000.0,3509400000.0,,-3600000.0,,367100000.0,2847300000.0,662100000.0,38100000.0,6700000.0,383100000.0,279000000.0,-31400000.0,247600000.0,3509400000.0,143900000.0,145600000.0,147400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q2,2011-04-01,2011-06-30,2012-08-07 13:01:51+00:00,4900000.0,0.38,0.38,0.27,0.37,,16500000.0,55500000.0,55500000.0,,54700000.0,800000.0,763300000.0,945200000.0,,-200000.0,,98100000.0,763300000.0,181900000.0,9400000.0,2300000.0,102800000.0,79100000.0,-7100000.0,72000000.0,945200000.0,143900000.0,145600000.0,147400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 10:17:28+00:00,4800000.0,0.3,0.3,0.27,0.3,,19900000.0,46300000.0,46300000.0,,45000000.0,1300000.0,725800000.0,895800000.0,,-4800000.0,,95800000.0,725800000.0,170000000.0,9500000.0,1500000.0,95800000.0,74200000.0,-8000000.0,66200000.0,895800000.0,150000000.0,149200000.0,150800000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2011.0,Q1TTM,2010-04-01,2011-03-31,,19600000.0,1.17,1.17,1.07,1.16,,70300000.0,182200000.0,182400000.0,-200000.0,176500000.0,5700000.0,2778600000.0,3438500000.0,,-2500000.0,,357800000.0,2778600000.0,659900000.0,37900000.0,5600000.0,374900000.0,285000000.0,-32300000.0,252700000.0,3438500000.0,150000000.0,149200000.0,150800000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q4,2012-10-01,2012-12-31,,6000000.0,0.5,0.5,0.29,0.5,,-16700000.0,74000000.0,63400000.0,10600000.0,73500000.0,500000.0,429300000.0,555000000.0,,-2700000.0,,64300000.0,429300000.0,125700000.0,13000000.0,1600000.0,67600000.0,58100000.0,-11400000.0,46700000.0,555000000.0,144300000.0,144300000.0,144300000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 14:28:06+00:00,25100000.0,1.72,1.72,1.14,1.7,0.0,55700000.0,250500000.0,231800000.0,18700000.0,248200000.0,2300000.0,2718900000.0,3414500000.0,,-2000000.0,,348100000.0,2718900000.0,695600000.0,43400000.0,6500000.0,371200000.0,324400000.0,-36900000.0,287500000.0,3414500000.0,144300000.0,144300000.0,144300000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q3YTD,2012-01-01,2012-09-30,,19100000.0,1.22,1.22,0.85,1.2,,72400000.0,176500000.0,168400000.0,8100000.0,174700000.0,1800000.0,2289600000.0,2859500000.0,,700000.0,,283800000.0,2289600000.0,569900000.0,30400000.0,4900000.0,303600000.0,266300000.0,-25500000.0,240800000.0,2859500000.0,143000000.0,144400000.0,146100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q3TTM,2011-10-01,2012-09-30,,22400000.0,1.28,1.28,1.13,1.26,,77800000.0,185800000.0,195100000.0,-9300000.0,183400000.0,2400000.0,2980400000.0,3696500000.0,,13000000.0,,374000000.0,2980400000.0,716100000.0,40200000.0,6400000.0,409400000.0,306700000.0,-33800000.0,272900000.0,3696500000.0,143000000.0,144400000.0,146100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q3,2012-07-01,2012-09-30,2013-11-06 10:01:27+00:00,6500000.0,0.46,0.46,0.29,0.45,,28600000.0,66600000.0,66600000.0,0.0,65800000.0,800000.0,773200000.0,978100000.0,,-600000.0,,94100000.0,773200000.0,204900000.0,11300000.0,1600000.0,100000000.0,104900000.0,-9700000.0,95200000.0,978100000.0,143000000.0,144400000.0,146100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q2YTD,2012-01-01,2012-06-30,,12600000.0,0.76,0.76,0.56,0.75,,43800000.0,109900000.0,101800000.0,8100000.0,108900000.0,1000000.0,1516400000.0,1881400000.0,,1300000.0,,189700000.0,1516400000.0,365000000.0,19100000.0,3300000.0,203600000.0,161400000.0,-15800000.0,145600000.0,1881400000.0,144200000.0,144100000.0,145400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q2TTM,2011-07-01,2012-06-30,,20600000.0,1.13,1.13,1.12,1.12,,67300000.0,164500000.0,173800000.0,-9300000.0,162500000.0,2000000.0,2977700000.0,3659300000.0,,13800000.0,,373800000.0,2977700000.0,681600000.0,38500000.0,6200000.0,408200000.0,273400000.0,-32300000.0,241100000.0,3659300000.0,144200000.0,144100000.0,145400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 12:16:50+00:00,6400000.0,0.45,0.45,0.28,0.45,,21500000.0,65400000.0,57300000.0,8100000.0,64900000.0,500000.0,747900000.0,934600000.0,,1700000.0,,91800000.0,747900000.0,186700000.0,9600000.0,1600000.0,99900000.0,86800000.0,-8000000.0,78800000.0,934600000.0,144200000.0,144100000.0,145400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q1TTM,2011-04-01,2012-03-31,,19100000.0,1.06,1.06,1.11,1.04,,62300000.0,154600000.0,172000000.0,-17400000.0,152300000.0,2300000.0,2993100000.0,3669900000.0,,11900000.0,,380100000.0,2993100000.0,676800000.0,38300000.0,6900000.0,411100000.0,265700000.0,-31400000.0,234300000.0,3669900000.0,141900000.0,143600000.0,145100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 16:41:31+00:00,6200000.0,0.31,0.31,0.28,0.3,,22300000.0,44500000.0,44500000.0,,44000000.0,500000.0,768500000.0,946800000.0,,-400000.0,,97900000.0,768500000.0,178300000.0,9500000.0,1700000.0,103700000.0,74600000.0,-7800000.0,66800000.0,946800000.0,141900000.0,143600000.0,145100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 16:22:24+00:00,25400000.0,1.36,1.36,1.18,1.34,63000000.0,51300000.0,199700000.0,186300000.0,13400000.0,197300000.0,2400000.0,2767300000.0,3477200000.0,,-21000000.0,,367900000.0,2767300000.0,709900000.0,44700000.0,7700000.0,435300000.0,274600000.0,-37000000.0,237600000.0,3477200000.0,145200000.0,145200000.0,145200000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q4,2013-10-01,2013-12-31,,9000000.0,0.04,0.04,0.3,0.04,63000000.0,-16900000.0,6300000.0,5300000.0,1000000.0,5600000.0,700000.0,565800000.0,708100000.0,,-3500000.0,,76500000.0,565800000.0,142300000.0,10400000.0,1500000.0,145000000.0,-2700000.0,-8900000.0,-11600000.0,708100000.0,145200000.0,145200000.0,145200000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q3YTD,2013-01-01,2013-09-30,,16400000.0,1.32,1.32,0.88,1.3,,68200000.0,193400000.0,181000000.0,12400000.0,191700000.0,1700000.0,2201500000.0,2769100000.0,,-17500000.0,,291400000.0,2201500000.0,567600000.0,34300000.0,6200000.0,290300000.0,277300000.0,-28100000.0,249200000.0,2769100000.0,145500000.0,144900000.0,147000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q3TTM,2012-10-01,2013-09-30,,22400000.0,1.82,1.82,1.17,1.8,,51500000.0,267400000.0,244400000.0,23000000.0,265200000.0,2200000.0,2630800000.0,3324100000.0,,-20200000.0,,355700000.0,2630800000.0,693300000.0,47300000.0,7800000.0,357900000.0,335400000.0,-39500000.0,295900000.0,3324100000.0,145500000.0,144900000.0,147000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q3,2013-07-01,2013-09-30,2014-11-04 09:58:16+00:00,5300000.0,0.49,0.49,0.3,0.49,,24000000.0,72000000.0,66500000.0,5500000.0,71300000.0,700000.0,698000000.0,877600000.0,,-10500000.0,,85400000.0,698000000.0,179600000.0,10600000.0,1700000.0,80200000.0,99400000.0,-8900000.0,90500000.0,877600000.0,145500000.0,144900000.0,147000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q2YTD,2013-01-01,2013-06-30,,11100000.0,0.83,0.83,0.58,0.81,,44200000.0,121400000.0,114500000.0,6900000.0,120400000.0,1000000.0,1503500000.0,1891500000.0,,-7000000.0,,206000000.0,1503500000.0,388000000.0,23700000.0,4500000.0,210100000.0,177900000.0,-19200000.0,158700000.0,1891500000.0,145500000.0,145800000.0,148100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q2TTM,2012-07-01,2013-06-30,,23600000.0,1.79,1.79,1.16,1.76,,56100000.0,262000000.0,244500000.0,17500000.0,259700000.0,2300000.0,2706000000.0,3424600000.0,,-10300000.0,,364400000.0,2706000000.0,718600000.0,48000000.0,7700000.0,377700000.0,340900000.0,-40300000.0,300600000.0,3424600000.0,145500000.0,145800000.0,148100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q2,2013-04-01,2013-06-30,2014-08-05 16:04:37+00:00,5400000.0,0.49,0.49,0.29,0.48,0.0,24300000.0,71900000.0,65100000.0,6800000.0,71300000.0,600000.0,759700000.0,958800000.0,,-3600000.0,,98800000.0,759700000.0,199100000.0,10900000.0,1800000.0,100600000.0,98500000.0,-9100000.0,89400000.0,958800000.0,145500000.0,145800000.0,148100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q1TTM,2012-04-01,2013-03-31,,24600000.0,1.75,1.75,1.15,1.73,,53300000.0,255500000.0,236700000.0,18800000.0,253300000.0,2200000.0,2694200000.0,3400400000.0,,-5000000.0,,357400000.0,2694200000.0,706200000.0,46700000.0,7500000.0,377000000.0,329200000.0,-39200000.0,290000000.0,3400400000.0,144400000.0,145900000.0,148000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2013.0,Q1,2013-01-01,2013-03-31,2014-05-07 16:04:48+00:00,5700000.0,0.34,0.34,0.29,0.33,,19900000.0,49500000.0,49400000.0,100000.0,49100000.0,400000.0,743800000.0,932700000.0,,-3400000.0,,107200000.0,743800000.0,188900000.0,12800000.0,2700000.0,109500000.0,79400000.0,-10100000.0,69300000.0,932700000.0,144400000.0,145900000.0,148000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 15:21:11+00:00,19700000.0,0.69,0.69,1.22,0.68,0.0,70300000.0,101200000.0,225200000.0,-124000000.0,98000000.0,3200000.0,2991900000.0,3782300000.0,5100000.0,-5300000.0,,449600000.0,2991900000.0,790400000.0,41800000.0,5800000.0,464000000.0,326400000.0,-30900000.0,295500000.0,3782300000.0,141400000.0,141400000.0,141400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q4,2014-10-01,2014-12-31,,5200000.0,0.15,0.15,0.31,0.14,,12800000.0,21600000.0,46200000.0,-24600000.0,20600000.0,1000000.0,749500000.0,953300000.0,5100000.0,3600000.0,,132000000.0,749500000.0,203800000.0,10600000.0,1500000.0,140800000.0,63000000.0,-4000000.0,59000000.0,953300000.0,141400000.0,141400000.0,141400000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q3YTD,2014-01-01,2014-09-30,,14500000.0,0.54,0.54,0.91,0.54,,57500000.0,79600000.0,179000000.0,-99400000.0,77400000.0,2200000.0,2242400000.0,2829000000.0,,-8900000.0,,317600000.0,2242400000.0,586600000.0,31200000.0,4300000.0,323200000.0,263400000.0,-26900000.0,236500000.0,2829000000.0,141800000.0,140800000.0,142500000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q3TTM,2013-10-01,2014-09-30,,23500000.0,0.58,0.58,1.21,0.58,63000000.0,40600000.0,85900000.0,184300000.0,-98400000.0,83000000.0,2900000.0,2808200000.0,3537100000.0,,-12400000.0,,394100000.0,2808200000.0,728900000.0,41600000.0,5800000.0,468200000.0,260700000.0,-35800000.0,224900000.0,3537100000.0,141800000.0,140800000.0,142500000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 13:04:47+00:00,4900000.0,0.34,0.34,0.31,0.34,0.0,13100000.0,49000000.0,53400000.0,-4400000.0,48200000.0,800000.0,788300000.0,997400000.0,,-2600000.0,,131400000.0,788300000.0,209100000.0,10400000.0,1500000.0,133700000.0,75400000.0,-8900000.0,66500000.0,997400000.0,141800000.0,140800000.0,142500000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q2YTD,2014-01-01,2014-06-30,,9600000.0,0.2,0.2,0.6,0.2,,44400000.0,30600000.0,125600000.0,-95000000.0,29200000.0,1400000.0,1454100000.0,1831600000.0,,-6300000.0,,186200000.0,1454100000.0,377500000.0,20800000.0,2800000.0,189500000.0,188000000.0,-18000000.0,170000000.0,1831600000.0,140600000.0,141400000.0,143100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q2TTM,2013-07-01,2014-06-30,,23900000.0,0.73,0.73,1.2,0.73,63000000.0,51500000.0,108900000.0,197400000.0,-88500000.0,106100000.0,2800000.0,2717900000.0,3417300000.0,,-20300000.0,,348100000.0,2717900000.0,699400000.0,41800000.0,6000000.0,414700000.0,284700000.0,-35800000.0,248900000.0,3417300000.0,140600000.0,141400000.0,143100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 13:11:03+00:00,4800000.0,-0.17,-0.17,0.3,-0.17,0.0,23600000.0,-23100000.0,69600000.0,-92700000.0,-23900000.0,800000.0,755400000.0,956100000.0,,-400000.0,,94100000.0,755400000.0,200700000.0,10400000.0,1400000.0,98500000.0,102200000.0,-9000000.0,93200000.0,956100000.0,140600000.0,141400000.0,143100000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q1TTM,2013-04-01,2014-03-31,,24500000.0,1.39,1.39,1.19,1.38,63000000.0,52200000.0,203900000.0,192900000.0,11000000.0,201300000.0,2600000.0,2722200000.0,3420000000.0,,-23500000.0,,352800000.0,2722200000.0,697800000.0,42300000.0,6400000.0,416800000.0,281000000.0,-35900000.0,245100000.0,3420000000.0,143500000.0,142400000.0,144000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 13:42:35+00:00,4800000.0,0.37,0.37,0.3,0.37,0.0,20800000.0,53700000.0,56000000.0,-2300000.0,53100000.0,600000.0,698700000.0,875500000.0,,-5900000.0,,92100000.0,698700000.0,176800000.0,10400000.0,1400000.0,91000000.0,85800000.0,-9000000.0,76800000.0,875500000.0,143500000.0,142400000.0,144000000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 15:02:48+00:00,20800000.0,2.31,2.31,1.26,2.28,6300000.0,121800000.0,329200000.0,328000000.0,1200000.0,325100000.0,4100000.0,2994000000.0,3917200000.0,,-6800000.0,-500000.0,416900000.0,2994000000.0,923200000.0,41100000.0,4400000.0,436700000.0,486500000.0,-36700000.0,449800000.0,3917200000.0,140900000.0,140900000.0,140900000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2015.0,Q4,2015-10-01,2015-12-31,,5200000.0,0.57,0.57,0.32,0.57,2200000.0,24700000.0,81800000.0,81800000.0,,80500000.0,1300000.0,711000000.0,944600000.0,,-4000000.0,200000.0,115900000.0,711000000.0,233600000.0,8600000.0,1000000.0,119500000.0,114100000.0,-7600000.0,106500000.0,944600000.0,140900000.0,140900000.0,140900000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2015.0,Q3,2015-07-01,2015-09-30,2016-11-08 15:58:32+00:00,5200000.0,0.68,0.68,0.32,0.67,0.0,36100000.0,96100000.0,96200000.0,-100000.0,95200000.0,900000.0,768000000.0,1009100000.0,,-2700000.0,200000.0,96900000.0,768000000.0,241100000.0,10300000.0,1100000.0,99600000.0,141500000.0,-9200000.0,132300000.0,1009100000.0,140000000.0,140400000.0,142500000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2015.0,Q3YTD,2015-01-01,2015-09-30,,15600000.0,1.74,1.74,0.94,1.71,4100000.0,97100000.0,247400000.0,246200000.0,1200000.0,244600000.0,2800000.0,2283000000.0,2972600000.0,,-2800000.0,-700000.0,301000000.0,2283000000.0,689600000.0,32500000.0,3400000.0,317200000.0,372400000.0,-29100000.0,343300000.0,2972600000.0,140000000.0,140400000.0,142500000.0
Leggett & Platt Inc,LEG,DKOVQUCDW4ZLYCUD4T55,58492,2015.0,Q3TTM,2014-10-01,2015-09-30,,20800000.0,1.89,1.89,1.25,1.85,4100000.0,109900000.0,269000000.0,292400000.0,-23400000.0,265200000.0,3800000.0,3032500000.0,3925900000.0,5100000.0,800000.0,-700000.0,433000000.0,3032500000.0,893400000.0,43100000.0,4900000.0,458000000.0,435400000.0,-33100000.0,402300000.0,3925900000.0,140000000.0,140400000.0,142500000.0
