company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2008.0,Q3,2008-06-29,2008-09-27,2009-11-06 11:25:07+00:00,0.9,0.9,0.34,0.89,133000000.0,341000000.0,341000000.0,342000000.0,-1000000.0,1885000000.0,3288000000.0,0.0,12000000.0,870000000.0,1885000000.0,1403000000.0,71000000.0,870000000.0,533000000.0,-59000000.0,474000000.0,3288000000.0,380000000.0,380000000.0,384000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2008.0,FY,2006-12-31,2007-12-29,2010-02-26 15:02:52+00:00,2.79,2.79,1.202,2.76,444000000.0,1102000000.0,1102000000.0,1103000000.0,-1000000.0,6597000000.0,11776000000.0,,-3000000.0,3311000000.0,6597000000.0,5179000000.0,319000000.0,3311000000.0,1868000000.0,-322000000.0,1546000000.0,11776000000.0,395300000.0,395300000.0,399600000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,Q4,2009-10-04,2010-01-02,,0.46,0.46,0.37,0.46,60000000.0,176000000.0,176000000.0,176000000.0,,1655000000.0,2900000000.0,1000000.0,-21000000.0,893000000.0,1655000000.0,1245000000.0,96000000.0,893000000.0,352000000.0,-117000000.0,235000000.0,2900000000.0,382300000.0,382300000.0,383500000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,FY,2009-01-04,2010-01-02,2012-02-28 18:08:40+00:00,3.17,3.17,1.43,3.16,476000000.0,1208000000.0,1208000000.0,1212000000.0,-4000000.0,7184000000.0,12575000000.0,,-22000000.0,3390000000.0,7184000000.0,5391000000.0,295000000.0,3390000000.0,2001000000.0,-317000000.0,1684000000.0,12575000000.0,382300000.0,382300000.0,383500000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,Q3YTD,2007-12-30,2009-10-03,,2.71,2.71,1.06,2.7,416000000.0,1032000000.0,1032000000.0,1036000000.0,-4000000.0,5529000000.0,9675000000.0,-1000000.0,-1000000.0,2497000000.0,5529000000.0,4146000000.0,199000000.0,2497000000.0,1649000000.0,-200000000.0,1449000000.0,9675000000.0,384000000.0,382000000.0,384000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,Q3,2009-07-05,2009-10-03,2010-11-05 10:18:06+00:00,0.94,0.94,0.375,0.94,132000000.0,360000000.0,360000000.0,361000000.0,-1000000.0,1837000000.0,3277000000.0,,-10000000.0,873000000.0,1837000000.0,1440000000.0,65000000.0,873000000.0,567000000.0,-75000000.0,492000000.0,3277000000.0,384000000.0,382000000.0,384000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,Q2YTD,2007-12-30,2009-07-04,,1.77,1.77,0.68,1.76,284000000.0,672000000.0,672000000.0,675000000.0,-3000000.0,3692000000.0,6398000000.0,-1000000.0,9000000.0,1624000000.0,3692000000.0,2706000000.0,134000000.0,1624000000.0,1082000000.0,-125000000.0,957000000.0,6398000000.0,380600000.0,383000000.0,383000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,Q2,2009-04-05,2009-07-04,2010-08-20 08:33:54+00:00,0.93,0.93,0.34,0.92,141000000.0,353000000.0,353000000.0,354000000.0,-1000000.0,1825000000.0,3229000000.0,-1000000.0,9000000.0,851000000.0,1825000000.0,1404000000.0,67000000.0,851000000.0,553000000.0,-58000000.0,495000000.0,3229000000.0,380600000.0,383000000.0,383000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,Q1,2009-01-04,2009-04-04,2010-05-07 16:57:44+00:00,0.84,0.84,0.34,0.84,143000000.0,319000000.0,319000000.0,321000000.0,-2000000.0,1867000000.0,3169000000.0,,0.0,773000000.0,1867000000.0,1302000000.0,67000000.0,773000000.0,529000000.0,-67000000.0,462000000.0,3169000000.0,382100000.0,382000000.0,383000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2010.0,FY,2010-01-03,2011-01-01,2013-02-26 08:01:36+00:00,3.43,3.43,1.56,3.4,510000000.0,1280000000.0,1280000000.0,1287000000.0,-7000000.0,7055000000.0,12397000000.0,0.0,1000000.0,3305000000.0,7055000000.0,5342000000.0,248000000.0,3305000000.0,2037000000.0,-247000000.0,1790000000.0,12397000000.0,375200000.0,375200000.0,378500000.0
