company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2008.0,FY,,2009-01-03,2009-11-06 11:25:07+00:00,1135000000.0,1100000000.0,357000000.0,-2141000000.0,255000000.0,,543000000.0,112000000.0,51000000.0,280000000.0,96000000.0,3637000000.0,1461000000.0,4068000000.0,,897000000.0,2933000000.0,7000000.0,300000000.0,631000000.0,,341000000.0,,298000000.0,940000000.0,,157000000.0,4836000000.0,1388000000.0,10946000000.0,1448000000.0,2521000000.0,3552000000.0,1448000000.0,1455000000.0,9491000000.0,10946000000.0,5492000000.0,5939000000.0,-1790000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,FY,,2010-01-02,2011-02-25 16:00:18+00:00,1077000000.0,1093000000.0,,-1966000000.0,334000000.0,,577000000.0,,,,,3643000000.0,1458000000.0,4835000000.0,,910000000.0,3010000000.0,3000000.0,425000000.0,430000000.0,221000000.0,1166000000.0,,531000000.0,947000000.0,,,5481000000.0,45000000.0,11200000000.0,2272000000.0,2558000000.0,2288000000.0,2272000000.0,2275000000.0,8925000000.0,11200000000.0,5632000000.0,6637000000.0,-1820000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2009.0,Q3,,2009-10-03,2009-11-06 11:25:07+00:00,1082000000.0,1254000000.0,479000000.0,-2066000000.0,527000000.0,,559000000.0,128000000.0,21000000.0,289000000.0,172000000.0,3643000000.0,1460000000.0,4823000000.0,,863000000.0,3000000000.0,3000000.0,338000000.0,603000000.0,,386000000.0,,347000000.0,993000000.0,,126000000.0,5461000000.0,476000000.0,11520000000.0,2027000000.0,2898000000.0,2733000000.0,2027000000.0,2030000000.0,9490000000.0,11520000000.0,5622000000.0,6757000000.0,-1927000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2010.0,FY,,2011-01-01,2012-02-28 18:08:40+00:00,1149000000.0,1190000000.0,,-1914000000.0,444000000.0,0.0,600000000.0,,,,,3628000000.0,1456000000.0,5547000000.0,,1056000000.0,3128000000.0,-4000000.0,697000000.0,265000000.0,225000000.0,1039000000.0,,720000000.0,,,,6122000000.0,996000000.0,11847000000.0,2158000000.0,2915000000.0,3184000000.0,2158000000.0,2154000000.0,9693000000.0,11847000000.0,5804000000.0,6509000000.0,-2650000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2010.0,Q3,,2010-10-02,2010-11-05 10:18:06+00:00,1145000000.0,1211000000.0,454000000.0,-1931000000.0,559000000.0,,590000000.0,148000000.0,133000000.0,161000000.0,208000000.0,3644000000.0,1457000000.0,3929000000.0,,952000000.0,3015000000.0,,431000000.0,441000000.0,,344000000.0,,395000000.0,926000000.0,,135000000.0,6087000000.0,1542000000.0,11724000000.0,2218000000.0,3005000000.0,3779000000.0,2218000000.0,2218000000.0,9506000000.0,11724000000.0,5704000000.0,5727000000.0,-2528000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2010.0,Q2,,2010-07-03,2010-08-20 08:33:54+00:00,1075000000.0,1144000000.0,408000000.0,-2096000000.0,471000000.0,,586000000.0,141000000.0,12000000.0,187000000.0,185000000.0,3639000000.0,1457000000.0,3915000000.0,,885000000.0,2916000000.0,1000000.0,428000000.0,440000000.0,,470000000.0,,396000000.0,954000000.0,,151000000.0,5903000000.0,1112000000.0,11385000000.0,2383000000.0,2792000000.0,3264000000.0,2383000000.0,2384000000.0,9001000000.0,11385000000.0,5677000000.0,5737000000.0,-2010000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2010.0,Q1,,2010-04-03,2010-05-07 16:57:44+00:00,1028000000.0,1284000000.0,442000000.0,-2011000000.0,387000000.0,,585000000.0,127000000.0,142000000.0,189000000.0,175000000.0,3645000000.0,1458000000.0,3898000000.0,,817000000.0,2977000000.0,2000000.0,439000000.0,431000000.0,,352000000.0,,380000000.0,951000000.0,,139000000.0,5750000000.0,1076000000.0,11389000000.0,2439000000.0,2754000000.0,3229000000.0,2439000000.0,2441000000.0,8948000000.0,11389000000.0,5658000000.0,5719000000.0,-1885000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2011.0,FY,,2011-12-31,2012-11-05 16:20:04+00:00,1189000000.0,1188000000.0,821000000.0,-2458000000.0,460000000.0,0.0,627000000.0,149000000.0,66000000.0,242000000.0,150000000.0,3623000000.0,1454000000.0,5037000000.0,,1132000000.0,3281000000.0,2000000.0,637000000.0,748000000.0,,,,366000000.0,404000000.0,,98000000.0,6721000000.0,995000000.0,11901000000.0,1760000000.0,3027000000.0,3313000000.0,1760000000.0,1762000000.0,10139000000.0,11901000000.0,5593000000.0,6826000000.0,-3130000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2011.0,Q3,,2011-10-01,2011-11-09 16:18:52+00:00,1200000000.0,1302000000.0,446000000.0,-1926000000.0,582000000.0,,615000000.0,159000000.0,18000000.0,239000000.0,480000000.0,3622000000.0,1455000000.0,5300000000.0,,1013000000.0,3193000000.0,2000000.0,790000000.0,386000000.0,,461000000.0,,335000000.0,401000000.0,,122000000.0,6644000000.0,737000000.0,12263000000.0,2283000000.0,3178000000.0,3101000000.0,2283000000.0,2285000000.0,9978000000.0,12263000000.0,5892000000.0,6877000000.0,-3050000000.0
Kellogg Co,K,LONOZNOJYIBXOHXWDB86,55067,2011.0,Q2,,2011-07-02,2011-08-05 09:40:40+00:00,1208000000.0,1364000000.0,436000000.0,-1765000000.0,457000000.0,,618000000.0,161000000.0,31000000.0,205000000.0,474000000.0,3632000000.0,1455000000.0,5308000000.0,,1017000000.0,3246000000.0,-6000000.0,768000000.0,370000000.0,,412000000.0,,413000000.0,416000000.0,,137000000.0,6511000000.0,734000000.0,12356000000.0,2474000000.0,3136000000.0,3026000000.0,2474000000.0,2468000000.0,9888000000.0,12356000000.0,5974000000.0,6862000000.0,-2890000000.0
