company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2008.0,FY,2007-12-30,2009-01-03,2011-02-15 20:55:42+00:00,1.35,1.35,,1.34,35868000.0,127169000.0,127169000.0,,127169000.0,2871420000.0,4248770000.0,634000.0,,50263000.0,1009607000.0,2871420000.0,1377350000.0,155077000.0,1059870000.0,317480000.0,-154443000.0,163037000.0,4248770000.0,94200000.0,94171000.0,95164000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,FY,2009-01-04,2010-01-02,2012-02-17 11:39:50+00:00,0.54,0.54,,0.54,6993000.0,51283000.0,51283000.0,,51283000.0,2626001000.0,3891275000.0,-49301000.0,,53888000.0,940530000.0,2626001000.0,1265274000.0,163279000.0,994418000.0,270856000.0,-212580000.0,58276000.0,3891275000.0,95000000.0,95158000.0,95668000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,Q3,2009-07-05,2009-10-03,2010-10-28 14:44:48+00:00,0.43,0.43,,0.43,6807000.0,41138000.0,41138000.0,,41138000.0,701993000.0,1058673000.0,-2423000.0,,15104000.0,248267000.0,701993000.0,356680000.0,42941000.0,263371000.0,93309000.0,-45364000.0,47945000.0,1058673000.0,95700000.0,95247000.0,96422000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,Q2,2009-04-05,2009-07-04,2010-07-28 16:55:09+00:00,0.32,0.32,,0.32,8618000.0,30555000.0,30555000.0,,30555000.0,658631000.0,986022000.0,-168000.0,,12544000.0,230699000.0,658631000.0,327391000.0,44807000.0,243243000.0,84148000.0,-44975000.0,39173000.0,986022000.0,95500000.0,95023000.0,96167000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q4,2010-10-03,2011-01-01,,0.28,0.28,,0.29,-5929000.0,28056000.0,9375000.0,18681000.0,28056000.0,659231000.0,968958000.0,-15093000.0,,,251439000.0,659231000.0,309727000.0,39749000.0,251439000.0,58288000.0,-54842000.0,3446000.0,968958000.0,96500000.0,96500000.0,96500000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,FY,2010-01-03,2011-01-01,2013-02-06 17:18:49+00:00,2.19,2.19,,2.16,17889000.0,211293000.0,192612000.0,18681000.0,211293000.0,2770174000.0,4146012000.0,-20221000.0,,,994973000.0,2770174000.0,1375838000.0,150143000.0,994973000.0,380865000.0,-170364000.0,210501000.0,4146012000.0,96500000.0,96500000.0,96500000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q3YTD,2010-01-03,2010-10-02,,1.91,1.91,,1.87,23818000.0,183237000.0,183237000.0,,183237000.0,2110943000.0,3177054000.0,-5128000.0,,,743534000.0,2110943000.0,1066111000.0,110394000.0,743534000.0,322577000.0,-115522000.0,207055000.0,3177054000.0,95800000.0,96496000.0,97752000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q3,2010-07-04,2010-10-02,2011-11-03 17:07:41+00:00,0.64,0.64,,0.63,15328000.0,61312000.0,61312000.0,,61312000.0,809487000.0,1173362000.0,-1094000.0,,,249815000.0,809487000.0,363875000.0,36326000.0,249815000.0,114060000.0,-37420000.0,76640000.0,1173362000.0,95800000.0,96496000.0,97752000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q2YTD,2010-01-03,2010-07-03,,1.27,1.27,,1.24,8490000.0,121925000.0,121925000.0,,121925000.0,1301456000.0,2003692000.0,-4034000.0,,,493719000.0,1301456000.0,702236000.0,74068000.0,493719000.0,208517000.0,-78102000.0,130415000.0,2003692000.0,96000000.0,96420000.0,98027000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q2,2010-04-04,2010-07-03,2011-07-28 17:13:47+00:00,0.89,0.89,,0.87,-1808000.0,85412000.0,85412000.0,,85412000.0,701046000.0,1075852000.0,-2628000.0,,,252001000.0,701046000.0,374806000.0,36573000.0,252001000.0,122805000.0,-39201000.0,83604000.0,1075852000.0,96000000.0,96420000.0,98027000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q1,2010-01-03,2010-04-03,2011-04-27 17:40:52+00:00,0.38,0.38,,0.37,10298000.0,36513000.0,36513000.0,,36513000.0,600410000.0,927840000.0,-1406000.0,,,241718000.0,600410000.0,327430000.0,37495000.0,241718000.0,85712000.0,-38901000.0,46811000.0,927840000.0,96100000.0,96326000.0,97493000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q4,2011-10-02,2011-12-31,,0.42,0.42,,0.42,-8905000.0,40965000.0,31630000.0,9335000.0,40965000.0,729985000.0,1044591000.0,-4082000.0,,,250088000.0,729985000.0,314606000.0,37711000.0,250088000.0,64518000.0,-41793000.0,22725000.0,1044591000.0,97710000.0,97710000.0,97710000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,FY,2011-01-02,2011-12-31,2014-02-06 12:46:14+00:00,2.73,2.73,,2.69,41983000.0,266688000.0,242569000.0,24119000.0,266688000.0,2941083000.0,4434291000.0,-6377000.0,,,1046081000.0,2941083000.0,1493208000.0,156198000.0,1046081000.0,447127000.0,-162575000.0,284552000.0,4434291000.0,97710000.0,97710000.0,97710000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q3YTD,2011-01-02,2011-10-01,,2.31,2.31,,2.27,50888000.0,225723000.0,210939000.0,14784000.0,225723000.0,2211098000.0,3389700000.0,-2295000.0,,,795993000.0,2211098000.0,1178602000.0,118487000.0,795993000.0,382609000.0,-120782000.0,261827000.0,3389700000.0,97700000.0,97925000.0,99535000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q3TTM,2010-10-03,2011-10-01,,2.59,2.59,,2.56,44959000.0,253779000.0,220314000.0,33465000.0,253779000.0,2870329000.0,4358658000.0,-17388000.0,,,1047432000.0,2870329000.0,1488329000.0,158236000.0,1047432000.0,440897000.0,-175624000.0,265273000.0,4358658000.0,97700000.0,97925000.0,99535000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q3,2011-07-03,2011-10-01,2012-10-24 16:36:03+00:00,0.93,0.93,,0.91,20739000.0,90832000.0,85070000.0,5762000.0,90832000.0,771251000.0,1185304000.0,-880000.0,,,269109000.0,771251000.0,414053000.0,38255000.0,269109000.0,144944000.0,-39135000.0,105809000.0,1185304000.0,97700000.0,97925000.0,99535000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q2YTD,2011-01-02,2011-07-02,,1.38,1.38,,1.36,30149000.0,134891000.0,125869000.0,9022000.0,134891000.0,1439847000.0,2204396000.0,-1415000.0,,,526884000.0,1439847000.0,764549000.0,80232000.0,526884000.0,237665000.0,-81647000.0,156018000.0,2204396000.0,97500000.0,97537000.0,99224000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q2TTM,2010-07-04,2011-07-02,,2.3,2.3,,2.28,39548000.0,224259000.0,196556000.0,27703000.0,224259000.0,2908565000.0,4346716000.0,-17602000.0,,,1028138000.0,2908565000.0,1438151000.0,156307000.0,1028138000.0,410013000.0,-173909000.0,236104000.0,4346716000.0,97500000.0,97537000.0,99224000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q2,2011-04-03,2011-07-02,2012-08-01 18:04:57+00:00,0.89,0.89,,0.87,18121000.0,86782000.0,77760000.0,9022000.0,86782000.0,757962000.0,1167986000.0,-814000.0,,,274202000.0,757962000.0,410024000.0,39127000.0,274202000.0,135822000.0,-39941000.0,95881000.0,1167986000.0,97500000.0,97537000.0,99224000.0
