company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,FY,,2010-01-02,2011-02-15 20:55:42+00:00,351971000.0,450541000.0,85069000.0,-222995000.0,,38943000.0,288909000.0,139836000.0,76315000.0,322002000.0,136214000.0,1727547000.0,1049204000.0,602826000.0,,357103000.0,290030000.0,144033000.0,134251000.0,,,85862000.0,95293000.0,268805000.0,231369000.0,3326564000.0,334719000.0,1822557000.0,878975000.0,334719000.0,334719000.0,2991845000.0,3326564000.0,901181000.0,2112870000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,FY,,2011-01-01,2012-02-17 11:39:50+00:00,412369000.0,503243000.0,87384000.0,-213215000.0,,43671000.0,295791000.0,149431000.0,89303000.0,430144000.0,178622000.0,1990735000.0,1322719000.0,631254000.0,,319798000.0,301889000.0,128607000.0,99616000.0,,,82513000.0,105354000.0,480098000.0,140678000.0,3790002000.0,562674000.0,2147671000.0,829350000.0,562674000.0,562674000.0,3227328000.0,3790002000.0,1011077000.0,2397978000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q3,,2010-10-02,2010-10-28 14:44:48+00:00,461879000.0,531360000.0,303130000.0,-213404000.0,,75496000.0,299888000.0,270870000.0,,322002000.0,129079000.0,1871672000.0,1377286000.0,596458000.0,,452742000.0,,,,,,,387434000.0,452043000.0,192651000.0,3755293000.0,538527000.0,2255012000.0,957660000.0,538527000.0,538527000.0,3216766000.0,3755293000.0,903823000.0,2259106000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q2,,2010-07-03,2010-07-28 16:55:09+00:00,460339000.0,512801000.0,267266000.0,-223230000.0,,36797000.0,294783000.0,271945000.0,,322002000.0,131432000.0,1868672000.0,1295621000.0,595687000.0,,447436000.0,,,,,,,390217000.0,390730000.0,164944000.0,3613721000.0,462283000.0,2117164000.0,892549000.0,462283000.0,462283000.0,3151438000.0,3613721000.0,900870000.0,2258889000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,FY,,2011-12-31,2013-02-06 17:18:49+00:00,451525000.0,470713000.0,88595000.0,-333251000.0,,35345000.0,267526000.0,154667000.0,80906000.0,433396000.0,169675000.0,1807777000.0,1607555000.0,635406000.0,,394220000.0,485688000.0,62511000.0,82685000.0,,,71181000.0,126424000.0,746786000.0,230008000.0,4034669000.0,681061000.0,2330791000.0,933719000.0,681061000.0,681061000.0,3353608000.0,4034669000.0,1068472000.0,2419889000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q3,,2011-10-01,2011-11-03 17:07:41+00:00,505884000.0,589439000.0,322588000.0,-214432000.0,,47997000.0,258853000.0,146357000.0,,432671000.0,173156000.0,2005735000.0,1726372000.0,636409000.0,,401485000.0,,64694000.0,,,,,425021000.0,705820000.0,209111000.0,4218580000.0,750241000.0,2574859000.0,1037583000.0,750241000.0,750241000.0,3468339000.0,4218580000.0,1007312000.0,2430756000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q2,,2011-07-02,2011-07-28 17:13:47+00:00,563641000.0,612178000.0,267341000.0,-203867000.0,,44655000.0,246679000.0,147360000.0,,432903000.0,176531000.0,1998235000.0,1640231000.0,635612000.0,,408001000.0,,57305000.0,,,,,425693000.0,614988000.0,242066000.0,4154776000.0,657800000.0,2501729000.0,1073048000.0,657800000.0,657800000.0,3496976000.0,4154776000.0,1017435000.0,2423928000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2011.0,Q1,,2011-04-02,2011-04-27 17:40:52+00:00,471432000.0,547121000.0,299921000.0,-208216000.0,,64804000.0,300131000.0,280787000.0,,430144000.0,176594000.0,2095735000.0,1541730000.0,633132000.0,,402617000.0,,,,,,,417951000.0,528208000.0,171767000.0,4076929000.0,620123000.0,2434442000.0,943120000.0,620123000.0,620123000.0,3456806000.0,4076929000.0,1009355000.0,2513686000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2012.0,FY,,2012-12-29,2014-02-06 12:46:14+00:00,403644000.0,506278000.0,74132000.0,-317613000.0,,42796000.0,293012000.0,166189000.0,114501000.0,433300000.0,120114000.0,1317500000.0,1253136000.0,596158000.0,,397529000.0,446267000.0,59126000.0,83339000.0,,,57074000.0,105399000.0,911467000.0,200052000.0,3631700000.0,886866000.0,2027525000.0,875668000.0,886866000.0,886866000.0,2744834000.0,3631700000.0,1008017000.0,1869166000.0,0.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2012.0,Q3,,2012-09-29,2012-10-24 16:36:03+00:00,429166000.0,585490000.0,259772000.0,-332251000.0,,182269000.0,278239000.0,156932000.0,,433321000.0,123071000.0,1500000000.0,1340776000.0,606011000.0,,396667000.0,471335000.0,53387000.0,,,,61635000.0,112281000.0,831079000.0,389938000.0,3939559000.0,777067000.0,2318854000.0,1078876000.0,777067000.0,777067000.0,3162492000.0,3939559000.0,1014694000.0,2083616000.0,0.0
