company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2008.0,FY,2007-12-30,2009-01-03,2011-02-15 20:55:42+00:00,-14655000.0,18051000.0,103126000.0,,-2305000.0,-105281000.0,1414571000.0,-104738000.0,-177248000.0,177397000.0,-104738000.0,-177248000.0,177397000.0,-106894000.0,127169000.0,127169000.0,34332000.0,20191000.0,-644000.0,,-186957000.0,-1509225000.0,-30275000.0,,25008000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,Q4,2009-10-04,2010-01-02,,,6166000.0,26836000.0,,-173000.0,128348000.0,2396799000.0,-198239000.0,-4959000.0,203697000.0,-198239000.0,-4959000.0,203697000.0,326000.0,-1082000.0,-1082000.0,43429000.0,803000.0,6000.0,,-27116000.0,-2595841000.0,,,22151000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,FY,2009-01-04,2010-01-02,2012-02-17 11:39:50+00:00,,23410000.0,84312000.0,,115000.0,170918000.0,5096241000.0,-354174000.0,-88844000.0,414504000.0,-354174000.0,-88844000.0,414504000.0,-28399000.0,51283000.0,51283000.0,84581000.0,1179000.0,16000.0,,-126825000.0,-5451594000.0,,,37965000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,Q3,2009-07-05,2009-10-03,,,6148000.0,18028000.0,,377000.0,98766000.0,803028000.0,-178763000.0,-14848000.0,184290000.0,-178763000.0,-14848000.0,184290000.0,-8944000.0,41138000.0,41138000.0,20210000.0,376000.0,10000.0,,-21893000.0,-982167000.0,,,7035000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,Q3YTD,2009-01-04,2009-10-03,2010-10-28 14:44:48+00:00,,17244000.0,57476000.0,,288000.0,42570000.0,2699442000.0,-155935000.0,-83885000.0,210807000.0,-155935000.0,-83885000.0,210807000.0,-28725000.0,52365000.0,52365000.0,41152000.0,376000.0,10000.0,,-99709000.0,-2855753000.0,,,15814000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2009.0,Q2YTD,2009-01-04,2009-07-04,2010-07-28 16:55:09+00:00,,11096000.0,39448000.0,,-89000.0,-56196000.0,1896414000.0,22828000.0,-69037000.0,26517000.0,22828000.0,-69037000.0,26517000.0,-19781000.0,11227000.0,11227000.0,20942000.0,,,,-77816000.0,-1873586000.0,,,8779000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q4,2010-10-03,2011-01-01,,-222878000.0,10520000.0,19871000.0,,-46000.0,89713000.0,2051872000.0,48468000.0,-250375000.0,170128000.0,48468000.0,-250375000.0,170128000.0,-31825000.0,28056000.0,28056000.0,21968000.0,2501000.0,,,-27670000.0,-2005905000.0,,,173000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,FY,2010-01-03,2011-01-01,2013-02-06 17:18:49+00:00,-222878000.0,43022000.0,74103000.0,,-16000.0,-227992000.0,4832165000.0,155685000.0,-283995000.0,133054000.0,155685000.0,-283995000.0,133054000.0,4728000.0,211293000.0,211293000.0,32628000.0,5938000.0,-519000.0,,-106240000.0,-4682418000.0,,,45642000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q3TTM,2009-10-04,2010-10-02,,,38668000.0,81068000.0,,-143000.0,-189357000.0,5177092000.0,-91022000.0,-38579000.0,166623000.0,-91022000.0,-38579000.0,166623000.0,36879000.0,182155000.0,182155000.0,54089000.0,4240000.0,-513000.0,,-105686000.0,-5272354000.0,,,67620000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q3,2010-07-04,2010-10-02,,,10350000.0,17631000.0,,729000.0,-64597000.0,924021000.0,30970000.0,-20198000.0,27198000.0,30970000.0,-20198000.0,27198000.0,38699000.0,61312000.0,61312000.0,2502000.0,2017000.0,,,-20471000.0,-895068000.0,,,273000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q3YTD,2010-01-03,2010-10-02,2011-11-03 17:07:41+00:00,,32502000.0,54232000.0,,30000.0,-317705000.0,2780293000.0,107217000.0,-33620000.0,-37074000.0,107217000.0,-33620000.0,-37074000.0,36553000.0,183237000.0,183237000.0,10660000.0,3437000.0,-519000.0,,-78570000.0,-2676513000.0,,,45469000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q2TTM,2009-07-05,2010-07-03,,,34466000.0,81465000.0,,-495000.0,-25994000.0,5056099000.0,-300755000.0,-33229000.0,323715000.0,-300755000.0,-33229000.0,323715000.0,-10764000.0,161981000.0,161981000.0,71797000.0,2599000.0,-503000.0,,-107108000.0,-5359453000.0,,,74382000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q2,2010-04-04,2010-07-03,,,10883000.0,16891000.0,,-976000.0,-142700000.0,953638000.0,45530000.0,-25067000.0,-25310000.0,45530000.0,-25067000.0,-25310000.0,-5823000.0,85412000.0,85412000.0,4204000.0,1384000.0,,,-29875000.0,-909492000.0,,,4808000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q2YTD,2010-01-03,2010-07-03,2011-07-28 17:13:47+00:00,,22152000.0,36601000.0,,-699000.0,-253108000.0,1856272000.0,76247000.0,-13422000.0,-64272000.0,76247000.0,-13422000.0,-64272000.0,-2146000.0,121925000.0,121925000.0,8158000.0,1420000.0,-519000.0,,-58099000.0,-1781445000.0,,,45196000.0
HanesBrands Inc,HBI,GX5LWVWZLL5S4W1L2F20,1359841,2010.0,Q1,2010-01-03,2010-04-03,2011-04-27 17:40:52+00:00,,11269000.0,19710000.0,,277000.0,-110408000.0,902634000.0,30717000.0,11645000.0,-38962000.0,30717000.0,11645000.0,-38962000.0,3677000.0,36513000.0,36513000.0,3954000.0,36000.0,-519000.0,,-28224000.0,-871953000.0,,,40388000.0
