company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2014.0,FY,,2014-10-31,2015-12-17 17:26:45+00:00,4889000000.0,8423000000.0,-2248000000.0,2319000000.0,0.0,,5129000000.0,706000000.0,2737000000.0,25960000000.0,2057000000.0,485000000.0,,1884000000.0,8520000000.0,396000000.0,,2974000000.0,6431000000.0,5405000000.0,,,39024000000.0,6503000000.0,7654000000.0,,,0.0,894000000.0,65071000000.0,36776000000.0,22031000000.0,19760000000.0,36776000000.0,37172000000.0,27899000000.0,65071000000.0,34520000000.0,8139000000.0,
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2015.0,FY,,2015-10-31,2016-12-15 17:26:55+00:00,5828000000.0,8538000000.0,-5015000000.0,9842000000.0,0.0,0.0,5154000000.0,476000000.0,2902000000.0,27261000000.0,1930000000.0,15103000000.0,0.0,2198000000.0,9886000000.0,383000000.0,,2918000000.0,6468000000.0,6942000000.0,,,38550000000.0,10875000000.0,8902000000.0,,,0.0,691000000.0,79916000000.0,33535000000.0,29964000000.0,21993000000.0,33535000000.0,33918000000.0,45998000000.0,79916000000.0,40066000000.0,24005000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2016.0,FY,,2016-10-31,2017-12-15 16:40:03+00:00,4945000000.0,3151000000.0,-6599000000.0,12987000000.0,0.0,35265000000.0,2996000000.0,161000000.0,1253000000.0,16090000000.0,675000000.0,12168000000.0,2648000000.0,1720000000.0,6375000000.0,70000000.0,,3360000000.0,2694000000.0,3973000000.0,5005000000.0,5676000000.0,,10476000000.0,8874000000.0,14448000000.0,4540000000.0,2782000000.0,3525000000.0,79629000000.0,31448000000.0,28917000000.0,22529000000.0,31448000000.0,31518000000.0,48111000000.0,79629000000.0,44337000000.0,25582000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2016.0,Q3,,2016-07-31,2016-09-08 17:28:21+00:00,5030000000.0,6951000000.0,-5177000000.0,10743000000.0,0.0,35117000000.0,4749000000.0,366000000.0,2206000000.0,24171000000.0,1211000000.0,15354000000.0,2675000000.0,1848000000.0,9579000000.0,400000000.0,,3030000000.0,4992000000.0,6025000000.0,906000000.0,197000000.0,0.0,12715000000.0,11157000000.0,,,2486000000.0,911000000.0,78821000000.0,32426000000.0,28470000000.0,19484000000.0,32426000000.0,32826000000.0,45995000000.0,78821000000.0,40772000000.0,26511000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2016.0,Q2,,2016-04-30,2016-06-08 17:26:24+00:00,5289000000.0,7707000000.0,-5167000000.0,9010000000.0,0.0,36500000000.0,4817000000.0,462000000.0,2212000000.0,24244000000.0,1436000000.0,15247000000.0,,2099000000.0,9674000000.0,390000000.0,,3017000000.0,5237000000.0,6125000000.0,4077000000.0,727000000.0,,11563000000.0,10196000000.0,,,301000000.0,965000000.0,78064000000.0,31634000000.0,31147000000.0,20597000000.0,31634000000.0,32024000000.0,46040000000.0,78064000000.0,37243000000.0,25443000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2016.0,Q1,,2016-01-31,2016-03-10 17:20:44+00:00,4908000000.0,7898000000.0,-5092000000.0,8505000000.0,0.0,36255000000.0,5154000000.0,397000000.0,2066000000.0,27458000000.0,1708000000.0,15229000000.0,,2345000000.0,9700000000.0,385000000.0,,2948000000.0,6060000000.0,6916000000.0,,,,10730000000.0,10138000000.0,,,86000000.0,910000000.0,77352000000.0,31249000000.0,27756000000.0,20351000000.0,31249000000.0,31634000000.0,45718000000.0,77352000000.0,39896000000.0,25367000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,FY,,2017-10-31,2018-12-12 17:19:51+00:00,6072000000.0,3073000000.0,-2895000000.0,9579000000.0,0.0,33599000000.0,3128000000.0,429000000.0,1156000000.0,17516000000.0,1042000000.0,10182000000.0,2535000000.0,2315000000.0,6269000000.0,39000000.0,,3378000000.0,3099000000.0,4289000000.0,,,,12600000000.0,8795000000.0,,,-7238000000.0,3850000000.0,61406000000.0,23466000000.0,21444000000.0,18924000000.0,23466000000.0,23505000000.0,37901000000.0,61406000000.0,33693000000.0,18977000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q3,,2017-07-31,2017-09-07 17:26:05+00:00,5717000000.0,3845000000.0,-3360000000.0,7757000000.0,0.0,34048000000.0,3828000000.0,467000000.0,1306000000.0,25491000000.0,1411000000.0,14527000000.0,2626000000.0,2144000000.0,6730000000.0,38000000.0,11530000000.0,3295000000.0,6102000000.0,4892000000.0,0.0,0.0,,,9075000000.0,0.0,0.0,-1676000000.0,2069000000.0,70931000000.0,29012000000.0,23143000000.0,18279000000.0,29012000000.0,29050000000.0,41881000000.0,70931000000.0,41058000000.0,23602000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q2,,2017-04-30,2017-06-08 17:22:01+00:00,5194000000.0,3810000000.0,-3544000000.0,8101000000.0,0.0,34422000000.0,3829000000.0,755000000.0,1189000000.0,25498000000.0,1540000000.0,11904000000.0,2620000000.0,2041000000.0,6692000000.0,36000000.0,10847000000.0,3229000000.0,3092000000.0,4601000000.0,0.0,0.0,,,8941000000.0,0.0,0.0,-1867000000.0,2010000000.0,67470000000.0,29011000000.0,20273000000.0,17578000000.0,29011000000.0,29047000000.0,38423000000.0,67470000000.0,40505000000.0,20845000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q1,,2017-01-31,2017-03-09 17:21:42+00:00,5535000000.0,6482000000.0,-6124000000.0,9858000000.0,0.0,34865000000.0,4712000000.0,538000000.0,1736000000.0,24252000000.0,1164000000.0,12270000000.0,2620000000.0,1988000000.0,9497000000.0,73000000.0,,2922000000.0,4275000000.0,5645000000.0,,,,13604000000.0,11132000000.0,,,2760000000.0,3520000000.0,76662000000.0,31501000000.0,25525000000.0,21686000000.0,31501000000.0,31574000000.0,45088000000.0,76662000000.0,41640000000.0,23402000000.0,0.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,FY,,2018-10-31,2019-12-12 17:49:10+00:00,6092000000.0,6659000000.0,-3218000000.0,4880000000.0,0.0,30356000000.0,3177000000.0,378000000.0,1412000000.0,17537000000.0,789000000.0,10136000000.0,2398000000.0,2447000000.0,6138000000.0,35000000.0,,,3286000000.0,4134000000.0,,,,11359000000.0,6885000000.0,,,-5899000000.0,2005000000.0,55493000000.0,21239000000.0,17272000000.0,17198000000.0,21239000000.0,21274000000.0,34219000000.0,55493000000.0,32083000000.0,17021000000.0,0.0
