company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q4,2017-08-01,2017-10-31,,86000000.0,0.32,0.32,-0.26,0.32,,-679000000.0,524000000.0,378000000.0,146000000.0,524000000.0,5143000000.0,7660000000.0,-15000000.0,917000000.0,,368000000.0,137000000.0,1294000000.0,5143000000.0,2517000000.0,2000000.0,1000000.0,2802000000.0,-285000000.0,-16000000.0,-301000000.0,7660000000.0,1638100000.0,1646000000.0,1674000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q3,2017-05-01,2017-07-31,2018-09-04 16:50:19+00:00,97000000.0,0.1,0.1,0.065,0.1,,-160000000.0,165000000.0,285000000.0,-120000000.0,165000000.0,5306000000.0,7501000000.0,-87000000.0,14000000.0,,390000000.0,208000000.0,1285000000.0,5306000000.0,2195000000.0,-10000000.0,1000000.0,1994000000.0,201000000.0,-76000000.0,125000000.0,7501000000.0,1650000000.0,1641000000.0,1667000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q3YTD,2016-11-01,2017-07-31,,235000000.0,-0.11,-0.11,0.26,-0.11,,515000000.0,-180000000.0,58000000.0,-238000000.0,-180000000.0,14794000000.0,21211000000.0,-251000000.0,39000000.0,,1122000000.0,454000000.0,3718000000.0,14794000000.0,6417000000.0,1000000.0,-24000000.0,5568000000.0,849000000.0,-276000000.0,573000000.0,21211000000.0,1650000000.0,1641000000.0,1667000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q3TTM,2016-08-01,2017-07-31,,77000000.0,0.04,0.04,0.26,0.06,,971000000.0,122000000.0,249000000.0,-127000000.0,122000000.0,15633000000.0,22253000000.0,-334000000.0,-96000000.0,,1079000000.0,411000000.0,3877000000.0,15633000000.0,6620000000.0,-310000000.0,-28000000.0,5348000000.0,1272000000.0,-52000000.0,1220000000.0,22253000000.0,1650000000.0,1641000000.0,1667000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q2,2017-02-01,2017-04-30,2018-06-07 17:26:25+00:00,72000000.0,-0.37,-0.37,0.065,-0.37,,591000000.0,-612000000.0,-478000000.0,-134000000.0,-612000000.0,4799000000.0,6808000000.0,-86000000.0,18000000.0,,376000000.0,119000000.0,1229000000.0,4799000000.0,2009000000.0,-7000000.0,-3000000.0,1814000000.0,195000000.0,-82000000.0,113000000.0,6808000000.0,1654100000.0,1658000000.0,1658000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q2YTD,2016-11-01,2017-04-30,,138000000.0,-0.21,-0.21,0.2,-0.21,,675000000.0,-345000000.0,-227000000.0,-118000000.0,-345000000.0,9488000000.0,13710000000.0,-164000000.0,25000000.0,,732000000.0,246000000.0,2433000000.0,9488000000.0,4222000000.0,11000000.0,-25000000.0,3574000000.0,648000000.0,-200000000.0,448000000.0,13710000000.0,1654100000.0,1658000000.0,1658000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q2TTM,2016-05-01,2017-04-30,,91000000.0,1.29,1.29,0.25,1.28,,1238000000.0,2229000000.0,2421000000.0,-192000000.0,2229000000.0,15416000000.0,22757000000.0,-316000000.0,-2203000000.0,,1240000000.0,330000000.0,4167000000.0,15416000000.0,7341000000.0,-360000000.0,-101000000.0,3625000000.0,3716000000.0,-57000000.0,3659000000.0,22757000000.0,1654100000.0,1658000000.0,1658000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q1,2016-11-01,2017-01-31,2018-03-09 17:19:24+00:00,66000000.0,0.16,0.16,0.13,0.16,,84000000.0,267000000.0,251000000.0,16000000.0,267000000.0,4689000000.0,6902000000.0,-78000000.0,7000000.0,,356000000.0,127000000.0,1204000000.0,4689000000.0,2213000000.0,18000000.0,-22000000.0,1760000000.0,453000000.0,-118000000.0,335000000.0,6902000000.0,1668800000.0,1669000000.0,1700000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2017.0,Q1TTM,2016-02-01,2017-01-31,,120000000.0,1.85,1.85,0.24,1.83,,655000000.0,3161000000.0,3221000000.0,-60000000.0,3161000000.0,16084000000.0,24458000000.0,-282000000.0,-2130000000.0,,1485000000.0,341000000.0,4586000000.0,16084000000.0,8374000000.0,-284000000.0,-98000000.0,4402000000.0,3972000000.0,-96000000.0,3876000000.0,24458000000.0,1668800000.0,1669000000.0,1700000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,FY,2017-11-01,2018-10-31,2019-12-12 17:49:10+00:00,294000000.0,1.25,1.25,0.4875,1.23,88000000.0,-1744000000.0,1908000000.0,2012000000.0,-104000000.0,1908000000.0,21343000000.0,30852000000.0,-153000000.0,701000000.0,,1667000000.0,101000000.0,4921000000.0,21343000000.0,9509000000.0,1354000000.0,38000000.0,7772000000.0,1737000000.0,-1469000000.0,268000000.0,30852000000.0,1526400000.0,1529000000.0,1553000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q4,2018-08-01,2018-10-31,,72000000.0,-0.45,-0.45,-0.38,-0.44,88000000.0,1348000000.0,-757000000.0,-772000000.0,15000000.0,-757000000.0,5190000000.0,7946000000.0,-80000000.0,249000000.0,,440000000.0,17000000.0,1237000000.0,5190000000.0,2756000000.0,12000000.0,15000000.0,2103000000.0,653000000.0,-77000000.0,576000000.0,7946000000.0,1526400000.0,1529000000.0,1553000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q3,2018-05-01,2018-07-31,2019-08-30 09:15:55+00:00,72000000.0,0.3,0.3,0.1125,0.29,,13000000.0,451000000.0,452000000.0,-1000000.0,451000000.0,5456000000.0,7764000000.0,-38000000.0,67000000.0,0.0,435000000.0,23000000.0,1221000000.0,5456000000.0,2308000000.0,-2000000.0,11000000.0,1818000000.0,490000000.0,-25000000.0,465000000.0,7764000000.0,1503300000.0,1513000000.0,1531000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q3YTD,2017-11-01,2018-07-31,,222000000.0,1.7,1.7,0.38,1.67,,-3092000000.0,2665000000.0,2784000000.0,-119000000.0,2665000000.0,16153000000.0,22906000000.0,-73000000.0,452000000.0,,1227000000.0,84000000.0,3684000000.0,16153000000.0,6753000000.0,1342000000.0,23000000.0,5669000000.0,1084000000.0,-1392000000.0,-308000000.0,22906000000.0,1503300000.0,1513000000.0,1531000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q3TTM,2017-08-01,2018-07-31,,308000000.0,2.02,2.02,0.12,1.99,,-3771000000.0,3189000000.0,3162000000.0,27000000.0,3189000000.0,21296000000.0,30566000000.0,-88000000.0,1369000000.0,,1595000000.0,221000000.0,4978000000.0,21296000000.0,9270000000.0,1344000000.0,24000000.0,8471000000.0,799000000.0,-1408000000.0,-609000000.0,30566000000.0,1503300000.0,1513000000.0,1531000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q2,2018-02-01,2018-04-30,2019-05-31 08:51:38+00:00,72000000.0,0.5,0.5,0.1125,0.49,,-966000000.0,778000000.0,850000000.0,-72000000.0,778000000.0,5260000000.0,7468000000.0,-47000000.0,96000000.0,0.0,403000000.0,26000000.0,1245000000.0,5260000000.0,2208000000.0,425000000.0,-10000000.0,1842000000.0,366000000.0,-482000000.0,-116000000.0,7468000000.0,1556000000.0,1552000000.0,1582000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q2YTD,2017-11-01,2018-04-30,,150000000.0,1.4,1.4,0.26,1.38,,-3105000000.0,2214000000.0,2332000000.0,-118000000.0,2214000000.0,10697000000.0,15142000000.0,-35000000.0,385000000.0,,792000000.0,61000000.0,2463000000.0,10697000000.0,4445000000.0,1344000000.0,12000000.0,3851000000.0,594000000.0,-1367000000.0,-773000000.0,15142000000.0,1556000000.0,1552000000.0,1582000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q2TTM,2017-05-01,2018-04-30,,333000000.0,1.82,1.82,0.07,1.8,,-3944000000.0,2903000000.0,2995000000.0,-92000000.0,2903000000.0,21146000000.0,30303000000.0,-137000000.0,1316000000.0,,1550000000.0,406000000.0,5042000000.0,21146000000.0,9157000000.0,1336000000.0,14000000.0,8647000000.0,510000000.0,-1459000000.0,-949000000.0,30303000000.0,1556000000.0,1552000000.0,1582000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q1,2017-11-01,2018-01-31,2019-03-05 17:04:40+00:00,78000000.0,0.9,0.9,0.15,0.89,,-2139000000.0,1436000000.0,1482000000.0,-46000000.0,1436000000.0,5437000000.0,7674000000.0,12000000.0,289000000.0,,389000000.0,35000000.0,1218000000.0,5437000000.0,2237000000.0,919000000.0,22000000.0,2009000000.0,228000000.0,-885000000.0,-657000000.0,7674000000.0,1595600000.0,1591000000.0,1619000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2018.0,Q1TTM,2017-02-01,2018-01-31,,333000000.0,0.95,0.95,0.02,0.94,,-2387000000.0,1513000000.0,1667000000.0,-154000000.0,1513000000.0,20685000000.0,29643000000.0,-176000000.0,1238000000.0,,1523000000.0,499000000.0,5026000000.0,20685000000.0,8958000000.0,904000000.0,21000000.0,8619000000.0,339000000.0,-1059000000.0,-720000000.0,29643000000.0,1595600000.0,1591000000.0,1619000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,FY,2018-11-01,2019-10-31,2019-12-12 17:49:10+00:00,267000000.0,0.78,0.78,0.4575,0.77,0.0,504000000.0,1049000000.0,1049000000.0,0.0,1049000000.0,19345000000.0,29135000000.0,-118000000.0,743000000.0,,1842000000.0,757000000.0,4907000000.0,19345000000.0,9790000000.0,-377000000.0,20000000.0,8516000000.0,1274000000.0,279000000.0,1553000000.0,29135000000.0,1344900000.0,1353000000.0,1366000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q4,2019-08-01,2019-10-31,,68000000.0,0.36,0.36,-0.11,0.36,,243000000.0,480000000.0,480000000.0,,480000000.0,4523000000.0,7215000000.0,-24000000.0,450000000.0,,438000000.0,47000000.0,1229000000.0,4523000000.0,2692000000.0,-288000000.0,-1000000.0,2232000000.0,460000000.0,263000000.0,723000000.0,7215000000.0,1344900000.0,1353000000.0,1366000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q3,2019-05-01,2019-07-31,2019-08-30 09:15:55+00:00,58000000.0,-0.02,-0.02,0.1125,-0.02,,-238000000.0,-27000000.0,-27000000.0,0.0,-27000000.0,4864000000.0,7217000000.0,-58000000.0,74000000.0,0.0,481000000.0,563000000.0,1253000000.0,4864000000.0,2353000000.0,134000000.0,3000000.0,2429000000.0,-76000000.0,-189000000.0,-265000000.0,7217000000.0,1350000000.0,1334000000.0,1334000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q3YTD,2018-11-01,2019-07-31,,199000000.0,0.42,0.42,0.11,0.41,,261000000.0,569000000.0,569000000.0,,569000000.0,14822000000.0,21920000000.0,-94000000.0,293000000.0,,1404000000.0,710000000.0,3678000000.0,14822000000.0,7098000000.0,-89000000.0,21000000.0,6284000000.0,814000000.0,16000000.0,830000000.0,21920000000.0,1350000000.0,1334000000.0,1334000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q3TTM,2018-08-01,2019-07-31,,271000000.0,-0.03,-0.03,-0.26,-0.03,88000000.0,1609000000.0,-188000000.0,-203000000.0,15000000.0,-188000000.0,20012000000.0,29866000000.0,-174000000.0,542000000.0,,1844000000.0,727000000.0,4915000000.0,20012000000.0,9854000000.0,-77000000.0,36000000.0,8387000000.0,1467000000.0,-61000000.0,1406000000.0,29866000000.0,1350000000.0,1334000000.0,1334000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q2,2019-02-01,2019-04-30,2020-06-02 16:43:44+00:00,69000000.0,0.31,0.31,,0.3,0.0,21000000.0,419000000.0,419000000.0,,419000000.0,4824000000.0,7150000000.0,-1000000.0,68000000.0,,457000000.0,84000000.0,1214000000.0,4824000000.0,2326000000.0,-4000000.0,3000000.0,1892000000.0,434000000.0,6000000.0,440000000.0,7150000000.0,1351600000.0,1367000000.0,1382000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q2YTD,2018-11-01,2019-04-30,,141000000.0,0.44,0.44,,0.43,,499000000.0,596000000.0,596000000.0,,596000000.0,9958000000.0,14703000000.0,-36000000.0,219000000.0,,923000000.0,147000000.0,2425000000.0,9958000000.0,4745000000.0,-223000000.0,18000000.0,3855000000.0,890000000.0,205000000.0,1095000000.0,14703000000.0,1351600000.0,1367000000.0,1382000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q2TTM,2018-05-01,2019-04-30,,285000000.0,0.29,0.29,-0.26,0.28,88000000.0,1860000000.0,290000000.0,276000000.0,14000000.0,290000000.0,20604000000.0,30413000000.0,-154000000.0,535000000.0,,1798000000.0,187000000.0,4883000000.0,20604000000.0,9809000000.0,-213000000.0,44000000.0,7776000000.0,2033000000.0,103000000.0,2136000000.0,30413000000.0,1351600000.0,1367000000.0,1382000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q1,2018-11-01,2019-01-31,2020-03-06 18:10:57+00:00,72000000.0,0.13,0.13,0.1125,0.13,,478000000.0,177000000.0,177000000.0,,177000000.0,5134000000.0,7553000000.0,-35000000.0,151000000.0,,466000000.0,63000000.0,1211000000.0,5134000000.0,2419000000.0,-219000000.0,15000000.0,1963000000.0,456000000.0,199000000.0,655000000.0,7553000000.0,1361500000.0,1401000000.0,1412000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2019.0,Q1TTM,2018-02-01,2019-01-31,,288000000.0,0.48,0.48,-0.15,0.47,88000000.0,873000000.0,649000000.0,707000000.0,-58000000.0,649000000.0,21040000000.0,30731000000.0,-200000000.0,563000000.0,,1744000000.0,129000000.0,4914000000.0,21040000000.0,9691000000.0,216000000.0,31000000.0,7726000000.0,1965000000.0,-385000000.0,1580000000.0,30731000000.0,1361500000.0,1401000000.0,1412000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2020.0,Q2YTD,2019-11-01,2020-04-30,,204000000.0,-0.38,-0.38,,-0.39,865000000.0,-45000000.0,-488000000.0,-488000000.0,,-488000000.0,8618000000.0,12958000000.0,-14000000.0,433000000.0,22000000.0,935000000.0,40000000.0,2327000000.0,8618000000.0,4340000000.0,56000000.0,23000000.0,4826000000.0,-486000000.0,-47000000.0,-533000000.0,12958000000.0,1282800000.0,1291000000.0,1291000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2020.0,Q2TTM,2019-05-01,2020-04-30,,330000000.0,-0.04,-0.04,,-0.05,865000000.0,-40000000.0,-35000000.0,-35000000.0,,-35000000.0,18005000000.0,27390000000.0,-96000000.0,957000000.0,22000000.0,1854000000.0,650000000.0,4809000000.0,18005000000.0,9385000000.0,-98000000.0,25000000.0,9487000000.0,-102000000.0,27000000.0,-75000000.0,27390000000.0,1282800000.0,1291000000.0,1291000000.0
Hewlett Packard Enterprise Co,HPE,549300BX44RGX6ANDV88,1645590,2020.0,Q2,2020-02-01,2020-04-30,2020-06-02 16:43:44+00:00,84000000.0,-0.64,-0.64,,-0.64,865000000.0,-90000000.0,-821000000.0,-821000000.0,,-821000000.0,4024000000.0,6009000000.0,-32000000.0,271000000.0,22000000.0,450000000.0,18000000.0,1109000000.0,4024000000.0,1985000000.0,35000000.0,-10000000.0,2819000000.0,-834000000.0,-77000000.0,-911000000.0,6009000000.0,1282800000.0,1291000000.0,1291000000.0
