company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2008.0,FY,2007-12-30,2008-12-27,2011-02-23 16:01:32+00:00,,55476000.0,3890000.0,60731000.0,,37170000.0,3150000.0,853903000.0,-105482000.0,-88435000.0,217726000.0,-105482000.0,-88435000.0,217726000.0,23809000.0,107993000.0,107993000.0,11832000.0,1085000.0,,0.0,0.0,-91759000.0,-909754000.0,-53866000.0,,3324000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2009.0,FY,2008-12-28,2009-12-26,2012-02-29 16:32:03+00:00,,66888000.0,838000.0,66258000.0,,16971000.0,5979000.0,274033000.0,-5578000.0,-73877000.0,215317000.0,-5578000.0,-73877000.0,215317000.0,135862000.0,119745000.0,119745000.0,12343000.0,4280000.0,0.0,0.0,0.0,-73974000.0,-274581000.0,-15289000.0,0.0,97000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q4,2010-09-26,2010-12-25,,,6440000.0,177000.0,18484000.0,,65766000.0,5506000.0,,-12268000.0,-29404000.0,128091000.0,-12268000.0,-29404000.0,128091000.0,86419000.0,50209000.0,50209000.0,-6368000.0,2696000.0,,-5102000.0,,-29425000.0,-88000.0,-15280000.0,,21000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,FY,2009-12-27,2010-12-25,2013-02-20 16:14:02+00:00,,82821000.0,305000.0,69797000.0,,-18179000.0,23878000.0,,-26009000.0,-112111000.0,222608000.0,-26009000.0,-112111000.0,222608000.0,84488000.0,167972000.0,167972000.0,3018000.0,9032000.0,0.0,-20355000.0,-15913000.0,-96511000.0,-392000.0,-38172000.0,0.0,313000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q3,2010-06-24,2010-09-25,,,68121000.0,33000.0,17502000.0,,-26389000.0,6435000.0,-253000.0,-3538000.0,-30157000.0,23536000.0,-3538000.0,-30157000.0,23536000.0,-10159000.0,29863000.0,29863000.0,2560000.0,4396000.0,,-5086000.0,,-30159000.0,166000.0,-9196000.0,,2000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q3YTD,2009-12-26,2010-09-25,2011-11-03 16:04:00+00:00,,76381000.0,128000.0,51313000.0,,-83945000.0,18372000.0,,-13741000.0,-82707000.0,94517000.0,-13741000.0,-82707000.0,94517000.0,-1931000.0,117763000.0,117763000.0,9386000.0,6336000.0,0.0,-15253000.0,-15913000.0,-67086000.0,-304000.0,-22892000.0,0.0,292000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q2,2010-03-28,2010-06-26,,,1496000.0,59000.0,17157000.0,,-5784000.0,5750000.0,111000.0,-9039000.0,-39898000.0,91956000.0,-9039000.0,-39898000.0,91956000.0,43019000.0,77318000.0,77318000.0,3265000.0,-358000.0,,-5093000.0,-15913000.0,-23987000.0,-213000.0,-9236000.0,,2000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q2YTD,2009-12-27,2010-06-26,2011-08-04 17:17:00+00:00,,8260000.0,95000.0,33811000.0,,-57556000.0,11937000.0,253000.0,-10203000.0,-52550000.0,70981000.0,-10203000.0,-52550000.0,70981000.0,8228000.0,87900000.0,87900000.0,6826000.0,1940000.0,0.0,-10167000.0,-15913000.0,-36927000.0,-470000.0,-13696000.0,0.0,290000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q1,2009-12-28,2010-03-27,2011-05-03 16:04:26+00:00,,6764000.0,36000.0,16654000.0,,-51772000.0,6187000.0,142000.0,-1164000.0,-12652000.0,-20975000.0,-1164000.0,-12652000.0,-20975000.0,-34791000.0,10582000.0,10582000.0,3561000.0,2298000.0,,-5074000.0,,-12940000.0,-257000.0,-4460000.0,,288000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q4,2011-09-25,2011-12-31,,,21688000.0,49000.0,23662000.0,,49055000.0,7424000.0,,-3638000.0,-58799000.0,142812000.0,-3638000.0,-58799000.0,142812000.0,80375000.0,70512000.0,70512000.0,-417000.0,5399000.0,,-8550000.0,,-58830000.0,-7000.0,-7904000.0,,31000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,FY,2010-12-26,2011-12-31,2014-02-19 16:33:37+00:00,,103630000.0,614000.0,80347000.0,,-47504000.0,31460000.0,0.0,-163157000.0,-171361000.0,254144000.0,-163157000.0,-171361000.0,254144000.0,-80374000.0,222740000.0,222740000.0,-1439000.0,16320000.0,-21870000.0,-30850000.0,,-166156000.0,-90000.0,-179997000.0,15913000.0,752000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q3TTM,2010-09-26,2011-09-24,,,88382000.0,742000.0,75169000.0,,-30793000.0,29542000.0,,-171787000.0,-141966000.0,239423000.0,-171787000.0,-141966000.0,239423000.0,-74330000.0,202437000.0,202437000.0,-7390000.0,13617000.0,-21870000.0,-27402000.0,,-136751000.0,-171000.0,-187373000.0,15913000.0,742000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q3,2011-06-26,2011-09-24,,,67346000.0,351000.0,19591000.0,,-68670000.0,4527000.0,,-50239000.0,-32659000.0,-6029000.0,-50239000.0,-32659000.0,-6029000.0,-88927000.0,42733000.0,42733000.0,317000.0,3005000.0,,-8542000.0,,-33242000.0,-9000.0,-49220000.0,,583000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q3YTD,2010-12-27,2011-09-24,2012-11-05 16:43:10+00:00,,81942000.0,565000.0,56685000.0,,-96559000.0,24036000.0,,-159519000.0,-112562000.0,111332000.0,-159519000.0,-112562000.0,111332000.0,-160749000.0,152228000.0,152228000.0,-1022000.0,10921000.0,-21870000.0,-22300000.0,,-107326000.0,-83000.0,-172093000.0,15913000.0,721000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q2TTM,2010-06-27,2011-06-25,,,89157000.0,424000.0,73080000.0,,11488000.0,31450000.0,-253000.0,-125086000.0,-139464000.0,268988000.0,-125086000.0,-139464000.0,268988000.0,4438000.0,189567000.0,189567000.0,-5147000.0,15008000.0,-21870000.0,-23946000.0,,-133668000.0,4000.0,-147349000.0,15913000.0,161000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q2,2011-03-27,2011-06-25,,,6343000.0,181000.0,18829000.0,,52339000.0,8404000.0,,-66039000.0,-51054000.0,162162000.0,-66039000.0,-51054000.0,162162000.0,45069000.0,91160000.0,91160000.0,-166000.0,3958000.0,-21870000.0,-8647000.0,,-45179000.0,-27000.0,-69727000.0,15913000.0,82000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q2YTD,2010-12-27,2011-06-25,2012-08-06 16:32:28+00:00,,14596000.0,214000.0,37094000.0,,-27889000.0,19509000.0,,-109280000.0,-79903000.0,117361000.0,-109280000.0,-79903000.0,117361000.0,-71822000.0,109495000.0,109495000.0,-1339000.0,7916000.0,-21870000.0,-13758000.0,,-74084000.0,-74000.0,-122873000.0,15913000.0,138000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q1TTM,2010-03-28,2011-03-26,,,84310000.0,302000.0,71408000.0,,-46635000.0,28796000.0,-142000.0,-68086000.0,-128308000.0,198782000.0,-68086000.0,-128308000.0,198782000.0,2388000.0,175725000.0,175725000.0,-1716000.0,10692000.0,,-20392000.0,-15913000.0,-112476000.0,-182000.0,-86858000.0,,81000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q1,2010-12-26,2011-03-26,2012-05-07 16:25:52+00:00,,8253000.0,33000.0,18265000.0,,-80228000.0,11105000.0,,-43241000.0,-28849000.0,-44801000.0,-43241000.0,-28849000.0,-44801000.0,-116891000.0,18335000.0,18335000.0,-1173000.0,3958000.0,,-5111000.0,,-28905000.0,-47000.0,-53146000.0,,56000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,FY,2012-01-01,2012-12-29,2015-02-18 16:51:23+00:00,,128306000.0,1219000.0,88975000.0,,20989000.0,26577000.0,0.0,-277562000.0,-139075000.0,378302000.0,-277562000.0,-139075000.0,378302000.0,-38335000.0,276457000.0,276457000.0,-8119000.0,19015000.0,13470000.0,-51318000.0,,-152924000.0,-37000.0,-271799000.0,,379000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q4,2012-09-30,2012-12-29,,,32729000.0,76000.0,22595000.0,,122746000.0,3867000.0,,-112326000.0,-41690000.0,222461000.0,-112326000.0,-41690000.0,222461000.0,68445000.0,79487000.0,79487000.0,-2367000.0,5858000.0,,-14082000.0,,-41748000.0,-10000.0,-107959000.0,,58000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q3TTM,2011-09-25,2012-09-29,,,117265000.0,1192000.0,90042000.0,,-52702000.0,30134000.0,,-168874000.0,-156184000.0,298653000.0,-168874000.0,-156184000.0,298653000.0,-26405000.0,267482000.0,267482000.0,-6169000.0,18556000.0,13470000.0,-45786000.0,,-170006000.0,-34000.0,-171744000.0,,352000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q3,2012-07-01,2012-09-29,,,72961000.0,1057000.0,22208000.0,,-69848000.0,4564000.0,,-67697000.0,-44889000.0,3671000.0,-67697000.0,-44889000.0,3671000.0,-108915000.0,50021000.0,50021000.0,1290000.0,3241000.0,400000.0,-14190000.0,,-45610000.0,-8000.0,-61304000.0,,321000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q3YTD,2012-01-01,2012-09-29,2013-11-04 17:17:45+00:00,,95577000.0,1143000.0,66380000.0,,-101757000.0,22710000.0,0.0,-165236000.0,-97385000.0,155841000.0,-165236000.0,-97385000.0,155841000.0,-106780000.0,196970000.0,196970000.0,-5752000.0,13157000.0,13470000.0,-37236000.0,,-111176000.0,-27000.0,-163840000.0,,321000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q2TTM,2011-06-26,2012-06-30,,,111650000.0,486000.0,87425000.0,,-51524000.0,30097000.0,,-151416000.0,-143954000.0,288953000.0,-151416000.0,-143954000.0,288953000.0,-6417000.0,260194000.0,260194000.0,-7142000.0,18320000.0,13070000.0,-40138000.0,,-157638000.0,-35000.0,-159660000.0,,614000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q2,2012-04-01,2012-06-30,,,8204000.0,58000.0,22433000.0,,45168000.0,6872000.0,,-99396000.0,-20667000.0,172468000.0,-99396000.0,-20667000.0,172468000.0,52405000.0,106621000.0,106621000.0,-1754000.0,6563000.0,13070000.0,-14429000.0,,-33737000.0,-9000.0,-98393000.0,,
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-05 08:59:14+00:00,,22616000.0,86000.0,44172000.0,,-31909000.0,18146000.0,0.0,-97539000.0,-52496000.0,152170000.0,-97539000.0,-52496000.0,152170000.0,2135000.0,146949000.0,146949000.0,-7042000.0,9916000.0,13070000.0,-23046000.0,,-65566000.0,-19000.0,-102536000.0,,0.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q1TTM,2011-03-27,2012-03-31,,,109789000.0,609000.0,83821000.0,,-44353000.0,31629000.0,,-118059000.0,-174341000.0,278647000.0,-118059000.0,-174341000.0,278647000.0,-13753000.0,244733000.0,244733000.0,-5554000.0,15715000.0,-21870000.0,-34356000.0,,-169080000.0,-53000.0,-130994000.0,15913000.0,696000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 16:45:13+00:00,,14412000.0,28000.0,21739000.0,,-77077000.0,11274000.0,0.0,1857000.0,-31829000.0,-20298000.0,1857000.0,-31829000.0,-20298000.0,-50270000.0,40328000.0,40328000.0,-5288000.0,3353000.0,,-8617000.0,,-31829000.0,-10000.0,-4143000.0,,0.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2013.0,FY,2012-12-30,2013-12-28,2016-02-22 19:39:51+00:00,,188003000.0,780000.0,100025000.0,,-64989000.0,38318000.0,185000000.0,-120245000.0,-209323000.0,333681000.0,-120245000.0,-209323000.0,333681000.0,4113000.0,328234000.0,328234000.0,-29589000.0,39375000.0,8400000.0,-68484000.0,,-218200000.0,-185038000.0,-129416000.0,,477000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2013.0,Q4,2013-09-29,2013-12-28,,,39484000.0,374000.0,26969000.0,,120363000.0,8294000.0,10000000.0,-77053000.0,-61263000.0,235071000.0,-77053000.0,-61263000.0,235071000.0,96755000.0,95881000.0,95881000.0,-8142000.0,11691000.0,,-18212000.0,,-61409000.0,-50011000.0,-38815000.0,,146000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2013.0,Q3TTM,2012-09-30,2013-09-28,,,181248000.0,482000.0,95651000.0,,-62606000.0,33891000.0,175000000.0,-155518000.0,-189750000.0,321071000.0,-155518000.0,-189750000.0,321071000.0,-24197000.0,311840000.0,311840000.0,-23814000.0,33542000.0,8400000.0,-64354000.0,,-198539000.0,-135037000.0,-198560000.0,,389000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2013.0,Q3,2013-06-30,2013-09-28,,,89516000.0,130000.0,26137000.0,,-51718000.0,5216000.0,40000000.0,12572000.0,-58069000.0,35787000.0,12572000.0,-58069000.0,35787000.0,-9710000.0,64767000.0,64767000.0,-3399000.0,6822000.0,,-18159000.0,,-58165000.0,-10000.0,-21297000.0,,96000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2013.0,Q3YTD,2012-12-30,2013-09-28,2014-11-03 17:23:32+00:00,,148519000.0,406000.0,73056000.0,,-185352000.0,30024000.0,175000000.0,-43192000.0,-148060000.0,98610000.0,-43192000.0,-148060000.0,98610000.0,-92642000.0,232353000.0,232353000.0,-21447000.0,27684000.0,8400000.0,-50272000.0,,-156791000.0,-135027000.0,-90601000.0,,331000.0
