company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2008.0,FY,2007-12-30,2008-12-27,2011-02-23 16:01:32+00:00,1.47,1.47,0.0,60731000.0,1.44,68237000.0,107993000.0,107993000.0,107993000.0,2052894000.0,3007949000.0,715961000.0,2052894000.0,955055000.0,2133000.0,776692000.0,178363000.0,-2133000.0,176230000.0,3007949000.0,73500000.0,73661000.0,74927000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2009.0,FY,2008-12-28,2009-12-26,2012-02-29 16:32:03+00:00,1.66,1.66,0.0,66258000.0,1.63,70176000.0,119745000.0,119745000.0,119745000.0,2165048000.0,3206937000.0,784066000.0,2165048000.0,1041889000.0,1644000.0,850324000.0,191565000.0,-1644000.0,189921000.0,3206937000.0,72100000.0,71981000.0,73297000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q4,2010-09-26,2010-12-25,,0.69,0.69,0.07,18484000.0,0.69,27806000.0,50209000.0,50209000.0,50209000.0,695732000.0,1032649000.0,239731000.0,695732000.0,336917000.0,687000.0,258215000.0,78702000.0,-687000.0,78015000.0,1032649000.0,72700000.0,72597000.0,74686000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,FY,2009-12-27,2010-12-25,2013-02-20 16:14:02+00:00,2.31,2.31,0.28,69797000.0,2.25,96968000.0,167972000.0,167972000.0,167972000.0,2434671000.0,3638336000.0,867644000.0,2434671000.0,1203665000.0,1284000.0,937441000.0,266224000.0,-1284000.0,264940000.0,3638336000.0,72700000.0,72597000.0,74686000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q3YTD,2009-12-27,2010-09-25,,1.62,1.62,0.21,51313000.0,1.62,69162000.0,117763000.0,117763000.0,117763000.0,1738939000.0,2605687000.0,627913000.0,1738939000.0,866748000.0,597000.0,679226000.0,187522000.0,-597000.0,186925000.0,2605687000.0,72800000.0,72600000.0,74932000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q3,2010-06-24,2010-09-25,2011-11-03 16:04:00+00:00,0.41,0.41,0.07,17502000.0,0.4,17506000.0,29863000.0,29863000.0,29863000.0,553426000.0,829114000.0,210779000.0,553426000.0,275688000.0,38000.0,228281000.0,47407000.0,-38000.0,47369000.0,829114000.0,72800000.0,72600000.0,74932000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q2YTD,2009-12-27,2010-06-26,,1.21,1.21,0.14,33811000.0,1.21,51656000.0,87900000.0,87900000.0,87900000.0,1185513000.0,1776573000.0,417134000.0,1185513000.0,591060000.0,559000.0,450945000.0,140115000.0,-559000.0,139556000.0,1776573000.0,72900000.0,72665000.0,74678000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q2,2010-03-28,2010-06-26,2011-08-04 17:17:00+00:00,1.06,1.06,0.07,17157000.0,1.04,46089000.0,77318000.0,77318000.0,77318000.0,705527000.0,1065656000.0,219324000.0,705527000.0,360129000.0,241000.0,236481000.0,123648000.0,-241000.0,123407000.0,1065656000.0,72900000.0,72665000.0,74678000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2010.0,Q1,2009-12-28,2010-03-27,2011-05-03 16:04:26+00:00,,0.15,0.07,16654000.0,0.14,5567000.0,10582000.0,10582000.0,10582000.0,479986000.0,710917000.0,197810000.0,479986000.0,230931000.0,318000.0,214464000.0,16467000.0,-318000.0,16149000.0,710917000.0,,72309000.0,74000000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q4,2011-09-25,2011-12-31,,0.49,0.49,0.06,23662000.0,0.49,39997000.0,70512000.0,70512000.0,70512000.0,836862000.0,1240028000.0,267959000.0,836862000.0,403166000.0,1036000.0,291621000.0,111545000.0,-1036000.0,110509000.0,1240028000.0,143700000.0,143554000.0,147842000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,FY,2010-12-26,2011-12-31,2014-02-19 16:33:37+00:00,1.55,1.55,0.22,80347000.0,1.51,127876000.0,222740000.0,222740000.0,222740000.0,2825871000.0,4232743000.0,973822000.0,2825871000.0,1406872000.0,2087000.0,1054169000.0,352703000.0,-2087000.0,350616000.0,4232743000.0,143700000.0,143554000.0,147842000.0
Tractor Supply Co,TSCO,549300OJ9VZHZRO6I137,916365,2011.0,Q3YTD,2010-12-26,2011-09-24,,2.14,2.14,0.31,56685000.0,2.14,87879000.0,152228000.0,152228000.0,152228000.0,1989009000.0,2992715000.0,705863000.0,1989009000.0,1003706000.0,1051000.0,762548000.0,241158000.0,-1051000.0,240107000.0,2992715000.0,71200000.0,71226000.0,73343000.0
