company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2009.0,Q3,2009-06-29,2009-09-27,2010-11-05 14:02:33+00:00,0.14,0.14,0.12,10386000.0,17077000.0,17077000.0,17077000.0,,51234000.0,158360000.0,1592000.0,,,35731000.0,,42096000.0,51234000.0,107126000.0,5964000.0,2536000.0,77827000.0,29299000.0,-1836000.0,27463000.0,158360000.0,122000000.0,124557000.0,139874000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2009.0,Q2,2009-03-30,2009-06-28,2010-08-04 17:25:56+00:00,0.2,0.2,0.18,10335000.0,24688000.0,24688000.0,24688000.0,,50485000.0,161643000.0,2058000.0,,,33117000.0,,41939000.0,50485000.0,111158000.0,5713000.0,2576000.0,75056000.0,36102000.0,-1079000.0,35023000.0,161643000.0,123400000.0,123511000.0,139465000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2009.0,FY,2007-12-31,2008-12-28,2011-02-28 17:26:26+00:00,0.34,0.34,0.3,33271000.0,39416000.0,39416000.0,39416000.0,,220131000.0,573225000.0,1921000.0,,,99963000.0,24660000.0,148014000.0,220131000.0,353094000.0,22210000.0,12519000.0,272637000.0,80457000.0,-7770000.0,72687000.0,573225000.0,115900000.0,116855000.0,133607000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,Q4,2010-10-04,2011-01-02,,0.31,0.31,0.26,12342000.0,38440000.0,38440000.0,38440000.0,,95172000.0,261298000.0,-2888000.0,,,45801000.0,-10376000.0,62035000.0,95172000.0,166126000.0,6319000.0,-8677000.0,97460000.0,68666000.0,-17884000.0,50782000.0,261298000.0,123700000.0,123581000.0,143433000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,FY,2010-01-04,2011-01-02,2013-02-15 17:07:55+00:00,1.01,1.01,0.87,60488000.0,124891000.0,124891000.0,124891000.0,,301201000.0,902741000.0,254000.0,,,177947000.0,-8515000.0,220454000.0,301201000.0,601540000.0,24598000.0,-1931000.0,389886000.0,211654000.0,-26275000.0,185379000.0,902741000.0,123700000.0,123581000.0,143433000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,Q3,2010-07-05,2010-10-03,2011-11-04 17:26:17+00:00,0.28,0.28,0.24,19263000.0,35447000.0,35447000.0,35447000.0,,80164000.0,237309000.0,774000.0,0.0,,44804000.0,0.0,55006000.0,80164000.0,157145000.0,6190000.0,2791000.0,99810000.0,57335000.0,-2625000.0,54710000.0,237309000.0,126600000.0,124684000.0,145205000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,Q3YTD,2010-01-04,2010-10-03,,0.69,0.69,0.69,48146000.0,86451000.0,86451000.0,86451000.0,,206029000.0,641443000.0,3142000.0,,,132146000.0,1861000.0,158419000.0,206029000.0,435414000.0,18279000.0,6746000.0,292426000.0,142988000.0,-8391000.0,134597000.0,641443000.0,126600000.0,124684000.0,145205000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,Q2,2010-04-05,2010-07-04,2011-08-10 13:56:19+00:00,0.24,0.24,0.21,16730000.0,29796000.0,29796000.0,29796000.0,,65912000.0,212003000.0,3481000.0,0.0,,43667000.0,1861000.0,53135000.0,65912000.0,146091000.0,6134000.0,1751000.0,98663000.0,47428000.0,-902000.0,46526000.0,212003000.0,124200000.0,123095000.0,140951000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,Q2YTD,2010-01-04,2010-07-04,,0.41,0.41,0.41,28883000.0,51004000.0,51004000.0,51004000.0,,125865000.0,404134000.0,2368000.0,,,87342000.0,1861000.0,103413000.0,125865000.0,278269000.0,12089000.0,3955000.0,192616000.0,85653000.0,-5766000.0,79887000.0,404134000.0,124200000.0,123095000.0,140951000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2011.0,FY,2011-01-03,2012-01-01,2014-02-18 17:09:46+00:00,0.7,0.7,0.62,46417000.0,86628000.0,86628000.0,86628000.0,,346437000.0,1055535000.0,-38678000.0,41826000.0,0.0,196913000.0,9055000.0,261843000.0,346437000.0,709098000.0,34790000.0,7052000.0,509637000.0,199461000.0,-66416000.0,133045000.0,1055535000.0,123800000.0,123399000.0,138937000.0
