company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2009.0,FY,,2010-01-03,2010-11-05 14:02:33+00:00,52781000.0,157751000.0,98253000.0,2830000.0,144633000.0,0.0,1639187000.0,20021000.0,213452000.0,43788000.0,,92776000.0,117188000.0,,47371000.0,,26548000.0,124453000.0,17515000.0,,-280226000.0,290202000.0,548894000.0,1429937000.0,864248000.0,981590000.0,441236000.0,864248000.0,864248000.0,565689000.0,1429937000.0,331159000.0,124453000.0,0.0,-497543000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,FY,,2011-01-02,2012-02-23 19:18:37+00:00,66744000.0,165598000.0,156164000.0,1765000.0,248947000.0,0.0,1892804000.0,19378000.0,278206000.0,91462000.0,0.0,142211000.0,129874000.0,,39497000.0,,41676000.0,28531000.0,36922000.0,78390000.0,-155335000.0,311609000.0,645342000.0,1839113000.0,1197675000.0,1258398000.0,534517000.0,1197675000.0,1197675000.0,563048000.0,1839113000.0,450841000.0,28531000.0,0.0,-541559000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,Q3,,2010-10-03,2010-11-05 14:02:33+00:00,59792000.0,170618000.0,134526000.0,2565000.0,210767000.0,0.0,1812883000.0,16808000.0,278112000.0,72333000.0,,130029000.0,126269000.0,,37538000.0,,70622000.0,116676000.0,16076000.0,,-193779000.0,306106000.0,596049000.0,1725221000.0,1108121000.0,1140347000.0,500424000.0,1108121000.0,1108121000.0,617100000.0,1725221000.0,458605000.0,116676000.0,0.0,-513548000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2010.0,Q2,,2010-07-04,2010-08-04 17:25:56+00:00,57574000.0,147939000.0,123577000.0,2612000.0,237187000.0,0.0,1761108000.0,19158000.0,271819000.0,70298000.0,,119445000.0,122398000.0,,45579000.0,,43524000.0,123069000.0,16345000.0,,-229218000.0,300705000.0,548193000.0,1641885000.0,1036960000.0,1088267000.0,481856000.0,1036960000.0,1036960000.0,604925000.0,1641885000.0,431220000.0,123069000.0,0.0,-497542000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2011.0,FY,,2012-01-01,2013-02-15 17:07:55+00:00,49806000.0,173886000.0,177115000.0,2117000.0,302978000.0,,2251568000.0,23188000.0,321853000.0,106475000.0,807369000.0,128781000.0,143483000.0,,19675000.0,,59735000.0,80613000.0,29196000.0,5722000.0,-68707000.0,0.0,886590000.0,2195840000.0,1075215000.0,1544619000.0,226921000.0,1075215000.0,1075215000.0,1114903000.0,2195840000.0,507738000.0,887982000.0,0.0,-1109763000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2011.0,Q3,,2011-10-02,2011-11-04 17:26:17+00:00,52249000.0,169052000.0,211171000.0,2086000.0,229846000.0,,2223641000.0,25122000.0,321853000.0,109767000.0,765077000.0,139265000.0,135393000.0,,19356000.0,,56476000.0,42897000.0,38585000.0,6332000.0,-80432000.0,33793000.0,902344000.0,2147059000.0,1035540000.0,1504214000.0,297213000.0,1035540000.0,1035540000.0,1105187000.0,2147059000.0,507452000.0,807974000.0,0.0,-1109755000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2011.0,Q2,,2011-07-03,2011-08-10 13:56:19+00:00,58270000.0,193431000.0,185536000.0,2347000.0,261084000.0,,2172215000.0,22450000.0,321853000.0,112708000.0,757274000.0,142583000.0,129762000.0,,16990000.0,,52358000.0,38512000.0,30937000.0,8441000.0,-100584000.0,40649000.0,972830000.0,2256986000.0,1168304000.0,1623315000.0,284455000.0,1168304000.0,1168304000.0,1080241000.0,2256986000.0,503909000.0,795786000.0,0.0,-905674000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2012.0,FY,,2012-12-30,2014-02-18 17:09:46+00:00,65727000.0,214975000.0,201877000.0,2123000.0,433981000.0,0.0,2421534000.0,30451000.0,369327000.0,130196000.0,805406000.0,158718000.0,166167000.0,,40183000.0,,73164000.0,134369000.0,32700000.0,3158000.0,82547000.0,36967000.0,916223000.0,2566085000.0,1318581000.0,1787048000.0,304571000.0,1318581000.0,1318581000.0,1244346000.0,2566085000.0,612870000.0,939775000.0,0.0,-1187623000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2012.0,Q3,,2012-09-30,2012-10-29 17:07:05+00:00,74971000.0,218145000.0,191821000.0,2447000.0,343089000.0,,2372659000.0,27229000.0,370189000.0,134829000.0,797162000.0,147684000.0,154869000.0,,54410000.0,,77450000.0,111690000.0,20112000.0,3818000.0,10640000.0,36307000.0,889977000.0,2437983000.0,1222214000.0,1646236000.0,303099000.0,1222214000.0,1222214000.0,1211951000.0,2437983000.0,636878000.0,908852000.0,0.0,-1163532000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2012.0,Q2,,2012-07-01,2012-07-30 17:28:34+00:00,56668000.0,188562000.0,206813000.0,2203000.0,316412000.0,,2340734000.0,23914000.0,321853000.0,89007000.0,789008000.0,133844000.0,147917000.0,,48859000.0,,76730000.0,75341000.0,16366000.0,4465000.0,-19108000.0,35660000.0,985274000.0,2348738000.0,1180783000.0,1664372000.0,299141000.0,1180783000.0,1180783000.0,1163490000.0,2348738000.0,536449000.0,864349000.0,0.0,-1143046000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2012.0,Q1,,2012-04-01,2012-05-03 16:00:53+00:00,59861000.0,202234000.0,198040000.0,2263000.0,260194000.0,,2310966000.0,22692000.0,321853000.0,103007000.0,780943000.0,128684000.0,143494000.0,,26479000.0,,69350000.0,62333000.0,17318000.0,,-42510000.0,35025000.0,1006169000.0,2301474000.0,1160172000.0,1637291000.0,292926000.0,1160172000.0,1160172000.0,1136202000.0,2301474000.0,520689000.0,843276000.0,0.0,-1110547000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2013.0,FY,,2013-12-29,2015-02-17 17:41:31+00:00,73655000.0,238946000.0,219120000.0,1234000.0,711637000.0,0.0,2564458000.0,36076000.0,723061000.0,331173000.0,839305000.0,154099000.0,202666000.0,,88480000.0,,56091000.0,324154000.0,22811000.0,282000.0,207855000.0,29288000.0,453966000.0,3019006000.0,1533202000.0,1617535000.0,322063000.0,1533202000.0,1533202000.0,1485522000.0,3019006000.0,1198805000.0,1163459000.0,0.0,-1240345000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2013.0,Q3,,2013-09-29,2013-11-05 18:38:30+00:00,63126000.0,235437000.0,199977000.0,1368000.0,691836000.0,,2486196000.0,85475000.0,667192000.0,297911000.0,830690000.0,159866000.0,193649000.0,,43296000.0,127012000.0,78002000.0,192807000.0,28877000.0,810000.0,127187000.0,28810000.0,336155000.0,2817696000.0,1374464000.0,1537646000.0,418925000.0,1374464000.0,1374464000.0,1442422000.0,2817696000.0,1086401000.0,1023497000.0,0.0,-1240287000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2013.0,Q2,,2013-06-30,2013-07-29 16:55:48+00:00,67648000.0,207413000.0,198788000.0,1163000.0,783611000.0,,2531801000.0,84887000.0,596588000.0,304469000.0,822169000.0,168070000.0,187362000.0,,9715000.0,122713000.0,78677000.0,192167000.0,56558000.0,1394000.0,95837000.0,29731000.0,345852000.0,2823202000.0,1388592000.0,1646391000.0,418880000.0,1388592000.0,1388592000.0,1433216000.0,2823202000.0,989449000.0,1014336000.0,0.0,-1240209000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2013.0,Q1,,2013-03-31,2013-05-01 16:54:00+00:00,76627000.0,210831000.0,188751000.0,1703000.0,443082000.0,,2465266000.0,73988000.0,604493000.0,307214000.0,813741000.0,167959000.0,186792000.0,,21646000.0,106922000.0,73270000.0,206195000.0,30525000.0,2484000.0,59960000.0,37641000.0,624388000.0,2744188000.0,1311827000.0,1550773000.0,409941000.0,1311827000.0,1311827000.0,1429877000.0,2744188000.0,1006623000.0,1019936000.0,0.0,-1215102000.0
Illumina Inc,ILMN,SQ95QG8SR5Q56LSNF682,1110803,2014.0,FY,,2014-12-28,2015-05-01 17:20:23+00:00,82626000.0,289458000.0,335276000.0,-1080000.0,636154000.0,,2174745000.0,40786000.0,724904000.0,314500000.0,986780000.0,191144000.0,265264000.0,,49848000.0,,95521000.0,167904000.0,29844000.0,,561206000.0,304256000.0,702217000.0,3339640000.0,1462798000.0,1889603000.0,722158000.0,1462798000.0,1462798000.0,1876842000.0,3339640000.0,1184773000.0,1154684000.0,0.0,-1272073000.0
