company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,depreciationexpense,dilutedeps,fedfundsandrepointerestincome,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,tradingaccountinterestincome,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 16:51:17+00:00,1.77,1.77,-1.46,2664000000.0,,1.76,51000000.0,7000000.0,646000000.0,895000000.0,897000000.0,7017000000.0,553000000.0,1251000000.0,1393000000.0,-142000000.0,1251000000.0,4398000000.0,715000000.0,-9000000.0,,,,38000000.0,,1466000000.0,1719000000.0,555000000.0,2472000000.0,459000000.0,3676000000.0,8074000000.0,4660000000.0,2856000000.0,2039000000.0,7254000000.0,71000000.0,251000000.0,706800000.0,708000000.0,713000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2008.0,FY,2008-01-01,2008-12-31,2010-02-22 16:51:17+00:00,-8.09,-8.09,0.96,1724000000.0,,-8.09,18000000.0,6023000000.0,-348000000.0,1027000000.0,868000000.0,5585000000.0,627000000.0,-5596000000.0,-5585000000.0,-11000000.0,-5622000000.0,3843000000.0,777000000.0,92000000.0,,,,29000000.0,,1636000000.0,1720000000.0,2057000000.0,2356000000.0,369000000.0,2720000000.0,6563000000.0,10792000000.0,3073000000.0,-5933000000.0,6916000000.0,63000000.0,234000000.0,694900000.0,695000000.0,695000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 10:00:36+00:00,0.11,0.11,0.1,391000000.0,,0.11,5000000.0,20000000.0,6000000.0,241000000.0,219000000.0,1327000000.0,154000000.0,79000000.0,90000000.0,-11000000.0,79000000.0,922000000.0,198000000.0,0.0,,,,5000000.0,,358000000.0,412000000.0,417000000.0,552000000.0,102000000.0,647000000.0,1569000000.0,1128000000.0,719000000.0,96000000.0,1641000000.0,13000000.0,66000000.0,718200000.0,696000000.0,696000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 16:44:09+00:00,0.3,0.3,-0.38,422000000.0,,0.3,4000000.0,-66000000.0,67000000.0,272000000.0,218000000.0,1384000000.0,144000000.0,206000000.0,206000000.0,,206000000.0,979000000.0,198000000.0,1000000.0,,,,6000000.0,,410000000.0,412000000.0,309000000.0,599000000.0,85000000.0,651000000.0,1630000000.0,1141000000.0,744000000.0,273000000.0,1723000000.0,18000000.0,59000000.0,686700000.0,696000000.0,696000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2009.0,Q4,2009-10-01,2009-12-31,,-0.66,-0.66,0.01,280000000.0,,-0.66,-2000000.0,3000000.0,-310000000.0,-732000000.0,257000000.0,993000000.0,146000000.0,-543000000.0,-586000000.0,43000000.0,-606000000.0,808000000.0,126000000.0,203000000.0,63000000.0,,,-5000000.0,,192000000.0,209000000.0,1179000000.0,-68000000.0,-1000000.0,425000000.0,1233000000.0,253000000.0,-272000000.0,-896000000.0,536000000.0,-10000000.0,48000000.0,989000000.0,989000000.0,989000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:26:17+00:00,-1.27,-1.27,0.13,1277000000.0,,-1.27,,75000000.0,-194000000.0,,985000000.0,4254000000.0,663000000.0,-1031000000.0,-1074000000.0,43000000.0,-1261000000.0,3293000000.0,703000000.0,695000000.0,230000000.0,,,16000000.0,,1372000000.0,1879000000.0,3541000000.0,1635000000.0,44000000.0,1984000000.0,5277000000.0,3785000000.0,2765000000.0,-1268000000.0,6058000000.0,22000000.0,191000000.0,989000000.0,989000000.0,989000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 16:41:15+00:00,-0.37,-0.37,0.01,301000000.0,,-0.37,0.0,3000000.0,-274000000.0,252000000.0,238000000.0,1059000000.0,159000000.0,-377000000.0,-377000000.0,,-437000000.0,845000000.0,204000000.0,8000000.0,60000000.0,,,7000000.0,,458000000.0,463000000.0,1025000000.0,578000000.0,9000000.0,469000000.0,1314000000.0,1243000000.0,772000000.0,-651000000.0,1617000000.0,10000000.0,49000000.0,1181100000.0,1189000000.0,1189000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2009.0,Q3YTD,2009-01-01,2009-09-30,,-0.61,-0.61,0.12,997000000.0,,-0.61,2000000.0,72000000.0,116000000.0,732000000.0,728000000.0,3261000000.0,517000000.0,-488000000.0,-488000000.0,,-655000000.0,2485000000.0,577000000.0,492000000.0,167000000.0,,,21000000.0,,1180000000.0,1670000000.0,2362000000.0,1703000000.0,45000000.0,1559000000.0,4044000000.0,3532000000.0,3037000000.0,-372000000.0,5522000000.0,32000000.0,143000000.0,1181100000.0,1189000000.0,1189000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2009.0,Q2,2009-04-01,2009-06-30,2009-08-05 16:44:09+00:00,-0.28,-0.28,0.01,330000000.0,,-0.28,1000000.0,69000000.0,75000000.0,263000000.0,244000000.0,1088000000.0,174000000.0,-188000000.0,-188000000.0,,-244000000.0,831000000.0,190000000.0,108000000.0,56000000.0,,,8000000.0,,386000000.0,780000000.0,912000000.0,586000000.0,16000000.0,520000000.0,1351000000.0,1231000000.0,1199000000.0,-113000000.0,2030000000.0,10000000.0,48000000.0,871400000.0,876000000.0,876000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.24,-0.24,0.11,696000000.0,,-0.24,2000000.0,69000000.0,390000000.0,480000000.0,490000000.0,2202000000.0,358000000.0,-111000000.0,-111000000.0,,-218000000.0,1640000000.0,373000000.0,484000000.0,107000000.0,,,14000000.0,,722000000.0,1207000000.0,1337000000.0,1125000000.0,36000000.0,1090000000.0,2730000000.0,2289000000.0,2265000000.0,279000000.0,3905000000.0,22000000.0,94000000.0,871400000.0,876000000.0,876000000.0
