company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2011.0,Q2,,2011-06-30,2011-08-04 13:46:55+00:00,354000000.0,3120000000.0,-177000000.0,2271000000.0,19065000000.0,1740000000.0,251000000.0,5561000000.0,420000000.0,68183000000.0,5452000000.0,81176000000.0,1141000000.0,11646000000.0,78056000000.0,2481000000.0,,28148000000.0,9849000000.0,,3321000000.0,-4000000000.0,982000000.0,130908000000.0,13489000000.0,16888000000.0,16888000000.0,114020000000.0,130908000000.0,3399000000.0,25072000000.0,-1399000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2011.0,Q1,,2011-03-31,2011-05-05 12:56:29+00:00,441000000.0,3186000000.0,-387000000.0,2042000000.0,19060000000.0,2218000000.0,341000000.0,5561000000.0,358000000.0,68889000000.0,4937000000.0,81371000000.0,1552000000.0,12197000000.0,78185000000.0,2528000000.0,,27480000000.0,9803000000.0,,3389000000.0,-4043000000.0,964000000.0,131756000000.0,13230000000.0,16619000000.0,16619000000.0,115137000000.0,131756000000.0,3389000000.0,26008000000.0,-1400000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2012.0,FY,,2012-12-31,2014-02-21 10:41:27+00:00,344000000.0,1919000000.0,65000000.0,1979000000.0,19667000000.0,1449000000.0,,4816000000.0,345000000.0,65511000000.0,3510000000.0,73995000000.0,1383000000.0,5861000000.0,72076000000.0,2279000000.0,,29963000000.0,7245000000.0,,2939000000.0,-3338000000.0,125000000.0,121347000000.0,15017000000.0,15499000000.0,15499000000.0,105848000000.0,121347000000.0,482000000.0,27370000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2012.0,Q3,,2012-09-30,2012-11-05 17:06:37+00:00,362000000.0,2062000000.0,202000000.0,1738000000.0,19925000000.0,1866000000.0,,4816000000.0,365000000.0,64536000000.0,2192000000.0,75259000000.0,1265000000.0,6224000000.0,73197000000.0,2274000000.0,,30345000000.0,7860000000.0,,3856000000.0,-3849000000.0,70000000.0,121798000000.0,14901000000.0,14901000000.0,14901000000.0,106897000000.0,121798000000.0,,27729000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2012.0,Q2,,2012-06-30,2012-08-06 11:18:11+00:00,341000000.0,2291000000.0,54000000.0,2000000000.0,19913000000.0,2746000000.0,,4816000000.0,391000000.0,65404000000.0,1766000000.0,76202000000.0,1187000000.0,6230000000.0,73911000000.0,2300000000.0,,29694000000.0,8278000000.0,,3256000000.0,-4136000000.0,560000000.0,122345000000.0,14455000000.0,14455000000.0,14455000000.0,107890000000.0,122345000000.0,,27355000000.0,-1376000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2012.0,Q1,,2012-03-31,2012-05-03 15:54:38+00:00,397000000.0,2530000000.0,-60000000.0,2036000000.0,19954000000.0,2287000000.0,167000000.0,4816000000.0,420000000.0,67431000000.0,5270000000.0,76720000000.0,1054000000.0,7196000000.0,74190000000.0,2350000000.0,,29707000000.0,9263000000.0,,3506000000.0,-4395000000.0,621000000.0,128282000000.0,14105000000.0,17534000000.0,17534000000.0,110748000000.0,128282000000.0,3429000000.0,28319000000.0,-1394000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2013.0,FY,,2013-12-31,2015-02-17 08:41:19+00:00,,1341000000.0,-319000000.0,1661000000.0,19230000000.0,2182000000.0,0.0,4816000000.0,295000000.0,62370000000.0,3612000000.0,74609000000.0,1055000000.0,4830000000.0,73268000000.0,2216000000.0,,30083000000.0,6524000000.0,,2163000000.0,-2216000000.0,0.0,117396000000.0,15318000000.0,15768000000.0,15768000000.0,101628000000.0,117396000000.0,450000000.0,23949000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2013.0,Q3,,2013-09-30,2013-11-05 20:01:53+00:00,331000000.0,1540000000.0,-411000000.0,2032000000.0,19262000000.0,1773000000.0,,4816000000.0,307000000.0,62013000000.0,1827000000.0,75892000000.0,673000000.0,4838000000.0,74352000000.0,2218000000.0,,30308000000.0,6171000000.0,,2443000000.0,-2443000000.0,0.0,116864000000.0,15031000000.0,15489000000.0,15489000000.0,101375000000.0,116864000000.0,458000000.0,24137000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2013.0,Q2,,2013-06-30,2013-08-08 17:30:54+00:00,326000000.0,1636000000.0,-478000000.0,2112000000.0,19454000000.0,2877000000.0,,4816000000.0,318000000.0,62990000000.0,2168000000.0,74990000000.0,839000000.0,4856000000.0,73354000000.0,2228000000.0,,29464000000.0,8018000000.0,,2191000000.0,-2736000000.0,1000000000.0,118707000000.0,14863000000.0,15329000000.0,15329000000.0,103378000000.0,118707000000.0,466000000.0,24528000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2013.0,Q1,,2013-03-31,2013-05-08 17:04:52+00:00,366000000.0,1749000000.0,-12000000.0,1796000000.0,19658000000.0,1829000000.0,,4816000000.0,331000000.0,64162000000.0,3137000000.0,73936000000.0,1082000000.0,5847000000.0,72187000000.0,2252000000.0,,29971000000.0,6533000000.0,,2168000000.0,-3003000000.0,1000000.0,119718000000.0,15266000000.0,15740000000.0,15740000000.0,103978000000.0,119718000000.0,474000000.0,27218000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2014.0,FY,,2014-12-31,2015-11-04 18:23:47+00:00,,1103000000.0,-238000000.0,1601000000.0,18781000000.0,1753000000.0,100000000.0,4816000000.0,275000000.0,62453000000.0,2303000000.0,77307000000.0,541000000.0,3462000000.0,76204000000.0,2193000000.0,,31747000000.0,6669000000.0,,2775000000.0,-1177000000.0,500000000.0,119563000000.0,15989000000.0,16873000000.0,16873000000.0,102690000000.0,119563000000.0,884000000.0,24861000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2014.0,Q3,,2014-09-30,2014-11-05 13:16:23+00:00,,1178000000.0,-174000000.0,1770000000.0,19083000000.0,1893000000.0,20000000.0,4816000000.0,287000000.0,62742000000.0,2993000000.0,76607000000.0,504000000.0,3813000000.0,75429000000.0,2192000000.0,,31388000000.0,6511000000.0,,2230000000.0,-1272000000.0,,119226000000.0,16260000000.0,17160000000.0,17160000000.0,102066000000.0,119226000000.0,900000000.0,24704000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2014.0,Q2,,2014-06-30,2014-08-06 10:31:46+00:00,308000000.0,1229000000.0,-52000000.0,2094000000.0,19135000000.0,1818000000.0,20000000.0,4816000000.0,281000000.0,62545000000.0,2705000000.0,76513000000.0,514000000.0,3824000000.0,75284000000.0,2194000000.0,,31277000000.0,6165000000.0,,2226000000.0,-1597000000.0,,118719000000.0,16109000000.0,17029000000.0,17029000000.0,101690000000.0,118719000000.0,920000000.0,24338000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2014.0,Q1,,2014-03-31,2014-05-07 16:32:49+00:00,316000000.0,1261000000.0,-229000000.0,2072000000.0,19193000000.0,1981000000.0,10000000.0,4816000000.0,294000000.0,62239000000.0,3114000000.0,75680000000.0,395000000.0,4226000000.0,74419000000.0,2194000000.0,,31154000000.0,6254000000.0,,2201000000.0,-1897000000.0,,117933000000.0,15690000000.0,16132000000.0,16132000000.0,101801000000.0,117933000000.0,442000000.0,24049000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2015.0,FY,,2015-12-31,2017-02-24 14:01:09+00:00,,1106000000.0,-380000000.0,1382000000.0,17896000000.0,,0.0,4878000000.0,259000000.0,63568000000.0,3932000000.0,81162000000.0,,8349000000.0,80056000000.0,2152000000.0,,34862000000.0,8144000000.0,,2417000000.0,-115000000.0,10000000.0,126050000000.0,16024000000.0,16844000000.0,16844000000.0,109206000000.0,126050000000.0,820000000.0,25247000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2015.0,Q3,,2015-09-30,2015-11-04 18:23:47+00:00,,1115000000.0,-139000000.0,1726000000.0,18032000000.0,0.0,65000000.0,4831000000.0,263000000.0,63061000000.0,3217000000.0,81063000000.0,453000000.0,7364000000.0,79948000000.0,2122000000.0,,34117000000.0,7343000000.0,,3295000000.0,-400000000.0,0.0,124789000000.0,16116000000.0,16952000000.0,16952000000.0,107837000000.0,124789000000.0,836000000.0,24821000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2015.0,Q2,,2015-06-30,2015-08-05 13:02:18+00:00,,1115000000.0,-287000000.0,1661000000.0,18369000000.0,96000000.0,0.0,4816000000.0,268000000.0,63265000000.0,2094000000.0,80149000000.0,511000000.0,3602000000.0,79034000000.0,2147000000.0,,33810000000.0,6475000000.0,,2433000000.0,-658000000.0,1750000000.0,121855000000.0,16047000000.0,16899000000.0,16899000000.0,104956000000.0,121855000000.0,852000000.0,24849000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2015.0,Q1,,2015-03-31,2015-05-06 17:12:07+00:00,,1098000000.0,-115000000.0,1737000000.0,18618000000.0,2085000000.0,65000000.0,4816000000.0,272000000.0,63924000000.0,4224000000.0,78243000000.0,491000000.0,3208000000.0,77145000000.0,2174000000.0,,33553000000.0,6408000000.0,,2626000000.0,-943000000.0,0.0,122447000000.0,16183000000.0,17051000000.0,17051000000.0,105396000000.0,122447000000.0,868000000.0,25115000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2016.0,FY,,2016-12-31,2018-02-26 14:54:06+00:00,,1091000000.0,-550000000.0,1853000000.0,17105000000.0,,15000000.0,4904000000.0,221000000.0,62989000000.0,3583000000.0,80095000000.0,,7763000000.0,79004000000.0,2096000000.0,,36046000000.0,8307000000.0,,2506000000.0,666000000.0,0.0,125968000000.0,15844000000.0,16664000000.0,16664000000.0,109304000000.0,125968000000.0,820000000.0,25985000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2016.0,Q3,,2016-09-30,2016-11-03 20:45:28+00:00,,1126000000.0,105000000.0,1928000000.0,17352000000.0,,,4882000000.0,228000000.0,62968000000.0,2310000000.0,80883000000.0,,6054000000.0,79757000000.0,2075000000.0,,36321000000.0,8016000000.0,,2469000000.0,465000000.0,0.0,125177000000.0,16545000000.0,17365000000.0,17365000000.0,107812000000.0,125177000000.0,820000000.0,25981000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2016.0,Q2,,2016-06-30,2016-08-05 11:25:48+00:00,,1151000000.0,148000000.0,1867000000.0,17552000000.0,,,4882000000.0,240000000.0,62263000000.0,2370000000.0,81702000000.0,,8968000000.0,80551000000.0,2091000000.0,,34982000000.0,8403000000.0,,2612000000.0,242000000.0,2000000.0,126212000000.0,16565000000.0,17385000000.0,17385000000.0,108827000000.0,126212000000.0,820000000.0,25808000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2016.0,Q1,,2016-03-31,2016-05-06 12:05:52+00:00,,1151000000.0,-23000000.0,1708000000.0,17729000000.0,,,4878000000.0,246000000.0,63001000000.0,2682000000.0,81606000000.0,351000000.0,7851000000.0,80455000000.0,2134000000.0,,35153000000.0,7979000000.0,,2323000000.0,62000000.0,0.0,125539000000.0,16391000000.0,17211000000.0,17211000000.0,108328000000.0,125539000000.0,820000000.0,25106000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2017.0,FY,,2017-12-31,2019-02-21 19:56:24+00:00,,934000000.0,-749000000.0,2012000000.0,15870000000.0,,70000000.0,4904000000.0,177000000.0,60762000000.0,1899000000.0,79947000000.0,,8132000000.0,79013000000.0,2064000000.0,,36127000000.0,8746000000.0,,2581000000.0,1628000000.0,500000000.0,124294000000.0,15372000000.0,16192000000.0,16192000000.0,108102000000.0,124294000000.0,820000000.0,25409000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2017.0,Q3,,2017-09-30,2017-11-08 10:26:25+00:00,,1041000000.0,-454000000.0,1829000000.0,16356000000.0,,0.0,4904000000.0,187000000.0,60298000000.0,1932000000.0,79356000000.0,,6102000000.0,78315000000.0,2057000000.0,,37293000000.0,8104000000.0,,2354000000.0,1279000000.0,600000000.0,123271000000.0,15804000000.0,16624000000.0,16624000000.0,106647000000.0,123271000000.0,820000000.0,25943000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2017.0,Q2,,2017-06-30,2017-08-04 14:14:51+00:00,,1041000000.0,-479000000.0,1873000000.0,16840000000.0,,0.0,4904000000.0,198000000.0,60974000000.0,2258000000.0,80127000000.0,,6765000000.0,79086000000.0,2060000000.0,,37119000000.0,8151000000.0,,2292000000.0,1089000000.0,600000000.0,124643000000.0,16073000000.0,16893000000.0,16893000000.0,107750000000.0,124643000000.0,820000000.0,26113000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2017.0,Q1,,2017-03-31,2017-05-05 12:45:13+00:00,,1061000000.0,-565000000.0,1736000000.0,16971000000.0,,0.0,4904000000.0,209000000.0,62402000000.0,2638000000.0,79869000000.0,,6010000000.0,78808000000.0,2088000000.0,,37022000000.0,8226000000.0,,2389000000.0,873000000.0,,124545000000.0,15902000000.0,16722000000.0,16722000000.0,107823000000.0,124545000000.0,820000000.0,25936000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2018.0,FY,,2018-12-31,2020-02-21 10:49:22+00:00,,840000000.0,-964000000.0,2018000000.0,13777000000.0,,,4829000000.0,115000000.0,59438000000.0,1520000000.0,83152000000.0,,12424000000.0,82312000000.0,2045000000.0,,35053000000.0,8334000000.0,,2083000000.0,2828000000.0,1600000000.0,125688000000.0,14270000000.0,15090000000.0,15090000000.0,110598000000.0,125688000000.0,820000000.0,24515000000.0,-1371000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2018.0,Q3,,2018-09-30,2018-11-07 11:05:18+00:00,,840000000.0,-1394000000.0,1911000000.0,14133000000.0,,0.0,4829000000.0,122000000.0,57901000000.0,1584000000.0,81821000000.0,,11178000000.0,80981000000.0,2051000000.0,,35354000000.0,8574000000.0,,2125000000.0,2582000000.0,3250000000.0,124578000000.0,13950000000.0,14770000000.0,14770000000.0,109808000000.0,124578000000.0,820000000.0,24526000000.0,-1371000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2018.0,Q1,,2018-03-31,2018-05-09 11:40:53+00:00,,840000000.0,-1151000000.0,1766000000.0,15651000000.0,,0.0,4904000000.0,167000000.0,60055000000.0,1419000000.0,79822000000.0,,7949000000.0,78982000000.0,2065000000.0,,36935000000.0,8462000000.0,,2108000000.0,1923000000.0,0.0,122913000000.0,15046000000.0,15866000000.0,15866000000.0,107047000000.0,122913000000.0,820000000.0,25148000000.0,-1377000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2019.0,FY,,2019-12-31,2020-05-06 08:41:19+00:00,,869000000.0,-90000000.0,1598000000.0,12695000000.0,,,4845000000.0,105000000.0,63362000000.0,2516000000.0,82963000000.0,,7879000000.0,82094000000.0,1960000000.0,,34113000000.0,8547000000.0,,2541000000.0,3751000000.0,2050000000.0,126240000000.0,14985000000.0,16295000000.0,16295000000.0,109945000000.0,126240000000.0,1310000000.0,24575000000.0,-1371000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2019.0,Q3,,2019-09-30,2019-11-06 09:24:40+00:00,,869000000.0,295000000.0,1966000000.0,12813000000.0,,,4845000000.0,111000000.0,59945000000.0,3101000000.0,82786000000.0,,9128000000.0,81917000000.0,1944000000.0,,34360000000.0,9354000000.0,,8133000000.0,3534000000.0,,128147000000.0,15271000000.0,16581000000.0,16581000000.0,111566000000.0,128147000000.0,1310000000.0,24909000000.0,-1371000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2019.0,Q2,,2019-06-30,2019-08-07 17:06:44+00:00,,853000000.0,-21000000.0,2026000000.0,13391000000.0,,,4829000000.0,101000000.0,60293000000.0,2462000000.0,83553000000.0,,9213000000.0,82700000000.0,1950000000.0,,34678000000.0,8828000000.0,,2476000000.0,3299000000.0,4250000000.0,127518000000.0,15298000000.0,16608000000.0,16608000000.0,110910000000.0,127518000000.0,1310000000.0,24622000000.0,-1371000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2019.0,Q1,,2019-03-31,2019-05-08 13:12:50+00:00,,853000000.0,-598000000.0,1666000000.0,13595000000.0,,,4829000000.0,108000000.0,60945000000.0,2141000000.0,84430000000.0,,12957000000.0,83577000000.0,2026000000.0,11000000.0,34775000000.0,8900000000.0,,3002000000.0,3066000000.0,1600000000.0,128802000000.0,14692000000.0,15512000000.0,15523000000.0,113279000000.0,128802000000.0,820000000.0,25555000000.0,-1371000000.0
Regions Financial Corp,RF,CW05CS5KW59QTC0DG824,1281761,2020.0,Q1,,2020-03-31,2020-05-06 08:41:19+00:00,,1560000000.0,1324000000.0,2101000000.0,12705000000.0,,,4845000000.0,98000000.0,62897000000.0,3154000000.0,88098000000.0,,10105000000.0,86538000000.0,1935000000.0,,37133000000.0,9234000000.0,,2925000000.0,3364000000.0,3150000000.0,133542000000.0,16022000000.0,17332000000.0,17332000000.0,116210000000.0,133542000000.0,1310000000.0,25637000000.0,-1371000000.0
