company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
EL PASO CORP/DE,EP,,1066107,2008.0,FY,,2008-12-31,2010-03-01 17:23:43+00:00,996000000.0,599000000.0,20535000000.0,-532000000.0,1024000000.0,,6750000000.0,0.0,38393000000.0,12818000000.0,1703000000.0,187000000.0,17858000000.0,561000000.0,565000000.0,365000000.0,965000000.0,192000000.0,1056000000.0,2446000000.0,0.0,-2653000000.0,1090000000.0,876000000.0,23668000000.0,3285000000.0,3051000000.0,3243000000.0,4035000000.0,4596000000.0,19072000000.0,23668000000.0,2759000000.0,15829000000.0,750000000.0,-280000000.0
EL PASO CORP/DE,EP,,1066107,2009.0,FY,,2009-12-31,2011-02-28 21:42:18+00:00,890000000.0,438000000.0,22987000000.0,-718000000.0,635000000.0,,6649000000.0,298000000.0,40882000000.0,13391000000.0,1718000000.0,175000000.0,17895000000.0,785000000.0,339000000.0,241000000.0,1111000000.0,208000000.0,884000000.0,1953000000.0,145000000.0,-3192000000.0,477000000.0,221000000.0,22505000000.0,2456000000.0,2008000000.0,2686000000.0,3206000000.0,3991000000.0,18369000000.0,22505000000.0,2602000000.0,15683000000.0,750000000.0,-283000000.0
EL PASO CORP/DE,EP,,1066107,2009.0,Q3,,2009-09-30,2009-11-06 21:10:27+00:00,799000000.0,355000000.0,22931000000.0,-709000000.0,1121000000.0,,6653000000.0,231000000.0,40131000000.0,13633000000.0,1705000000.0,172000000.0,17200000000.0,778000000.0,265000000.0,230000000.0,1076000000.0,241000000.0,827000000.0,2080000000.0,,-3466000000.0,339000000.0,316000000.0,22157000000.0,2196000000.0,2425000000.0,2455000000.0,2946000000.0,3724000000.0,18433000000.0,22157000000.0,2532000000.0,15978000000.0,750000000.0,-282000000.0
EL PASO CORP/DE,EP,,1066107,2009.0,Q2,,2009-06-30,2009-08-07 21:48:43+00:00,806000000.0,473000000.0,22844000000.0,-650000000.0,970000000.0,,6684000000.0,114000000.0,39453000000.0,13477000000.0,1724000000.0,190000000.0,16609000000.0,749000000.0,182000000.0,265000000.0,883000000.0,204000000.0,839000000.0,2203000000.0,,-3533000000.0,169000000.0,459000000.0,21643000000.0,2220000000.0,2471000000.0,2062000000.0,2970000000.0,3719000000.0,17924000000.0,21643000000.0,2563000000.0,15862000000.0,750000000.0,-281000000.0
EL PASO CORP/DE,EP,,1066107,2010.0,FY,,2010-12-31,2012-02-27 06:18:00+00:00,1005000000.0,500000000.0,23421000000.0,-751000000.0,347000000.0,0.0,6643000000.0,165000000.0,44493000000.0,13517000000.0,1673000000.0,169000000.0,21072000000.0,2147000000.0,568000000.0,106000000.0,869000000.0,202000000.0,973000000.0,1858000000.0,698000000.0,-2434000000.0,489000000.0,265000000.0,25270000000.0,3167000000.0,1552000000.0,2565000000.0,3917000000.0,6064000000.0,18508000000.0,25270000000.0,2646000000.0,15943000000.0,750000000.0,-291000000.0
EL PASO CORP/DE,EP,,1066107,2010.0,Q3,,2010-09-30,2010-11-05 19:11:56+00:00,922000000.0,298000000.0,23323000000.0,-749000000.0,809000000.0,,6643000000.0,142000000.0,43329000000.0,13134000000.0,1538000000.0,167000000.0,20006000000.0,1752000000.0,507000000.0,229000000.0,911000000.0,244000000.0,994000000.0,1870000000.0,681000000.0,-2505000000.0,637000000.0,324000000.0,24507000000.0,3099000000.0,1969000000.0,2714000000.0,3849000000.0,5601000000.0,18225000000.0,24507000000.0,2532000000.0,15511000000.0,750000000.0,-290000000.0
EL PASO CORP/DE,EP,,1066107,2010.0,Q2,,2010-06-30,2010-08-09 16:24:45+00:00,759000000.0,285000000.0,23249000000.0,-730000000.0,707000000.0,,6645000000.0,189000000.0,42280000000.0,13083000000.0,1529000000.0,169000000.0,19031000000.0,1345000000.0,496000000.0,262000000.0,1009000000.0,214000000.0,935000000.0,1885000000.0,145000000.0,-2647000000.0,711000000.0,268000000.0,23375000000.0,2978000000.0,1880000000.0,2693000000.0,3728000000.0,5073000000.0,18157000000.0,23375000000.0,2464000000.0,15464000000.0,750000000.0,-290000000.0
EL PASO CORP/DE,EP,,1066107,2010.0,Q1,,2010-03-31,2010-05-07 21:31:14+00:00,842000000.0,337000000.0,23124000000.0,-706000000.0,715000000.0,,6645000000.0,204000000.0,41563000000.0,13416000000.0,1725000000.0,169000000.0,18439000000.0,1023000000.0,444000000.0,333000000.0,993000000.0,242000000.0,932000000.0,1863000000.0,145000000.0,-2804000000.0,622000000.0,337000000.0,23191000000.0,2851000000.0,2095000000.0,2699000000.0,3601000000.0,4624000000.0,18422000000.0,23191000000.0,2657000000.0,15723000000.0,750000000.0,-284000000.0
EL PASO CORP/DE,EP,,1066107,2011.0,FY,,2011-12-31,2012-05-04 15:43:06+00:00,836000000.0,644000000.0,23360000000.0,-796000000.0,194000000.0,0.0,7726000000.0,127000000.0,42530000000.0,12605000000.0,2739000000.0,175000000.0,19170000000.0,2781000000.0,612000000.0,155000000.0,766000000.0,184000000.0,828000000.0,1814000000.0,,-2293000000.0,362000000.0,282000000.0,24314000000.0,4354000000.0,1577000000.0,2148000000.0,4354000000.0,7135000000.0,17179000000.0,24314000000.0,3567000000.0,15031000000.0,,-283000000.0
EL PASO CORP/DE,EP,,1066107,2011.0,Q3,,2011-09-30,2011-11-04 21:52:20+00:00,842000000.0,495000000.0,23102000000.0,-669000000.0,390000000.0,0.0,7806000000.0,107000000.0,41840000000.0,12531000000.0,2756000000.0,167000000.0,18738000000.0,2779000000.0,527000000.0,154000000.0,826000000.0,224000000.0,957000000.0,1623000000.0,0.0,-2478000000.0,350000000.0,314000000.0,24078000000.0,4376000000.0,1627000000.0,2242000000.0,4376000000.0,7155000000.0,16923000000.0,24078000000.0,3713000000.0,14681000000.0,0.0,-283000000.0
