company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 14:28:44+00:00,,0.57,0.57,12389000.0,0.56,,28612000.0,48634000.0,48634000.0,48119000.0,515000.0,170570000.0,335177000.0,-1003000.0,,,,2616000.0,62470000.0,170570000.0,164607000.0,8963000.0,80000.0,77475000.0,87132000.0,-9886000.0,77246000.0,335177000.0,84400000.0,84766721.0,86573237.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q4,2011-10-01,2011-12-31,,5167000.0,0.76,0.76,12892000.0,0.74,,35862000.0,65123000.0,65123000.0,64288000.0,835000.0,234342000.0,446557000.0,-1696000.0,,,,,78772000.0,234342000.0,212215000.0,13018000.0,315000.0,96831000.0,115384000.0,-14399000.0,100985000.0,446557000.0,85400000.0,85467421.0,87367712.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:41:38+00:00,16269000.0,2.75,2.75,49777000.0,2.69,,134981000.0,237343000.0,237343000.0,234751000.0,2592000.0,874169000.0,1676048000.0,-3355000.0,,,,,311522000.0,874169000.0,801879000.0,49431000.0,799000.0,377568000.0,424311000.0,-51987000.0,372324000.0,1676048000.0,85400000.0,85467421.0,87367712.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q3YTD,2011-01-01,2011-09-30,,11102000.0,1.99,1.99,36885000.0,1.95,,99119000.0,172220000.0,172220000.0,170463000.0,1757000.0,639827000.0,1229491000.0,-1659000.0,,,,,232750000.0,639827000.0,589664000.0,36413000.0,484000.0,280737000.0,308927000.0,-37588000.0,271339000.0,1229491000.0,85900000.0,85564682.0,87385121.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q3TTM,2010-10-01,2011-09-30,,21021000.0,2.57,2.57,42341000.0,2.52,,131156000.0,222977000.0,222977000.0,220443000.0,2534000.0,842138000.0,1622980000.0,-2112000.0,,2018000.0,,-8946000.0,321567000.0,842138000.0,780842000.0,47152000.0,556000.0,378001000.0,402841000.0,-48708000.0,354133000.0,1622980000.0,85900000.0,85564682.0,87385121.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 13:18:47+00:00,4209000.0,0.69,0.69,12724000.0,0.68,,32448000.0,59744000.0,59744000.0,59247000.0,497000.0,220419000.0,420924000.0,-577000.0,,,,,79006000.0,220419000.0,200505000.0,12034000.0,237000.0,95939000.0,104566000.0,-12374000.0,92192000.0,420924000.0,85900000.0,85564682.0,87385121.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q2YTD,2011-01-01,2011-06-30,,6893000.0,1.3,1.3,24161000.0,1.27,,66671000.0,112476000.0,112476000.0,111216000.0,1260000.0,419408000.0,808567000.0,-1082000.0,,,,,153744000.0,419408000.0,389159000.0,24379000.0,247000.0,184798000.0,204361000.0,-25214000.0,179147000.0,808567000.0,85400000.0,85936036.0,87935310.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q2TTM,2010-07-01,2011-06-30,,16812000.0,2.54,2.54,43121000.0,2.49,,129353000.0,220533000.0,220533000.0,217882000.0,2651000.0,807234000.0,1565044000.0,-1202000.0,,2018000.0,,-6049000.0,307594000.0,807234000.0,757810000.0,43627000.0,401000.0,363496000.0,394314000.0,-44428000.0,349886000.0,1565044000.0,85400000.0,85936036.0,87935310.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 10:54:09+00:00,3546000.0,0.65,0.65,12405000.0,0.63,,32295000.0,55890000.0,55890000.0,55542000.0,348000.0,213530000.0,410441000.0,-819000.0,,,,,79012000.0,213530000.0,196911000.0,13007000.0,63000.0,94963000.0,101948000.0,-13763000.0,88185000.0,410441000.0,85400000.0,85936036.0,87935310.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q1TTM,2010-04-01,2011-03-31,,13266000.0,2.52,2.52,43333000.0,2.47,,127160000.0,218409000.0,218409000.0,215434000.0,2975000.0,770244000.0,1502337000.0,-1275000.0,,,,-2616000.0,292146000.0,770244000.0,732093000.0,39490000.0,370000.0,346129000.0,385964000.0,-40395000.0,345569000.0,1502337000.0,85700000.0,85459302.0,87526683.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 13:06:38+00:00,3347000.0,0.65,0.65,11756000.0,0.64,,34376000.0,56586000.0,56586000.0,55674000.0,912000.0,205878000.0,398126000.0,-263000.0,,,,,74732000.0,205878000.0,192248000.0,11372000.0,184000.0,89835000.0,102413000.0,-11451000.0,90962000.0,398126000.0,85700000.0,85459302.0,87526683.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 17:09:50+00:00,22054000.0,3.14,3.14,54229000.0,3.08,,147256000.0,269941000.0,269941000.0,267996000.0,1945000.0,1011213000.0,1913149000.0,-369000.0,,,,,356817000.0,1011213000.0,901936000.0,51674000.0,404000.0,433100000.0,468836000.0,-51639000.0,417197000.0,1913149000.0,85300000.0,85401365.0,87018473.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q4,2012-10-01,2012-12-31,,6379000.0,0.83,0.83,14715000.0,0.8,,36973000.0,70508000.0,70508000.0,70069000.0,439000.0,264673000.0,503638000.0,187000.0,,,,,97571000.0,264673000.0,238965000.0,13077000.0,71000.0,118665000.0,120300000.0,-12819000.0,107481000.0,503638000.0,85300000.0,85401365.0,87018473.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 12:41:32+00:00,5561000.0,0.76,0.76,13884000.0,0.75,,35382000.0,65746000.0,65746000.0,65477000.0,269000.0,253526000.0,480484000.0,-488000.0,,,,,92966000.0,253526000.0,226958000.0,13048000.0,117000.0,112411000.0,114547000.0,-13419000.0,101128000.0,480484000.0,86200000.0,85748998.0,87305779.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q3YTD,2012-01-01,2012-09-30,,15675000.0,2.31,2.31,39514000.0,2.28,,110283000.0,199433000.0,199433000.0,197927000.0,1506000.0,746540000.0,1409511000.0,-556000.0,,,,,259246000.0,746540000.0,662971000.0,38597000.0,333000.0,314435000.0,348536000.0,-38820000.0,309716000.0,1409511000.0,86200000.0,85748998.0,87305779.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q3TTM,2011-10-01,2012-09-30,,20842000.0,3.07,3.07,52406000.0,3.02,,146145000.0,264556000.0,264556000.0,262215000.0,2341000.0,980882000.0,1856068000.0,-2252000.0,,,,,338018000.0,980882000.0,875186000.0,51615000.0,648000.0,411266000.0,463920000.0,-53219000.0,410701000.0,1856068000.0,86200000.0,85748998.0,87305779.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 14:00:03+00:00,5135000.0,0.79,0.79,12891000.0,0.78,,37186000.0,68372000.0,68372000.0,67593000.0,779000.0,248832000.0,468950000.0,490000.0,,,,,84365000.0,248832000.0,220118000.0,12783000.0,124000.0,102391000.0,117727000.0,-12169000.0,105558000.0,468950000.0,85600000.0,85170255.0,86835615.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q2YTD,2012-01-01,2012-06-30,,10114000.0,1.55,1.55,25630000.0,1.53,,74901000.0,133687000.0,133687000.0,132450000.0,1237000.0,493014000.0,929027000.0,-68000.0,,,,,166280000.0,493014000.0,436013000.0,25549000.0,216000.0,202024000.0,233989000.0,-25401000.0,208588000.0,929027000.0,85600000.0,85170255.0,86835615.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q2TTM,2011-07-01,2012-06-30,,19490000.0,3.0,3.0,51246000.0,2.95,,143211000.0,258554000.0,258554000.0,255985000.0,2569000.0,947775000.0,1796508000.0,-2341000.0,,,,,324058000.0,947775000.0,848733000.0,50601000.0,768000.0,394794000.0,453939000.0,-52174000.0,401765000.0,1796508000.0,85600000.0,85170255.0,86835615.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 13:27:46+00:00,4979000.0,0.76,0.76,12739000.0,0.75,,37715000.0,65315000.0,65315000.0,64857000.0,458000.0,244182000.0,460077000.0,-558000.0,,,,,81915000.0,244182000.0,215895000.0,12766000.0,92000.0,99633000.0,116262000.0,-13232000.0,103030000.0,460077000.0,85300000.0,84828280.0,86587944.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2012.0,Q1TTM,2011-04-01,2012-03-31,,17901000.0,2.86,2.86,50760000.0,2.8,,138320000.0,246072000.0,246072000.0,243934000.0,2138000.0,912473000.0,1737999000.0,-3650000.0,,,,,318705000.0,912473000.0,825526000.0,50825000.0,707000.0,387366000.0,438160000.0,-53768000.0,384392000.0,1737999000.0,85300000.0,84828280.0,86587944.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,FY,2013-01-01,2013-12-31,2016-08-11 19:25:59+00:00,27067000.0,3.62,3.62,61341000.0,3.56,,164662000.0,313084000.0,313084000.0,311372000.0,1712000.0,1128170000.0,2142807000.0,-2924000.0,,,0.0,,390610000.0,1128170000.0,1014637000.0,55243000.0,294000.0,479018000.0,535619000.0,-57873000.0,477746000.0,2142807000.0,86000000.0,85902550.0,87391988.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q4,2013-10-01,2013-12-31,,7183000.0,0.9,0.9,16112000.0,0.9,,41154000.0,78587000.0,78587000.0,78164000.0,423000.0,301467000.0,567899000.0,-25000.0,,,,,108030000.0,301467000.0,266432000.0,15215000.0,-126000.0,131325000.0,135107000.0,-15366000.0,119741000.0,567899000.0,86000000.0,85902550.0,87391988.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q3YTD,2013-01-01,2013-09-30,,19884000.0,2.72,2.72,45229000.0,2.66,,123508000.0,234497000.0,234497000.0,233208000.0,1289000.0,826703000.0,1574908000.0,-2899000.0,,,,,282580000.0,826703000.0,748205000.0,40028000.0,420000.0,347693000.0,400512000.0,-42507000.0,358005000.0,1574908000.0,85700000.0,85849656.0,87401565.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q3TTM,2012-10-01,2013-09-30,,26263000.0,3.55,3.55,59944000.0,3.46,,160481000.0,305005000.0,305005000.0,303277000.0,1728000.0,1091376000.0,2078546000.0,-2712000.0,,,,,380151000.0,1091376000.0,987170000.0,53105000.0,491000.0,466358000.0,520812000.0,-55326000.0,465486000.0,2078546000.0,85700000.0,85849656.0,87401565.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q3,2013-07-01,2013-09-30,2014-11-07 11:22:59+00:00,6709000.0,0.94,0.94,15141000.0,0.92,,39906000.0,80832000.0,80832000.0,80547000.0,285000.0,280645000.0,534579000.0,-1341000.0,,,,,96689000.0,280645000.0,253934000.0,13467000.0,151000.0,118539000.0,135395000.0,-14657000.0,120738000.0,534579000.0,85700000.0,85849656.0,87401565.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q2YTD,2013-01-01,2013-06-30,,13175000.0,1.78,1.78,30088000.0,1.74,,83602000.0,153665000.0,153665000.0,152661000.0,1004000.0,546058000.0,1040329000.0,-1558000.0,,,,,185891000.0,546058000.0,494271000.0,26561000.0,269000.0,229154000.0,265117000.0,-27850000.0,237267000.0,1040329000.0,85800000.0,86125012.0,87614953.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q2TTM,2012-07-01,2013-06-30,,25115000.0,3.37,3.37,58687000.0,3.29,,155957000.0,289919000.0,289919000.0,288207000.0,1712000.0,1064257000.0,2024451000.0,-1859000.0,,,,,376428000.0,1064257000.0,960194000.0,52686000.0,457000.0,460230000.0,499964000.0,-54088000.0,445876000.0,2024451000.0,85800000.0,86125012.0,87614953.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 15:59:59+00:00,6533000.0,0.91,0.91,15242000.0,0.89,,41619000.0,78443000.0,78443000.0,78044000.0,399000.0,276385000.0,526525000.0,-545000.0,,,,,94845000.0,276385000.0,250140000.0,13015000.0,102000.0,116620000.0,133520000.0,-13458000.0,120062000.0,526525000.0,85800000.0,86125012.0,87614953.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q1TTM,2012-04-01,2013-03-31,,23717000.0,3.25,3.25,56336000.0,3.18,,151524000.0,279848000.0,279848000.0,277756000.0,2092000.0,1036704000.0,1966876000.0,-824000.0,,,,,365948000.0,1036704000.0,930172000.0,52454000.0,479000.0,446001000.0,484171000.0,-52799000.0,431372000.0,1966876000.0,85800000.0,86093301.0,87459497.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 15:24:19+00:00,6642000.0,0.87,0.87,14846000.0,0.85,,41983000.0,75222000.0,75222000.0,74617000.0,605000.0,269673000.0,513804000.0,-1013000.0,,,,,91046000.0,269673000.0,244131000.0,13546000.0,167000.0,112534000.0,131597000.0,-14392000.0,117205000.0,513804000.0,85800000.0,86093301.0,87459497.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,FY,2014-01-01,2014-12-31,2017-03-14 18:40:44+00:00,32692000.0,3.84,3.84,71924000.0,3.79,,159422000.0,328146000.0,328146000.0,326456000.0,1690000.0,1404712000.0,2555601000.0,-2746000.0,,,0.0,,489937000.0,1404712000.0,1150889000.0,66142000.0,120000.0,594553000.0,556336000.0,-68768000.0,487568000.0,2555601000.0,85000000.0,84932792.0,86233612.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q4,2014-10-01,2014-12-31,,8478000.0,0.96,0.96,16536000.0,0.97,,36789000.0,82658000.0,82658000.0,82526000.0,132000.0,378563000.0,676947000.0,-1177000.0,,,,,134607000.0,378563000.0,298384000.0,18162000.0,23000.0,159621000.0,138763000.0,-19316000.0,119447000.0,676947000.0,85000000.0,84932792.0,86233612.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q3,2014-07-01,2014-09-30,2015-11-09 17:03:02+00:00,8497000.0,0.98,0.98,20268000.0,0.96,,39401000.0,83041000.0,83041000.0,82845000.0,196000.0,373973000.0,667877000.0,-477000.0,,,0.0,,125603000.0,373973000.0,293904000.0,16644000.0,27000.0,154368000.0,139536000.0,-17094000.0,122442000.0,667877000.0,84500000.0,84858360.0,86116455.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q3YTD,2014-01-01,2014-09-30,,24214000.0,2.88,2.88,55388000.0,2.82,,122633000.0,245488000.0,245488000.0,243930000.0,1558000.0,1026149000.0,1878654000.0,-1569000.0,,,,,355330000.0,1026149000.0,852505000.0,47980000.0,97000.0,434932000.0,417573000.0,-49452000.0,368121000.0,1878654000.0,84500000.0,84858360.0,86116455.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q3TTM,2013-10-01,2014-09-30,,31397000.0,3.78,3.78,71500000.0,3.72,,163787000.0,324075000.0,324075000.0,322094000.0,1981000.0,1327616000.0,2446553000.0,-1594000.0,,,,,463360000.0,1327616000.0,1118937000.0,63195000.0,-29000.0,566257000.0,552680000.0,-64818000.0,487862000.0,2446553000.0,84500000.0,84858360.0,86116455.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 16:52:57+00:00,8402000.0,0.97,0.97,19079000.0,0.95,,45941000.0,82677000.0,82677000.0,81936000.0,741000.0,350416000.0,640822000.0,-392000.0,,,,,117547000.0,350416000.0,290406000.0,16418000.0,50000.0,145028000.0,145378000.0,-16760000.0,128618000.0,640822000.0,84500000.0,84699043.0,85982588.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q2YTD,2014-01-01,2014-06-30,,15717000.0,1.9,1.9,35120000.0,1.86,,83232000.0,162447000.0,162447000.0,161085000.0,1362000.0,652176000.0,1210777000.0,-1092000.0,,,,,229727000.0,652176000.0,558601000.0,31336000.0,70000.0,280564000.0,278037000.0,-32358000.0,245679000.0,1210777000.0,84500000.0,84699043.0,85982588.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q2TTM,2013-07-01,2014-06-30,,29609000.0,3.74,3.74,66373000.0,3.68,,164292000.0,321866000.0,321866000.0,319796000.0,2070000.0,1234288000.0,2313255000.0,-2458000.0,,,,,434446000.0,1234288000.0,1078967000.0,60018000.0,95000.0,530428000.0,548539000.0,-62381000.0,486158000.0,2313255000.0,84500000.0,84699043.0,85982588.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 15:31:12+00:00,7315000.0,0.93,0.93,16041000.0,0.91,,37291000.0,79770000.0,79770000.0,79149000.0,621000.0,301760000.0,569955000.0,-700000.0,,,,,112180000.0,301760000.0,268195000.0,14918000.0,20000.0,135536000.0,132659000.0,-15598000.0,117061000.0,569955000.0,85100000.0,85270046.0,86613843.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2014.0,Q1TTM,2013-04-01,2014-03-31,,27740000.0,3.68,3.68,62536000.0,3.62,,159970000.0,317632000.0,317632000.0,315904000.0,1728000.0,1160257000.0,2198958000.0,-2611000.0,,,,,411744000.0,1160257000.0,1038701000.0,56615000.0,147000.0,502020000.0,536681000.0,-59079000.0,477602000.0,2198958000.0,85100000.0,85270046.0,86613843.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 19:26:22+00:00,,3.02,3.02,,2.98,,142900000.0,268000000.0,268000000.0,256900000.0,1000000.0,1731100000.0,2985900000.0,600000.0,,,10100000.0,,767200000.0,1731100000.0,1254800000.0,77500000.0,200000.0,767200000.0,487600000.0,-76700000.0,410900000.0,2985900000.0,85100000.0,84900000.0,86200000.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,Q4,2015-10-01,2015-12-31,,-26957000.0,3.03,0.83,-55476000.0,0.81,,49624000.0,80525000.0,80525000.0,70681000.0,-256000.0,562049000.0,888296000.0,4556000.0,,,10100000.0,,258153000.0,562049000.0,326247000.0,25052000.0,118000.0,175720000.0,150527000.0,-20378000.0,130149000.0,888296000.0,85100000.0,84900000.0,86200000.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,Q3,2015-07-01,2015-09-30,2016-11-09 14:44:10+00:00,9239000.0,0.22,0.82,18251000.0,0.81,,39718000.0,69906000.0,69906000.0,69449000.0,457000.0,404918000.0,718596000.0,-1754000.0,,,,,157432000.0,404918000.0,313678000.0,17386000.0,8000.0,184922000.0,128756000.0,-19132000.0,109624000.0,718596000.0,315700000.0,84884599.0,86120315.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,Q3YTD,2015-01-01,2015-09-30,,26957000.0,-0.01,2.19,55476000.0,2.17,,93276000.0,187475000.0,187475000.0,186219000.0,1256000.0,1169051000.0,2097604000.0,-3956000.0,,,,,509047000.0,1169051000.0,928553000.0,52448000.0,82000.0,591480000.0,337073000.0,-56322000.0,280751000.0,2097604000.0,315700000.0,84884599.0,86120315.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,Q3TTM,2014-10-01,2015-09-30,,35435000.0,0.95,3.15,72012000.0,3.14,,130065000.0,270133000.0,270133000.0,268745000.0,1388000.0,1547614000.0,2774551000.0,-5133000.0,,,,,643654000.0,1547614000.0,1226937000.0,70610000.0,105000.0,751101000.0,475836000.0,-75638000.0,400198000.0,2774551000.0,315700000.0,84884599.0,86120315.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,Q2,2015-04-01,2015-06-30,2016-08-09 17:28:14+00:00,8921000.0,0.32,1.03,18459000.0,1.02,,48493000.0,88277000.0,88277000.0,87830000.0,447000.0,396793000.0,715689000.0,-1604000.0,,,0.0,,136752000.0,396793000.0,318896000.0,16429000.0,39000.0,164132000.0,154764000.0,-17994000.0,136770000.0,715689000.0,274500000.0,84961907.0,86221034.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,Q2YTD,2015-01-01,2015-06-30,,17718000.0,-0.23,1.37,37225000.0,1.36,,53558000.0,117569000.0,117569000.0,116770000.0,799000.0,764133000.0,1379008000.0,-2202000.0,,,,,351615000.0,764133000.0,614875000.0,35062000.0,74000.0,406558000.0,208317000.0,-37190000.0,171127000.0,1379008000.0,274500000.0,84961907.0,86221034.0
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2015.0,Q2TTM,2014-07-01,2015-06-30,,34693000.0,1.71,3.31,74029000.0,3.29,,129748000.0,283268000.0,283268000.0,282141000.0,1127000.0,1516669000.0,2723832000.0,-3856000.0,,,,,611825000.0,1516669000.0,1207163000.0,69868000.0,124000.0,720547000.0,486616000.0,-73600000.0,413016000.0,2723832000.0,274500000.0,84961907.0,86221034.0
