company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:15:54+00:00,-84947000.0,4039000.0,,,30109000.0,,-7756000.0,23930000.0,17839000.0,100000000.0,,-77882000.0,-132930000.0,210555000.0,-77882000.0,-132930000.0,210555000.0,-8013000.0,148771000.0,148771000.0,3706000.0,9319000.0,,,,-463000.0,-47520000.0,-37702000.0,-167338000.0,,0.0,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:15:18+00:00,-311891000.0,5390000.0,,,34600000.0,,-2157000.0,55525000.0,14922000.0,1178061000.0,,81772000.0,-350189000.0,277246000.0,81772000.0,-350189000.0,277246000.0,6672000.0,176389000.0,176389000.0,5342000.0,10905000.0,,,0.0,,-39910000.0,-1046430000.0,-75686000.0,,1612000.0,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 15:56:36+00:00,-107079000.0,3820000.0,,,24643000.0,,-2347000.0,43729000.0,11726000.0,215000000.0,,-70248000.0,-136141000.0,214641000.0,-70248000.0,-136141000.0,213927000.0,5191000.0,131231000.0,131231000.0,11218000.0,357000.0,,,,-58000.0,-29644000.0,-227345000.0,-69986000.0,,640000.0,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 11:40:47+00:00,-60519000.0,2386000.0,,,16118000.0,,-737000.0,16489000.0,9163000.0,50000000.0,,-54416000.0,-77462000.0,126202000.0,-54416000.0,-77462000.0,126202000.0,-6413000.0,84668000.0,84668000.0,6541000.0,551000.0,,,,,-17904000.0,-84155000.0,-29975000.0,,961000.0,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2010.0,Q4,2010-10-01,2010-12-31,,-94815000.0,3267000.0,,,12108000.0,8000000.0,3021000.0,51420000.0,411683000.0,393288000.0,,40142000.0,-104758000.0,120244000.0,40142000.0,-104758000.0,120244000.0,58649000.0,50757000.0,50757000.0,2692000.0,6736000.0,,,,2440000.0,-12383000.0,-720819000.0,-50746000.0,,-8000000.0,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 15:26:17+00:00,-190430000.0,9919000.0,,,43966000.0,8000000.0,-3114000.0,68101000.0,449907000.0,1059220000.0,,-13565000.0,-245482000.0,325670000.0,-13565000.0,-245482000.0,325670000.0,63509000.0,210457000.0,210457000.0,-6773000.0,24687000.0,,,0.0,-14732000.0,-48320000.0,-1453044000.0,-94335000.0,,,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2010.0,Q3TTM,2009-10-01,2010-09-30,,-300427000.0,8222000.0,,,41815000.0,,-5945000.0,28477000.0,41420000.0,1628993000.0,,98313000.0,-354772000.0,268031000.0,98313000.0,-354772000.0,268745000.0,6341000.0,204858000.0,204858000.0,-15341000.0,28499000.0,,,,-17114000.0,-46203000.0,-1551310000.0,-49289000.0,,8972000.0,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2010.0,Q3,2010-07-01,2010-09-30,,-27789000.0,2518000.0,,,10986000.0,,-4768000.0,6138000.0,12890000.0,249241000.0,,-4007000.0,-54970000.0,76121000.0,-4007000.0,-54970000.0,76121000.0,12376000.0,57300000.0,57300000.0,-821000.0,4521000.0,,,,-16261000.0,-10920000.0,-251330000.0,-19329000.0,,,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 12:04:48+00:00,-95615000.0,6652000.0,,,31858000.0,,-6135000.0,16681000.0,38224000.0,665932000.0,,-53707000.0,-140724000.0,205426000.0,-53707000.0,-140724000.0,205426000.0,4860000.0,159700000.0,159700000.0,-9465000.0,17951000.0,,,,-17172000.0,-35937000.0,-732225000.0,-43589000.0,,8000000.0,
Stericycle Inc,SRCL,B8PTJH2P0AXSWSMP2136,861878,2010.0,Q2TTM,2009-07-01,2010-06-30,,-319198000.0,7138000.0,,,39354000.0,,-2787000.0,49579000.0,31093000.0,1544752000.0,,86488000.0,-358481000.0,280349000.0,86488000.0,-358481000.0,280349000.0,5569000.0,194121000.0,194121000.0,-9843000.0,23784000.0,,,,-911000.0,-47023000.0,-1443170000.0,-69971000.0,,8651000.0,
