company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NextEra Energy Inc,NEE,,753308,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 21:46:37+00:00,,0.9,0.9,0.4725,409000000.0,0.9,,,19000000.0,364000000.0,364000000.0,,364000000.0,,2429000000.0,3705000000.0,,284000000.0,-38000000.0,,,,,2713000000.0,992000000.0,211000000.0,49000000.0,409000000.0,583000000.0,-200000000.0,383000000.0,3705000000.0,404400000.0,402300000.0,404800000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q4,2010-10-01,2010-12-31,,,0.64,0.64,0.5,457000000.0,0.63,,19000000.0,1000000.0,264000000.0,264000000.0,,264000000.0,,2201000000.0,3413000000.0,,282000000.0,5000000.0,,,,,2483000000.0,930000000.0,247000000.0,53000000.0,476000000.0,454000000.0,-189000000.0,265000000.0,3413000000.0,410300000.0,410300000.0,413000000.0
NextEra Energy Inc,NEE,,753308,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:40:05+00:00,,4.77,4.77,2.0,1788000000.0,4.74,,19000000.0,532000000.0,1957000000.0,1957000000.0,,1957000000.0,,9119000000.0,15317000000.0,,1164000000.0,39000000.0,,,,,10283000000.0,5034000000.0,979000000.0,202000000.0,1807000000.0,3227000000.0,-738000000.0,2489000000.0,15317000000.0,410300000.0,410300000.0,413000000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q3YTD,2010-01-01,2010-09-30,,,4.13,4.13,1.5,1331000000.0,4.11,,,531000000.0,1693000000.0,1693000000.0,,1693000000.0,,6918000000.0,11904000000.0,,882000000.0,34000000.0,,,,,7800000000.0,4104000000.0,732000000.0,149000000.0,1331000000.0,2773000000.0,-549000000.0,2224000000.0,11904000000.0,411400000.0,410900000.0,413700000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q3TTM,2009-10-01,2010-09-30,,,4.98,4.98,1.97,1819000000.0,4.95,-1797000000.0,,586000000.0,1818000000.0,1818000000.0,,1818000000.0,,11697000000.0,15558000000.0,,1483000000.0,61000000.0,-435000000.0,-302000000.0,,-672000000.0,13180000000.0,2378000000.0,1166000000.0,179000000.0,-952000000.0,3330000000.0,-926000000.0,2404000000.0,15558000000.0,411400000.0,410900000.0,413700000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 15:19:43+00:00,,1.75,1.75,0.5,531000000.0,1.74,,0.0,240000000.0,720000000.0,720000000.0,,720000000.0,,2703000000.0,4691000000.0,,332000000.0,17000000.0,,,,,3035000000.0,1656000000.0,247000000.0,65000000.0,531000000.0,1125000000.0,-165000000.0,960000000.0,4691000000.0,411400000.0,410900000.0,413700000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q2YTD,2010-01-01,2010-06-30,,,2.38,2.38,1.0,800000000.0,2.37,,,291000000.0,973000000.0,973000000.0,,973000000.0,,4215000000.0,7213000000.0,,550000000.0,17000000.0,,,,,4765000000.0,2448000000.0,485000000.0,84000000.0,800000000.0,1648000000.0,-384000000.0,1264000000.0,7213000000.0,408800000.0,408900000.0,411400000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q2TTM,2009-07-01,2010-06-30,,,4.55,4.55,1.94,1721000000.0,4.52,-1797000000.0,,528000000.0,1631000000.0,1631000000.0,,1631000000.0,,11840000000.0,15340000000.0,,1496000000.0,55000000.0,-435000000.0,-302000000.0,,-672000000.0,13336000000.0,2004000000.0,1123000000.0,173000000.0,-1050000000.0,3054000000.0,-895000000.0,2159000000.0,15340000000.0,408800000.0,408900000.0,411400000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q2,2010-04-01,2010-06-30,2011-08-02 15:30:50+00:00,,1.02,1.02,0.5,386000000.0,1.01,,0.0,77000000.0,417000000.0,417000000.0,,417000000.0,,2207000000.0,3591000000.0,,289000000.0,-20000000.0,,,,,2496000000.0,1095000000.0,247000000.0,52000000.0,386000000.0,709000000.0,-215000000.0,494000000.0,3591000000.0,408800000.0,408900000.0,411400000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q1TTM,2009-04-01,2010-03-31,,,4.45,4.45,1.92,1770000000.0,4.43,,,522000000.0,1807000000.0,1807000000.0,,1807000000.0,,9633000000.0,15560000000.0,,1207000000.0,89000000.0,,,,,10840000000.0,4720000000.0,876000000.0,166000000.0,1770000000.0,2950000000.0,-621000000.0,2329000000.0,15560000000.0,408800000.0,407500000.0,410100000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 15:55:54+00:00,,1.36,1.36,0.5,414000000.0,1.36,,,214000000.0,556000000.0,556000000.0,,556000000.0,,2008000000.0,3622000000.0,,261000000.0,37000000.0,,,,,2269000000.0,1353000000.0,238000000.0,32000000.0,414000000.0,939000000.0,-169000000.0,770000000.0,3622000000.0,408800000.0,407500000.0,410100000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q4,2011-10-01,2011-12-31,,,1.61,1.61,0.55,332000000.0,1.6,,,256000000.0,668000000.0,668000000.0,,668000000.0,,2174000000.0,3864000000.0,,343000000.0,21000000.0,,,,,2517000000.0,1347000000.0,260000000.0,148000000.0,332000000.0,1015000000.0,-91000000.0,924000000.0,3864000000.0,416200000.0,416600000.0,419000000.0
NextEra Energy Inc,NEE,,753308,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 11:06:46+00:00,,4.62,4.62,2.2,1567000000.0,4.59,,51000000.0,529000000.0,1923000000.0,1923000000.0,0.0,1923000000.0,,9258000000.0,15341000000.0,,1204000000.0,-65000000.0,,,,,10462000000.0,4879000000.0,1035000000.0,291000000.0,1618000000.0,3261000000.0,-809000000.0,2452000000.0,15341000000.0,416200000.0,416600000.0,419000000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q3YTD,2011-01-01,2011-09-30,,,3.01,3.01,1.65,1235000000.0,2.99,,51000000.0,273000000.0,1255000000.0,1255000000.0,,1255000000.0,,7084000000.0,11477000000.0,,861000000.0,-86000000.0,,,,,7945000000.0,3532000000.0,775000000.0,143000000.0,1286000000.0,2246000000.0,-718000000.0,1528000000.0,11477000000.0,415300000.0,417400000.0,419800000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q3TTM,2010-10-01,2011-09-30,,,3.65,3.65,2.15,1692000000.0,3.62,,70000000.0,274000000.0,1519000000.0,1519000000.0,,1519000000.0,,9285000000.0,14890000000.0,,1143000000.0,-81000000.0,,,,,10428000000.0,4462000000.0,1022000000.0,196000000.0,1762000000.0,2700000000.0,-907000000.0,1793000000.0,14890000000.0,415300000.0,417400000.0,419800000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q3,2011-07-01,2011-09-30,2012-10-25 20:49:44+00:00,,0.98,0.98,0.55,496000000.0,0.97,,0.0,158000000.0,407000000.0,407000000.0,,407000000.0,,2659000000.0,4382000000.0,,316000000.0,-137000000.0,,,,,2975000000.0,1407000000.0,265000000.0,56000000.0,496000000.0,911000000.0,-346000000.0,565000000.0,4382000000.0,415300000.0,417400000.0,419800000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q2YTD,2011-01-01,2011-06-30,,,2.03,2.03,1.1,739000000.0,2.02,,51000000.0,115000000.0,848000000.0,848000000.0,,848000000.0,,4425000000.0,7095000000.0,,545000000.0,51000000.0,,,,,4970000000.0,2125000000.0,510000000.0,87000000.0,790000000.0,1335000000.0,-372000000.0,963000000.0,7095000000.0,417300000.0,416900000.0,419300000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q2TTM,2010-07-01,2011-06-30,,,4.42,4.42,2.1,1727000000.0,4.39,,70000000.0,356000000.0,1832000000.0,1832000000.0,,1832000000.0,,9329000000.0,15199000000.0,,1159000000.0,73000000.0,,,,,10488000000.0,4711000000.0,1004000000.0,205000000.0,1797000000.0,2914000000.0,-726000000.0,2188000000.0,15199000000.0,417300000.0,416900000.0,419300000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q2,2011-04-01,2011-06-30,2012-07-27 17:20:09+00:00,,1.39,1.39,0.55,408000000.0,1.38,,51000000.0,147000000.0,580000000.0,580000000.0,,580000000.0,,2328000000.0,3961000000.0,,267000000.0,32000000.0,,,,,2595000000.0,1366000000.0,256000000.0,44000000.0,459000000.0,907000000.0,-180000000.0,727000000.0,3961000000.0,417300000.0,416900000.0,419300000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q1TTM,2010-04-01,2011-03-31,,,4.05,4.05,2.05,1705000000.0,4.02,,19000000.0,286000000.0,1669000000.0,1669000000.0,,1669000000.0,,9208000000.0,14829000000.0,,1181000000.0,21000000.0,,,,,10389000000.0,4440000000.0,995000000.0,213000000.0,1724000000.0,2716000000.0,-761000000.0,1955000000.0,14829000000.0,418800000.0,415800000.0,418400000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 16:36:57+00:00,,0.64,0.64,0.55,331000000.0,0.64,,,-32000000.0,268000000.0,268000000.0,,268000000.0,,2097000000.0,3134000000.0,,278000000.0,19000000.0,,,,,2375000000.0,759000000.0,254000000.0,43000000.0,331000000.0,428000000.0,-192000000.0,236000000.0,3134000000.0,418800000.0,415800000.0,418400000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q4,2012-10-01,2012-12-31,,,1.02,1.02,0.6,396000000.0,1.02,,,138000000.0,428000000.0,428000000.0,,428000000.0,,1986000000.0,3375000000.0,,262000000.0,16000000.0,,,,,2248000000.0,1127000000.0,244000000.0,63000000.0,396000000.0,731000000.0,-165000000.0,566000000.0,3375000000.0,416300000.0,416700000.0,419200000.0
NextEra Energy Inc,NEE,,753308,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 16:20:04+00:00,,4.59,4.59,2.4,1518000000.0,4.56,,0.0,692000000.0,1911000000.0,1911000000.0,0.0,1911000000.0,0.0,8276000000.0,14256000000.0,,1186000000.0,118000000.0,,,,,9462000000.0,4794000000.0,1038000000.0,247000000.0,1518000000.0,3276000000.0,-673000000.0,2603000000.0,14256000000.0,416300000.0,416700000.0,419200000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q3YTD,2012-01-01,2012-09-30,,,3.57,3.57,1.8,1122000000.0,3.54,,,554000000.0,1483000000.0,1483000000.0,,1483000000.0,,6290000000.0,10881000000.0,,924000000.0,102000000.0,,,,,7214000000.0,3667000000.0,794000000.0,184000000.0,1122000000.0,2545000000.0,-508000000.0,2037000000.0,10881000000.0,419200000.0,419300000.0,421700000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q3TTM,2011-10-01,2012-09-30,,,5.18,5.18,2.35,1454000000.0,5.14,,,810000000.0,2151000000.0,2151000000.0,,2151000000.0,,8464000000.0,14745000000.0,,1267000000.0,123000000.0,,,,,9731000000.0,5014000000.0,1054000000.0,332000000.0,1454000000.0,3560000000.0,-599000000.0,2961000000.0,14745000000.0,419200000.0,419300000.0,421700000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 14:06:39+00:00,,0.99,0.99,0.6,467000000.0,0.98,,0.0,154000000.0,415000000.0,415000000.0,0.0,415000000.0,,2302000000.0,3843000000.0,,332000000.0,38000000.0,,,,,2634000000.0,1209000000.0,259000000.0,48000000.0,467000000.0,742000000.0,-173000000.0,569000000.0,3843000000.0,419200000.0,419300000.0,421700000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q2YTD,2012-01-01,2012-06-30,,,2.58,2.58,1.2,655000000.0,2.56,,,400000000.0,1068000000.0,1068000000.0,,1068000000.0,,3988000000.0,7038000000.0,,592000000.0,64000000.0,,,,,4580000000.0,2458000000.0,535000000.0,136000000.0,655000000.0,1803000000.0,-335000000.0,1468000000.0,7038000000.0,415800000.0,415000000.0,417200000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q2TTM,2011-07-01,2012-06-30,,,5.17,5.17,2.3,1483000000.0,5.13,,,814000000.0,2143000000.0,2143000000.0,,2143000000.0,,8821000000.0,15284000000.0,,1251000000.0,-52000000.0,,,,,10072000000.0,5212000000.0,1060000000.0,340000000.0,1483000000.0,3729000000.0,-772000000.0,2957000000.0,15284000000.0,415800000.0,415000000.0,417200000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q2,2012-04-01,2012-06-30,2013-07-31 16:10:26+00:00,,1.46,1.46,0.6,335000000.0,1.45,,0.0,243000000.0,607000000.0,607000000.0,0.0,607000000.0,,2031000000.0,3667000000.0,,301000000.0,58000000.0,,,,,2332000000.0,1335000000.0,270000000.0,62000000.0,335000000.0,1000000000.0,-150000000.0,850000000.0,3667000000.0,415800000.0,415000000.0,417200000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q1TTM,2011-04-01,2012-03-31,,,5.1,5.1,2.25,1556000000.0,5.06,,51000000.0,718000000.0,2116000000.0,2116000000.0,,2116000000.0,,9118000000.0,15578000000.0,,1217000000.0,-78000000.0,,,,,10335000000.0,5243000000.0,1046000000.0,322000000.0,1607000000.0,3636000000.0,-802000000.0,2834000000.0,15578000000.0,411600000.0,412300000.0,414700000.0
NextEra Energy Inc,NEE,,753308,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 14:53:54+00:00,,1.12,1.12,0.6,320000000.0,1.11,,0.0,157000000.0,461000000.0,461000000.0,0.0,461000000.0,,1957000000.0,3371000000.0,,291000000.0,6000000.0,,,,,2248000000.0,1123000000.0,265000000.0,74000000.0,320000000.0,803000000.0,-185000000.0,618000000.0,3371000000.0,411600000.0,412300000.0,414700000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q4,2013-10-01,2013-12-31,,,0.75,0.75,0.66,639000000.0,0.75,,,125000000.0,328000000.0,328000000.0,,328000000.0,,2049000000.0,3630000000.0,,301000000.0,34000000.0,,,,,2350000000.0,1280000000.0,295000000.0,73000000.0,639000000.0,641000000.0,-188000000.0,453000000.0,3630000000.0,424000000.0,424200000.0,427000000.0
NextEra Energy Inc,NEE,,753308,2013.0,FY,2013-01-01,2013-12-31,2015-02-20 16:20:04+00:00,,4.5,4.5,2.64,2163000000.0,4.47,,300000000.0,777000000.0,1908000000.0,1677000000.0,231000000.0,1908000000.0,0.0,8152000000.0,15136000000.0,,1280000000.0,3000000.0,,,,,9432000000.0,5704000000.0,1121000000.0,331000000.0,2463000000.0,3241000000.0,-787000000.0,2454000000.0,15136000000.0,424000000.0,424200000.0,427000000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q3YTD,2013-01-01,2013-09-30,,,3.75,3.75,1.98,1524000000.0,3.72,,300000000.0,652000000.0,1580000000.0,1349000000.0,231000000.0,1580000000.0,,6103000000.0,11506000000.0,,979000000.0,-31000000.0,,,,,7082000000.0,4424000000.0,826000000.0,258000000.0,1824000000.0,2600000000.0,-599000000.0,2001000000.0,11506000000.0,423000000.0,423800000.0,426800000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q3TTM,2012-10-01,2013-09-30,,,4.77,4.77,2.58,1920000000.0,4.74,,300000000.0,790000000.0,2008000000.0,1777000000.0,231000000.0,2008000000.0,,8089000000.0,14881000000.0,,1241000000.0,-15000000.0,,,,,9330000000.0,5551000000.0,1070000000.0,321000000.0,2220000000.0,3331000000.0,-764000000.0,2567000000.0,14881000000.0,423000000.0,423800000.0,426800000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q3,2013-07-01,2013-09-30,2014-11-07 16:31:57+00:00,,1.65,1.65,0.66,605000000.0,1.64,,0.0,297000000.0,698000000.0,698000000.0,0.0,698000000.0,0.0,2256000000.0,4394000000.0,,348000000.0,7000000.0,,,,,2604000000.0,1790000000.0,288000000.0,91000000.0,605000000.0,1185000000.0,-190000000.0,995000000.0,4394000000.0,423000000.0,423800000.0,426800000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q2YTD,2013-01-01,2013-06-30,,,2.1,2.1,1.32,919000000.0,2.08,,300000000.0,355000000.0,882000000.0,651000000.0,231000000.0,882000000.0,,3847000000.0,7112000000.0,,631000000.0,-38000000.0,,,,,4478000000.0,2634000000.0,538000000.0,167000000.0,1219000000.0,1415000000.0,-409000000.0,1006000000.0,7112000000.0,420700000.0,421800000.0,424800000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q2TTM,2012-07-01,2013-06-30,,,4.11,4.11,2.52,1782000000.0,4.08,,300000000.0,647000000.0,1725000000.0,1494000000.0,231000000.0,1725000000.0,,8135000000.0,14330000000.0,,1225000000.0,16000000.0,,,,,9360000000.0,4970000000.0,1041000000.0,278000000.0,2082000000.0,2888000000.0,-747000000.0,2141000000.0,14330000000.0,420700000.0,421800000.0,424800000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q2,2013-04-01,2013-06-30,2014-07-31 17:10:44+00:00,,1.45,1.45,0.66,500000000.0,1.44,,0.0,211000000.0,610000000.0,610000000.0,0.0,610000000.0,,2026000000.0,3833000000.0,,326000000.0,24000000.0,,,,,2352000000.0,1481000000.0,266000000.0,82000000.0,500000000.0,981000000.0,-160000000.0,821000000.0,3833000000.0,420700000.0,421800000.0,424800000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q1TTM,2012-04-01,2013-03-31,,,4.12,4.12,2.46,1617000000.0,4.09,,300000000.0,679000000.0,1722000000.0,1491000000.0,231000000.0,1722000000.0,,8140000000.0,14164000000.0,,1200000000.0,50000000.0,,,,,9340000000.0,4824000000.0,1045000000.0,258000000.0,1917000000.0,2907000000.0,-737000000.0,2170000000.0,14164000000.0,418500000.0,421000000.0,423700000.0
NextEra Energy Inc,NEE,,753308,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 09:39:10+00:00,,0.65,0.65,0.66,419000000.0,0.64,,300000000.0,144000000.0,272000000.0,41000000.0,231000000.0,272000000.0,,1821000000.0,3279000000.0,,305000000.0,-62000000.0,,,,,2126000000.0,1153000000.0,272000000.0,85000000.0,719000000.0,434000000.0,-249000000.0,185000000.0,3279000000.0,418500000.0,421000000.0,423700000.0
NextEra Energy Inc,NEE,,753308,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 15:57:53+00:00,,,,2.9,2551000000.0,,,,1176000000.0,2469000000.0,2469000000.0,,2465000000.0,4000000.0,8751000000.0,17021000000.0,,1362000000.0,113000000.0,,-27000000.0,0.0,,10113000000.0,6908000000.0,1261000000.0,409000000.0,2524000000.0,4384000000.0,-739000000.0,3645000000.0,17021000000.0,,434400000.0,440100000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q4,2014-10-01,2014-12-31,,,-3.64,-3.64,0.72,692000000.0,-3.6,,,452000000.0,883000000.0,883000000.0,,883000000.0,,2119000000.0,4664000000.0,,348000000.0,10000000.0,,-27000000.0,,,2467000000.0,2197000000.0,321000000.0,114000000.0,665000000.0,1532000000.0,-197000000.0,1335000000.0,4664000000.0,,434400000.0,440100000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q3,2014-07-01,2014-09-30,2015-10-30 13:36:48+00:00,,1.52,1.52,0.725,782000000.0,1.5,,,279000000.0,664000000.0,664000000.0,,660000000.0,4000000.0,2338000000.0,4654000000.0,,371000000.0,10000000.0,,,0.0,,2709000000.0,1945000000.0,316000000.0,86000000.0,782000000.0,1163000000.0,-220000000.0,943000000.0,4654000000.0,434200000.0,434500000.0,440500000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q3YTD,2014-01-01,2014-09-30,,,3.64,3.64,2.18,1859000000.0,3.6,,,724000000.0,1586000000.0,1586000000.0,,1582000000.0,4000000.0,6632000000.0,12357000000.0,,1014000000.0,103000000.0,,,,,7646000000.0,4711000000.0,940000000.0,295000000.0,1859000000.0,2852000000.0,-542000000.0,2310000000.0,12357000000.0,434200000.0,434500000.0,440500000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q3TTM,2013-10-01,2014-09-30,,,4.39,4.39,2.83,2498000000.0,4.35,,,849000000.0,1914000000.0,1914000000.0,,1910000000.0,4000000.0,8681000000.0,15987000000.0,,1315000000.0,137000000.0,,,,,9996000000.0,5991000000.0,1235000000.0,368000000.0,2498000000.0,3493000000.0,-730000000.0,2763000000.0,15987000000.0,434200000.0,434500000.0,440500000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q2YTD,2014-01-01,2014-06-30,,,2.12,2.12,1.45,1077000000.0,2.1,,,445000000.0,922000000.0,922000000.0,,922000000.0,,4294000000.0,7703000000.0,,643000000.0,93000000.0,,,,,4937000000.0,2766000000.0,624000000.0,209000000.0,1077000000.0,1689000000.0,-322000000.0,1367000000.0,7703000000.0,435400000.0,434100000.0,440100000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q2TTM,2013-07-01,2014-06-30,,,4.52,4.52,2.77,2321000000.0,4.49,,,867000000.0,1948000000.0,1948000000.0,,1948000000.0,,8599000000.0,15727000000.0,,1292000000.0,134000000.0,,,,,9891000000.0,5836000000.0,1207000000.0,373000000.0,2321000000.0,3515000000.0,-700000000.0,2815000000.0,15727000000.0,435400000.0,434100000.0,440100000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q2,2014-04-01,2014-06-30,2015-08-03 13:48:33+00:00,,1.13,1.13,0.725,614000000.0,1.12,,,292000000.0,492000000.0,492000000.0,,492000000.0,0.0,2141000000.0,4029000000.0,,323000000.0,33000000.0,,,0.0,,2464000000.0,1565000000.0,305000000.0,105000000.0,614000000.0,951000000.0,-167000000.0,784000000.0,4029000000.0,435400000.0,434100000.0,440100000.0
NextEra Energy Inc,NEE,,753308,2014.0,Q1TTM,2013-04-01,2014-03-31,,,4.84,4.84,2.71,2207000000.0,4.81,,,786000000.0,2066000000.0,2066000000.0,,2066000000.0,,8484000000.0,15531000000.0,,1295000000.0,125000000.0,,,,,9779000000.0,5752000000.0,1168000000.0,350000000.0,2207000000.0,3545000000.0,-693000000.0,2852000000.0,15531000000.0,434300000.0,433500000.0,438200000.0
