company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,customerdeposits,employeebenefitassets,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,othertaxespayable,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
NextEra Energy Inc,NEE,,753308,2008.0,FY,,2008-12-31,2010-02-26 14:59:17+00:00,1062000000.0,1443000000.0,-13117000000.0,,5163000000.0,535000000.0,,11681000000.0,11000000.0,,0.0,575000000.0,1014000000.0,,45528000000.0,13833000000.0,923000000.0,968000000.0,32411000000.0,,4231000000.0,0.0,2446000000.0,2414000000.0,,,5081000000.0,2224000000.0,,374000000.0,,,3253000000.0,44821000000.0,11681000000.0,5392000000.0,7689000000.0,11681000000.0,11681000000.0,33140000000.0,44821000000.0,7018000000.0,25451000000.0
NextEra Energy Inc,NEE,,753308,2009.0,FY,,2009-12-31,2011-02-28 10:42:56+00:00,992000000.0,1431000000.0,14091000000.0,169000000.0,5600000000.0,238000000.0,,5059000000.0,377000000.0,,,613000000.0,1184000000.0,,50169000000.0,16300000000.0,935000000.0,877000000.0,36078000000.0,,4860000000.0,,1791000000.0,1412000000.0,,,5924000000.0,1582000000.0,700000000.0,466000000.0,,7739000000.0,2589000000.0,48458000000.0,12967000000.0,4337000000.0,6449000000.0,12967000000.0,12967000000.0,35491000000.0,48458000000.0,8043000000.0,29042000000.0
NextEra Energy Inc,NEE,,753308,2009.0,Q3,,2009-09-30,2009-10-30 16:11:20+00:00,1057000000.0,1594000000.0,-14009000000.0,132000000.0,5521000000.0,164000000.0,,5017000000.0,168000000.0,,,601000000.0,1089000000.0,,49225000000.0,15601000000.0,979000000.0,884000000.0,35216000000.0,,4493000000.0,,1534000000.0,1883000000.0,,,5695000000.0,2251000000.0,,605000000.0,,7583000000.0,2243000000.0,47155000000.0,12732000000.0,4176000000.0,6557000000.0,12732000000.0,12732000000.0,34423000000.0,47155000000.0,7763000000.0,27866000000.0
NextEra Energy Inc,NEE,,753308,2010.0,FY,,2010-12-31,2012-02-28 15:26:15+00:00,1124000000.0,2582000000.0,15146000000.0,166000000.0,5898000000.0,302000000.0,,5422000000.0,,,,634000000.0,1259000000.0,,54221000000.0,18013000000.0,971000000.0,857000000.0,39075000000.0,,5109000000.0,,1517000000.0,1875000000.0,,,6431000000.0,1660000000.0,949000000.0,462000000.0,,8873000000.0,2809000000.0,52994000000.0,14461000000.0,5258000000.0,6904000000.0,14461000000.0,14461000000.0,38533000000.0,52994000000.0,8661000000.0,31629000000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q3,,2010-09-30,2010-11-03 15:21:12+00:00,1099000000.0,1595000000.0,15058000000.0,47000000.0,5753000000.0,791000000.0,,5287000000.0,47000000.0,,,631000000.0,1232000000.0,,53359000000.0,17680000000.0,1028000000.0,895000000.0,38301000000.0,,5149000000.0,,2495000000.0,1910000000.0,,,6397000000.0,2814000000.0,,712000000.0,,8817000000.0,2788000000.0,52734000000.0,14151000000.0,5776000000.0,7187000000.0,14151000000.0,14151000000.0,38583000000.0,52734000000.0,8657000000.0,31396000000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q2,,2010-06-30,2010-08-06 12:43:24+00:00,1316000000.0,1485000000.0,-14602000000.0,49000000.0,5557000000.0,829000000.0,,5177000000.0,29000000.0,,2000000.0,635000000.0,1212000000.0,,52180000000.0,17171000000.0,943000000.0,826000000.0,37578000000.0,,5242000000.0,15000000.0,2159000000.0,1516000000.0,,,6177000000.0,2569000000.0,,606000000.0,,8303000000.0,3022000000.0,51209000000.0,13529000000.0,5299000000.0,7126000000.0,13529000000.0,13529000000.0,37680000000.0,51209000000.0,8332000000.0,30554000000.0
NextEra Energy Inc,NEE,,753308,2010.0,Q1,,2010-03-31,2010-04-30 21:46:37+00:00,937000000.0,1174000000.0,-14413000000.0,157000000.0,5654000000.0,1215000000.0,,5088000000.0,24000000.0,,2000000.0,628000000.0,1204000000.0,,51267000000.0,16601000000.0,970000000.0,852000000.0,36854000000.0,,5083000000.0,15000000.0,2316000000.0,1818000000.0,,,6357000000.0,2471000000.0,,461000000.0,,8091000000.0,3912000000.0,50942000000.0,13336000000.0,5557000000.0,7782000000.0,13336000000.0,13336000000.0,37606000000.0,50942000000.0,8531000000.0,29824000000.0
NextEra Energy Inc,NEE,,753308,2011.0,FY,,2011-12-31,2013-02-28 16:40:05+00:00,1191000000.0,1802000000.0,15062000000.0,-154000000.0,5867000000.0,377000000.0,,5221000000.0,,10000000.0,,547000000.0,1021000000.0,,57552000000.0,20810000000.0,907000000.0,1074000000.0,42490000000.0,,5681000000.0,,1609000000.0,2360000000.0,0.0,0.0,7898000000.0,1965000000.0,1203000000.0,464000000.0,,9876000000.0,2157000000.0,57188000000.0,14943000000.0,4872000000.0,6719000000.0,14943000000.0,14943000000.0,42245000000.0,57188000000.0,9826000000.0,35526000000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q3,,2011-09-30,2011-11-04 15:19:43+00:00,1336000000.0,2237000000.0,15106000000.0,-114000000.0,5887000000.0,640000000.0,0.0,5562000000.0,,,,639000000.0,1317000000.0,,56223000000.0,20039000000.0,931000000.0,1045000000.0,41117000000.0,,5357000000.0,,1238000000.0,1733000000.0,1092000000.0,596000000.0,6968000000.0,1896000000.0,1100000000.0,683000000.0,,9439000000.0,2432000000.0,56585000000.0,14887000000.0,6252000000.0,7419000000.0,14887000000.0,14887000000.0,41698000000.0,56585000000.0,9216000000.0,34279000000.0
NextEra Energy Inc,NEE,,753308,2011.0,Q2,,2011-06-30,2011-08-02 15:30:50+00:00,1280000000.0,2133000000.0,15287000000.0,115000000.0,5890000000.0,287000000.0,0.0,5529000000.0,29000000.0,,,638000000.0,1298000000.0,,56141000000.0,19235000000.0,954000000.0,1072000000.0,40854000000.0,,5281000000.0,,1321000000.0,1602000000.0,,,6638000000.0,1755000000.0,1101000000.0,622000000.0,,9262000000.0,2218000000.0,54557000000.0,14906000000.0,4813000000.0,6389000000.0,14906000000.0,14906000000.0,39651000000.0,54557000000.0,8890000000.0,33262000000.0
