company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
NextEra Energy Inc,NEE,,753308,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 14:59:17+00:00,144000000.0,46000000.0,686000000.0,1335000000.0,,334000000.0,46000000.0,3251000000.0,,655000000.0,-4578000000.0,3593000000.0,655000000.0,-4578000000.0,3593000000.0,-330000000.0,1312000000.0,1312000000.0,,468000000.0,-42000000.0,-333000000.0,-654000000.0,-5448000000.0,-1857000000.0,-1946000000.0,,3060000000.0,
NextEra Energy Inc,NEE,,753308,2008.0,Q4,2008-10-01,2008-12-31,,9000000.0,4000000.0,764000000.0,417000000.0,,339000000.0,9000000.0,68000000.0,,-150000000.0,-1951000000.0,1044000000.0,-150000000.0,-1951000000.0,1044000000.0,-1057000000.0,407000000.0,407000000.0,,-128000000.0,-14000000.0,-60000000.0,-179000000.0,-1775000000.0,-577000000.0,-34000000.0,,461000000.0,
NextEra Energy Inc,NEE,,753308,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 10:42:56+00:00,201000000.0,4000000.0,764000000.0,1442000000.0,,532000000.0,41000000.0,4681000000.0,,2650000000.0,-5808000000.0,3403000000.0,2650000000.0,-5808000000.0,3403000000.0,245000000.0,1639000000.0,1639000000.0,,-411000000.0,0.0,-183000000.0,-714000000.0,-5614000000.0,-2274000000.0,-1358000000.0,,2263000000.0,
NextEra Energy Inc,NEE,,753308,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 16:11:20+00:00,192000000.0,,,1025000000.0,,193000000.0,32000000.0,4613000000.0,,2800000000.0,-3857000000.0,2359000000.0,2800000000.0,-3857000000.0,2359000000.0,1302000000.0,1232000000.0,1232000000.0,,-283000000.0,14000000.0,-123000000.0,-535000000.0,-3839000000.0,-1697000000.0,-1324000000.0,,1802000000.0,
NextEra Energy Inc,NEE,,753308,2009.0,Q4,2009-10-01,2009-12-31,,53000000.0,61000000.0,1110000000.0,488000000.0,,288000000.0,12000000.0,973000000.0,,854000000.0,-1917000000.0,1137000000.0,854000000.0,-1917000000.0,1137000000.0,74000000.0,348000000.0,348000000.0,,-40000000.0,,23000000.0,-192000000.0,-3337000000.0,-698000000.0,61000000.0,,2095000000.0,
NextEra Energy Inc,NEE,,753308,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:26:15+00:00,239000000.0,61000000.0,1110000000.0,1765000000.0,,287000000.0,198000000.0,3378000000.0,,1175000000.0,-5935000000.0,4463000000.0,1175000000.0,-5935000000.0,4463000000.0,-297000000.0,1615000000.0,1615000000.0,,557000000.0,0.0,-164000000.0,-766000000.0,-8560000000.0,-2576000000.0,-1635000000.0,0.0,5365000000.0,0.0
NextEra Energy Inc,NEE,,753308,2009.0,Q3TTM,2008-10-01,2009-09-30,,195000000.0,4000000.0,764000000.0,1694000000.0,,338000000.0,195000000.0,2473000000.0,,171000000.0,-5969000000.0,4370000000.0,171000000.0,-5969000000.0,4370000000.0,-1428000000.0,1674000000.0,1674000000.0,,469000000.0,-14000000.0,-247000000.0,-753000000.0,-6998000000.0,-2455000000.0,-1730000000.0,,3731000000.0,
NextEra Energy Inc,NEE,,753308,2009.0,Q3,2009-07-01,2009-09-30,,41000000.0,,,459000000.0,,-271000000.0,103000000.0,33000000.0,,303000000.0,-1597000000.0,1182000000.0,303000000.0,-1597000000.0,1182000000.0,-112000000.0,1267000000.0,1267000000.0,,-314000000.0,739000000.0,-26000000.0,-192000000.0,-2069000000.0,-770000000.0,-380000000.0,,1268000000.0,
NextEra Energy Inc,NEE,,753308,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 15:21:12+00:00,186000000.0,,,1277000000.0,,-1000000.0,186000000.0,2405000000.0,,321000000.0,-4018000000.0,3326000000.0,321000000.0,-4018000000.0,3326000000.0,-371000000.0,1267000000.0,1267000000.0,,597000000.0,0.0,-187000000.0,-574000000.0,-5223000000.0,-1878000000.0,-1696000000.0,,3270000000.0,
NextEra Energy Inc,NEE,,753308,2009.0,Q2,2009-04-01,2009-06-30,,85000000.0,,,409000000.0,,23000000.0,34000000.0,857000000.0,,224000000.0,-1325000000.0,1101000000.0,224000000.0,-1325000000.0,1101000000.0,,-364000000.0,-364000000.0,,948000000.0,-739000000.0,-92000000.0,-191000000.0,-1814000000.0,-524000000.0,263000000.0,,1105000000.0,
NextEra Energy Inc,NEE,,753308,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 21:46:37+00:00,60000000.0,,,409000000.0,,247000000.0,49000000.0,1515000000.0,,-206000000.0,-1096000000.0,1043000000.0,-206000000.0,-1096000000.0,1043000000.0,-259000000.0,364000000.0,364000000.0,,-37000000.0,,-69000000.0,-191000000.0,-1340000000.0,-584000000.0,-1579000000.0,,897000000.0,
NextEra Energy Inc,NEE,,753308,2010.0,Q4,2010-10-01,2010-12-31,,71000000.0,20000000.0,1237000000.0,458000000.0,,498000000.0,124000000.0,706000000.0,,174000000.0,-1728000000.0,1065000000.0,174000000.0,-1728000000.0,1065000000.0,-489000000.0,263000000.0,263000000.0,,-225000000.0,,-53000000.0,-207000000.0,-2598000000.0,-578000000.0,-449000000.0,,1501000000.0,
