company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Edison International,EIX,,827052,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 09:05:45+00:00,111000000.0,1324000000.0,,314000000.0,,3430000000.0,,-928000000.0,-2670000000.0,3246000000.0,,,-2000000.0,-928000000.0,-2670000000.0,3244000000.0,-354000000.0,1305000000.0,1307000000.0,-2000000.0,190000000.0,-330000000.0,-157000000.0,,-535000000.0,-13339000000.0,-2826000000.0,-3456000000.0,-37000000.0,,13650000000.0,2000000.0
Edison International,EIX,,827052,2008.0,FY,2008-01-01,2008-12-31,2010-03-01 09:05:45+00:00,106000000.0,1303000000.0,,-396000000.0,,4275000000.0,,3154000000.0,-2945000000.0,2261000000.0,,,,3159000000.0,-2945000000.0,2261000000.0,2475000000.0,1348000000.0,1348000000.0,,-100000000.0,-26000000.0,-282000000.0,,-567000000.0,-3178000000.0,-2824000000.0,-316000000.0,-212000000.0,,3226000000.0,113000000.0
Edison International,EIX,,827052,2008.0,Q4,2008-10-01,2008-12-31,,26000000.0,289000000.0,,57000000.0,,0.0,,,-809000000.0,626000000.0,,,,635000000.0,-809000000.0,626000000.0,452000000.0,234000000.0,234000000.0,,20000000.0,0.0,-317000000.0,,0.0,-494000000.0,-865000000.0,0.0,0.0,0.0,867000000.0,
Edison International,EIX,,827052,2008.0,Q3,2008-07-01,2008-09-30,,29000000.0,312000000.0,,96000000.0,,2356000000.0,,2080000000.0,-588000000.0,896000000.0,,,6000000.0,2080000000.0,-588000000.0,902000000.0,2394000000.0,500000000.0,494000000.0,6000000.0,-35000000.0,,5000000.0,,-157000000.0,-883000000.0,-499000000.0,-117000000.0,-2000000.0,,788000000.0,1000000.0
Edison International,EIX,,827052,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 09:09:18+00:00,80000000.0,1014000000.0,,-453000000.0,,3440000000.0,,2524000000.0,-2136000000.0,1635000000.0,,,,2524000000.0,-2136000000.0,1635000000.0,2023000000.0,1114000000.0,1114000000.0,,-120000000.0,,35000000.0,,-414000000.0,-2684000000.0,-1959000000.0,-261000000.0,-234000000.0,-7000000.0,2359000000.0,113000000.0
Edison International,EIX,,827052,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 09:02:56+00:00,51000000.0,702000000.0,,-549000000.0,,1084000000.0,,444000000.0,-1548000000.0,739000000.0,,,-6000000.0,444000000.0,-1548000000.0,733000000.0,-371000000.0,614000000.0,620000000.0,-6000000.0,-85000000.0,,30000000.0,,-257000000.0,-1801000000.0,-1460000000.0,-144000000.0,-232000000.0,-7000000.0,1571000000.0,112000000.0
Edison International,EIX,,827052,2009.0,Q4,2009-10-01,2009-12-31,,25000000.0,390000000.0,,122000000.0,2000000.0,,,-613000000.0,-1056000000.0,940000000.0,,,-7000000.0,-615000000.0,-1056000000.0,933000000.0,-738000000.0,226000000.0,228000000.0,-7000000.0,175000000.0,-226000000.0,280000000.0,,-130000000.0,-740000000.0,-995000000.0,-478000000.0,219000000.0,,400000000.0,-1000000.0
Edison International,EIX,,827052,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 16:06:02+00:00,120000000.0,1576000000.0,,-481000000.0,2000000.0,939000000.0,0.0,-2929000000.0,-2359000000.0,3052000000.0,,,-7000000.0,-2929000000.0,-2359000000.0,3045000000.0,-2243000000.0,945000000.0,952000000.0,-7000000.0,885000000.0,-222000000.0,1431000000.0,,-521000000.0,-2725000000.0,-3282000000.0,-3127000000.0,,,2217000000.0,
Edison International,EIX,,827052,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-06 09:09:18+00:00,95000000.0,1186000000.0,,-603000000.0,,939000000.0,,-2316000000.0,-1303000000.0,2112000000.0,,,,-2314000000.0,-1303000000.0,2112000000.0,-1505000000.0,719000000.0,724000000.0,,710000000.0,4000000.0,1151000000.0,,-391000000.0,-1985000000.0,-2287000000.0,-2649000000.0,-219000000.0,,1817000000.0,1000000.0
Edison International,EIX,,827052,2009.0,Q3TTM,2008-10-01,2009-09-30,,121000000.0,1475000000.0,,-546000000.0,,1774000000.0,,-1686000000.0,-2112000000.0,2738000000.0,,,,-1679000000.0,-2112000000.0,2738000000.0,-1053000000.0,953000000.0,958000000.0,,730000000.0,-22000000.0,834000000.0,,-544000000.0,-2479000000.0,-3152000000.0,-2704000000.0,-197000000.0,7000000.0,2684000000.0,1000000.0
