company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Edison International,EIX,,827052,2011.0,Q2,,2011-06-30,2011-08-04 09:00:16+00:00,1110000000.0,1637000000.0,,-97000000.0,7375000000.0,,945000000.0,,2347000000.0,356000000.0,33000000.0,208000000.0,,12956000000.0,783000000.0,589000000.0,31460000000.0,2000000.0,121000000.0,5951000000.0,2306000000.0,1288000000.0,799000000.0,1865000000.0,,225000000.0,,9180000000.0,2727000000.0,27000000.0,,,,11000000.0,8476000000.0,441000000.0,,47075000000.0,10726000000.0,4337000000.0,3882000000.0,11755000000.0,11757000000.0,35318000000.0,47075000000.0,11278000000.0,31436000000.0,1029000000.0
Edison International,EIX,,827052,2011.0,Q1,,2011-03-31,2011-05-02 08:55:09+00:00,1059000000.0,1192000000.0,,-77000000.0,7309000000.0,,1298000000.0,,2340000000.0,533000000.0,54000000.0,211000000.0,,12522000000.0,776000000.0,586000000.0,30713000000.0,3000000.0,112000000.0,6028000000.0,2282000000.0,1219000000.0,717000000.0,1761000000.0,,221000000.0,,9077000000.0,2506000000.0,40000000.0,,,,10000000.0,8413000000.0,387000000.0,,46161000000.0,10676000000.0,4336000000.0,3693000000.0,11706000000.0,11709000000.0,34452000000.0,46161000000.0,11112000000.0,30759000000.0,1030000000.0
Edison International,EIX,,827052,2012.0,FY,,2012-12-31,2014-02-25 16:03:23+00:00,1423000000.0,1312000000.0,,-87000000.0,7996000000.0,,170000000.0,0.0,2373000000.0,0.0,125000000.0,193000000.0,,9231000000.0,186000000.0,340000000.0,30127000000.0,,,6231000000.0,2614000000.0,,850000000.0,1828000000.0,,,,11263000000.0,3387000000.0,,,,,,7146000000.0,175000000.0,,44394000000.0,9432000000.0,2672000000.0,3744000000.0,11191000000.0,11191000000.0,33203000000.0,44394000000.0,11449000000.0,29459000000.0,1759000000.0
Edison International,EIX,,827052,2012.0,Q3,,2012-09-30,2012-11-01 16:06:53+00:00,1257000000.0,1954000000.0,,-168000000.0,8053000000.0,,1080000000.0,0.0,2385000000.0,267000000.0,105000000.0,193000000.0,,13708000000.0,733000000.0,508000000.0,33858000000.0,238000000.0,149000000.0,5853000000.0,2884000000.0,855000000.0,508000000.0,1457000000.0,61000000.0,268000000.0,,10516000000.0,3604000000.0,89000000.0,0.0,,,116000000.0,7806000000.0,994000000.0,,50545000000.0,10023000000.0,4494000000.0,4274000000.0,11782000000.0,12020000000.0,38525000000.0,50545000000.0,12193000000.0,34251000000.0,1759000000.0
Edison International,EIX,,827052,2012.0,Q2,,2012-06-30,2012-07-31 16:08:32+00:00,1140000000.0,1590000000.0,,-156000000.0,7809000000.0,,1175000000.0,0.0,2371000000.0,91000000.0,32000000.0,195000000.0,,13658000000.0,750000000.0,567000000.0,33243000000.0,240000000.0,150000000.0,5551000000.0,2854000000.0,798000000.0,905000000.0,1737000000.0,,227000000.0,,10062000000.0,3198000000.0,97000000.0,,,,110000000.0,7730000000.0,892000000.0,,49388000000.0,9945000000.0,4438000000.0,4223000000.0,11705000000.0,11945000000.0,37443000000.0,49388000000.0,11707000000.0,33220000000.0,1760000000.0
Edison International,EIX,,827052,2012.0,Q1,,2012-03-31,2012-05-02 16:32:25+00:00,1067000000.0,1261000000.0,,-118000000.0,7833000000.0,,1483000000.0,0.0,2325000000.0,121000000.0,112000000.0,195000000.0,,14131000000.0,743000000.0,579000000.0,32680000000.0,243000000.0,141000000.0,5774000000.0,2882000000.0,798000000.0,1084000000.0,1668000000.0,,229000000.0,,10388000000.0,3341000000.0,60000000.0,,,,187000000.0,7783000000.0,404000000.0,,49384000000.0,9990000000.0,4715000000.0,3675000000.0,11364000000.0,11607000000.0,37777000000.0,49384000000.0,11989000000.0,34102000000.0,1374000000.0
Edison International,EIX,,827052,2013.0,FY,,2013-12-31,2015-02-24 16:05:54+00:00,1407000000.0,1434000000.0,,-13000000.0,8413000000.0,,146000000.0,0.0,2403000000.0,421000000.0,358000000.0,201000000.0,,9825000000.0,207000000.0,256000000.0,30455000000.0,,,7346000000.0,1378000000.0,,1055000000.0,2105000000.0,,,1753000000.0,12672000000.0,3112000000.0,,,,0.0,,7548000000.0,810000000.0,,46646000000.0,11691000000.0,3312000000.0,4881000000.0,11691000000.0,11691000000.0,34955000000.0,46646000000.0,12879000000.0,30074000000.0,
Edison International,EIX,,827052,2013.0,Q3,,2013-09-30,2013-10-29 16:03:29+00:00,1240000000.0,1972000000.0,,-79000000.0,8360000000.0,,610000000.0,0.0,2397000000.0,27000000.0,262000000.0,199000000.0,,9232000000.0,201000000.0,272000000.0,29659000000.0,,132000000.0,6652000000.0,2237000000.0,,722000000.0,1657000000.0,,102000000.0,,13081000000.0,3254000000.0,4000000.0,,,,,7371000000.0,1929000000.0,,46698000000.0,9689000000.0,3603000000.0,5389000000.0,11442000000.0,11442000000.0,35256000000.0,46698000000.0,13286000000.0,29867000000.0,1753000000.0
Edison International,EIX,,827052,2013.0,Q2,,2013-06-30,2013-08-01 16:03:21+00:00,1288000000.0,1556000000.0,,-82000000.0,8158000000.0,,148000000.0,0.0,2388000000.0,27000000.0,112000000.0,199000000.0,,8830000000.0,196000000.0,267000000.0,29226000000.0,,134000000.0,6406000000.0,2234000000.0,,1024000000.0,1437000000.0,,199000000.0,,12429000000.0,3269000000.0,4000000.0,,,,,7049000000.0,1653000000.0,,45027000000.0,9355000000.0,3022000000.0,4888000000.0,11108000000.0,11108000000.0,33919000000.0,45027000000.0,12629000000.0,29031000000.0,1753000000.0
Edison International,EIX,,827052,2013.0,Q1,,2013-03-31,2013-04-30 16:03:46+00:00,1100000000.0,1200000000.0,,-87000000.0,8294000000.0,,115000000.0,0.0,2380000000.0,26000000.0,308000000.0,196000000.0,,8829000000.0,201000000.0,351000000.0,30601000000.0,,150000000.0,6392000000.0,2610000000.0,,978000000.0,1329000000.0,,126000000.0,,11535000000.0,3292000000.0,4000000.0,,,,,7262000000.0,1220000000.0,,45155000000.0,9555000000.0,2670000000.0,4279000000.0,11309000000.0,11309000000.0,33846000000.0,45155000000.0,11740000000.0,29567000000.0,1754000000.0
Edison International,EIX,,827052,2014.0,FY,,2014-12-31,2015-10-27 16:04:05+00:00,1580000000.0,1422000000.0,,-58000000.0,8710000000.0,,132000000.0,0.0,2445000000.0,452000000.0,81000000.0,221000000.0,,10234000000.0,207000000.0,281000000.0,32981000000.0,,,7313000000.0,2155000000.0,,1732000000.0,1802000000.0,,,2022000000.0,12979000000.0,3307000000.0,,,,6000000.0,,8573000000.0,1795000000.0,,50186000000.0,12982000000.0,4019000000.0,5479000000.0,12982000000.0,12982000000.0,37198000000.0,50186000000.0,13186000000.0,31719000000.0,
Edison International,EIX,,827052,2014.0,Q3,,2014-09-30,2014-10-28 16:06:53+00:00,1455000000.0,2216000000.0,,-23000000.0,9347000000.0,,142000000.0,0.0,2445000000.0,125000000.0,191000000.0,214000000.0,,10133000000.0,204000000.0,275000000.0,32021000000.0,,,6762000000.0,1454000000.0,,1740000000.0,1936000000.0,,,,12752000000.0,3172000000.0,,,,,,8314000000.0,2053000000.0,,49475000000.0,10736000000.0,4498000000.0,5849000000.0,12758000000.0,12758000000.0,36717000000.0,49475000000.0,12956000000.0,30868000000.0,2022000000.0
Edison International,EIX,,827052,2014.0,Q2,,2014-06-30,2014-07-31 16:03:05+00:00,1306000000.0,1904000000.0,,-13000000.0,9153000000.0,,190000000.0,0.0,2434000000.0,389000000.0,127000000.0,209000000.0,,9926000000.0,202000000.0,277000000.0,31364000000.0,,,6709000000.0,1327000000.0,,1791000000.0,1978000000.0,,,,12747000000.0,3573000000.0,,,,,,7960000000.0,2153000000.0,,48864000000.0,10381000000.0,4551000000.0,5773000000.0,12403000000.0,12403000000.0,36461000000.0,48864000000.0,12949000000.0,30688000000.0,2022000000.0
Edison International,EIX,,827052,2014.0,Q1,,2014-03-31,2014-04-29 16:04:11+00:00,1116000000.0,1301000000.0,,-11000000.0,9126000000.0,,149000000.0,0.0,2417000000.0,369000000.0,423000000.0,204000000.0,,9825000000.0,220000000.0,268000000.0,30665000000.0,,,7437000000.0,1360000000.0,,1433000000.0,1602000000.0,,,,12831000000.0,3081000000.0,,,,,,7573000000.0,1212000000.0,,47388000000.0,9979000000.0,3520000000.0,4557000000.0,12002000000.0,12002000000.0,35386000000.0,47388000000.0,13051000000.0,30829000000.0,2023000000.0
Edison International,EIX,,827052,2015.0,FY,,2015-12-31,2017-02-21 16:06:50+00:00,1310000000.0,1336000000.0,,-56000000.0,8440000000.0,,161000000.0,0.0,2484000000.0,,72000000.0,242000000.0,,10883000000.0,203000000.0,267000000.0,35085000000.0,,,7480000000.0,1759000000.0,,890000000.0,2313000000.0,,,2020000000.0,12287000000.0,3346000000.0,,,,6000000.0,,8940000000.0,990000000.0,,50229000000.0,13388000000.0,2654000000.0,4927000000.0,13388000000.0,13388000000.0,36835000000.0,50229000000.0,12490000000.0,31908000000.0,
Edison International,EIX,,827052,2015.0,Q3,,2015-09-30,2015-10-27 16:04:05+00:00,1330000000.0,2236000000.0,,-55000000.0,8087000000.0,,134000000.0,0.0,2475000000.0,152000000.0,80000000.0,235000000.0,,10957000000.0,208000000.0,270000000.0,34202000000.0,,,7698000000.0,2175000000.0,,1000000000.0,2145000000.0,,,2020000000.0,13068000000.0,3483000000.0,,,,11000000.0,,9180000000.0,1449000000.0,,51270000000.0,13620000000.0,3792000000.0,5239000000.0,13620000000.0,13620000000.0,37639000000.0,51270000000.0,13276000000.0,32400000000.0,
Edison International,EIX,,827052,2015.0,Q2,,2015-06-30,2015-07-30 16:04:34+00:00,1294000000.0,1621000000.0,,-56000000.0,8638000000.0,,139000000.0,0.0,2472000000.0,288000000.0,36000000.0,234000000.0,,11265000000.0,210000000.0,276000000.0,33726000000.0,,,7599000000.0,2176000000.0,,1582000000.0,1653000000.0,,,2022000000.0,13397000000.0,3375000000.0,,,,3000000.0,,8909000000.0,1619000000.0,,51239000000.0,13347000000.0,3906000000.0,4836000000.0,13347000000.0,13347000000.0,37889000000.0,51239000000.0,13607000000.0,33053000000.0,
Edison International,EIX,,827052,2015.0,Q1,,2015-03-31,2015-04-28 16:04:14+00:00,1203000000.0,1388000000.0,,-59000000.0,8796000000.0,,115000000.0,0.0,2460000000.0,359000000.0,118000000.0,228000000.0,,11133000000.0,217000000.0,290000000.0,33372000000.0,,,7415000000.0,2176000000.0,,1628000000.0,1582000000.0,,,2022000000.0,13209000000.0,3386000000.0,,,,3000000.0,,8675000000.0,1440000000.0,,50578000000.0,13098000000.0,3780000000.0,4571000000.0,13098000000.0,13098000000.0,37477000000.0,50578000000.0,13426000000.0,32906000000.0,
Edison International,EIX,,827052,2016.0,FY,,2016-12-31,2018-02-22 16:11:02+00:00,1342000000.0,1084000000.0,,-53000000.0,8316000000.0,,96000000.0,0.0,2505000000.0,1000000.0,50000000.0,269000000.0,,10175000000.0,83000000.0,239000000.0,37000000000.0,0.0,,8327000000.0,1354000000.0,,600000000.0,1963000000.0,,,2191000000.0,12113000000.0,3043000000.0,,,103000000.0,5000000.0,,9544000000.0,2288000000.0,,51319000000.0,14187000000.0,2123000000.0,5912000000.0,14187000000.0,14187000000.0,37127000000.0,51319000000.0,12196000000.0,31215000000.0,
Edison International,EIX,,827052,2016.0,Q3,,2016-09-30,2016-11-01 16:05:19+00:00,,1569000000.0,,-51000000.0,8612000000.0,,,,2503000000.0,,130000000.0,264000000.0,,,76000000.0,310000000.0,36231000000.0,,,,1776000000.0,,381000000.0,2130000000.0,,,2191000000.0,12645000000.0,1070000000.0,,,,0.0,,9362000000.0,757000000.0,,51212000000.0,14005000000.0,2260000000.0,3281000000.0,14005000000.0,14005000000.0,14739000000.0,28744000000.0,12721000000.0,11458000000.0,
Edison International,EIX,,827052,2016.0,Q2,,2016-06-30,2016-07-28 16:07:25+00:00,1166000000.0,1483000000.0,,-53000000.0,8607000000.0,,111000000.0,0.0,2499000000.0,,74000000.0,257000000.0,,10845000000.0,203000000.0,308000000.0,35777000000.0,,,7892000000.0,1774000000.0,,757000000.0,2156000000.0,,,2191000000.0,12558000000.0,3182000000.0,,,,0.0,,9111000000.0,1496000000.0,,51197000000.0,13748000000.0,2659000000.0,5149000000.0,13748000000.0,13748000000.0,37449000000.0,51197000000.0,12761000000.0,32300000000.0,
Edison International,EIX,,827052,2016.0,Q1,,2016-03-31,2016-05-02 16:05:12+00:00,938000000.0,1161000000.0,,-54000000.0,8517000000.0,,137000000.0,0.0,2491000000.0,,139000000.0,253000000.0,,11243000000.0,208000000.0,268000000.0,35464000000.0,,,7699000000.0,1771000000.0,,861000000.0,2245000000.0,,,2192000000.0,12360000000.0,3361000000.0,,,,4000000.0,,9002000000.0,658000000.0,,50459000000.0,13631000000.0,2427000000.0,4233000000.0,13631000000.0,13631000000.0,36824000000.0,50459000000.0,12568000000.0,32591000000.0,
Edison International,EIX,,827052,2017.0,Q3,,2017-09-30,2017-10-30 16:07:44+00:00,1104000000.0,1457000000.0,,-48000000.0,8540000000.0,,117000000.0,0.0,2520000000.0,179000000.0,90000000.0,276000000.0,,11638000000.0,72000000.0,229000000.0,37961000000.0,,,9141000000.0,1378000000.0,,776000000.0,2448000000.0,,,2194000000.0,12801000000.0,2863000000.0,,,,13000000.0,,9944000000.0,1491000000.0,,53592000000.0,14610000000.0,2758000000.0,5409000000.0,14610000000.0,14610000000.0,38969000000.0,53592000000.0,12873000000.0,33560000000.0,
Edison International,EIX,,827052,2017.0,Q2,,2017-06-30,2017-07-27 16:05:56+00:00,,1232000000.0,,-48000000.0,8579000000.0,,,,2515000000.0,,15000000.0,275000000.0,,,87000000.0,235000000.0,37512000000.0,,,,1377000000.0,,692000000.0,1093000000.0,,,2654000000.0,12608000000.0,869000000.0,,,,12000000.0,,9679000000.0,1147000000.0,,52366000000.0,14800000000.0,2159000000.0,2530000000.0,14800000000.0,14800000000.0,13355000000.0,28167000000.0,12695000000.0,10825000000.0,
Edison International,EIX,,827052,2017.0,Q1,,2017-03-31,2017-05-01 16:07:08+00:00,,954000000.0,,-49000000.0,8495000000.0,,,,2510000000.0,,86000000.0,272000000.0,,,89000000.0,237000000.0,37168000000.0,,,,1358000000.0,,463000000.0,1938000000.0,,,2191000000.0,12437000000.0,989000000.0,,,,7000000.0,,9590000000.0,1276000000.0,,51348000000.0,14242000000.0,1654000000.0,3572000000.0,14242000000.0,14242000000.0,14414000000.0,28663000000.0,12526000000.0,10842000000.0,
Edison International,EIX,,827052,2018.0,Q3,,2018-09-30,2018-10-30 16:06:57+00:00,1288000000.0,1549000000.0,,-42000000.0,11353000000.0,,71000000.0,0.0,2541000000.0,167000000.0,102000000.0,297000000.0,,14629000000.0,59000000.0,261000000.0,40412000000.0,0.0,,5043000000.0,897000000.0,,1147000000.0,2850000000.0,,,2193000000.0,9709000000.0,2633000000.0,,,188000000.0,0.0,,9597000000.0,182000000.0,,53563000000.0,14289000000.0,3383000000.0,4719000000.0,14289000000.0,14289000000.0,39274000000.0,53563000000.0,9768000000.0,34555000000.0,
Edison International,EIX,,827052,2018.0,Q2,,2018-06-30,2018-07-26 16:08:36+00:00,1255000000.0,1420000000.0,,-44000000.0,11548000000.0,,99000000.0,0.0,2537000000.0,379000000.0,19000000.0,291000000.0,,13845000000.0,84000000.0,252000000.0,39831000000.0,0.0,,4781000000.0,899000000.0,,1107000000.0,2578000000.0,,,2193000000.0,9648000000.0,2853000000.0,,,,0.0,,9286000000.0,779000000.0,,52820000000.0,13972000000.0,3257000000.0,4922000000.0,13972000000.0,13972000000.0,38848000000.0,52820000000.0,9732000000.0,33926000000.0,
Edison International,EIX,,827052,2018.0,Q1,,2018-03-31,2018-05-01 16:09:58+00:00,1033000000.0,1139000000.0,,-46000000.0,11561000000.0,,105000000.0,0.0,2531000000.0,296000000.0,92000000.0,287000000.0,,13367000000.0,81000000.0,247000000.0,39235000000.0,0.0,,4685000000.0,909000000.0,,935000000.0,2544000000.0,270000000.0,142000000.0,2193000000.0,9635000000.0,2885000000.0,,,,0.0,,9211000000.0,549000000.0,,51943000000.0,13889000000.0,2992000000.0,4647000000.0,13889000000.0,13889000000.0,38054000000.0,51943000000.0,9716000000.0,33407000000.0,
Edison International,EIX,,827052,2019.0,Q3,,2019-09-30,2019-10-29 17:12:13+00:00,3326000000.0,3463000000.0,,-80000000.0,23148000000.0,615000000.0,633000000.0,0.0,10651000000.0,258000000.0,,604000000.0,,32195000000.0,163000000.0,696000000.0,86466000000.0,,,11383000000.0,1295000000.0,1000000000.0,3206000000.0,4841000000.0,,,,31364000000.0,15871000000.0,,,585000000.0,,,17989000000.0,1558000000.0,,127834000000.0,28560000000.0,8841000000.0,10329000000.0,32998000000.0,32998000000.0,94836000000.0,127834000000.0,32527000000.0,84507000000.0,4438000000.0
Edison International,EIX,,827052,2019.0,Q2,,2019-06-30,2019-07-25 16:12:32+00:00,3155000000.0,2699000000.0,,-83000000.0,23402000000.0,634000000.0,283000000.0,0.0,6609000000.0,338000000.0,,604000000.0,,29829000000.0,150000000.0,662000000.0,84824000000.0,,,11040000000.0,1294000000.0,1000000000.0,2902000000.0,3672000000.0,,257000000.0,,25087000000.0,14482000000.0,,,813000000.0,,,17441000000.0,1984000000.0,,118758000000.0,23967000000.0,7697000000.0,9672000000.0,28405000000.0,28405000000.0,90353000000.0,118758000000.0,26237000000.0,80681000000.0,4438000000.0
Edison International,EIX,,827052,2019.0,Q1,,2019-03-31,2019-04-30 16:13:35+00:00,2747000000.0,2336000000.0,,-85000000.0,23174000000.0,776000000.0,625000000.0,0.0,5401000000.0,503000000.0,209000000.0,606000000.0,,29625000000.0,134000000.0,624000000.0,83523000000.0,,,10696000000.0,1303000000.0,1000000000.0,3044000000.0,5139000000.0,,,,24819000000.0,14804000000.0,,,929000000.0,,,16835000000.0,1869000000.0,,117537000000.0,22151000000.0,8061000000.0,10570000000.0,26589000000.0,26589000000.0,90948000000.0,117537000000.0,25953000000.0,80378000000.0,4438000000.0
Edison International,EIX,,827052,2020.0,Q1,,2020-03-31,2020-04-30 16:09:22+00:00,2908000000.0,2398000000.0,,-104000000.0,22280000000.0,609000000.0,1788000000.0,0.0,11460000000.0,289000000.0,,596000000.0,,35116000000.0,129000000.0,726000000.0,89635000000.0,,,11732000000.0,892000000.0,803000000.0,3431000000.0,4350000000.0,,,,31582000000.0,15472000000.0,,,316000000.0,,,17796000000.0,3552000000.0,,131097000000.0,29152000000.0,8948000000.0,11406000000.0,33590000000.0,33590000000.0,97507000000.0,131097000000.0,32514000000.0,86101000000.0,4438000000.0
