company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
SBA Communications Corp,SBAC,,1034054,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:36:10+00:00,-584498000.0,44055000.0,359000.0,103085000.0,211445000.0,,7985000.0,62686000.0,1002367000.0,415437000.0,-580549000.0,173696000.0,415437000.0,-580549000.0,173696000.0,8584000.0,-67164000.0,-67164000.0,,-22625000.0,-141588000.0,-980000.0,,,,-36166000.0,-388028000.0,-120000000.0,41044000.0,51000.0
SBA Communications Corp,SBAC,,1034054,2009.0,Q4,2009-10-01,2009-12-31,,-126179000.0,16935000.0,-176000.0,28854000.0,65687000.0,-14000.0,5652000.0,4077000.0,-4549000.0,-36506000.0,-140777000.0,52771000.0,-36506000.0,-140777000.0,52771000.0,-124526000.0,-43610000.0,-43610000.0,,8107000.0,,-31000.0,,,-3000000.0,-12637000.0,-34314000.0,-1720000.0,980000.0,90000.0
SBA Communications Corp,SBAC,,1034054,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 14:52:12+00:00,-180798000.0,60353000.0,684000.0,101409000.0,258537000.0,-14000.0,26506000.0,105536000.0,1231693000.0,88978000.0,-229075000.0,222572000.0,88978000.0,-229075000.0,222572000.0,82461000.0,-141119000.0,-141119000.0,,18295000.0,-160100000.0,6042000.0,,,-9164000.0,-46743000.0,-1036431000.0,-51720000.0,980000.0,608000.0
SBA Communications Corp,SBAC,,1034054,2009.0,Q3,2009-07-01,2009-09-30,,-25030000.0,16638000.0,174000.0,18834000.0,64946000.0,,16637000.0,1159000.0,738892000.0,88839000.0,-39580000.0,62355000.0,88839000.0,-39580000.0,62355000.0,111614000.0,-50189000.0,-50189000.0,,14323000.0,,-11000.0,,,-2560000.0,-12473000.0,-651212000.0,,,494000.0
SBA Communications Corp,SBAC,,1034054,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-04 06:06:37+00:00,-54619000.0,43418000.0,860000.0,72555000.0,192850000.0,,20854000.0,101459000.0,1236242000.0,125484000.0,-88298000.0,169801000.0,125484000.0,-88298000.0,169801000.0,206987000.0,-97509000.0,-97509000.0,,10188000.0,-160100000.0,6073000.0,,,-6164000.0,-34106000.0,-1002117000.0,-50000000.0,,518000.0
SBA Communications Corp,SBAC,,1034054,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 12:57:46+00:00,-29589000.0,26780000.0,686000.0,53721000.0,127904000.0,,4217000.0,100300000.0,497350000.0,36645000.0,-48718000.0,107446000.0,36645000.0,-48718000.0,107446000.0,95373000.0,-47320000.0,-47320000.0,,-4135000.0,-160100000.0,6084000.0,,,-3604000.0,-21633000.0,-350905000.0,-50000000.0,,24000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q3TTM,2009-10-01,2010-09-30,,-297594000.0,68563000.0,811000.0,152483000.0,271691000.0,-18000.0,-10343000.0,16563000.0,1207707000.0,106098000.0,-390268000.0,195581000.0,106098000.0,-390268000.0,195581000.0,-88607000.0,-199450000.0,-199450000.0,,65120000.0,,-698000.0,,,-38926000.0,-60605000.0,-1019371000.0,-98801000.0,7427000.0,128000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q3,2010-07-01,2010-09-30,,-59445000.0,17275000.0,340000.0,44973000.0,69727000.0,-4000.0,-10262000.0,5733000.0,-2011000.0,3074000.0,-78448000.0,44675000.0,3074000.0,-78448000.0,44675000.0,-30703000.0,-34575000.0,-34575000.0,,2510000.0,,,,,-1456000.0,-20470000.0,-648000.0,,2920000.0,3000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 10:39:53+00:00,-171415000.0,51628000.0,987000.0,123629000.0,206004000.0,-4000.0,-15995000.0,12486000.0,1212256000.0,142604000.0,-249491000.0,142810000.0,142604000.0,-249491000.0,142810000.0,35919000.0,-155840000.0,-155840000.0,,57013000.0,,-667000.0,,,-35926000.0,-47968000.0,-985057000.0,-97081000.0,6447000.0,38000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q2TTM,2009-07-01,2010-06-30,,-263179000.0,67926000.0,645000.0,126344000.0,266910000.0,-14000.0,16556000.0,11989000.0,1948610000.0,191863000.0,-351400000.0,213261000.0,191863000.0,-351400000.0,213261000.0,53710000.0,-215064000.0,-215064000.0,,76933000.0,,-709000.0,,,-40030000.0,-52608000.0,-1669935000.0,-98801000.0,4507000.0,619000.0
