company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
SBA Communications Corp,SBAC,,1034054,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:36:10+00:00,-0.61,-0.61,,211445000.0,-0.61,921000.0,1037000.0,-67164000.0,-67164000.0,,-67164000.0,,168165000.0,474954000.0,-57533000.0,,120000.0,48721000.0,168165000.0,306789000.0,61059000.0,6883000.0,261207000.0,45582000.0,-111709000.0,-66127000.0,474954000.0,109882000.0,110100000.0,110100000.0
SBA Communications Corp,SBAC,,1034054,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 14:52:12+00:00,-1.2,-1.2,,258537000.0,-1.2,3884000.0,492000.0,-141119000.0,-141119000.0,,-140871000.0,-248000.0,180543000.0,555513000.0,-10293000.0,,4810000.0,52785000.0,180543000.0,374970000.0,186411000.0,1123000.0,320016000.0,54954000.0,-195581000.0,-140627000.0,555513000.0,117165000.0,117400000.0,117400000.0
SBA Communications Corp,SBAC,,1034054,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 06:06:37+00:00,-0.43,-0.43,,64946000.0,-0.43,,18000.0,-50189000.0,-50189000.0,,-50109000.0,-80000.0,45288000.0,139289000.0,-16518000.0,,899000.0,13204000.0,45288000.0,94001000.0,48939000.0,334000.0,79049000.0,14952000.0,-65123000.0,-50171000.0,139289000.0,116686000.0,116500000.0,116500000.0
SBA Communications Corp,SBAC,,1034054,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 12:57:46+00:00,-0.25,-0.25,,64251000.0,-0.25,,229000.0,-29428000.0,-29428000.0,,-29360000.0,-68000.0,43872000.0,136195000.0,-15397000.0,,1310000.0,13164000.0,43872000.0,92323000.0,27694000.0,294000.0,78725000.0,13598000.0,-42797000.0,-29199000.0,136195000.0,117079000.0,117400000.0,117400000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q4,2010-10-01,2010-12-31,,-0.34,-0.34,,72723000.0,-0.34,5862000.0,195000.0,-38581000.0,-38581000.0,,-39161000.0,580000.0,51811000.0,165497000.0,12587000.0,,3417000.0,14989000.0,51811000.0,113686000.0,67731000.0,63000.0,96991000.0,16695000.0,-55081000.0,-38386000.0,165497000.0,115591000.0,115900000.0,115900000.0
SBA Communications Corp,SBAC,,1034054,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:24:41+00:00,-1.68,-1.68,,278727000.0,-1.68,5862000.0,1005000.0,-194421000.0,-194421000.0,,-194674000.0,253000.0,199442000.0,626619000.0,-9070000.0,,10106000.0,58209000.0,199442000.0,427177000.0,259051000.0,432000.0,352904000.0,74273000.0,-267689000.0,-193416000.0,626619000.0,115591000.0,115900000.0,115900000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q3YTD,2010-01-01,2010-09-30,,-1.34,-1.34,,206004000.0,-1.34,,810000.0,-155840000.0,-155840000.0,,-155513000.0,-327000.0,147631000.0,461122000.0,-21657000.0,,6689000.0,43220000.0,147631000.0,313491000.0,191320000.0,369000.0,255913000.0,57578000.0,-212608000.0,-155030000.0,461122000.0,114748000.0,115000000.0,115000000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 10:39:53+00:00,-0.3,-0.3,,69727000.0,-0.3,,719000.0,-34575000.0,-34575000.0,,-34488000.0,-87000.0,50601000.0,158642000.0,-1969000.0,,3229000.0,14417000.0,50601000.0,108041000.0,52667000.0,112000.0,87373000.0,20668000.0,-54524000.0,-33856000.0,158642000.0,114748000.0,115000000.0,115000000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q2YTD,2010-01-01,2010-06-30,,-1.04,-1.04,,136277000.0,-1.04,,91000.0,-121265000.0,-121265000.0,,-121025000.0,-240000.0,97030000.0,302480000.0,-19688000.0,,3460000.0,28803000.0,97030000.0,205450000.0,138653000.0,257000.0,168540000.0,36910000.0,-158084000.0,-121174000.0,302480000.0,115666000.0,116200000.0,116200000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 12:36:07+00:00,-0.72,-0.72,,68831000.0,-0.72,,-18000.0,-83854000.0,-83854000.0,,-83699000.0,-155000.0,49958000.0,154515000.0,-2648000.0,,1405000.0,14297000.0,49958000.0,104557000.0,101423000.0,175000.0,84533000.0,20024000.0,-103896000.0,-83872000.0,154515000.0,115666000.0,116200000.0,116200000.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 12:56:00+00:00,-0.32,-0.32,,67446000.0,-0.32,,109000.0,-37411000.0,-37411000.0,,-37326000.0,-85000.0,47072000.0,147965000.0,-17040000.0,,2055000.0,14506000.0,47072000.0,100893000.0,37230000.0,82000.0,84007000.0,16886000.0,-54188000.0,-37302000.0,147965000.0,117118000.0,116600000.0,116600000.0
SBA Communications Corp,SBAC,,1034054,2011.0,Q4,2011-10-01,2011-12-31,,-0.27,-0.27,,79441000.0,-0.27,4070000.0,329000.0,-29169000.0,-29169000.0,,-29081000.0,-88000.0,50263000.0,183819000.0,-2045000.0,,2268000.0,15797000.0,50263000.0,133556000.0,-102082000.0,-160857000.0,101576000.0,31980000.0,-60820000.0,-28840000.0,183819000.0,111595000.0,110900000.0,110900000.0
SBA Communications Corp,SBAC,,1034054,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 19:14:09+00:00,-1.14,-1.14,,309146000.0,-1.14,5472000.0,2113000.0,-126892000.0,-126892000.0,,-126456000.0,-436000.0,202921000.0,698170000.0,-9353000.0,,7144000.0,62828000.0,202921000.0,495249000.0,65325000.0,-160760000.0,384590000.0,110659000.0,-235438000.0,-124779000.0,698170000.0,111595000.0,110900000.0,110900000.0
SBA Communications Corp,SBAC,,1034054,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.87,-0.87,,229705000.0,-0.87,1402000.0,1784000.0,-97723000.0,-97723000.0,,-97375000.0,-348000.0,152658000.0,514351000.0,-7308000.0,,4876000.0,47031000.0,152658000.0,361693000.0,167407000.0,97000.0,283014000.0,78679000.0,-174618000.0,-95939000.0,514351000.0,110232000.0,111000000.0,111000000.0
SBA Communications Corp,SBAC,,1034054,2011.0,Q3TTM,2010-10-01,2011-09-30,,-1.21,-1.21,,302428000.0,-1.21,7264000.0,1979000.0,-136304000.0,-136304000.0,,-136536000.0,232000.0,204469000.0,679848000.0,5279000.0,,8293000.0,62020000.0,204469000.0,475379000.0,235138000.0,160000.0,380005000.0,95374000.0,-229699000.0,-134325000.0,679848000.0,110232000.0,111000000.0,111000000.0
SBA Communications Corp,SBAC,,1034054,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 16:18:00+00:00,-0.3,-0.3,,78136000.0,-0.3,1106000.0,391000.0,-33437000.0,-33437000.0,,-33305000.0,-132000.0,51847000.0,175549000.0,-2259000.0,,1474000.0,15415000.0,51847000.0,123702000.0,58396000.0,38000.0,96131000.0,27571000.0,-60617000.0,-33046000.0,175549000.0,110232000.0,111000000.0,111000000.0
SBA Communications Corp,SBAC,,1034054,2011.0,Q2YTD,2011-01-01,2011-06-30,,-0.57,-0.57,,151569000.0,-0.57,296000.0,1393000.0,-64286000.0,-64286000.0,,-64070000.0,-216000.0,100811000.0,338802000.0,-5049000.0,,3402000.0,31616000.0,100811000.0,237991000.0,109011000.0,59000.0,186883000.0,51108000.0,-114001000.0,-62893000.0,338802000.0,112324000.0,110400000.0,110400000.0
