company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,intangibleassets,longtermdebt,netppe,noncontrollinginterests,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
SBA Communications Corp,SBAC,,1034054,2009.0,FY,,2009-12-31,2011-02-25 14:36:10+00:00,9219000.0,30036000.0,28110000.0,-2803000.0,161317000.0,,2229439000.0,54013000.0,1435591000.0,2460402000.0,1496938000.0,915000.0,,3184000.0,,35551000.0,106377000.0,94570000.0,37902000.0,9848000.0,0.0,30285000.0,-1627602000.0,28648000.0,5352000.0,3313646000.0,599034000.0,236838000.0,158725000.0,599034000.0,599949000.0,2713697000.0,3313646000.0,1579870000.0,2554972000.0,0.0
SBA Communications Corp,SBAC,,1034054,2010.0,FY,,2010-12-31,2012-02-27 14:52:12+00:00,11847000.0,36559000.0,21429000.0,2175000.0,64254000.0,0.0,2244605000.0,61138000.0,1500012000.0,2827450000.0,1534318000.0,,,3877000.0,,32293000.0,174008000.0,112008000.0,45110000.0,12442000.0,13023000.0,29456000.0,-1929670000.0,,4016000.0,3400175000.0,317110000.0,146727000.0,130584000.0,317110000.0,317110000.0,3070042000.0,3400175000.0,1719130000.0,2939458000.0,0.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q3,,2010-09-30,2010-11-04 06:06:37+00:00,15170000.0,34238000.0,24366000.0,1735000.0,197236000.0,,2249745000.0,57373000.0,1437615000.0,2792443000.0,1498165000.0,614000.0,,3497000.0,,24671000.0,162750000.0,104413000.0,47231000.0,13023000.0,,30118000.0,-1880167000.0,30076000.0,3560000.0,3423936000.0,371313000.0,278175000.0,155153000.0,371313000.0,371927000.0,3052009000.0,3423936000.0,1647596000.0,2896856000.0,0.0
SBA Communications Corp,SBAC,,1034054,2010.0,Q2,,2010-06-30,2010-08-04 12:57:46+00:00,10078000.0,30867000.0,25262000.0,1305000.0,227939000.0,,2241540000.0,56554000.0,1433110000.0,2777839000.0,1490542000.0,658000.0,,3352000.0,,31980000.0,157720000.0,101209000.0,49218000.0,11987000.0,,28084000.0,-1845679000.0,29591000.0,4222000.0,3433689000.0,397166000.0,303099000.0,156817000.0,397166000.0,397824000.0,3035865000.0,3433689000.0,1640048000.0,2879048000.0,0.0
SBA Communications Corp,SBAC,,1034054,2011.0,FY,,2011-12-31,2013-02-27 16:24:41+00:00,12755000.0,39755000.0,23746000.0,485000.0,47316000.0,,2269341000.0,49779000.0,1639784000.0,3349485000.0,1583393000.0,,,3250000.0,,32351000.0,211802000.0,129282000.0,42064000.0,14246000.0,12064000.0,22266000.0,-2281139000.0,5000000.0,5773000.0,3606399000.0,-11313000.0,129356000.0,126881000.0,-11313000.0,-11313000.0,3605648000.0,3606399000.0,1893650000.0,3478767000.0,0.0
SBA Communications Corp,SBAC,,1034054,2011.0,Q3,,2011-09-30,2011-11-04 10:39:53+00:00,15973000.0,34627000.0,24627000.0,-617000.0,179305000.0,0.0,2258973000.0,54966000.0,1550003000.0,3334201000.0,1560829000.0,,,3235000.0,,29093000.0,193323000.0,123592000.0,44430000.0,16608000.0,12152000.0,24727000.0,-2252057000.0,5000000.0,5286000.0,3609138000.0,6299000.0,260553000.0,132894000.0,6299000.0,6299000.0,3590687000.0,3609138000.0,1787756000.0,3457793000.0,
SBA Communications Corp,SBAC,,1034054,2011.0,Q2,,2011-06-30,2011-08-05 12:36:07+00:00,15511000.0,33634000.0,20572000.0,2424000.0,277749000.0,0.0,2254271000.0,52533000.0,1551428000.0,3319362000.0,1553942000.0,,,3299000.0,,32316000.0,188081000.0,119211000.0,46751000.0,14639000.0,12284000.0,23956000.0,-2143774000.0,5000000.0,2829000.0,3693009000.0,112921000.0,352807000.0,129231000.0,112921000.0,112921000.0,3567804000.0,3693009000.0,1786260000.0,3438573000.0,
SBA Communications Corp,SBAC,,1034054,2011.0,Q1,,2011-03-31,2011-05-06 12:56:00+00:00,13033000.0,35239000.0,19285000.0,2359000.0,95104000.0,,2249658000.0,59766000.0,1530599000.0,3004999000.0,1538293000.0,,,3502000.0,,24661000.0,181097000.0,115559000.0,42882000.0,10603000.0,12375000.0,30109000.0,-2038939000.0,,2332000.0,3466258000.0,213078000.0,173387000.0,120247000.0,213078000.0,213078000.0,3240805000.0,3466258000.0,1754578000.0,3120558000.0,
SBA Communications Corp,SBAC,,1034054,2012.0,FY,,2012-12-31,2014-02-26 19:14:09+00:00,27694000.0,62743000.0,42052000.0,2791000.0,233099000.0,,3111107000.0,76668000.0,3134133000.0,4880752000.0,2671317000.0,,,195690000.0,,46233000.0,355280000.0,206769000.0,66324000.0,59836000.0,11711000.0,27708000.0,-2462176000.0,475351000.0,5471000.0,6615911000.0,651722000.0,388857000.0,863688000.0,652991000.0,652991000.0,5951209000.0,6615911000.0,3555737000.0,5087521000.0,0.0
SBA Communications Corp,SBAC,,1034054,2012.0,Q3,,2012-09-30,2012-11-08 16:18:00+00:00,19863000.0,54971000.0,39638000.0,1934000.0,1441045000.0,0.0,2848287000.0,58581000.0,2100614000.0,4776439000.0,2052069000.0,,,6066000.0,5700000.0,35007000.0,305296000.0,165760000.0,68432000.0,26963000.0,11808000.0,22696000.0,-2409687000.0,529595000.0,5505000.0,6083291000.0,440534000.0,1556880000.0,688750000.0,440534000.0,440534000.0,5630949000.0,6083291000.0,2474342000.0,4942199000.0,
