company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,restructuringcharge,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Essex Property Trust Inc,ESS,,920522,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 19:08:38+00:00,,0.45,0.45,-1.033,30487000.0,0.45,,,,20836000.0,17858000.0,17858000.0,,13127000.0,4189000.0,-12981000.0,24671000.0,,,,,7855000.0,99665000.0,15146000.0,1478000.0,,542000.0,,20836000.0,7855000.0,70304000.0,101143000.0,17858000.0,88162000.0,29200000.0,28967855.0,29018571.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q4,2011-10-01,2011-12-31,,2951000.0,0.42,0.42,-3.12,38220000.0,0.42,,,,25420000.0,17871000.0,12589000.0,,13938000.0,2565000.0,-20637000.0,26383000.0,,5282000.0,1949000.0,,4783000.0,117183000.0,18599000.0,2196000.0,,-581000.0,,25420000.0,4783000.0,86153000.0,119379000.0,12589000.0,98742000.0,32600000.0,32541792.0,32628714.0
Essex Property Trust Inc,ESS,,920522,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 17:17:36+00:00,11474000.0,1.24,1.24,,150009000.0,1.24,,,,92857000.0,57516000.0,46958000.0,,40368000.0,10446000.0,-75718000.0,113733000.0,0.0,10558000.0,1949000.0,,17139000.0,460193000.0,69081000.0,6780000.0,,4753000.0,0.0,92857000.0,17139000.0,344297000.0,466973000.0,46958000.0,391255000.0,32600000.0,32541792.0,32628714.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q3YTD,2011-01-01,2011-09-30,,8523000.0,0.82,0.82,3.12,111789000.0,0.82,,,,67437000.0,39645000.0,34369000.0,,26430000.0,7881000.0,-55081000.0,87350000.0,,5276000.0,,,12356000.0,343010000.0,50482000.0,4584000.0,,5334000.0,,67437000.0,12356000.0,258144000.0,347594000.0,34369000.0,292513000.0,33400000.0,33121728.0,33209289.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q3TTM,2010-10-01,2011-09-30,,11331000.0,0.98,0.98,2.09,146836000.0,0.98,687000.0,,,88171000.0,48274000.0,41709000.0,,31208000.0,11190000.0,-68702000.0,114027000.0,,6565000.0,,,19469000.0,445813000.0,68197000.0,5676000.0,,5876000.0,,88171000.0,19469000.0,341078000.0,451489000.0,41709000.0,382787000.0,33400000.0,33121728.0,33209289.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 06:09:13+00:00,2936000.0,0.23,0.23,1.04,37881000.0,0.23,,,,22663000.0,11085000.0,11764000.0,,7687000.0,2031000.0,-19922000.0,29642000.0,,-679000.0,,,2741000.0,117543000.0,17338000.0,1940000.0,,1367000.0,,22663000.0,2741000.0,87797000.0,119483000.0,11764000.0,99561000.0,33400000.0,33121728.0,33209289.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q2YTD,2011-01-01,2011-06-30,,5587000.0,0.59,0.59,2.08,73908000.0,0.59,,,,44774000.0,28560000.0,22605000.0,,18743000.0,5850000.0,-35159000.0,57708000.0,,5955000.0,,,9615000.0,225467000.0,33144000.0,2644000.0,,3967000.0,,44774000.0,9615000.0,170347000.0,228111000.0,22605000.0,192952000.0,32300000.0,32040904.0,32135064.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q2TTM,2010-07-01,2011-06-30,,9572000.0,0.96,0.96,2.08,140486000.0,0.96,2302000.0,,,86533000.0,47615000.0,40205000.0,,29898000.0,12665000.0,-64017000.0,111985000.0,,7410000.0,,,22516000.0,431012000.0,67140000.0,4695000.0,,5052000.0,,86533000.0,22516000.0,331485000.0,435707000.0,40205000.0,371690000.0,32300000.0,32040904.0,32135064.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 19:09:01+00:00,2736000.0,0.32,0.32,1.04,37250000.0,0.32,,,,22963000.0,16053000.0,10502000.0,,10325000.0,2304000.0,-20335000.0,28946000.0,,5551000.0,,,2628000.0,115632000.0,17283000.0,1420000.0,,3424000.0,,22963000.0,2628000.0,86215000.0,117052000.0,10502000.0,96717000.0,32300000.0,32040904.0,32135064.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q1TTM,2010-04-01,2011-03-31,,7679000.0,0.96,0.96,2.07,134392000.0,0.96,2302000.0,,,83741000.0,45431000.0,43407000.0,,29055000.0,14205000.0,-56768000.0,108140000.0,,2024000.0,,,26973000.0,414183000.0,65792000.0,4297000.0,,2171000.0,,83741000.0,26973000.0,318305000.0,418480000.0,43407000.0,361712000.0,31200000.0,31465817.0,31546953.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 08:06:34+00:00,2851000.0,0.27,0.27,1.04,36658000.0,0.27,,,,21811000.0,12507000.0,12103000.0,,8418000.0,3546000.0,-14824000.0,28762000.0,,404000.0,,,6987000.0,109835000.0,15861000.0,1224000.0,,543000.0,,21811000.0,6987000.0,84132000.0,111059000.0,12103000.0,96235000.0,31200000.0,31465817.0,31546953.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q4,2012-10-01,2012-12-31,,-8680000.0,1.22,1.22,-3.3,43741000.0,1.22,,,,39855000.0,49637000.0,47909000.0,,43793000.0,4476000.0,-36893000.0,31581000.0,,1728000.0,,-21947000.0,2962000.0,191633000.0,16172000.0,145000.0,,1368000.0,2215000.0,39855000.0,2962000.0,85029000.0,191778000.0,69856000.0,154885000.0,35000000.0,35032491.0,35124921.0
Essex Property Trust Inc,ESS,,920522,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 14:34:47+00:00,,3.42,3.42,,169173000.0,3.41,,,,116897000.0,139590000.0,127653000.0,,119812000.0,14306000.0,-103064000.0,123813000.0,0.0,11937000.0,,,13833000.0,590388000.0,72927000.0,8457000.0,,5472000.0,2215000.0,116897000.0,13833000.0,368128000.0,598845000.0,127653000.0,495781000.0,35000000.0,35032491.0,35124921.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q3YTD,2012-01-01,2012-09-30,,8680000.0,2.2,2.2,3.3,125432000.0,2.19,,,,77042000.0,89953000.0,79744000.0,,76019000.0,9830000.0,-66171000.0,92232000.0,,10209000.0,,21947000.0,10871000.0,398755000.0,56755000.0,8312000.0,,4104000.0,,77042000.0,10871000.0,283099000.0,407067000.0,57797000.0,340896000.0,35300000.0,35600772.0,35699666.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q3TTM,2011-10-01,2012-09-30,,11631000.0,2.62,2.62,0.18,163652000.0,2.61,,,,102462000.0,107824000.0,92333000.0,,89957000.0,12395000.0,-86808000.0,118615000.0,,15491000.0,1949000.0,21947000.0,15654000.0,515938000.0,75354000.0,10508000.0,,3523000.0,,102462000.0,15654000.0,369252000.0,526446000.0,70386000.0,439638000.0,35300000.0,35600772.0,35699666.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q3,2012-07-01,2012-09-30,2013-11-04 06:05:33+00:00,2927000.0,0.46,0.46,1.1,42897000.0,0.45,,,,26275000.0,20222000.0,20050000.0,,16219000.0,2635000.0,-23272000.0,32763000.0,0.0,172000.0,,0.0,3003000.0,138065000.0,19228000.0,3072000.0,,1368000.0,,26275000.0,3003000.0,97815000.0,141137000.0,20050000.0,117865000.0,35300000.0,35600772.0,35699666.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q2YTD,2012-01-01,2012-06-30,,5753000.0,1.74,1.74,2.2,82535000.0,1.74,,,,50767000.0,69731000.0,59694000.0,,59800000.0,7195000.0,-42899000.0,59469000.0,,10037000.0,,21947000.0,7868000.0,260690000.0,37527000.0,5240000.0,,2736000.0,,50767000.0,7868000.0,185284000.0,265930000.0,37747000.0,223031000.0,34700000.0,34570772.0,34708240.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q2TTM,2011-07-01,2012-06-30,,11640000.0,2.39,2.39,0.12,158636000.0,2.39,,,,98850000.0,98687000.0,84047000.0,,81425000.0,11791000.0,-83458000.0,115494000.0,,14640000.0,1949000.0,21947000.0,15392000.0,495416000.0,73464000.0,9376000.0,,3522000.0,,98850000.0,15392000.0,359234000.0,504792000.0,62100000.0,421334000.0,34700000.0,34570772.0,34708240.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q2,2012-04-01,2012-06-30,2013-08-02 21:35:50+00:00,2882000.0,1.07,1.07,1.1,41801000.0,1.07,,,,26109000.0,42490000.0,42490000.0,,37078000.0,4044000.0,-20654000.0,30718000.0,0.0,0.0,,21947000.0,5455000.0,132876000.0,19074000.0,2796000.0,,1368000.0,,26109000.0,5455000.0,94475000.0,135672000.0,20543000.0,115018000.0,34700000.0,34570772.0,34708240.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q1TTM,2011-04-01,2012-03-31,,11494000.0,1.64,1.64,0.06,154085000.0,1.64,,,,95704000.0,72250000.0,52059000.0,,54672000.0,10051000.0,-83139000.0,113722000.0,,20191000.0,1949000.0,,12565000.0,478172000.0,71673000.0,8000000.0,,5578000.0,,95704000.0,12565000.0,350974000.0,486172000.0,52059000.0,403033000.0,33900000.0,34027890.0,34151475.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 06:09:14+00:00,2871000.0,0.67,0.67,1.1,40734000.0,0.67,,,,24658000.0,27241000.0,17204000.0,,22722000.0,3151000.0,-22245000.0,28751000.0,0.0,10037000.0,,,2413000.0,127814000.0,18453000.0,2444000.0,,1368000.0,,24658000.0,2413000.0,90809000.0,130258000.0,17204000.0,108013000.0,33900000.0,34027890.0,34151475.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q4,2013-10-01,2013-12-31,,-2930000.0,0.86,0.86,-3.63,49733000.0,0.85,,,-2387000.0,34118000.0,36902000.0,-83502000.0,,31874000.0,3660000.0,-31812000.0,36565000.0,178000.0,120404000.0,,-40802000.0,4693000.0,200360000.0,-290165000.0,510000.0,,1368000.0,4653000.0,34118000.0,2306000.0,4896000.0,201048000.0,-42700000.0,169236000.0,37200000.0,37248960.0,37335295.0
Essex Property Trust Inc,ESS,,920522,2013.0,FY,2013-01-01,2013-12-31,2015-03-02 14:34:47+00:00,,4.05,4.05,,192420000.0,4.04,,,,116824000.0,172055000.0,140882000.0,,150811000.0,15772000.0,-105191000.0,138736000.0,1503000.0,31173000.0,,,11633000.0,657868000.0,83960000.0,7263000.0,,5472000.0,5445000.0,116824000.0,11633000.0,420561000.0,666634000.0,140882000.0,561443000.0,37200000.0,37248960.0,37335295.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q3YTD,2013-01-01,2013-09-30,,2930000.0,3.19,3.19,3.63,142687000.0,3.19,,,2387000.0,82706000.0,135153000.0,224384000.0,,118937000.0,12112000.0,-73379000.0,102171000.0,1325000.0,-89231000.0,,40802000.0,6940000.0,457508000.0,374125000.0,6753000.0,,4104000.0,792000.0,82706000.0,9327000.0,415665000.0,465586000.0,183582000.0,392207000.0,37400000.0,37320562.0,37436983.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q3TTM,2012-10-01,2013-09-30,,-5750000.0,4.41,4.41,0.33,186428000.0,4.41,,,2387000.0,122561000.0,184790000.0,272293000.0,,162730000.0,16588000.0,-110272000.0,133752000.0,1325000.0,-87503000.0,,18855000.0,9902000.0,649141000.0,390297000.0,6898000.0,,5472000.0,3007000.0,122561000.0,12289000.0,500694000.0,657364000.0,253438000.0,547092000.0,37400000.0,37320562.0,37436983.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 15:40:35+00:00,,1.84,1.84,1.21,48227000.0,1.84,,,2387000.0,29192000.0,75875000.0,166238000.0,,68788000.0,5719000.0,-26805000.0,35787000.0,-178000.0,-90363000.0,,40802000.0,,152177000.0,124318000.0,1771000.0,,1368000.0,237000.0,29192000.0,2387000.0,208569000.0,153770000.0,125436000.0,126965000.0,37400000.0,37320562.0,37436983.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q2,2013-04-01,2013-06-30,2014-08-08 21:52:41+00:00,0.0,0.67,0.67,1.21,47673000.0,0.67,,,,28303000.0,29575000.0,28985000.0,,24946000.0,3261000.0,-26386000.0,34131000.0,0.0,590000.0,,,1917000.0,156063000.0,20754000.0,2034000.0,,1368000.0,168000.0,28303000.0,1917000.0,102726000.0,158097000.0,28985000.0,131711000.0,37200000.0,37292720.0,37390987.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q2YTD,2013-01-01,2013-06-30,,2930000.0,1.35,1.35,2.42,94460000.0,1.35,,,,53514000.0,59278000.0,58146000.0,,50149000.0,6393000.0,-46574000.0,66384000.0,1503000.0,1132000.0,,,6940000.0,305331000.0,42767000.0,4982000.0,,2736000.0,555000.0,53514000.0,6940000.0,207096000.0,311816000.0,58146000.0,265242000.0,37200000.0,37292720.0,37390987.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q2TTM,2012-07-01,2013-06-30,,-2823000.0,3.03,3.03,0.22,181098000.0,3.02,,,,119644000.0,129137000.0,126105000.0,,110161000.0,13504000.0,-106739000.0,130728000.0,1503000.0,3032000.0,,-21947000.0,12905000.0,635029000.0,78167000.0,8199000.0,,5472000.0,2770000.0,119644000.0,12905000.0,389940000.0,644731000.0,148052000.0,537992000.0,37200000.0,37292720.0,37390987.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q1TTM,2012-04-01,2013-03-31,,59000.0,3.43,3.43,0.11,175226000.0,3.42,,,,117450000.0,142052000.0,139610000.0,,122293000.0,14287000.0,-101007000.0,127315000.0,1503000.0,2442000.0,,,16443000.0,611842000.0,76487000.0,8961000.0,,5472000.0,2602000.0,117450000.0,16443000.0,381689000.0,622306000.0,139610000.0,521299000.0,37100000.0,37003925.0,37092062.0
Essex Property Trust Inc,ESS,,920522,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 20:56:36+00:00,2930000.0,0.68,0.68,1.21,46787000.0,0.68,,,,25211000.0,29703000.0,29161000.0,,25203000.0,3132000.0,-20188000.0,32253000.0,1503000.0,542000.0,,,5023000.0,149268000.0,22013000.0,2948000.0,,1368000.0,387000.0,25211000.0,5023000.0,104370000.0,153719000.0,29161000.0,133531000.0,37100000.0,37003925.0,37092062.0
Essex Property Trust Inc,ESS,,920522,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 14:52:07+00:00,,2.07,2.07,,360592000.0,2.06,,0.0,11811000.0,164551000.0,134438000.0,134438000.0,,116859000.0,12288000.0,-152740000.0,204673000.0,45771000.0,0.0,,39893000.0,,961591000.0,148751000.0,9347000.0,,5291000.0,55408000.0,164551000.0,11811000.0,769424000.0,1016709000.0,94545000.0,863969000.0,56500000.0,56546959.0,56696525.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q4,2014-10-01,2014-12-31,,,0.56,0.56,-3.81,110484000.0,0.55,,,8819000.0,47529000.0,41022000.0,-229851000.0,,36392000.0,3317000.0,-44403000.0,58537000.0,6918000.0,270873000.0,,34983000.0,-5693000.0,-9912000.0,42679000.0,2490000.0,,1313000.0,8227000.0,47529000.0,3126000.0,219927000.0,-504000.0,-264834000.0,-44907000.0,56500000.0,56546959.0,56696525.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q3YTD,2014-01-01,2014-09-30,,,1.51,1.51,3.81,250108000.0,1.51,,,2992000.0,117022000.0,93416000.0,364289000.0,,80467000.0,8971000.0,-108337000.0,146136000.0,38853000.0,-270873000.0,,4910000.0,5693000.0,971503000.0,106072000.0,6857000.0,,3978000.0,47181000.0,117022000.0,8685000.0,549497000.0,1017213000.0,359379000.0,908876000.0,63000000.0,62892601.0,63069772.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q3TTM,2013-10-01,2014-09-30,,-2930000.0,2.37,2.37,0.18,299841000.0,2.36,,,605000.0,151140000.0,130318000.0,280787000.0,,112341000.0,12631000.0,-140149000.0,182701000.0,39031000.0,-150469000.0,,-35892000.0,10386000.0,1171863000.0,-184093000.0,7367000.0,,5346000.0,51834000.0,151140000.0,10991000.0,554393000.0,1218261000.0,316679000.0,1078112000.0,63000000.0,62892601.0,63069772.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 16:34:30+00:00,,0.85,0.85,1.3,102286000.0,0.85,,,2992000.0,45830000.0,58582000.0,329455000.0,,53566000.0,3720000.0,-42838000.0,56294000.0,31372000.0,-270873000.0,,4910000.0,,539385000.0,43247000.0,2361000.0,,1296000.0,3908000.0,45830000.0,2992000.0,205735000.0,573118000.0,324545000.0,530280000.0,63000000.0,62892601.0,63069772.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q2,2014-04-01,2014-06-30,2014-08-08 21:52:41+00:00,0.0,0.08,0.08,1.3,97510000.0,0.08,,,,42151000.0,8428000.0,8428000.0,,4989000.0,2125000.0,-39337000.0,52875000.0,0.0,0.0,,,2814000.0,262243000.0,39903000.0,2836000.0,,1314000.0,27026000.0,42151000.0,2814000.0,217314000.0,265079000.0,8428000.0,225742000.0,62400000.0,61884963.0,62059762.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q2YTD,2014-01-01,2014-06-30,,,0.66,0.66,2.51,147822000.0,0.66,,,,71192000.0,34834000.0,34834000.0,,26901000.0,5251000.0,-65499000.0,89842000.0,7481000.0,,,,5693000.0,432118000.0,62825000.0,4496000.0,,2682000.0,43273000.0,71192000.0,5693000.0,343762000.0,444095000.0,34834000.0,378596000.0,62400000.0,61884963.0,62059762.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q2TTM,2013-07-01,2014-06-30,,-2930000.0,3.36,3.36,0.09,245782000.0,3.35,,,,134502000.0,147611000.0,117570000.0,,127563000.0,14630000.0,-124116000.0,162194000.0,7481000.0,30041000.0,,,10386000.0,784655000.0,104018000.0,6777000.0,,5418000.0,48163000.0,134502000.0,10386000.0,557227000.0,798913000.0,117570000.0,674797000.0,62400000.0,61884963.0,62059762.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 20:37:26+00:00,,0.58,0.58,1.21,50312000.0,0.58,,,,29041000.0,26406000.0,26406000.0,,21912000.0,3126000.0,-26162000.0,36967000.0,7481000.0,,,,2879000.0,169875000.0,22922000.0,1660000.0,,1368000.0,16247000.0,29041000.0,2879000.0,126448000.0,179016000.0,26406000.0,152854000.0,37800000.0,37685073.0,37931454.0
Essex Property Trust Inc,ESS,,920522,2014.0,Q1TTM,2013-04-01,2014-03-31,,-2930000.0,3.95,3.95,,195945000.0,3.94,,,,120654000.0,168758000.0,138127000.0,,147520000.0,15766000.0,-111165000.0,143450000.0,7481000.0,30631000.0,,,9489000.0,678475000.0,84869000.0,5975000.0,,5472000.0,21305000.0,120654000.0,9489000.0,442639000.0,691931000.0,138127000.0,580766000.0,37800000.0,37685073.0,37931454.0
Essex Property Trust Inc,ESS,,920522,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 16:39:47+00:00,,3.5,3.5,,453423000.0,3.49,,0.0,,210941000.0,248239000.0,248239000.0,,226865000.0,16119000.0,-186143000.0,234953000.0,47333000.0,,,,24798000.0,1241373000.0,168645000.0,8909000.0,,5255000.0,6212000.0,210941000.0,24798000.0,863233000.0,1297615000.0,248239000.0,1111472000.0,64800000.0,64871717.0,65061685.0
Essex Property Trust Inc,ESS,,920522,2015.0,Q4,2015-10-01,2015-12-31,,,1.23,1.23,-4.32,116477000.0,1.22,,,-4199000.0,75192000.0,85762000.0,85762000.0,,79624000.0,4824000.0,-65214000.0,61407000.0,18859000.0,,,-4311000.0,14177000.0,352870000.0,39601000.0,2100000.0,,1314000.0,1057000.0,75192000.0,9978000.0,218542000.0,373829000.0,90073000.0,308615000.0,64800000.0,64871717.0,65061685.0
Essex Property Trust Inc,ESS,,920522,2015.0,Q3,2015-07-01,2015-09-30,2016-10-31 12:59:42+00:00,,0.65,0.65,1.44,116308000.0,0.65,,0.0,,50053000.0,47182000.0,47182000.0,,42323000.0,3545000.0,-42686000.0,60528000.0,0.0,,,,7367000.0,309701000.0,44720000.0,2104000.0,,1314000.0,381000.0,50053000.0,7367000.0,221937000.0,311805000.0,47182000.0,269119000.0,65100000.0,65138868.0,65297550.0
Essex Property Trust Inc,ESS,,920522,2015.0,Q3YTD,2015-01-01,2015-09-30,,,2.27,2.27,4.32,336946000.0,2.27,,,4199000.0,135749000.0,162477000.0,162477000.0,,147241000.0,11295000.0,-120929000.0,173546000.0,28474000.0,,,4311000.0,10621000.0,888503000.0,129044000.0,6809000.0,,3941000.0,5155000.0,135749000.0,14820000.0,644691000.0,923786000.0,158166000.0,802857000.0,65100000.0,65138868.0,65297550.0
Essex Property Trust Inc,ESS,,920522,2015.0,Q3TTM,2014-10-01,2015-09-30,,,2.83,2.83,0.51,447430000.0,2.82,,,13018000.0,183278000.0,203499000.0,-67374000.0,,183633000.0,14612000.0,-165332000.0,232083000.0,35392000.0,270873000.0,,39294000.0,4928000.0,878591000.0,171723000.0,9299000.0,,5254000.0,13382000.0,183278000.0,17946000.0,864618000.0,923282000.0,-106668000.0,757950000.0,65100000.0,65138868.0,65297550.0
Essex Property Trust Inc,ESS,,920522,2015.0,Q2,2015-04-01,2015-06-30,2016-08-01 14:37:20+00:00,,0.7,0.7,1.44,113731000.0,0.7,,0.0,,38150000.0,50542000.0,50542000.0,,45555000.0,3674000.0,-34896000.0,57400000.0,0.0,,,,3254000.0,298573000.0,42226000.0,2061000.0,,1313000.0,1839000.0,38150000.0,3254000.0,215196000.0,300634000.0,50542000.0,265738000.0,65100000.0,64810184.0,64972852.0
