company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Essex Property Trust Inc,ESS,,920522,2009.0,FY,,2009-12-31,2011-02-25 15:45:47+00:00,-24206000.0,20660000.0,,1275254000.0,14991000.0,,1608442000.0,2938431000.0,220445000.0,128437000.0,-222952000.0,57041000.0,72264000.0,4349000.0,17274000.0,,239000000.0,3254637000.0,1028096000.0,1053096000.0,1273541000.0,1976747000.0,3254637000.0,25000000.0,134844000.0
Essex Property Trust Inc,ESS,,920522,2010.0,FY,,2010-12-31,2012-02-24 21:18:07+00:00,-77217000.0,13753000.0,0.0,1515471000.0,15872000.0,,1832745000.0,3406539000.0,205068000.0,182472000.0,0.0,33624000.0,81155000.0,4349000.0,21941000.0,-313308000.0,426000000.0,3732887000.0,1124946000.0,1149946000.0,1355014000.0,2373524000.0,3732887000.0,25000000.0,92310000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q3,,2010-09-30,2010-11-09 17:26:24+00:00,-79732000.0,14668000.0,,1379062000.0,14386000.0,,1714451000.0,3169771000.0,206344000.0,187341000.0,-285699000.0,99556000.0,92422000.0,4349000.0,21654000.0,,348000000.0,3503753000.0,1013631000.0,1038631000.0,1244975000.0,2254429000.0,3503753000.0,25000000.0,95933000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q2,,2010-06-30,2010-08-06 06:14:15+00:00,-68791000.0,8367000.0,,1324331000.0,13986000.0,,1643148000.0,2971279000.0,213199000.0,218611000.0,-260966000.0,103817000.0,76095000.0,4349000.0,19429000.0,,264000000.0,3324182000.0,994574000.0,1019574000.0,1232773000.0,2087060000.0,3324182000.0,25000000.0,92510000.0
Essex Property Trust Inc,ESS,,920522,2011.0,FY,,2011-12-31,2013-02-22 19:07:36+00:00,-72771000.0,12889000.0,0.0,1844614000.0,17445000.0,,2210858000.0,3437318000.0,116201000.0,472463000.0,0.0,30094000.0,87935000.0,4349000.0,22574000.0,-408066000.0,150000000.0,4036964000.0,1363777000.0,1437527000.0,1553728000.0,2478887000.0,4036964000.0,73750000.0,74275000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q3,,2011-09-30,2011-11-07 06:06:39+00:00,-75237000.0,9020000.0,0.0,1776549000.0,17491000.0,,2015439000.0,3429799000.0,117913000.0,349234000.0,,32358000.0,102021000.0,4349000.0,23997000.0,-386752000.0,244775000.0,3905165000.0,1314560000.0,1388310000.0,1506223000.0,2394593000.0,3905165000.0,73750000.0,75624000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q2,,2011-06-30,2011-08-08 06:17:06+00:00,-74918000.0,8809000.0,0.0,1687694000.0,15793000.0,,2044461000.0,3428778000.0,119888000.0,272764000.0,73750000.0,32741000.0,87552000.0,4349000.0,24038000.0,-359662000.0,210000000.0,3825855000.0,1326864000.0,1326864000.0,1446752000.0,2374754000.0,3825855000.0,,75673000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q1,,2011-03-31,2011-05-06 19:08:38+00:00,-77785000.0,97683000.0,,1555419000.0,15637000.0,,1961220000.0,3450327000.0,203080000.0,205157000.0,-338273000.0,33521000.0,91155000.0,4349000.0,23103000.0,,409000000.0,3866686000.0,1139361000.0,1164361000.0,1367441000.0,2494896000.0,3866686000.0,25000000.0,74779000.0
Essex Property Trust Inc,ESS,,920522,2012.0,FY,,2012-12-31,2014-02-26 17:17:36+00:00,-69261000.0,18606000.0,0.0,2204781000.0,20867000.0,,2677683000.0,4019006000.0,115312000.0,672511000.0,0.0,34165000.0,109910000.0,4349000.0,23520000.0,-444466000.0,141000000.0,4847223000.0,1691054000.0,1764804000.0,1880116000.0,2962758000.0,4847223000.0,73750000.0,92713000.0
Essex Property Trust Inc,ESS,,920522,2012.0,Q3,,2012-09-30,2012-11-05 06:09:13+00:00,-76449000.0,1943000.0,,2116534000.0,21401000.0,,2533829000.0,3780021000.0,115398000.0,564800000.0,,32326000.0,121205000.0,4349000.0,24934000.0,-448142000.0,61872000.0,4534672000.0,1591943000.0,1665693000.0,1781091000.0,2749232000.0,4534672000.0,73750000.0,141573000.0
