company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Essex Property Trust Inc,ESS,,920522,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:45:47+00:00,,7016000.0,78343000.0,113294000.0,-8418000.0,142751000.0,896471000.0,,135735000.0,-285023000.0,181065000.0,135735000.0,-285023000.0,181241000.0,31953000.0,84395000.0,84395000.0,-15872000.0,-14668000.0,-20515000.0,,-133704000.0,650000.0,-311767000.0,-87731000.0,-731327000.0,-13723000.0,-10065000.0,134990000.0
Essex Property Trust Inc,ESS,,920522,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 21:18:07+00:00,,1215000.0,81878000.0,118522000.0,-4499000.0,198511000.0,453570000.0,0.0,24122000.0,-218958000.0,173587000.0,24122000.0,-218958000.0,173587000.0,-21249000.0,53739000.0,53739000.0,-8474000.0,-15712000.0,,,-139210000.0,13084000.0,-256940000.0,-55599000.0,-361063000.0,-20271000.0,-91703000.0,93581000.0
Essex Property Trust Inc,ESS,,920522,2009.0,Q3,2009-07-01,2009-09-30,,,,20201000.0,,,84159000.0,77177000.0,,6943000.0,-48864000.0,,6943000.0,-48864000.0,58428000.0,16507000.0,,,,-10434000.0,-2991000.0,,-35614000.0,,-36836000.0,-14365000.0,-50303000.0,,-58042000.0,5328000.0
Essex Property Trust Inc,ESS,,920522,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 17:26:24+00:00,,,59350000.0,,,159987000.0,304563000.0,,35876000.0,-143505000.0,,35876000.0,-143505000.0,147662000.0,40033000.0,,,,-12339000.0,17702000.0,,-104047000.0,,-177043000.0,-38084000.0,-201403000.0,-20271000.0,-90614000.0,53920000.0
Essex Property Trust Inc,ESS,,920522,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 06:14:15+00:00,,,39149000.0,,,75828000.0,227386000.0,,28933000.0,-94641000.0,,28933000.0,-94641000.0,89234000.0,23526000.0,,,,-1905000.0,20693000.0,,-68433000.0,,-140207000.0,-23719000.0,-151100000.0,-20271000.0,-32572000.0,48592000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q4,2010-10-01,2010-12-31,,,101000.0,21902000.0,36326000.0,-18239000.0,134814000.0,597831000.0,,231189000.0,-259350000.0,27246000.0,231189000.0,-259350000.0,27246000.0,-915000.0,8628000.0,8628000.0,430000.0,-65628000.0,,,-36780000.0,,-277892000.0,-20157000.0,-399048000.0,,,38699000.0
Essex Property Trust Inc,ESS,,920522,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 19:07:36+00:00,0.0,-3692000.0,83497000.0,129711000.0,3943000.0,251455000.0,1214216000.0,0.0,328431000.0,-510868000.0,175530000.0,328431000.0,-510868000.0,175530000.0,-6907000.0,50782000.0,50782000.0,-5214000.0,-100774000.0,,,-148424000.0,,-606339000.0,-51346000.0,-888042000.0,,,146817000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q3TTM,2009-10-01,2010-09-30,,,0.0,84123000.0,0.0,0.0,155165000.0,765392000.0,,85488000.0,-326971000.0,174209000.0,85488000.0,-326971000.0,174209000.0,-67274000.0,95893000.0,95893000.0,78316000.0,-38519000.0,-17702000.0,,-146807000.0,0.0,-408344000.0,-48704000.0,-648654000.0,,-1089000.0,147779000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q3,2010-07-01,2010-09-30,,,-3280000.0,21547000.0,31637000.0,18840000.0,53638000.0,403621000.0,,75793000.0,-128362000.0,58890000.0,75793000.0,-128362000.0,58870000.0,6301000.0,10426000.0,10426000.0,1267000.0,-19660000.0,,,-38471000.0,,-156542000.0,-12193000.0,-323335000.0,,,40373000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 06:06:39+00:00,,-3793000.0,61595000.0,93385000.0,22182000.0,116641000.0,616385000.0,0.0,97242000.0,-251518000.0,148284000.0,97242000.0,-251518000.0,148284000.0,-5992000.0,42154000.0,42154000.0,-5644000.0,-35146000.0,,,-111644000.0,,-328447000.0,-31189000.0,-488994000.0,,0.0,108118000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q2TTM,2009-07-01,2010-06-30,,,0.0,82777000.0,0.0,0.0,185686000.0,438948000.0,,16638000.0,-247473000.0,173767000.0,16638000.0,-247473000.0,173767000.0,-57068000.0,85467000.0,85467000.0,88300000.0,-29293000.0,-20693000.0,,-143950000.0,0.0,-288638000.0,-50876000.0,-375622000.0,,-59131000.0,112734000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q2,2010-04-01,2010-06-30,,,0.0,20287000.0,0.0,0.0,45694000.0,50172000.0,,-4723000.0,-45661000.0,36439000.0,-4723000.0,-45661000.0,36439000.0,-13945000.0,31728000.0,31728000.0,4711000.0,-19538000.0,760000.0,,-37809000.0,,-59668000.0,-12108000.0,-43242000.0,,,25355000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 06:17:06+00:00,,-513000.0,40048000.0,61748000.0,3342000.0,63003000.0,212764000.0,0.0,21449000.0,-123156000.0,89394000.0,21449000.0,-123156000.0,89414000.0,-12293000.0,31728000.0,31728000.0,-6911000.0,-15486000.0,,,-73173000.0,,-171905000.0,-18996000.0,-165659000.0,,0.0,67745000.0
Essex Property Trust Inc,ESS,,920522,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 19:08:38+00:00,,,19761000.0,,,17309000.0,162592000.0,,26172000.0,-77495000.0,,26172000.0,-77495000.0,52975000.0,1652000.0,,,,4052000.0,-760000.0,,-35364000.0,,-112237000.0,-6888000.0,-122417000.0,,,42390000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q4,2011-10-01,2011-12-31,,,1013000.0,112753000.0,39864000.0,-13643000.0,66923000.0,642643000.0,,125263000.0,-167271000.0,45877000.0,125263000.0,-167271000.0,45877000.0,3869000.0,17868000.0,17868000.0,775000.0,-1402000.0,,,-39500000.0,,-157720000.0,-34933000.0,-543401000.0,,,25382000.0
Essex Property Trust Inc,ESS,,920522,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 17:17:36+00:00,0.0,4923000.0,179382000.0,152542000.0,4008000.0,323931000.0,1514684000.0,71209000.0,208348000.0,-425783000.0,216571000.0,208348000.0,-425783000.0,216571000.0,-864000.0,57516000.0,57516000.0,-2418000.0,-6956000.0,,,-155585000.0,,-404527000.0,-95282000.0,-1435135000.0,,-103800000.0,74026000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q3TTM,2010-10-01,2011-09-30,,,4011000.0,88531000.0,149004000.0,-588000.0,391822000.0,1469872000.0,71209000.0,314274000.0,-517862000.0,197940000.0,314274000.0,-517862000.0,197940000.0,-5648000.0,48276000.0,48276000.0,-2763000.0,-71182000.0,,,-152865000.0,,-524699000.0,-80506000.0,-1290782000.0,,-103800000.0,87343000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q3,2011-07-01,2011-09-30,,,1495000.0,23035000.0,38137000.0,11849000.0,88416000.0,226622000.0,-218000.0,42261000.0,-108393000.0,66343000.0,42261000.0,-108393000.0,66343000.0,211000.0,11088000.0,11088000.0,3774000.0,-3091000.0,,,-38927000.0,,-88932000.0,-23318000.0,-230541000.0,,,3857000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 06:09:13+00:00,0.0,3910000.0,66629000.0,112678000.0,17651000.0,257008000.0,872041000.0,71209000.0,83085000.0,-258512000.0,170694000.0,83085000.0,-258512000.0,170694000.0,-4733000.0,39648000.0,39648000.0,-3193000.0,-5554000.0,,,-116085000.0,,-246807000.0,-60349000.0,-891734000.0,,-103800000.0,48644000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q2TTM,2010-07-01,2011-06-30,,,-764000.0,87043000.0,142504000.0,6403000.0,357044000.0,1646871000.0,71427000.0,347806000.0,-537831000.0,190487000.0,347806000.0,-537831000.0,190467000.0,442000.0,47614000.0,47614000.0,-5270000.0,-87751000.0,,,-152409000.0,,-592309000.0,-69381000.0,-1383576000.0,,-103800000.0,123859000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q2,2011-04-01,2011-06-30,,,993000.0,19433000.0,37510000.0,-3216000.0,130156000.0,341232000.0,71427000.0,-69985000.0,-65933000.0,47044000.0,-69985000.0,-65933000.0,47044000.0,-88874000.0,16053000.0,16053000.0,-4296000.0,-214000.0,,,-39135000.0,,-63732000.0,-18870000.0,-469651000.0,,-103800000.0,16669000.0
Essex Property Trust Inc,ESS,,920522,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 19:09:01+00:00,0.0,2415000.0,43594000.0,74541000.0,5802000.0,168592000.0,645419000.0,71427000.0,40824000.0,-150119000.0,104351000.0,40824000.0,-150119000.0,104351000.0,-4944000.0,28560000.0,28560000.0,-6967000.0,-2463000.0,,,-77158000.0,,-157875000.0,-37031000.0,-661193000.0,,-103800000.0,44787000.0
