company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,currentandfuturebenefits,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netrealizedcapitalgains,nonoperatingincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 16:32:16+00:00,4704000000.0,7.8,7.8,1.52,1589000000.0,7.76,,2017000000.0,333000000.0,4636000000.0,4636000000.0,4636000000.0,-333000000.0,7660000000.0,,,3103000000.0,,,29099000000.0,20348000000.0,29000000.0,,333000000.0,29773000000.0,36759000000.0,6653000000.0,36426000000.0,594400000.0,594200000.0,597500000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:50:58+00:00,4679000000.0,-3.06,-3.06,1.64,1612000000.0,-3.06,,-1346000000.0,351000000.0,-1679000000.0,-1679000000.0,-1679000000.0,-351000000.0,526000000.0,,,3273000000.0,,,28862000000.0,22475000000.0,23000000.0,,351000000.0,32062000000.0,29388000000.0,-3025000000.0,29037000000.0,548700000.0,548300000.0,548300000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 16:16:50+00:00,980000000.0,-1.7,-1.7,0.41,418000000.0,-1.7,,-621000000.0,88000000.0,-923000000.0,-923000000.0,-923000000.0,-88000000.0,70000000.0,,,814000000.0,,,7253000000.0,6557000000.0,10000000.0,,88000000.0,8779000000.0,7323000000.0,-1544000000.0,7235000000.0,542900000.0,542400000.0,542400000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2008.0,Q2,2008-04-01,2008-06-30,2009-08-27 11:52:33+00:00,959000000.0,0.05,0.05,0.41,395000000.0,0.05,,-111000000.0,88000000.0,25000000.0,25000000.0,25000000.0,-88000000.0,197000000.0,,,,,,7221000000.0,5339000000.0,723000000.0,,88000000.0,7416000000.0,7418000000.0,-86000000.0,7330000000.0,500000000.0,551800000.0,553800000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q4,2009-10-01,2009-12-31,,1105000000.0,0.96,0.96,0.2,441000000.0,0.96,,175000000.0,101000000.0,518000000.0,518000000.0,518000000.0,-101000000.0,1044000000.0,,,760000000.0,,,7015000000.0,4941000000.0,18000000.0,,101000000.0,7265000000.0,8059000000.0,693000000.0,7958000000.0,540500000.0,539600000.0,540900000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 09:12:00+00:00,4754000000.0,1.58,1.58,0.8,1617000000.0,1.58,,394000000.0,392000000.0,854000000.0,854000000.0,854000000.0,-392000000.0,3868000000.0,,,3007000000.0,,,28152000000.0,20872000000.0,130000000.0,,392000000.0,30380000000.0,32020000000.0,1248000000.0,31628000000.0,540500000.0,539600000.0,540900000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q3YTD,2009-01-01,2009-09-30,,3649000000.0,0.62,0.62,0.6,1176000000.0,0.62,,219000000.0,291000000.0,336000000.0,336000000.0,336000000.0,-291000000.0,2824000000.0,,,2247000000.0,,,21137000000.0,15931000000.0,112000000.0,,291000000.0,23115000000.0,23961000000.0,555000000.0,23670000000.0,539000000.0,539900000.0,541500000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q3,2009-07-01,2009-09-30,2010-10-27 16:24:50+00:00,1023000000.0,0.41,0.41,0.2,382000000.0,0.41,,4000000.0,106000000.0,221000000.0,221000000.0,221000000.0,-106000000.0,567000000.0,,,744000000.0,,,7017000000.0,5069000000.0,35000000.0,,106000000.0,7253000000.0,7584000000.0,225000000.0,7478000000.0,539000000.0,539900000.0,541500000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q2YTD,2009-01-01,2009-06-30,,2626000000.0,0.21,0.21,0.4,794000000.0,0.21,,215000000.0,185000000.0,115000000.0,115000000.0,115000000.0,-185000000.0,2257000000.0,,,1503000000.0,,,14120000000.0,10862000000.0,77000000.0,,185000000.0,15862000000.0,16377000000.0,330000000.0,16192000000.0,540300000.0,539800000.0,540600000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q2,2009-04-01,2009-06-30,2010-08-12 14:59:09+00:00,1229000000.0,0.72,0.72,0.2,407000000.0,0.72,,72000000.0,97000000.0,389000000.0,389000000.0,389000000.0,-97000000.0,1437000000.0,,,702000000.0,,,7054000000.0,5563000000.0,32000000.0,,97000000.0,7933000000.0,8491000000.0,461000000.0,8394000000.0,540300000.0,539800000.0,540600000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 16:16:06+00:00,1397000000.0,-0.51,-0.51,0.2,387000000.0,-0.51,,143000000.0,88000000.0,-274000000.0,-274000000.0,-274000000.0,-88000000.0,820000000.0,,,801000000.0,,,7066000000.0,5299000000.0,45000000.0,,88000000.0,7929000000.0,7886000000.0,-131000000.0,7798000000.0,537300000.0,538900000.0,538900000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q4,2010-10-01,2010-12-31,,838000000.0,0.52,0.52,0.2,443000000.0,0.51,,58000000.0,92000000.0,279000000.0,279000000.0,279000000.0,-92000000.0,1121000000.0,,,1096000000.0,,,6973000000.0,5291000000.0,-3000000.0,,92000000.0,7665000000.0,8094000000.0,337000000.0,8002000000.0,539100000.0,540300000.0,542500000.0
