company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,interestbearingdeposits,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,participatingpolicyholderequity,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2008.0,FY,,2008-12-31,2010-02-25 16:32:16+00:00,884000000.0,-4801000000.0,415000000.0,20246000000.0,,3139000000.0,8542000000.0,12881000000.0,874000000.0,,5659000000.0,10229000000.0,1059000000.0,32000000.0,28301000000.0,-49000000.0,6663000000.0,58413000000.0,30207000000.0,8239000000.0,8239000000.0,,134798000000.0,12641000000.0,12641000000.0,12673000000.0,122125000000.0,134798000000.0,0.0,71413000000.0,-15855000000.0,10024000000.0,4842000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,FY,,2009-12-31,2011-02-24 16:50:58+00:00,864000000.0,-2106000000.0,612000000.0,19909000000.0,,3181000000.0,5470000000.0,12910000000.0,875000000.0,,5910000000.0,7935000000.0,990000000.0,29000000.0,18205000000.0,-47000000.0,5726000000.0,52582000000.0,31492000000.0,9072000000.0,9072000000.0,,132652000000.0,16692000000.0,16692000000.0,16721000000.0,115931000000.0,132652000000.0,0.0,83790000000.0,-15828000000.0,9822000000.0,4839000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q3,,2009-09-30,2009-11-04 16:16:50+00:00,901000000.0,-868000000.0,727000000.0,19948000000.0,,3169000000.0,6916000000.0,12849000000.0,874000000.0,,6661000000.0,8853000000.0,1013000000.0,29000000.0,19060000000.0,-47000000.0,6081000000.0,53336000000.0,31083000000.0,9026000000.0,9026000000.0,,135504000000.0,17505000000.0,17505000000.0,17534000000.0,117970000000.0,135504000000.0,0.0,83164000000.0,-15832000000.0,10069000000.0,4970000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q2,,2009-06-30,2009-08-27 11:52:33+00:00,859000000.0,-3172000000.0,667000000.0,20084000000.0,,3153000000.0,8228000000.0,12835000000.0,874000000.0,,6658000000.0,9406000000.0,1031000000.0,30000000.0,22976000000.0,-47000000.0,6469000000.0,53999000000.0,30969000000.0,8193000000.0,8193000000.0,,133091000000.0,15068000000.0,15068000000.0,15098000000.0,117993000000.0,133091000000.0,0.0,76063000000.0,-15835000000.0,9755000000.0,4794000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,FY,,2010-12-31,2012-02-22 09:12:00+00:00,809000000.0,-184000000.0,562000000.0,20205000000.0,0.0,3185000000.0,4769000000.0,13482000000.0,874000000.0,,5908000000.0,6679000000.0,921000000.0,28000000.0,18322000000.0,-44000000.0,5564000000.0,48195000000.0,31969000000.0,8676000000.0,8676000000.0,,130874000000.0,19016000000.0,19016000000.0,19044000000.0,111830000000.0,130874000000.0,0.0,84423000000.0,-15910000000.0,9800000000.0,4839000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q3,,2010-09-30,2010-10-27 16:24:50+00:00,847000000.0,119000000.0,500000000.0,20027000000.0,,3174000000.0,4671000000.0,13955000000.0,874000000.0,,5909000000.0,6961000000.0,922000000.0,28000000.0,17419000000.0,-45000000.0,5945000000.0,48936000000.0,31781000000.0,8459000000.0,8459000000.0,,132534000000.0,19274000000.0,19274000000.0,19302000000.0,113232000000.0,132534000000.0,0.0,86900000000.0,-15755000000.0,10001000000.0,4981000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q2,,2010-06-30,2010-08-12 14:59:09+00:00,851000000.0,-873000000.0,711000000.0,20167000000.0,,3164000000.0,5003000000.0,13483000000.0,874000000.0,,5909000000.0,7173000000.0,935000000.0,28000000.0,17251000000.0,-44000000.0,6054000000.0,49443000000.0,31552000000.0,8003000000.0,8003000000.0,,130810000000.0,18039000000.0,18039000000.0,18067000000.0,112743000000.0,130810000000.0,0.0,85179000000.0,-15760000000.0,9684000000.0,4830000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q1,,2010-03-31,2010-04-28 16:16:06+00:00,904000000.0,-1289000000.0,704000000.0,20183000000.0,,3161000000.0,5186000000.0,13052000000.0,874000000.0,,5910000000.0,7639000000.0,954000000.0,28000000.0,17152000000.0,-44000000.0,5992000000.0,51027000000.0,31514000000.0,9059000000.0,9059000000.0,,132386000000.0,17560000000.0,17560000000.0,17588000000.0,114798000000.0,132386000000.0,0.0,85091000000.0,-15782000000.0,9575000000.0,4823000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,FY,,2011-12-31,2013-02-20 09:42:11+00:00,826000000.0,29000000.0,776000000.0,21202000000.0,0.0,3198000000.0,3871000000.0,14406000000.0,1242000000.0,,5908000000.0,7139000000.0,914000000.0,28000000.0,18045000000.0,-43000000.0,5978000000.0,42332000000.0,31909000000.0,6984000000.0,6984000000.0,,125193000000.0,18298000000.0,18298000000.0,18326000000.0,106867000000.0,125193000000.0,0.0,80476000000.0,-16795000000.0,10057000000.0,4920000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q3,,2011-09-30,2011-10-31 16:37:13+00:00,854000000.0,-54000000.0,1026000000.0,21355000000.0,0.0,3186000000.0,4444000000.0,14308000000.0,874000000.0,,5907000000.0,6956000000.0,908000000.0,29000000.0,19567000000.0,-43000000.0,6691000000.0,43776000000.0,31704000000.0,6791000000.0,6791000000.0,,126959000000.0,18100000000.0,18100000000.0,18129000000.0,108830000000.0,126959000000.0,0.0,80551000000.0,-16693000000.0,10002000000.0,4988000000.0
