company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-27 16:24:50+00:00,-87000000.0,293000000.0,1086000000.0,,1003000000.0,,-5664000000.0,2461000000.0,3515000000.0,-5664000000.0,2461000000.0,3515000000.0,312000000.0,336000000.0,336000000.0,2180000000.0,-6229000000.0,,,-434000000.0,-29580000000.0,-143000000.0,-1000000.0,-3000000.0,,31891000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q2TTM,2008-07-01,2009-06-30,,-321000000.0,371000000.0,743000000.0,,1002000000.0,,-10725000000.0,6551000000.0,4093000000.0,-10725000000.0,6551000000.0,4093000000.0,-81000000.0,-1937000000.0,-1937000000.0,5608000000.0,-10492000000.0,,,-772000000.0,-28763000000.0,-297000000.0,-2000000.0,-461000000.0,,35240000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q2,2009-04-01,2009-06-30,,-12000000.0,60000000.0,351000000.0,,1000000000.0,,-2163000000.0,1033000000.0,960000000.0,-2163000000.0,1033000000.0,960000000.0,-170000000.0,389000000.0,389000000.0,232000000.0,-3055000000.0,,,-107000000.0,-9474000000.0,-51000000.0,-1000000.0,,,10498000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-12 14:59:09+00:00,-86000000.0,214000000.0,1286000000.0,,1000000000.0,,-4612000000.0,2382000000.0,2482000000.0,-4612000000.0,2382000000.0,2482000000.0,252000000.0,115000000.0,115000000.0,1167000000.0,-5281000000.0,,,-327000000.0,-17034000000.0,-104000000.0,-1000000.0,-3000000.0,,19306000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 16:16:06+00:00,-74000000.0,154000000.0,935000000.0,,,,-2449000000.0,1349000000.0,1522000000.0,-2449000000.0,1349000000.0,1522000000.0,422000000.0,-274000000.0,-274000000.0,935000000.0,-2226000000.0,,,-220000000.0,-7560000000.0,-53000000.0,,-3000000.0,,8808000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q4,2010-10-01,2010-12-31,,39000000.0,118000000.0,22000000.0,28000000.0,,,-1265000000.0,661000000.0,666000000.0,-1265000000.0,661000000.0,666000000.0,62000000.0,279000000.0,279000000.0,326000000.0,-1037000000.0,-120000000.0,,-108000000.0,-6642000000.0,-48000000.0,-1000000.0,-147000000.0,,7353000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 09:42:11+00:00,94000000.0,505000000.0,69000000.0,28000000.0,,,-6071000000.0,2332000000.0,3689000000.0,-6071000000.0,2332000000.0,3689000000.0,-50000000.0,911000000.0,911000000.0,2615000000.0,-5515000000.0,-120000000.0,,-430000000.0,-31733000000.0,-162000000.0,-2000000.0,-152000000.0,,33842000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q3TTM,2009-10-01,2010-09-30,,51000000.0,463000000.0,-203000000.0,,,,-6686000000.0,2650000000.0,3809000000.0,-6686000000.0,2650000000.0,3809000000.0,-227000000.0,1150000000.0,1150000000.0,2811000000.0,-5498000000.0,,,-430000000.0,-34794000000.0,-160000000.0,-752000000.0,-6000000.0,,37141000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q3,2010-07-01,2010-09-30,,29000000.0,109000000.0,-47000000.0,,,,-1058000000.0,-82000000.0,929000000.0,-1058000000.0,-82000000.0,929000000.0,-211000000.0,367000000.0,367000000.0,580000000.0,-951000000.0,,,-107000000.0,-10857000000.0,-45000000.0,,,,10711000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-31 16:37:13+00:00,55000000.0,387000000.0,47000000.0,,,,-4806000000.0,1671000000.0,3023000000.0,-4806000000.0,1671000000.0,3023000000.0,-112000000.0,632000000.0,632000000.0,2289000000.0,-4478000000.0,,,-322000000.0,-25091000000.0,-114000000.0,-1000000.0,-5000000.0,,26489000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q2TTM,2009-07-01,2010-06-30,,21000000.0,433000000.0,-356000000.0,,3000000.0,,-6680000000.0,2811000000.0,3913000000.0,-6680000000.0,2811000000.0,3913000000.0,44000000.0,1004000000.0,1004000000.0,3244000000.0,-5495000000.0,,,-430000000.0,-36483000000.0,-154000000.0,-752000000.0,-6000000.0,,39015000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q2,2010-04-01,2010-06-30,,10000000.0,132000000.0,76000000.0,,,,-1913000000.0,790000000.0,1130000000.0,-1913000000.0,790000000.0,1130000000.0,7000000.0,145000000.0,145000000.0,899000000.0,-1804000000.0,,,-108000000.0,-6301000000.0,-45000000.0,-1000000.0,,,7004000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-01 06:07:35+00:00,26000000.0,278000000.0,94000000.0,,,,-3748000000.0,1753000000.0,2094000000.0,-3748000000.0,1753000000.0,2094000000.0,99000000.0,265000000.0,265000000.0,1709000000.0,-3527000000.0,,,-215000000.0,-14234000000.0,-69000000.0,-1000000.0,-5000000.0,,15778000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q1TTM,2009-04-01,2010-03-31,,-1000000.0,361000000.0,-81000000.0,,1003000000.0,,-6930000000.0,3054000000.0,3743000000.0,-6930000000.0,3054000000.0,3743000000.0,-133000000.0,1248000000.0,1248000000.0,2577000000.0,-6746000000.0,,,-429000000.0,-39656000000.0,-160000000.0,-752000000.0,-6000000.0,,42509000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 16:16:19+00:00,16000000.0,146000000.0,18000000.0,,,,-1835000000.0,963000000.0,964000000.0,-1835000000.0,963000000.0,964000000.0,92000000.0,120000000.0,120000000.0,810000000.0,-1723000000.0,,,-107000000.0,-7933000000.0,-24000000.0,,-5000000.0,,8774000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q4,2011-10-01,2011-12-31,,103000000.0,238000000.0,-873000000.0,19000000.0,7000000.0,,-1864000000.0,1356000000.0,258000000.0,-1864000000.0,1356000000.0,258000000.0,-250000000.0,712000000.0,712000000.0,316000000.0,-1681000000.0,-345000000.0,,-108000000.0,-8270000000.0,-86000000.0,-6000000.0,-95000000.0,,9819000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 12:59:44+00:00,252000000.0,1000000000.0,-259000000.0,19000000.0,7000000.0,,-7876000000.0,6161000000.0,1929000000.0,-7876000000.0,6161000000.0,1929000000.0,214000000.0,787000000.0,787000000.0,1149000000.0,-6507000000.0,-1241000000.0,,-435000000.0,-32951000000.0,-246000000.0,-7000000.0,-953000000.0,,39599000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q3TTM,2010-10-01,2011-09-30,,188000000.0,880000000.0,636000000.0,28000000.0,,,-7277000000.0,5466000000.0,2337000000.0,-7277000000.0,5466000000.0,2337000000.0,526000000.0,354000000.0,354000000.0,1159000000.0,-5863000000.0,-1016000000.0,,-435000000.0,-31323000000.0,-208000000.0,-2000000.0,-1005000000.0,,37133000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q3,2011-07-01,2011-09-30,,60000000.0,427000000.0,38000000.0,,,,-1868000000.0,1790000000.0,411000000.0,-1868000000.0,1790000000.0,411000000.0,333000000.0,175000000.0,175000000.0,138000000.0,-1445000000.0,-360000000.0,,-109000000.0,-8884000000.0,-54000000.0,,-314000000.0,,10661000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-31 16:10:56+00:00,149000000.0,762000000.0,614000000.0,,,,-6012000000.0,4805000000.0,1671000000.0,-6012000000.0,4805000000.0,1671000000.0,464000000.0,75000000.0,75000000.0,833000000.0,-4826000000.0,-896000000.0,,-327000000.0,-24681000000.0,-160000000.0,-1000000.0,-858000000.0,,29780000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q2TTM,2010-07-01,2011-06-30,,157000000.0,562000000.0,551000000.0,28000000.0,,,-6467000000.0,3594000000.0,2855000000.0,-6467000000.0,3594000000.0,2855000000.0,-18000000.0,546000000.0,546000000.0,1601000000.0,-5369000000.0,-656000000.0,,-433000000.0,-33296000000.0,-199000000.0,-2000000.0,-691000000.0,,37183000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q2,2011-04-01,2011-06-30,,58000000.0,222000000.0,747000000.0,,,,-2212000000.0,1730000000.0,534000000.0,-2212000000.0,1730000000.0,534000000.0,52000000.0,-624000000.0,-624000000.0,353000000.0,-1861000000.0,-536000000.0,,-111000000.0,-4908000000.0,-58000000.0,-1000000.0,-239000000.0,,7010000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-31 16:16:44+00:00,89000000.0,335000000.0,576000000.0,,,,-4144000000.0,3015000000.0,1260000000.0,-4144000000.0,3015000000.0,1260000000.0,131000000.0,-100000000.0,-100000000.0,695000000.0,-3381000000.0,-536000000.0,,-218000000.0,-15797000000.0,-106000000.0,-1000000.0,-544000000.0,,19119000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q1TTM,2010-04-01,2011-03-31,,109000000.0,472000000.0,-120000000.0,28000000.0,,,-6168000000.0,2654000000.0,3451000000.0,-6168000000.0,2654000000.0,3451000000.0,-63000000.0,1315000000.0,1315000000.0,2147000000.0,-5312000000.0,-120000000.0,,-430000000.0,-34689000000.0,-186000000.0,-2000000.0,-452000000.0,,37177000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 16:12:43+00:00,31000000.0,113000000.0,-171000000.0,,,,-1932000000.0,1285000000.0,726000000.0,-1932000000.0,1285000000.0,726000000.0,79000000.0,524000000.0,524000000.0,342000000.0,-1520000000.0,,,-107000000.0,-10889000000.0,-48000000.0,,-305000000.0,,12109000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q4,2012-10-01,2012-12-31,,95000000.0,331000000.0,-203000000.0,25000000.0,,,-1356000000.0,1084000000.0,436000000.0,-1356000000.0,1084000000.0,436000000.0,164000000.0,394000000.0,394000000.0,150000000.0,-984000000.0,-53000000.0,,-212000000.0,-6225000000.0,-109000000.0,-1000000.0,-184000000.0,,7140000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,FY,2012-01-01,2012-12-31,2015-02-19 09:41:19+00:00,388000000.0,1398000000.0,-611000000.0,85000000.0,493000000.0,,-4605000000.0,1581000000.0,3054000000.0,-4605000000.0,1581000000.0,3054000000.0,30000000.0,2306000000.0,2306000000.0,971000000.0,-3384000000.0,-525000000.0,,-534000000.0,-26216000000.0,-285000000.0,-352000000.0,-913000000.0,,27209000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q3TTM,2011-10-01,2012-09-30,,396000000.0,1305000000.0,-1281000000.0,79000000.0,500000000.0,,-5113000000.0,1853000000.0,2876000000.0,-5113000000.0,1853000000.0,2876000000.0,-384000000.0,2624000000.0,2624000000.0,1137000000.0,-4081000000.0,-817000000.0,,-430000000.0,-28261000000.0,-262000000.0,-357000000.0,-824000000.0,,29888000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q3,2012-07-01,2012-09-30,,92000000.0,271000000.0,-249000000.0,34000000.0,,,-918000000.0,145000000.0,844000000.0,-918000000.0,145000000.0,844000000.0,71000000.0,723000000.0,723000000.0,278000000.0,-699000000.0,-205000000.0,,-107000000.0,-6000000000.0,-60000000.0,,-146000000.0,,6139000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-30 16:15:37+00:00,293000000.0,1067000000.0,-408000000.0,60000000.0,493000000.0,,-3249000000.0,497000000.0,2618000000.0,-3249000000.0,497000000.0,2618000000.0,-134000000.0,1912000000.0,1912000000.0,821000000.0,-2400000000.0,-472000000.0,,-322000000.0,-19991000000.0,-176000000.0,-351000000.0,-729000000.0,,20069000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q2TTM,2011-07-01,2012-06-30,,364000000.0,1461000000.0,-994000000.0,45000000.0,500000000.0,,-6063000000.0,3498000000.0,2443000000.0,-6063000000.0,3498000000.0,2443000000.0,-122000000.0,2076000000.0,2076000000.0,997000000.0,-4827000000.0,-972000000.0,,-432000000.0,-31145000000.0,-256000000.0,-357000000.0,-992000000.0,,34410000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q2,2012-04-01,2012-06-30,,105000000.0,393000000.0,103000000.0,11000000.0,,,-1246000000.0,273000000.0,967000000.0,-1246000000.0,273000000.0,967000000.0,-6000000.0,423000000.0,423000000.0,336000000.0,-873000000.0,-51000000.0,,-109000000.0,-5985000000.0,-65000000.0,-1000000.0,-274000000.0,,5981000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-31 16:15:59+00:00,201000000.0,796000000.0,-159000000.0,26000000.0,493000000.0,,-2331000000.0,352000000.0,1774000000.0,-2331000000.0,352000000.0,1774000000.0,-205000000.0,1189000000.0,1189000000.0,543000000.0,-1701000000.0,-267000000.0,,-215000000.0,-13991000000.0,-116000000.0,-351000000.0,-583000000.0,,13930000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q1TTM,2011-04-01,2012-03-31,,317000000.0,1290000000.0,-350000000.0,34000000.0,500000000.0,,-7029000000.0,4955000000.0,2010000000.0,-7029000000.0,4955000000.0,2010000000.0,-64000000.0,1029000000.0,1029000000.0,1014000000.0,-5815000000.0,-1457000000.0,,-434000000.0,-30068000000.0,-249000000.0,-357000000.0,-957000000.0,,35439000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 16:13:34+00:00,96000000.0,403000000.0,-262000000.0,15000000.0,493000000.0,,-1085000000.0,79000000.0,807000000.0,-1085000000.0,79000000.0,807000000.0,-199000000.0,766000000.0,766000000.0,207000000.0,-828000000.0,-216000000.0,,-106000000.0,-8006000000.0,-51000000.0,-350000000.0,-309000000.0,,7949000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q4,2013-10-01,2013-12-31,,122000000.0,369000000.0,19000000.0,62000000.0,4000000.0,130000000.0,-925000000.0,-653000000.0,1171000000.0,-925000000.0,-653000000.0,1171000000.0,-394000000.0,821000000.0,821000000.0,209000000.0,-529000000.0,-115000000.0,13000000.0,-121000000.0,-9042000000.0,-91000000.0,-22000000.0,-449000000.0,,8226000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,FY,2013-01-01,2013-12-31,2015-02-19 09:41:19+00:00,368000000.0,1045000000.0,-269000000.0,170000000.0,2271000000.0,781000000.0,-5953000000.0,1580000000.0,4242000000.0,-5953000000.0,1580000000.0,4242000000.0,-131000000.0,2280000000.0,2280000000.0,1863000000.0,-4356000000.0,-538000000.0,,-358000000.0,-30611000000.0,-207000000.0,-2627000000.0,-1834000000.0,,31891000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q3TTM,2012-10-01,2013-09-30,,341000000.0,1007000000.0,-491000000.0,133000000.0,2267000000.0,651000000.0,-6384000000.0,3317000000.0,3507000000.0,-6384000000.0,3317000000.0,3507000000.0,427000000.0,1853000000.0,1853000000.0,1804000000.0,-4811000000.0,-476000000.0,-13000000.0,-449000000.0,-27794000000.0,-225000000.0,-2606000000.0,-1569000000.0,,30805000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q3,2013-07-01,2013-09-30,,66000000.0,238000000.0,123000000.0,48000000.0,286000000.0,373000000.0,-651000000.0,-419000000.0,1518000000.0,-651000000.0,-419000000.0,1518000000.0,435000000.0,316000000.0,316000000.0,1013000000.0,-687000000.0,-109000000.0,-13000000.0,-118000000.0,-7484000000.0,-73000000.0,-65000000.0,-488000000.0,,7009000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-29 16:12:28+00:00,246000000.0,676000000.0,-288000000.0,108000000.0,2267000000.0,651000000.0,-5028000000.0,2233000000.0,3071000000.0,-5028000000.0,2233000000.0,3071000000.0,263000000.0,1459000000.0,1459000000.0,1654000000.0,-3827000000.0,-423000000.0,-13000000.0,-237000000.0,-21569000000.0,-116000000.0,-2605000000.0,-1385000000.0,,23665000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-30 16:17:02+00:00,180000000.0,438000000.0,-411000000.0,60000000.0,1981000000.0,278000000.0,-4377000000.0,2652000000.0,1553000000.0,-4377000000.0,2652000000.0,1553000000.0,-172000000.0,1143000000.0,1143000000.0,641000000.0,-3140000000.0,-314000000.0,,-119000000.0,-14085000000.0,-43000000.0,-2540000000.0,-897000000.0,,16656000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q2TTM,2012-07-01,2013-06-30,,367000000.0,1040000000.0,-863000000.0,119000000.0,1981000000.0,278000000.0,-6651000000.0,3881000000.0,2833000000.0,-6651000000.0,3881000000.0,2833000000.0,63000000.0,2260000000.0,2260000000.0,1069000000.0,-4823000000.0,-572000000.0,,-438000000.0,-26310000000.0,-212000000.0,-2541000000.0,-1227000000.0,,29935000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q2,2013-04-01,2013-06-30,,93000000.0,278000000.0,-143000000.0,43000000.0,1489000000.0,278000000.0,-3515000000.0,2516000000.0,813000000.0,-3515000000.0,2516000000.0,813000000.0,-186000000.0,434000000.0,434000000.0,429000000.0,-2508000000.0,-239000000.0,,-119000000.0,-6425000000.0,17000000.0,-2540000000.0,-158000000.0,,8885000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q1TTM,2012-04-01,2013-03-31,,379000000.0,1155000000.0,-617000000.0,87000000.0,492000000.0,,-4382000000.0,1638000000.0,2987000000.0,-4382000000.0,1638000000.0,2987000000.0,243000000.0,2249000000.0,2249000000.0,976000000.0,-3188000000.0,-384000000.0,,-428000000.0,-25870000000.0,-294000000.0,-2000000.0,-1343000000.0,,27031000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 16:18:17+00:00,87000000.0,160000000.0,-268000000.0,17000000.0,492000000.0,,-862000000.0,136000000.0,740000000.0,-862000000.0,136000000.0,740000000.0,14000000.0,709000000.0,709000000.0,212000000.0,-632000000.0,-75000000.0,,,-7660000000.0,-60000000.0,,-739000000.0,,7771000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 14:43:26+00:00,366000000.0,1473000000.0,-280000000.0,266000000.0,0.0,965000000.0,-4875000000.0,1621000000.0,3236000000.0,-4875000000.0,1621000000.0,3236000000.0,-18000000.0,2850000000.0,2850000000.0,300000000.0,-2235000000.0,-501000000.0,,-564000000.0,-46572000000.0,-288000000.0,-1006000000.0,-2301000000.0,,47509000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2014.0,Q4,2014-10-01,2014-12-31,,89000000.0,389000000.0,-335000000.0,62000000.0,,,-536000000.0,-363000000.0,671000000.0,-536000000.0,-363000000.0,671000000.0,-228000000.0,824000000.0,824000000.0,93000000.0,-338000000.0,-283000000.0,,-148000000.0,-10170000000.0,-81000000.0,,-112000000.0,,9782000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2014.0,Q3TTM,2013-10-01,2014-09-30,,399000000.0,1453000000.0,74000000.0,266000000.0,4000000.0,1095000000.0,-5264000000.0,1331000000.0,3736000000.0,-5264000000.0,1331000000.0,3736000000.0,-184000000.0,2847000000.0,2847000000.0,416000000.0,-2426000000.0,-333000000.0,13000000.0,-537000000.0,-45444000000.0,-298000000.0,-1028000000.0,-2638000000.0,,45953000000.0
Allstate Corp,ALL,OBT0W1ED8G0NWVOLOJ77,899051,2014.0,Q3,2014-07-01,2014-09-30,,88000000.0,282000000.0,564000000.0,55000000.0,,,-2331000000.0,963000000.0,1364000000.0,-2331000000.0,963000000.0,1364000000.0,-4000000.0,781000000.0,781000000.0,-69000000.0,-650000000.0,-109000000.0,,-153000000.0,-16824000000.0,-83000000.0,-651000000.0,-932000000.0,,17697000000.0
