company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 13:55:13+00:00,1.55,1.55,0.75,1.53,103405000.0,708768000.0,599993000.0,599993000.0,599993000.0,3192790000.0,5970090000.0,10989000.0,1338454000.0,3192790000.0,2777300000.0,70974000.0,33305000.0,2047222000.0,730078000.0,-26680000.0,703398000.0,5970090000.0,387100000.0,384450000.0,388955000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 14:17:20+00:00,1.04,1.04,0.75,1.04,108328000.0,719159000.0,379636000.0,379636000.0,379636000.0,3233596000.0,5918002000.0,3073000.0,1423455000.0,3233596000.0,2684406000.0,81944000.0,25043000.0,2142614000.0,541792000.0,-53828000.0,487964000.0,5918002000.0,365000000.0,360757000.0,362211000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 14:13:31+00:00,0.65,0.65,,0.65,69010000.0,223826000.0,238098000.0,238098000.0,238098000.0,1046245000.0,1946315000.0,6157000.0,360895000.0,1046245000.0,900070000.0,20411000.0,6013000.0,584721000.0,315349000.0,-8241000.0,307108000.0,1946315000.0,366300000.0,360881000.0,361742000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 13:50:33+00:00,0.03,0.03,,0.03,3150000.0,116805000.0,11783000.0,11783000.0,11783000.0,617097000.0,1112431000.0,-6380000.0,347921000.0,617097000.0,495334000.0,16566000.0,7271000.0,464726000.0,30608000.0,-15675000.0,14933000.0,1112431000.0,392800000.0,361262000.0,363919000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2009.0,Q4,2009-10-01,2009-12-31,,0.76,0.9,0.75,0.9,68668000.0,238763000.0,328379000.0,328379000.0,328379000.0,910978000.0,1955128000.0,-1813000.0,387977000.0,910978000.0,1044150000.0,19120000.0,570000.0,626740000.0,417410000.0,-20363000.0,397047000.0,1955128000.0,364600000.0,360085000.0,361510000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 14:21:10+00:00,1.45,1.45,0.75,1.45,131343000.0,609753000.0,528704000.0,528704000.0,528704000.0,2716149000.0,5430846000.0,-7361000.0,1373776000.0,2716149000.0,2714697000.0,71843000.0,8083000.0,1983529000.0,731168000.0,-71121000.0,660047000.0,5430846000.0,364600000.0,360085000.0,361510000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.69,0.55,,0.55,62675000.0,370990000.0,200325000.0,200325000.0,200325000.0,1805171000.0,3475718000.0,-5548000.0,985799000.0,1805171000.0,1670547000.0,52723000.0,7513000.0,1356789000.0,313758000.0,-50758000.0,263000000.0,3475718000.0,364800000.0,360843000.0,361925000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2009.0,Q3,2009-07-01,2009-09-30,2010-10-27 14:00:20+00:00,0.63,0.63,,0.63,74791000.0,197106000.0,229842000.0,229842000.0,229842000.0,873260000.0,1791875000.0,-14014000.0,385055000.0,873260000.0,918615000.0,19317000.0,1510000.0,582161000.0,336454000.0,-31821000.0,304633000.0,1791875000.0,364800000.0,360843000.0,361925000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.06,-0.08,,-0.08,-12116000.0,173884000.0,-29517000.0,-29517000.0,-29517000.0,931911000.0,1683843000.0,8466000.0,600744000.0,931911000.0,751932000.0,33406000.0,6003000.0,774628000.0,-22696000.0,-18937000.0,-41633000.0,1683843000.0,357800000.0,358824000.0,360881000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2009.0,Q2,2009-04-01,2009-06-30,2010-07-28 15:02:09+00:00,0.06,0.06,,0.06,2348000.0,89820000.0,21469000.0,21469000.0,21469000.0,492137000.0,898197000.0,6268000.0,283727000.0,492137000.0,406060000.0,17489000.0,2525000.0,373547000.0,32513000.0,-8696000.0,23817000.0,898197000.0,357800000.0,358824000.0,360881000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 15:07:06+00:00,,-0.14,,-0.14,-14464000.0,84064000.0,-50986000.0,-50986000.0,-50986000.0,439774000.0,785646000.0,2198000.0,317017000.0,439774000.0,345872000.0,15917000.0,3478000.0,401081000.0,-55209000.0,-10241000.0,-65450000.0,785646000.0,,358891000.0,358891000.0
Mattel Inc,MAT,549300VELLG24KHTJ564,63276,2010.0,Q4,2010-10-01,2010-12-31,,0.89,0.89,0.83,0.88,79663000.0,249615000.0,325184000.0,325184000.0,325184000.0,1028580000.0,2124554000.0,-1190000.0,417751000.0,1028580000.0,1095974000.0,23929000.0,1358000.0,667366000.0,428608000.0,-23761000.0,404847000.0,2124554000.0,364300000.0,360615000.0,364570000.0
