company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,extraordinaryincome,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,preferreddividends,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q1,2014-01-01,2014-03-31,2014-05-09 16:45:05+00:00,75000000.0,0.57,0.57,,0.57,,232000000.0,812000000.0,84000000.0,64000000.0,694000000.0,694000000.0,,648000000.0,33000000.0,728000000.0,391000000.0,158000000.0,,,,0.0,,2741000000.0,583000000.0,0.0,107000000.0,13000000.0,-18000000.0,-12000000.0,1511000000.0,84000000.0,812000000.0,2719000000.0,2899000000.0,926000000.0,3627000000.0,,1136800000.0,1138645000.0,1144510000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q1TTM,2013-04-01,2014-03-31,,331000000.0,2.54,2.54,,2.53,,778000000.0,3299000000.0,331000000.0,313000000.0,3116000000.0,3116000000.0,,2934000000.0,83000000.0,3018000000.0,1562000000.0,716000000.0,,,35000000.0,-96000000.0,-46000000.0,2683000000.0,12850000000.0,-1797000000.0,436000000.0,64000000.0,-29000000.0,-51000000.0,6058000000.0,235000000.0,3253000000.0,11127000000.0,1602000000.0,3894000000.0,4620000000.0,,1136800000.0,1138645000.0,1144510000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 06:30:17+00:00,261000000.0,2.73,2.73,,2.71,,1013000000.0,3326000000.0,300000000.0,267000000.0,3222000000.0,3222000000.0,,3010000000.0,64000000.0,3026000000.0,1507000000.0,851000000.0,,,43000000.0,,,,2375000000.0,11231000000.0,381000000.0,105000000.0,160000000.0,85000000.0,5837000000.0,300000000.0,3326000000.0,10713000000.0,12082000000.0,4235000000.0,15108000000.0,,1102600000.0,1104719000.0,1112511000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q3,2015-07-01,2015-09-30,2016-11-08 06:45:20+00:00,66000000.0,0.74,0.74,,0.74,,282000000.0,838000000.0,79000000.0,59000000.0,827000000.0,827000000.0,,814000000.0,-6000000.0,759000000.0,378000000.0,201000000.0,,,6000000.0,,,,656000000.0,2852000000.0,95000000.0,13000000.0,1000000.0,11000000.0,1437000000.0,79000000.0,838000000.0,2702000000.0,3053000000.0,1109000000.0,3812000000.0,,1100000000.0,1098003000.0,1105645000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q2,2015-04-01,2015-06-30,2016-08-08 16:35:44+00:00,65000000.0,0.74,0.74,,0.73,,276000000.0,847000000.0,68000000.0,72000000.0,889000000.0,889000000.0,,821000000.0,36000000.0,779000000.0,377000000.0,203000000.0,40000000.0,,9000000.0,,,,720000000.0,2864000000.0,,23000000.0,-6000000.0,59000000.0,1434000000.0,68000000.0,847000000.0,2727000000.0,3070000000.0,1165000000.0,3849000000.0,,1109500000.0,1113790000.0,1122135000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,FY,2016-01-01,2016-12-31,2019-02-27 06:54:13+00:00,237000000.0,3.16,3.16,0.72,3.15,,1177000000.0,3575000000.0,437000000.0,245000000.0,3548000000.0,3548000000.0,,3373000000.0,1000000.0,3138000000.0,1486000000.0,776000000.0,,,52000000.0,9000000.0,,1404000000.0,2315000000.0,9893000000.0,405000000.0,122000000.0,-11000000.0,,5809000000.0,446000000.0,3575000000.0,10497000000.0,12073000000.0,4725000000.0,15211000000.0,,1067400000.0,1066286000.0,1072013000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q4,2016-10-01,2016-12-31,,60000000.0,0.77,0.77,,0.77,,280000000.0,931000000.0,97000000.0,71000000.0,872000000.0,872000000.0,,809000000.0,2000000.0,831000000.0,392000000.0,171000000.0,,,13000000.0,6000000.0,,1404000000.0,576000000.0,1379000000.0,98000000.0,48000000.0,7000000.0,-42000000.0,1471000000.0,103000000.0,931000000.0,2626000000.0,2954000000.0,1152000000.0,3785000000.0,,1067400000.0,1066286000.0,1072013000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q3,2016-07-01,2016-09-30,2017-11-07 06:50:39+00:00,61000000.0,0.9,0.9,,0.9,,324000000.0,871000000.0,100000000.0,52000000.0,993000000.0,993000000.0,,959000000.0,6000000.0,774000000.0,358000000.0,207000000.0,,,15000000.0,,,,565000000.0,2943000000.0,105000000.0,13000000.0,-19000000.0,18000000.0,1467000000.0,100000000.0,871000000.0,2626000000.0,3150000000.0,1317000000.0,3924000000.0,,1065600000.0,1062248000.0,1067682000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q3YTD,2016-01-01,2016-09-30,,177000000.0,2.39,2.39,,2.38,,897000000.0,2644000000.0,340000000.0,174000000.0,2676000000.0,2676000000.0,,2564000000.0,-1000000.0,2307000000.0,1094000000.0,605000000.0,,,39000000.0,3000000.0,,,1739000000.0,8514000000.0,307000000.0,74000000.0,-18000000.0,42000000.0,4338000000.0,343000000.0,2644000000.0,7871000000.0,9119000000.0,3573000000.0,11426000000.0,,1065600000.0,1062248000.0,1067682000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q2,2016-04-01,2016-06-30,2017-08-03 16:21:23+00:00,59000000.0,0.76,0.76,,0.75,,290000000.0,890000000.0,123000000.0,65000000.0,875000000.0,875000000.0,,812000000.0,2000000.0,767000000.0,375000000.0,203000000.0,,,13000000.0,0.0,,,590000000.0,2796000000.0,102000000.0,48000000.0,-9000000.0,7000000.0,1412000000.0,123000000.0,890000000.0,2610000000.0,2999000000.0,1165000000.0,3766000000.0,,1068400000.0,1072583000.0,1078271000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q2YTD,2016-01-01,2016-06-30,,116000000.0,1.49,1.49,,1.48,,573000000.0,1773000000.0,240000000.0,122000000.0,1683000000.0,1683000000.0,,1605000000.0,-7000000.0,1533000000.0,736000000.0,398000000.0,,,24000000.0,3000000.0,,,1174000000.0,5571000000.0,202000000.0,61000000.0,1000000.0,24000000.0,2871000000.0,243000000.0,1773000000.0,5245000000.0,5969000000.0,2256000000.0,7502000000.0,,1068400000.0,1072583000.0,1078271000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q1,2016-01-01,2016-03-31,2017-05-08 16:26:52+00:00,57000000.0,0.73,0.73,,0.73,,283000000.0,883000000.0,117000000.0,57000000.0,808000000.0,808000000.0,,793000000.0,-9000000.0,766000000.0,361000000.0,195000000.0,,,11000000.0,3000000.0,,,584000000.0,2775000000.0,100000000.0,13000000.0,10000000.0,17000000.0,1459000000.0,120000000.0,883000000.0,2635000000.0,2970000000.0,1091000000.0,3736000000.0,,1086300000.0,1079641000.0,1085284000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,FY,2017-01-01,2017-12-31,2020-02-27 06:53:38+00:00,209000000.0,3.74,3.74,0.86,3.72,,496000000.0,4382000000.0,1074000000.0,229000000.0,4114000000.0,4114000000.0,,3872000000.0,24000000.0,3308000000.0,1555000000.0,671000000.0,,,43000000.0,4000000.0,,1598000000.0,2442000000.0,9896000000.0,419000000.0,175000000.0,-24000000.0,,6033000000.0,1078000000.0,4382000000.0,10887000000.0,12165000000.0,4610000000.0,15473000000.0,,1035300000.0,1034281000.0,1040290000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q4,2017-10-01,2017-12-31,,52000000.0,1.09,1.09,,1.07,,-453000000.0,1219000000.0,368000000.0,66000000.0,1181000000.0,1181000000.0,,1105000000.0,6000000.0,851000000.0,450000000.0,-955000000.0,,,21000000.0,4000000.0,,1598000000.0,687000000.0,2207000000.0,106000000.0,49000000.0,-6000000.0,,1628000000.0,372000000.0,1219000000.0,2989000000.0,2860000000.0,728000000.0,3711000000.0,,1035300000.0,1034281000.0,1040290000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q3,2017-07-01,2017-09-30,2018-11-06 07:05:59+00:00,52000000.0,0.94,0.94,,0.94,,348000000.0,1151000000.0,312000000.0,49000000.0,1020000000.0,1020000000.0,,975000000.0,2000000.0,839000000.0,374000000.0,192000000.0,,,8000000.0,0.0,,,575000000.0,2975000000.0,109000000.0,35000000.0,-6000000.0,,1485000000.0,312000000.0,1151000000.0,2644000000.0,3167000000.0,1368000000.0,4006000000.0,,1037200000.0,1035337000.0,1041138000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q3YTD,2017-01-01,2017-09-30,,157000000.0,2.65,2.65,,2.65,,949000000.0,3163000000.0,706000000.0,163000000.0,2933000000.0,2933000000.0,,2767000000.0,18000000.0,2457000000.0,1105000000.0,1626000000.0,,,22000000.0,,,,1755000000.0,7689000000.0,313000000.0,126000000.0,-18000000.0,,4405000000.0,706000000.0,3163000000.0,7898000000.0,9305000000.0,3882000000.0,11762000000.0,,1037200000.0,1035337000.0,1041138000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q3TTM,2016-10-01,2017-09-30,,217000000.0,3.42,3.42,,3.42,,1229000000.0,4094000000.0,803000000.0,234000000.0,3805000000.0,3805000000.0,,3576000000.0,20000000.0,3288000000.0,1497000000.0,1797000000.0,,,35000000.0,6000000.0,,1404000000.0,2331000000.0,9068000000.0,411000000.0,174000000.0,-11000000.0,-42000000.0,5876000000.0,809000000.0,4094000000.0,10524000000.0,12259000000.0,5034000000.0,15547000000.0,,1037200000.0,1035337000.0,1041138000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q2,2017-04-01,2017-06-30,2018-08-03 06:46:41+00:00,53000000.0,0.88,0.88,,0.88,,332000000.0,1052000000.0,226000000.0,63000000.0,976000000.0,976000000.0,,926000000.0,1000000.0,826000000.0,372000000.0,1260000000.0,,,,,,0.0,621000000.0,1870000000.0,104000000.0,49000000.0,-7000000.0,,1432000000.0,226000000.0,1052000000.0,2645000000.0,3120000000.0,1308000000.0,3946000000.0,,1052300000.0,1035829000.0,1041879000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q2YTD,2017-01-01,2017-06-30,,105000000.0,1.71,1.71,,1.71,,601000000.0,2012000000.0,394000000.0,114000000.0,1913000000.0,1913000000.0,,1792000000.0,16000000.0,1618000000.0,731000000.0,1434000000.0,,,14000000.0,,,,1180000000.0,4714000000.0,204000000.0,91000000.0,-12000000.0,,2920000000.0,394000000.0,2012000000.0,5254000000.0,6138000000.0,2514000000.0,7756000000.0,,1052300000.0,1035829000.0,1041879000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q2TTM,2016-07-01,2017-06-30,,226000000.0,3.38,3.38,,3.38,,1205000000.0,3814000000.0,591000000.0,237000000.0,3778000000.0,3778000000.0,,3560000000.0,24000000.0,3223000000.0,1481000000.0,1812000000.0,,,42000000.0,6000000.0,,1404000000.0,2321000000.0,9036000000.0,407000000.0,152000000.0,-24000000.0,-24000000.0,5858000000.0,597000000.0,3814000000.0,10506000000.0,12242000000.0,4983000000.0,15465000000.0,,1052300000.0,1035829000.0,1041879000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q1,2017-01-01,2017-03-31,2018-05-08 07:17:25+00:00,52000000.0,0.83,0.83,,0.83,,269000000.0,960000000.0,168000000.0,51000000.0,937000000.0,937000000.0,,866000000.0,15000000.0,792000000.0,359000000.0,174000000.0,,,14000000.0,,,,559000000.0,2844000000.0,100000000.0,42000000.0,-5000000.0,,1488000000.0,168000000.0,960000000.0,2609000000.0,3018000000.0,1206000000.0,3810000000.0,,1043400000.0,1041158000.0,1047746000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q1TTM,2016-04-01,2017-03-31,,232000000.0,3.26,3.26,,3.25,,1163000000.0,3652000000.0,488000000.0,239000000.0,3677000000.0,3677000000.0,,3446000000.0,25000000.0,3164000000.0,1484000000.0,755000000.0,,,55000000.0,6000000.0,,1404000000.0,2290000000.0,9962000000.0,405000000.0,151000000.0,-26000000.0,-17000000.0,5838000000.0,494000000.0,3652000000.0,10471000000.0,12121000000.0,4840000000.0,15285000000.0,,1043400000.0,1041158000.0,1047746000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,FY,2018-01-01,2018-12-31,2020-02-27 06:53:38+00:00,180000000.0,4.06,4.06,1.04,4.04,,938000000.0,6432000000.0,2821000000.0,228000000.0,4254000000.0,4254000000.0,,4070000000.0,-12000000.0,3611000000.0,1692000000.0,684000000.0,,,27000000.0,1000000.0,,1616000000.0,2573000000.0,10494000000.0,406000000.0,169000000.0,-11000000.0,,6145000000.0,2822000000.0,6432000000.0,11224000000.0,12794000000.0,5192000000.0,16405000000.0,,1002500000.0,1002922000.0,1007141000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q4,2018-10-01,2018-12-31,,35000000.0,0.84,0.84,,0.85,,150000000.0,1864000000.0,979000000.0,64000000.0,870000000.0,870000000.0,,827000000.0,-11000000.0,885000000.0,496000000.0,181000000.0,,,5000000.0,,,398000000.0,719000000.0,2567000000.0,95000000.0,49000000.0,,,1602000000.0,979000000.0,1864000000.0,3011000000.0,3146000000.0,1020000000.0,4031000000.0,,1002500000.0,1002922000.0,1007141000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q3,2018-07-01,2018-09-30,2019-11-07 06:53:39+00:00,48000000.0,1.07,1.07,,1.06,,220000000.0,1634000000.0,743000000.0,51000000.0,1114000000.0,1114000000.0,,1068000000.0,3000000.0,891000000.0,401000000.0,155000000.0,,,7000000.0,0.0,,393000000.0,651000000.0,2620000000.0,99000000.0,36000000.0,-3000000.0,,1478000000.0,743000000.0,1634000000.0,2728000000.0,3168000000.0,1334000000.0,4059000000.0,,998100000.0,999808000.0,1003665000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q3YTD,2018-01-01,2018-09-30,,145000000.0,3.22,3.22,,3.19,,788000000.0,4568000000.0,1842000000.0,164000000.0,3384000000.0,3384000000.0,,3243000000.0,-1000000.0,2726000000.0,1196000000.0,503000000.0,,,22000000.0,1000000.0,,1218000000.0,1854000000.0,7927000000.0,311000000.0,120000000.0,-11000000.0,,4543000000.0,1843000000.0,4568000000.0,8213000000.0,9648000000.0,4172000000.0,12374000000.0,,998100000.0,999808000.0,1003665000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q3TTM,2017-10-01,2018-09-30,,197000000.0,4.31,4.31,,4.26,,335000000.0,5787000000.0,2210000000.0,230000000.0,4565000000.0,4565000000.0,,4348000000.0,5000000.0,3577000000.0,1646000000.0,-452000000.0,,,43000000.0,5000000.0,,2816000000.0,2541000000.0,10134000000.0,417000000.0,169000000.0,-17000000.0,,6171000000.0,2215000000.0,5787000000.0,11202000000.0,12508000000.0,4900000000.0,16085000000.0,,998100000.0,999808000.0,1003665000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q2,2018-04-01,2018-06-30,2019-08-07 06:40:18+00:00,48000000.0,1.04,1.04,,1.03,,286000000.0,1553000000.0,637000000.0,62000000.0,1108000000.0,1108000000.0,,1048000000.0,5000000.0,916000000.0,422000000.0,188000000.0,,,7000000.0,1000000.0,,401000000.0,608000000.0,2621000000.0,106000000.0,48000000.0,-3000000.0,,1489000000.0,638000000.0,1553000000.0,2735000000.0,3210000000.0,1394000000.0,4126000000.0,,1007700000.0,1010179000.0,1014357000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q2YTD,2018-01-01,2018-06-30,,97000000.0,2.15,2.15,,2.13,,568000000.0,2934000000.0,1099000000.0,113000000.0,2270000000.0,2270000000.0,,2175000000.0,-4000000.0,1835000000.0,795000000.0,348000000.0,,,15000000.0,1000000.0,,825000000.0,1203000000.0,5307000000.0,212000000.0,84000000.0,-8000000.0,,3065000000.0,1100000000.0,2934000000.0,5485000000.0,6480000000.0,2838000000.0,8315000000.0,,1007700000.0,1010179000.0,1014357000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q2TTM,2017-07-01,2018-06-30,,201000000.0,4.18,4.18,,4.14,,463000000.0,5304000000.0,1779000000.0,228000000.0,4471000000.0,4471000000.0,,4255000000.0,4000000.0,3525000000.0,1619000000.0,-415000000.0,,,44000000.0,5000000.0,,2423000000.0,2465000000.0,10489000000.0,427000000.0,168000000.0,-20000000.0,,6178000000.0,1784000000.0,5304000000.0,11118000000.0,12507000000.0,4934000000.0,16032000000.0,,1007700000.0,1010179000.0,1014357000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 06:39:09+00:00,49000000.0,1.11,1.11,0.24,1.1,,282000000.0,1381000000.0,462000000.0,51000000.0,1162000000.0,1162000000.0,,1127000000.0,-9000000.0,919000000.0,373000000.0,160000000.0,,,8000000.0,0.0,,424000000.0,595000000.0,2686000000.0,106000000.0,36000000.0,-5000000.0,,1576000000.0,462000000.0,1381000000.0,2750000000.0,3270000000.0,1444000000.0,4189000000.0,,1015300000.0,1016797000.0,1021731000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q1TTM,2017-04-01,2018-03-31,,206000000.0,4.02,4.02,,3.99,,509000000.0,4803000000.0,1368000000.0,229000000.0,4339000000.0,4339000000.0,,4133000000.0,,3435000000.0,1569000000.0,657000000.0,,,37000000.0,4000000.0,,2022000000.0,2478000000.0,9738000000.0,425000000.0,169000000.0,-24000000.0,,6121000000.0,1372000000.0,4803000000.0,11028000000.0,12417000000.0,4848000000.0,15852000000.0,,1015300000.0,1016797000.0,1021731000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,FY,2019-01-01,2019-12-31,2020-02-27 06:53:38+00:00,117000000.0,4.53,4.53,1.18,4.51,,1120000000.0,7548000000.0,4360000000.0,213000000.0,4467000000.0,4467000000.0,,4254000000.0,26000000.0,3188000000.0,1786000000.0,636000000.0,,,18000000.0,1000000.0,,1648000000.0,2291000000.0,10934000000.0,374000000.0,169000000.0,-25000000.0,,6063000000.0,4361000000.0,7548000000.0,10844000000.0,13218000000.0,5587000000.0,16406000000.0,,939100000.0,939623000.0,943109000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q4,2019-10-01,2019-12-31,,28000000.0,1.51,1.51,,1.49,,373000000.0,1721000000.0,906000000.0,65000000.0,1449000000.0,1449000000.0,,1385000000.0,9000000.0,815000000.0,477000000.0,143000000.0,,,6000000.0,,,421000000.0,646000000.0,3382000000.0,92000000.0,49000000.0,-8000000.0,,1639000000.0,906000000.0,1721000000.0,2947000000.0,3946000000.0,1822000000.0,4761000000.0,,939100000.0,939623000.0,943109000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q3,2019-07-01,2019-09-30,2019-11-07 06:53:39+00:00,30000000.0,1.07,1.07,,1.07,,246000000.0,1942000000.0,1212000000.0,47000000.0,1041000000.0,1041000000.0,,999000000.0,3000000.0,730000000.0,447000000.0,149000000.0,,,3000000.0,1000000.0,,419000000.0,487000000.0,2560000000.0,97000000.0,36000000.0,-16000000.0,,1479000000.0,1213000000.0,1942000000.0,2587000000.0,3128000000.0,1287000000.0,3858000000.0,,933600000.0,933264000.0,935677000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q3YTD,2019-01-01,2019-09-30,,89000000.0,3.02,3.02,,3.02,,747000000.0,5827000000.0,3454000000.0,148000000.0,3018000000.0,3018000000.0,,2869000000.0,17000000.0,2373000000.0,1309000000.0,493000000.0,,,12000000.0,1000000.0,,1227000000.0,1645000000.0,7552000000.0,282000000.0,120000000.0,-17000000.0,,4424000000.0,3455000000.0,5827000000.0,7897000000.0,9272000000.0,3765000000.0,11645000000.0,,933600000.0,933264000.0,935677000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q3TTM,2018-10-01,2019-09-30,,124000000.0,3.86,3.86,,3.87,,897000000.0,7691000000.0,4433000000.0,212000000.0,3888000000.0,3888000000.0,,3696000000.0,6000000.0,3258000000.0,1805000000.0,674000000.0,,,17000000.0,1000000.0,,1625000000.0,2364000000.0,10119000000.0,377000000.0,169000000.0,-17000000.0,,6026000000.0,4434000000.0,7691000000.0,10908000000.0,12418000000.0,4785000000.0,15676000000.0,,933600000.0,933264000.0,935677000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q2,2019-04-01,2019-06-30,2019-11-07 06:53:39+00:00,30000000.0,1.01,1.01,,1.01,,264000000.0,1965000000.0,1163000000.0,56000000.0,1021000000.0,1021000000.0,,965000000.0,4000000.0,802000000.0,442000000.0,173000000.0,,,4000000.0,0.0,,410000000.0,594000000.0,2529000000.0,94000000.0,48000000.0,-8000000.0,,1421000000.0,1163000000.0,1965000000.0,2637000000.0,3112000000.0,1285000000.0,3914000000.0,,955400000.0,951281000.0,953928000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q2YTD,2019-01-01,2019-06-30,,59000000.0,1.95,1.95,,1.95,,501000000.0,3885000000.0,2242000000.0,101000000.0,1977000000.0,1977000000.0,,1870000000.0,14000000.0,1643000000.0,862000000.0,344000000.0,,,9000000.0,,,808000000.0,1158000000.0,4992000000.0,185000000.0,84000000.0,-1000000.0,,2945000000.0,2242000000.0,3885000000.0,5310000000.0,6144000000.0,2478000000.0,7787000000.0,,955400000.0,951281000.0,953928000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q2TTM,2018-07-01,2019-06-30,,142000000.0,3.86,3.86,,3.86,,871000000.0,7383000000.0,3964000000.0,216000000.0,3961000000.0,3961000000.0,,3765000000.0,6000000.0,3419000000.0,1759000000.0,680000000.0,,,21000000.0,,,1599000000.0,2528000000.0,10179000000.0,379000000.0,169000000.0,-4000000.0,,6025000000.0,3964000000.0,7383000000.0,11049000000.0,12458000000.0,4832000000.0,15877000000.0,,955400000.0,951281000.0,953928000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 06:38:12+00:00,29000000.0,0.94,0.94,0.28,0.94,,237000000.0,1920000000.0,1079000000.0,45000000.0,956000000.0,956000000.0,,905000000.0,10000000.0,841000000.0,420000000.0,171000000.0,,,5000000.0,0.0,,398000000.0,564000000.0,2463000000.0,91000000.0,36000000.0,7000000.0,,1524000000.0,1079000000.0,1920000000.0,2673000000.0,3032000000.0,1193000000.0,3873000000.0,,962800000.0,962397000.0,965960000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q1TTM,2018-04-01,2019-03-31,,160000000.0,3.89,3.89,,3.88,,893000000.0,6971000000.0,3438000000.0,222000000.0,4048000000.0,4048000000.0,,3848000000.0,7000000.0,3533000000.0,1739000000.0,695000000.0,,,24000000.0,1000000.0,,1590000000.0,2542000000.0,10271000000.0,391000000.0,169000000.0,1000000.0,,6093000000.0,3439000000.0,6971000000.0,11147000000.0,12556000000.0,4941000000.0,16089000000.0,,962800000.0,962397000.0,965960000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2020.0,Q1TTM,2019-04-01,2020-03-31,,114000000.0,4.64,4.64,,4.62,,1148000000.0,7198000000.0,4037000000.0,210000000.0,4473000000.0,4473000000.0,,4290000000.0,-2000000.0,3161000000.0,1827000000.0,793000000.0,,,16000000.0,1000000.0,,1720000000.0,2375000000.0,11005000000.0,374000000.0,169000000.0,137000000.0,,6021000000.0,4038000000.0,7198000000.0,10921000000.0,13518000000.0,5621000000.0,16679000000.0,,896200000.0,894122000.0,896689000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 06:38:12+00:00,26000000.0,1.05,1.05,0.31,1.05,,265000000.0,1570000000.0,756000000.0,42000000.0,962000000.0,962000000.0,,941000000.0,-18000000.0,814000000.0,461000000.0,328000000.0,,,3000000.0,0.0,,470000000.0,648000000.0,2534000000.0,91000000.0,36000000.0,169000000.0,,1482000000.0,756000000.0,1570000000.0,2750000000.0,3332000000.0,1227000000.0,4146000000.0,,896200000.0,894122000.0,896689000.0
