company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,accruedinvestmentincome,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q2,,2013-06-30,2013-08-08 16:33:51+00:00,,614000000.0,212000000.0,-1651000000.0,84090000000.0,23809000000.0,12600000000.0,9978000000.0,17919000000.0,4588000000.0,161934000000.0,42145000000.0,50307000000.0,,18481000000.0,50095000000.0,1595000000.0,860000000.0,82948000000.0,33218000000.0,15819000000.0,15354000000.0,189000000.0,14859000000.0,16438000000.0,360505000000.0,34320000000.0,35882000000.0,36742000000.0,323574000000.0,360505000000.0,1562000000.0,116263000000.0,-2697000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q1,,2013-03-31,2013-05-09 07:11:03+00:00,,537000000.0,237000000.0,-915000000.0,82565000000.0,23701000000.0,8602000000.0,7004000000.0,17920000000.0,4696000000.0,158757000000.0,40888000000.0,49224000000.0,0.0,20643000000.0,48987000000.0,1624000000.0,806000000.0,80915000000.0,32940000000.0,35287000000.0,,178000000.0,14202000000.0,15064000000.0,355942000000.0,34622000000.0,35690000000.0,36496000000.0,319268000000.0,355942000000.0,1068000000.0,118781000000.0,-2366000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,FY,,2014-12-31,2016-02-26 08:20:50+00:00,6903000000.0,607000000.0,191000000.0,-1634000000.0,6970000000.0,24639000000.0,11469000000.0,116984000000.0,17869000000.0,4127000000.0,161629000000.0,19495000000.0,59132000000.0,,20264000000.0,58941000000.0,1394000000.0,1033000000.0,104240000000.0,23010000000.0,5485000000.0,15094000000.0,229000000.0,17683000000.0,21967000000.0,385303000000.0,35879000000.0,37441000000.0,38474000000.0,346600000000.0,385303000000.0,1562000000.0,137822000000.0,-4809000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q3,,2014-09-30,2014-11-07 16:38:54+00:00,,565000000.0,191000000.0,-916000000.0,6410000000.0,24512000000.0,9687000000.0,109692000000.0,17992000000.0,4215000000.0,163791000000.0,30341000000.0,57527000000.0,,22435000000.0,57336000000.0,1351000000.0,901000000.0,101105000000.0,24112000000.0,7414000000.0,22346000000.0,246000000.0,17670000000.0,20155000000.0,386296000000.0,36889000000.0,38451000000.0,39352000000.0,346698000000.0,386296000000.0,1562000000.0,136132000000.0,-4377000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q2,,2014-06-30,2014-08-11 13:39:40+00:00,,624000000.0,187000000.0,-402000000.0,6173000000.0,24316000000.0,10301000000.0,120719000000.0,18196000000.0,4314000000.0,172869000000.0,41459000000.0,59248000000.0,,21785000000.0,59061000000.0,1590000000.0,909000000.0,109570000000.0,25206000000.0,7464000000.0,22400000000.0,239000000.0,16796000000.0,17269000000.0,400740000000.0,36764000000.0,38326000000.0,39235000000.0,361266000000.0,400740000000.0,1562000000.0,125048000000.0,-3946000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q1,,2014-03-31,2014-05-09 16:45:05+00:00,,533000000.0,198000000.0,-689000000.0,88694000000.0,24189000000.0,9935000000.0,12223000000.0,18100000000.0,4380000000.0,163176000000.0,42795000000.0,54036000000.0,,21921000000.0,53838000000.0,1613000000.0,771000000.0,89051000000.0,25531000000.0,22069000000.0,6271000000.0,212000000.0,16439000000.0,16849000000.0,368241000000.0,36424000000.0,37986000000.0,38757000000.0,329272000000.0,368241000000.0,1562000000.0,120534000000.0,-3515000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,FY,,2015-12-31,2017-02-28 07:59:07+00:00,,562000000.0,157000000.0,-2600000000.0,119740000000.0,25275000000.0,15002000000.0,24373000000.0,17618000000.0,3842000000.0,183333000000.0,15146000000.0,63703000000.0,,22070000000.0,63546000000.0,1379000000.0,738000000.0,96277000000.0,21578000000.0,5967000000.0,10716000000.0,200000000.0,19974000000.0,21900000000.0,393780000000.0,35485000000.0,38037000000.0,38775000000.0,354805000000.0,393780000000.0,2552000000.0,127775000000.0,-7164000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q3,,2015-09-30,2015-11-06 16:20:02+00:00,,530000000.0,181000000.0,-2355000000.0,8234000000.0,25181000000.0,8824000000.0,111327000000.0,17679000000.0,3914000000.0,165657000000.0,20002000000.0,63309000000.0,,22078000000.0,63128000000.0,1361000000.0,782000000.0,101111000000.0,23559000000.0,6499000000.0,12285000000.0,247000000.0,19525000000.0,22236000000.0,377371000000.0,35618000000.0,38170000000.0,38952000000.0,338172000000.0,377371000000.0,2552000000.0,128837000000.0,-6733000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q2,,2015-06-30,2015-08-07 08:43:58+00:00,,574000000.0,183000000.0,-2225000000.0,8353000000.0,25091000000.0,10020000000.0,127067000000.0,17807000000.0,4000000000.0,169620000000.0,19179000000.0,63138000000.0,,21081000000.0,62955000000.0,1412000000.0,910000000.0,114810000000.0,22434000000.0,5868000000.0,12710000000.0,244000000.0,18895000000.0,22050000000.0,395254000000.0,35718000000.0,38270000000.0,39180000000.0,355830000000.0,395254000000.0,2552000000.0,132614000000.0,-6043000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q1,,2015-03-31,2015-05-08 16:16:04+00:00,,557000000.0,190000000.0,-2182000000.0,7167000000.0,24900000000.0,7919000000.0,117972000000.0,17663000000.0,4047000000.0,169637000000.0,18937000000.0,62326000000.0,,21270000000.0,62136000000.0,1410000000.0,1337000000.0,111622000000.0,22888000000.0,8229000000.0,20184000000.0,215000000.0,18257000000.0,21959000000.0,399088000000.0,35766000000.0,37328000000.0,38665000000.0,360208000000.0,399088000000.0,1562000000.0,146311000000.0,-5209000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,FY,,2016-12-31,2018-02-28 06:30:17+00:00,,568000000.0,169000000.0,-3765000000.0,62863000000.0,25975000000.0,9989000000.0,25801000000.0,17316000000.0,3598000000.0,143148000000.0,15086000000.0,64458000000.0,,25217000000.0,64289000000.0,1303000000.0,618000000.0,78342000000.0,27918000000.0,5320000000.0,10256000000.0,151000000.0,22621000000.0,20987000000.0,333469000000.0,35269000000.0,38811000000.0,39429000000.0,293889000000.0,333469000000.0,3542000000.0,114727000000.0,-9562000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q3,,2016-09-30,2016-11-08 06:45:20+00:00,,522000000.0,148000000.0,-2785000000.0,85316000000.0,25650000000.0,8052000000.0,34851000000.0,17449000000.0,3671000000.0,155746000000.0,14416000000.0,65997000000.0,,25367000000.0,65849000000.0,1338000000.0,500000000.0,105632000000.0,27057000000.0,8829000000.0,9841000000.0,178000000.0,22002000000.0,21162000000.0,374114000000.0,36153000000.0,39695000000.0,40195000000.0,333741000000.0,374114000000.0,3542000000.0,124338000000.0,-8714000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q2,,2016-06-30,2016-08-08 16:35:44+00:00,,540000000.0,158000000.0,-2552000000.0,5809000000.0,25576000000.0,7611000000.0,116140000000.0,17501000000.0,3738000000.0,160643000000.0,13303000000.0,64513000000.0,,24671000000.0,64355000000.0,1399000000.0,566000000.0,99035000000.0,23859000000.0,9317000000.0,11794000000.0,172000000.0,21233000000.0,21172000000.0,372351000000.0,36007000000.0,38559000000.0,39125000000.0,333054000000.0,372351000000.0,2552000000.0,125707000000.0,-8250000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2016.0,Q1,,2016-03-31,2016-05-10 16:08:18+00:00,,545000000.0,162000000.0,-2390000000.0,3928000000.0,25445000000.0,14803000000.0,123330000000.0,17604000000.0,3781000000.0,164337000000.0,14662000000.0,61661000000.0,,22514000000.0,61499000000.0,1377000000.0,657000000.0,93005000000.0,21758000000.0,7088000000.0,10780000000.0,169000000.0,20593000000.0,22008000000.0,372870000000.0,35907000000.0,38459000000.0,39116000000.0,333585000000.0,372870000000.0,2552000000.0,125723000000.0,-7741000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,FY,,2017-12-31,2019-02-27 06:54:13+00:00,,610000000.0,159000000.0,-2357000000.0,96892000000.0,26679000000.0,15163000000.0,28135000000.0,17564000000.0,3411000000.0,161606000000.0,11979000000.0,61540000000.0,,31007000000.0,61381000000.0,1634000000.0,316000000.0,82716000000.0,23760000000.0,6052000000.0,10209000000.0,179000000.0,25635000000.0,23259000000.0,371758000000.0,37709000000.0,41251000000.0,41567000000.0,330012000000.0,371758000000.0,3542000000.0,126392000000.0,-12248000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q3,,2017-09-30,2017-11-07 06:50:39+00:00,,547000000.0,161000000.0,-2781000000.0,81365000000.0,26602000000.0,10314000000.0,27883000000.0,17543000000.0,3461000000.0,150616000000.0,15256000000.0,59068000000.0,,31761000000.0,58907000000.0,1631000000.0,384000000.0,80380000000.0,22287000000.0,7195000000.0,9323000000.0,197000000.0,24757000000.0,23677000000.0,354397000000.0,36981000000.0,40523000000.0,40907000000.0,313293000000.0,354397000000.0,3542000000.0,125867000000.0,-11597000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q2,,2017-06-30,2017-08-03 16:21:23+00:00,,567000000.0,165000000.0,-3093000000.0,78855000000.0,26445000000.0,10934000000.0,27440000000.0,17457000000.0,3506000000.0,146614000000.0,13601000000.0,61673000000.0,,29037000000.0,61508000000.0,1640000000.0,343000000.0,89063000000.0,25000000000.0,6379000000.0,9770000000.0,181000000.0,24027000000.0,22498000000.0,354815000000.0,36432000000.0,39974000000.0,40317000000.0,314317000000.0,354815000000.0,3542000000.0,125613000000.0,-10947000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2017.0,Q1,,2017-03-31,2017-05-08 16:26:52+00:00,,551000000.0,164000000.0,-3524000000.0,70452000000.0,26261000000.0,11149000000.0,25776000000.0,17355000000.0,3549000000.0,141520000000.0,14554000000.0,60868000000.0,,27368000000.0,60704000000.0,1307000000.0,534000000.0,79771000000.0,21515000000.0,5733000000.0,8106000000.0,159000000.0,23300000000.0,23849000000.0,337536000000.0,35596000000.0,39138000000.0,39672000000.0,297705000000.0,337536000000.0,3542000000.0,122512000000.0,-10441000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,FY,,2018-12-31,2020-02-27 06:53:38+00:00,,671000000.0,146000000.0,-3171000000.0,73852000000.0,27132000000.0,14243000000.0,46795000000.0,17350000000.0,3220000000.0,167995000000.0,14148000000.0,56564000000.0,,32390000000.0,56418000000.0,1832000000.0,101000000.0,70783000000.0,21761000000.0,5776000000.0,9148000000.0,129000000.0,28652000000.0,21670000000.0,362873000000.0,37096000000.0,40638000000.0,40739000000.0,322005000000.0,362873000000.0,3542000000.0,126826000000.0,-15517000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q3,,2018-09-30,2018-11-06 07:05:59+00:00,,640000000.0,140000000.0,-2983000000.0,79772000000.0,27048000000.0,10158000000.0,28722000000.0,17390000000.0,3258000000.0,165744000000.0,14519000000.0,53987000000.0,,31047000000.0,53847000000.0,1832000000.0,90000000.0,65846000000.0,23345000000.0,10095000000.0,5601000000.0,211000000.0,28098000000.0,19418000000.0,349770000000.0,38018000000.0,41560000000.0,41650000000.0,307909000000.0,349770000000.0,3542000000.0,126445000000.0,-14145000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q2,,2018-06-30,2018-08-03 06:46:41+00:00,,663000000.0,145000000.0,-2795000000.0,80477000000.0,26995000000.0,13200000000.0,26494000000.0,17418000000.0,3308000000.0,155097000000.0,16134000000.0,57776000000.0,,31313000000.0,57631000000.0,1752000000.0,52000000.0,75463000000.0,22935000000.0,5446000000.0,9032000000.0,189000000.0,27306000000.0,21631000000.0,352928000000.0,37963000000.0,41505000000.0,41557000000.0,311182000000.0,352928000000.0,3542000000.0,126116000000.0,-13543000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2018.0,Q1,,2018-03-31,2018-05-08 07:17:25+00:00,,610000000.0,156000000.0,-2343000000.0,96067000000.0,26925000000.0,21600000000.0,28784000000.0,17596000000.0,3370000000.0,164964000000.0,15186000000.0,60809000000.0,,29489000000.0,60653000000.0,1702000000.0,212000000.0,76880000000.0,22244000000.0,9083000000.0,5349000000.0,184000000.0,26496000000.0,24108000000.0,373597000000.0,38186000000.0,41728000000.0,41940000000.0,331473000000.0,373597000000.0,3542000000.0,127385000000.0,-12892000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,FY,,2019-12-31,2020-05-07 06:38:12+00:00,,624000000.0,122000000.0,-2638000000.0,99872000000.0,27529000000.0,11401000000.0,30182000000.0,17386000000.0,3107000000.0,201836000000.0,14811000000.0,54953000000.0,,28100000000.0,54831000000.0,3625000000.0,102000000.0,57630000000.0,20221000000.0,12454000000.0,5642000000.0,143000000.0,31894000000.0,22717000000.0,381492000000.0,37941000000.0,41483000000.0,41585000000.0,339780000000.0,381508000000.0,3542000000.0,136833000000.0,-18844000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q3,,2019-09-30,2019-11-07 06:53:39+00:00,,596000000.0,,-2893000000.0,80529000000.0,27485000000.0,11796000000.0,43723000000.0,17248000000.0,3124000000.0,194208000000.0,15417000000.0,54754000000.0,,27872000000.0,54754000000.0,3149000000.0,203000000.0,55452000000.0,21727000000.0,14567000000.0,5081000000.0,147000000.0,30789000000.0,22722000000.0,373136000000.0,37578000000.0,41120000000.0,41323000000.0,331698000000.0,373168000000.0,3542000000.0,132869000000.0,-17803000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q2,,2019-06-30,2019-08-07 06:40:18+00:00,,658000000.0,146000000.0,-2688000000.0,75256000000.0,27420000000.0,11757000000.0,61201000000.0,17337000000.0,3160000000.0,194622000000.0,15491000000.0,52396000000.0,,30124000000.0,52250000000.0,2970000000.0,166000000.0,58255000000.0,24074000000.0,7922000000.0,8813000000.0,136000000.0,30081000000.0,27840000000.0,381168000000.0,37991000000.0,41533000000.0,41699000000.0,339333000000.0,381168000000.0,3542000000.0,128771000000.0,-16822000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2019.0,Q1,,2019-03-31,2019-05-08 06:39:09+00:00,,651000000.0,146000000.0,-2990000000.0,66679000000.0,27363000000.0,11761000000.0,40158000000.0,17367000000.0,3193000000.0,162391000000.0,13681000000.0,53487000000.0,,31806000000.0,53341000000.0,3010000000.0,122000000.0,59991000000.0,23680000000.0,11945000000.0,4686000000.0,122000000.0,29382000000.0,22083000000.0,346132000000.0,37683000000.0,41225000000.0,41347000000.0,304663000000.0,346132000000.0,3542000000.0,124372000000.0,-16072000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2020.0,Q1,,2020-03-31,2020-05-07 06:38:12+00:00,,576000000.0,140000000.0,-2827000000.0,151626000000.0,27658000000.0,13128000000.0,27363000000.0,17240000000.0,3070000000.0,240117000000.0,22672000000.0,62368000000.0,,29038000000.0,62228000000.0,3514000000.0,94000000.0,96600000000.0,27446000000.0,18051000000.0,4705000000.0,140000000.0,32601000000.0,25137000000.0,468141000000.0,37603000000.0,41145000000.0,41239000000.0,426776000000.0,468155000000.0,3542000000.0,152406000000.0,-19829000000.0
