company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,accruedinvestmentincome,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2008.0,FY,,2008-12-31,2010-02-26 16:21:31+00:00,,619000000.0,415000000.0,-5401000000.0,4889000000.0,20443000000.0,1372000000.0,55270000000.0,15898000000.0,5856000000.0,103857000000.0,39126000000.0,43394000000.0,,16620000000.0,42979000000.0,1686000000.0,39000000.0,55816000000.0,20652000000.0,12703000000.0,4052000000.0,,10225000000.0,15003000000.0,237512000000.0,25264000000.0,28050000000.0,28089000000.0,209423000000.0,237512000000.0,2786000000.0,50537000000.0,-3000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2009.0,FY,,2009-12-31,2010-11-08 16:27:37+00:00,,639000000.0,503000000.0,-1835000000.0,11094000000.0,21929000000.0,3348000000.0,3535000000.0,16249000000.0,5588000000.0,101573000000.0,56302000000.0,36689000000.0,0.0,17711000000.0,36186000000.0,1602000000.0,26000000.0,33477000000.0,18979000000.0,16379000000.0,,0.0,8912000000.0,10733000000.0,212224000000.0,28977000000.0,28977000000.0,29003000000.0,183221000000.0,212224000000.0,,62050000000.0,-29000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2009.0,Q3,,2009-09-30,2009-11-06 16:21:23+00:00,,699000000.0,456000000.0,-1947000000.0,3308000000.0,21806000000.0,2553000000.0,18939000000.0,16022000000.0,5574000000.0,103169000000.0,49349000000.0,36269000000.0,,18766000000.0,35813000000.0,1682000000.0,21000000.0,30767000000.0,18319000000.0,13960000000.0,3855000000.0,,8462000000.0,10621000000.0,212007000000.0,28295000000.0,28295000000.0,28316000000.0,183691000000.0,212007000000.0,0.0,62302000000.0,-26000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2009.0,Q2,,2009-06-30,2009-08-07 16:48:41+00:00,,529000000.0,434000000.0,-5608000000.0,3783000000.0,21879000000.0,2058000000.0,20182000000.0,16040000000.0,5677000000.0,94534000000.0,43369000000.0,38234000000.0,,18708000000.0,37800000000.0,1685000000.0,28000000.0,36055000000.0,17398000000.0,5910000000.0,9679000000.0,,11028000000.0,8764000000.0,203012000000.0,27276000000.0,27276000000.0,27304000000.0,175708000000.0,203012000000.0,0.0,56549000000.0,-23000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2010.0,Q3,,2010-09-30,2010-11-08 16:27:37+00:00,,580000000.0,,-969000000.0,19458000000.0,22820000000.0,3301000000.0,4735000000.0,0.0,0.0,111734000000.0,60293000000.0,,,16720000000.0,,1677000000.0,697000000.0,37247000000.0,766000000.0,33600000000.0,5540000000.0,41000000.0,10386000000.0,13124000000.0,169756000000.0,32153000000.0,32153000000.0,32850000000.0,221266000000.0,254157000000.0,,82247000000.0,-84000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2010.0,Q2,,2010-06-30,2010-08-06 16:09:12+00:00,,524000000.0,542000000.0,-1509000000.0,25148000000.0,22085000000.0,2712000000.0,4453000000.0,16106000000.0,5354000000.0,101482000000.0,53396000000.0,49217000000.0,0.0,16754000000.0,48675000000.0,1548000000.0,709000000.0,42185000000.0,18977000000.0,24590000000.0,4645000000.0,,9875000000.0,12220000000.0,235693000000.0,30396000000.0,30396000000.0,31105000000.0,204588000000.0,235693000000.0,,61512000000.0,-55000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2010.0,Q1,,2010-03-31,2010-05-07 16:29:55+00:00,,748000000.0,520000000.0,-1614000000.0,18027000000.0,22006000000.0,3882000000.0,4449000000.0,16077000000.0,5449000000.0,101297000000.0,50170000000.0,45138000000.0,0.0,16335000000.0,44618000000.0,1583000000.0,772000000.0,30330000000.0,17338000000.0,22187000000.0,4268000000.0,,9340000000.0,11797000000.0,220551000000.0,29683000000.0,29683000000.0,30455000000.0,190096000000.0,220551000000.0,,62092000000.0,-49000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,FY,,2011-12-31,2012-11-08 16:33:08+00:00,,660000000.0,394000000.0,-1627000000.0,94418000000.0,23197000000.0,6267000000.0,4510000000.0,17904000000.0,5152000000.0,123759000000.0,36321000000.0,43979000000.0,0.0,19933000000.0,43585000000.0,1681000000.0,670000000.0,95335000000.0,20435000000.0,24681000000.0,6235000000.0,114000000.0,12812000000.0,14855000000.0,325266000000.0,33417000000.0,33417000000.0,34087000000.0,291065000000.0,325266000000.0,0.0,100600000000.0,-965000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q3,,2011-09-30,2011-11-08 16:33:04+00:00,,645000000.0,,-1004000000.0,74981000000.0,23129000000.0,6768000000.0,4642000000.0,18045000000.0,5380000000.0,129069000000.0,52465000000.0,,,19399000000.0,,1705000000.0,710000000.0,81821000000.0,33194000000.0,26575000000.0,6324000000.0,124000000.0,12464000000.0,17702000000.0,273254000000.0,33695000000.0,33695000000.0,34405000000.0,287658000000.0,322187000000.0,,82197000000.0,-894000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q2,,2011-06-30,2011-08-08 16:34:53+00:00,,628000000.0,,-751000000.0,62038000000.0,23050000000.0,7572000000.0,5049000000.0,18191000000.0,5514000000.0,129311000000.0,60232000000.0,42147000000.0,,17004000000.0,42147000000.0,1729000000.0,755000000.0,68642000000.0,34334000000.0,27516000000.0,6053000000.0,117000000.0,11977000000.0,13885000000.0,301065000000.0,33851000000.0,33851000000.0,34606000000.0,269983000000.0,304706000000.0,,71203000000.0,-425000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q1,,2011-03-31,2011-05-09 16:32:37+00:00,,546000000.0,467000000.0,-1003000000.0,28665000000.0,23008000000.0,5435000000.0,4756000000.0,18156000000.0,5617000000.0,122391000000.0,58788000000.0,40012000000.0,0.0,17215000000.0,39545000000.0,1662000000.0,777000000.0,40105000000.0,20556000000.0,29744000000.0,5690000000.0,105000000.0,11405000000.0,11724000000.0,266444000000.0,33258000000.0,33258000000.0,34035000000.0,232304000000.0,266444000000.0,,88153000000.0,-152000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,FY,,2012-12-31,2014-02-28 16:14:28+00:00,,593000000.0,266000000.0,-643000000.0,94837000000.0,23498000000.0,7427000000.0,6593000000.0,18075000000.0,4809000000.0,153076000000.0,43910000000.0,46629000000.0,,19910000000.0,46363000000.0,1659000000.0,833000000.0,93019000000.0,31949000000.0,16191000000.0,15492000000.0,178000000.0,14622000000.0,16433000000.0,358990000000.0,35363000000.0,36431000000.0,37264000000.0,321548000000.0,358990000000.0,1068000000.0,110202000000.0,-2114000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q3,,2012-09-30,2012-11-08 16:33:08+00:00,,545000000.0,,-471000000.0,78109000000.0,23442000000.0,12450000000.0,5753000000.0,17984000000.0,4882000000.0,144159000000.0,40578000000.0,45889000000.0,,20655000000.0,45889000000.0,1690000000.0,781000000.0,78790000000.0,31813000000.0,25208000000.0,6590000000.0,140000000.0,14153000000.0,14953000000.0,331581000000.0,35182000000.0,36218000000.0,36999000000.0,302805000000.0,339944000000.0,1036000000.0,104338000000.0,-1942000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q2,,2012-06-30,2012-08-08 16:32:27+00:00,,628000000.0,,-1280000000.0,80765000000.0,23378000000.0,9162000000.0,8543000000.0,17909000000.0,4962000000.0,144211000000.0,39743000000.0,45431000000.0,,19536000000.0,45431000000.0,1711000000.0,722000000.0,76933000000.0,30710000000.0,22844000000.0,5969000000.0,130000000.0,13588000000.0,16243000000.0,321851000000.0,34033000000.0,34533000000.0,35255000000.0,294898000000.0,330283000000.0,500000000.0,91449000000.0,-1653000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q1,,2012-03-31,2012-05-09 16:32:08+00:00,,599000000.0,,-1229000000.0,66363000000.0,23316000000.0,8285000000.0,5437000000.0,18002000000.0,5072000000.0,127435000000.0,34854000000.0,43028000000.0,,22398000000.0,43028000000.0,1715000000.0,709000000.0,65027000000.0,31042000000.0,22347000000.0,5819000000.0,120000000.0,13277000000.0,14029000000.0,295736000000.0,34000000000.0,34000000000.0,34709000000.0,265340000000.0,300169000000.0,,89624000000.0,-1364000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,FY,,2013-12-31,2015-02-27 16:38:15+00:00,,621000000.0,210000000.0,-892000000.0,6460000000.0,24015000000.0,9648000000.0,113520000000.0,18073000000.0,4452000000.0,165654000000.0,35300000000.0,51657000000.0,,20527000000.0,51447000000.0,1655000000.0,783000000.0,95475000000.0,23169000000.0,5376000000.0,24026000000.0,230000000.0,15952000000.0,15803000000.0,374516000000.0,35935000000.0,37497000000.0,38280000000.0,336006000000.0,374516000000.0,1562000000.0,121547000000.0,-3140000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q3,,2013-09-30,2013-11-08 16:55:48+00:00,,545000000.0,206000000.0,-1339000000.0,102823000000.0,23916000000.0,9737000000.0,9191000000.0,18025000000.0,4527000000.0,168257000000.0,41390000000.0,50138000000.0,,19733000000.0,49932000000.0,1569000000.0,821000000.0,87303000000.0,23667000000.0,16306000000.0,15489000000.0,203000000.0,15639000000.0,17144000000.0,371952000000.0,35397000000.0,36959000000.0,37780000000.0,333969000000.0,371952000000.0,1562000000.0,120283000000.0,-2819000000.0
