company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q4,2012-10-01,2012-12-31,,67000000.0,-966000000.0,335000000.0,,10000000.0,-413000000.0,6000000.0,557000000.0,32000000.0,18382000000.0,-19012000000.0,356000000.0,,,,18382000000.0,-19012000000.0,356000000.0,-264000000.0,22899000000.0,2437000000.0,2437000000.0,,-840000000.0,-1942000000.0,-2595000000.0,-16992000000.0,-167000000.0,-61000000.0,-10505000000.0,-199000000.0,-2178000000.0,-172000000.0,,9523000000.0,1000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:38:15+00:00,658000000.0,-561000000.0,1246000000.0,0.0,22000000.0,-1607000000.0,25000000.0,3089000000.0,1068000000.0,28288000000.0,-29387000000.0,1629000000.0,,,,28288000000.0,-29387000000.0,1629000000.0,552000000.0,26226000000.0,2437000000.0,2437000000.0,,-2083000000.0,-367000000.0,4628000000.0,133000000.0,-641000000.0,-80000000.0,-57349000000.0,-652000000.0,-4959000000.0,-1148000000.0,,30558000000.0,6000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-08 16:55:48+00:00,591000000.0,405000000.0,911000000.0,0.0,12000000.0,-1194000000.0,19000000.0,2532000000.0,1036000000.0,9906000000.0,-10375000000.0,1273000000.0,,,,9906000000.0,-10375000000.0,1273000000.0,816000000.0,3327000000.0,,,,-1243000000.0,1575000000.0,7223000000.0,17125000000.0,-474000000.0,-19000000.0,-46844000000.0,-453000000.0,-2781000000.0,-976000000.0,,21035000000.0,5000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q3TTM,2011-10-01,2012-09-30,,790000000.0,600000000.0,1130000000.0,,8000000.0,1185000000.0,26000000.0,1918000000.0,1036000000.0,15546000000.0,-21421000000.0,4167000000.0,,,,15546000000.0,-21421000000.0,4167000000.0,-1700000000.0,11962000000.0,-2011000000.0,-2011000000.0,,-1111000000.0,3859000000.0,6287000000.0,-4449000000.0,-632000000.0,4000000.0,-59392000000.0,-515000000.0,-4004000000.0,-1047000000.0,,44041000000.0,5000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q3,2012-07-01,2012-09-30,,124000000.0,113000000.0,313000000.0,,27000000.0,-300000000.0,6000000.0,-286000000.0,536000000.0,4125000000.0,-4582000000.0,899000000.0,,,,4125000000.0,-4582000000.0,899000000.0,469000000.0,954000000.0,,,,2791000000.0,891000000.0,3658000000.0,3125000000.0,-160000000.0,-5000000.0,-14663000000.0,-177000000.0,-294000000.0,-289000000.0,,4342000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-08 16:33:51+00:00,467000000.0,292000000.0,598000000.0,,-15000000.0,-894000000.0,13000000.0,2818000000.0,500000000.0,5781000000.0,-5793000000.0,374000000.0,,,,5781000000.0,-5793000000.0,374000000.0,347000000.0,2373000000.0,,,,-4034000000.0,684000000.0,3565000000.0,14000000000.0,-314000000.0,-14000000.0,-32181000000.0,-276000000.0,-2487000000.0,-687000000.0,,16693000000.0,5000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q2TTM,2011-07-01,2012-06-30,,826000000.0,531000000.0,1008000000.0,,-325000000.0,-946000000.0,26000000.0,6635000000.0,500000000.0,31646000000.0,-33947000000.0,1588000000.0,,,,31646000000.0,-33947000000.0,1588000000.0,-1038000000.0,26049000000.0,-1360000000.0,-1360000000.0,,-3495000000.0,2899000000.0,3411000000.0,-19058000000.0,-633000000.0,-13000000.0,-56148000000.0,-551000000.0,-3115000000.0,-1227000000.0,,45292000000.0,13000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q2,2012-04-01,2012-06-30,,257000000.0,186000000.0,299000000.0,,-44000000.0,-109000000.0,7000000.0,494000000.0,500000000.0,30133000000.0,-30160000000.0,260000000.0,,,,30133000000.0,-30160000000.0,260000000.0,189000000.0,29922000000.0,,,,-3107000000.0,89000000.0,1243000000.0,-14213000000.0,-156000000.0,-19000000.0,-17146000000.0,-147000000.0,-1588000000.0,-289000000.0,,4453000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 07:11:03+00:00,210000000.0,106000000.0,299000000.0,,29000000.0,-785000000.0,6000000.0,2324000000.0,,-24352000000.0,24367000000.0,114000000.0,,,,-24352000000.0,24367000000.0,114000000.0,158000000.0,-27549000000.0,,,,-927000000.0,595000000.0,2322000000.0,28213000000.0,-158000000.0,5000000.0,-15035000000.0,-129000000.0,-899000000.0,-398000000.0,,12240000000.0,5000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q1TTM,2011-04-01,2012-03-31,,848000000.0,590000000.0,892000000.0,,-276000000.0,-1343000000.0,26000000.0,6164000000.0,,37983000000.0,-39331000000.0,1899000000.0,,,,37983000000.0,-39331000000.0,1899000000.0,275000000.0,30997000000.0,-625000000.0,-625000000.0,,855000000.0,2969000000.0,3740000000.0,-36522000000.0,-639000000.0,6000000.0,-50648000000.0,-607000000.0,-1094000000.0,-1211000000.0,,47578000000.0,13000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 08:20:50+00:00,429000000.0,347000000.0,1389000000.0,84000000.0,-46000000.0,-4411000000.0,25000000.0,3892000000.0,494000000.0,15621000000.0,-13200000000.0,-642000000.0,,,,15621000000.0,-13200000000.0,-642000000.0,1733000000.0,13960000000.0,2104000000.0,2104000000.0,,-2568000000.0,311000000.0,1969000000.0,-14249000000.0,-744000000.0,-35000000.0,-41204000000.0,-609000000.0,-2949000000.0,-1026000000.0,,45346000000.0,0.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q4,2013-10-01,2013-12-31,,148000000.0,633000000.0,338000000.0,,29000000.0,-1600000000.0,6000000.0,-317000000.0,,4377000000.0,-4663000000.0,-587000000.0,,,,4377000000.0,-4663000000.0,-587000000.0,-844000000.0,5219000000.0,539000000.0,539000000.0,,30000000.0,130000000.0,471000000.0,-8840000000.0,-201000000.0,6000000.0,-10706000000.0,-237000000.0,-480000000.0,-321000000.0,,15090000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q3TTM,2012-10-01,2013-09-30,,348000000.0,-1252000000.0,1386000000.0,84000000.0,-65000000.0,-3224000000.0,25000000.0,4766000000.0,526000000.0,29626000000.0,-27549000000.0,301000000.0,,,,29626000000.0,-27549000000.0,301000000.0,2313000000.0,31640000000.0,4002000000.0,4002000000.0,,-3438000000.0,-1761000000.0,-1097000000.0,-22401000000.0,-710000000.0,-102000000.0,-41003000000.0,-571000000.0,-4647000000.0,-877000000.0,,39779000000.0,1000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q3,2013-07-01,2013-09-30,,123000000.0,-108000000.0,345000000.0,84000000.0,52000000.0,-736000000.0,7000000.0,2712000000.0,,7313000000.0,-7905000000.0,904000000.0,,,,7313000000.0,-7905000000.0,904000000.0,364000000.0,8577000000.0,975000000.0,975000000.0,,787000000.0,318000000.0,-2863000000.0,-18369000000.0,-188000000.0,2000000.0,-1150000000.0,-114000000.0,-810000000.0,-122000000.0,,10857000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-07 16:38:54+00:00,281000000.0,-286000000.0,1051000000.0,84000000.0,-75000000.0,-2811000000.0,19000000.0,4209000000.0,494000000.0,11244000000.0,-8537000000.0,-55000000.0,,,,11244000000.0,-8537000000.0,-55000000.0,2577000000.0,8741000000.0,1565000000.0,1565000000.0,,-2598000000.0,181000000.0,1498000000.0,-5409000000.0,-543000000.0,-41000000.0,-30498000000.0,-372000000.0,-2469000000.0,-705000000.0,,30256000000.0,0.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q2TTM,2012-07-01,2013-06-30,,349000000.0,-1031000000.0,1354000000.0,,-90000000.0,-2788000000.0,24000000.0,1768000000.0,1062000000.0,26438000000.0,-24226000000.0,296000000.0,,,,26438000000.0,-24226000000.0,296000000.0,2418000000.0,24017000000.0,3027000000.0,3027000000.0,,-1434000000.0,-1188000000.0,5424000000.0,-907000000.0,-682000000.0,-109000000.0,-54516000000.0,-634000000.0,-4131000000.0,-1044000000.0,,33264000000.0,1000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q2,2013-04-01,2013-06-30,,88000000.0,-273000000.0,373000000.0,,-78000000.0,818000000.0,6000000.0,,494000000.0,8686000000.0,-7893000000.0,1785000000.0,,,,8686000000.0,-7893000000.0,1785000000.0,2500000000.0,5244000000.0,590000000.0,590000000.0,,-2974000000.0,23000000.0,4241000000.0,975000000.0,-189000000.0,-19000000.0,-14313000000.0,-132000000.0,-779000000.0,-331000000.0,,8551000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-11 13:39:40+00:00,158000000.0,-178000000.0,706000000.0,0.0,-127000000.0,-2075000000.0,12000000.0,1497000000.0,494000000.0,3931000000.0,-632000000.0,-959000000.0,,,,3931000000.0,-632000000.0,-959000000.0,2213000000.0,164000000.0,590000000.0,590000000.0,,-3385000000.0,-137000000.0,4361000000.0,12960000000.0,-355000000.0,-43000000.0,-29348000000.0,-258000000.0,-1659000000.0,-583000000.0,,19399000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 16:45:05+00:00,70000000.0,95000000.0,333000000.0,,-49000000.0,-2893000000.0,6000000.0,1497000000.0,,-4755000000.0,7261000000.0,-2744000000.0,,,,-4755000000.0,7261000000.0,-2744000000.0,-287000000.0,-5080000000.0,,,,-411000000.0,-160000000.0,120000000.0,11985000000.0,-166000000.0,-24000000.0,-15035000000.0,-126000000.0,-880000000.0,-252000000.0,,10848000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q1TTM,2012-04-01,2013-03-31,,518000000.0,-572000000.0,1280000000.0,,-56000000.0,-3715000000.0,25000000.0,2262000000.0,1068000000.0,47885000000.0,-46493000000.0,-1229000000.0,,,,47885000000.0,-46493000000.0,-1229000000.0,107000000.0,48695000000.0,2437000000.0,2437000000.0,,-1567000000.0,-1122000000.0,2426000000.0,-16095000000.0,-649000000.0,-109000000.0,-57349000000.0,-649000000.0,-4940000000.0,-1002000000.0,,29166000000.0,1000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 07:59:07+00:00,1507000000.0,344000000.0,1292000000.0,64000000.0,-128000000.0,1689000000.0,26000000.0,4821000000.0,0.0,7829000000.0,-11675000000.0,4484000000.0,,,,7829000000.0,-11675000000.0,4484000000.0,510000000.0,2247000000.0,2567000000.0,2567000000.0,,-11141000000.0,-1016000000.0,7709000000.0,7677000000.0,-833000000.0,-48000000.0,-80784000000.0,-791000000.0,-4472000000.0,-1669000000.0,,72715000000.0,585000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q4,2014-10-01,2014-12-31,,851000000.0,53000000.0,316000000.0,,-28000000.0,1040000000.0,6000000.0,-140000000.0,,418000000.0,-1016000000.0,1186000000.0,,,,418000000.0,-1016000000.0,1186000000.0,560000000.0,-195000000.0,233000000.0,233000000.0,,-2927000000.0,-404000000.0,2852000000.0,-4365000000.0,-218000000.0,1000000.0,-20899000000.0,-196000000.0,-1455000000.0,-432000000.0,,27371000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q3TTM,2013-10-01,2014-09-30,,804000000.0,924000000.0,1314000000.0,64000000.0,-71000000.0,-951000000.0,26000000.0,4644000000.0,,11788000000.0,-15322000000.0,2711000000.0,,,,11788000000.0,-15322000000.0,2711000000.0,-894000000.0,7661000000.0,2873000000.0,2873000000.0,,-8184000000.0,-482000000.0,5328000000.0,3202000000.0,-816000000.0,-43000000.0,-70591000000.0,-832000000.0,-3497000000.0,-1558000000.0,,60434000000.0,585000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q3,2014-07-01,2014-09-30,,247000000.0,122000000.0,330000000.0,,-111000000.0,-38000000.0,7000000.0,1378000000.0,,-16224000000.0,15659000000.0,913000000.0,,,,-16224000000.0,15659000000.0,913000000.0,237000000.0,-18796000000.0,1083000000.0,1083000000.0,,-2313000000.0,-443000000.0,2454000000.0,13340000000.0,-209000000.0,-19000000.0,-13008000000.0,-215000000.0,-627000000.0,-431000000.0,,17270000000.0,585000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 16:20:02+00:00,656000000.0,291000000.0,976000000.0,64000000.0,-100000000.0,649000000.0,20000000.0,4961000000.0,0.0,7411000000.0,-10659000000.0,3298000000.0,,,,7411000000.0,-10659000000.0,3298000000.0,-50000000.0,2442000000.0,2334000000.0,2334000000.0,,-8214000000.0,-612000000.0,4857000000.0,12042000000.0,-615000000.0,-49000000.0,-59885000000.0,-595000000.0,-3017000000.0,-1237000000.0,,45344000000.0,585000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q2TTM,2013-07-01,2014-06-30,,680000000.0,694000000.0,1329000000.0,148000000.0,92000000.0,-1649000000.0,26000000.0,5978000000.0,,35325000000.0,-38886000000.0,2702000000.0,,,,35325000000.0,-38886000000.0,2702000000.0,-767000000.0,35034000000.0,2765000000.0,2765000000.0,,-5084000000.0,279000000.0,11000000.0,-28507000000.0,-795000000.0,-22000000.0,-58733000000.0,-731000000.0,-3680000000.0,-1249000000.0,,54021000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q2,2014-04-01,2014-06-30,,330000000.0,72000000.0,313000000.0,64000000.0,8000000.0,2640000000.0,7000000.0,1496000000.0,,30352000000.0,-33719000000.0,3440000000.0,,,,30352000000.0,-33719000000.0,3440000000.0,81000000.0,30148000000.0,577000000.0,577000000.0,,-2839000000.0,-78000000.0,969000000.0,-23055000000.0,-220000000.0,-12000000.0,-23949000000.0,-179000000.0,-1617000000.0,-431000000.0,,16239000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-07 08:43:58+00:00,409000000.0,169000000.0,646000000.0,64000000.0,11000000.0,687000000.0,13000000.0,3583000000.0,0.0,23635000000.0,-26318000000.0,2385000000.0,,,,23635000000.0,-26318000000.0,2385000000.0,-287000000.0,21238000000.0,1251000000.0,1251000000.0,,-5901000000.0,-169000000.0,2403000000.0,-1298000000.0,-406000000.0,-30000000.0,-46877000000.0,-380000000.0,-2390000000.0,-806000000.0,,28074000000.0,0.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q1TTM,2013-04-01,2014-03-31,,438000000.0,349000000.0,1389000000.0,84000000.0,6000000.0,-3471000000.0,25000000.0,4482000000.0,494000000.0,13659000000.0,-13060000000.0,1047000000.0,,,,13659000000.0,-13060000000.0,1047000000.0,1652000000.0,10130000000.0,2778000000.0,2778000000.0,,-5219000000.0,380000000.0,3283000000.0,-4477000000.0,-764000000.0,-29000000.0,-49097000000.0,-684000000.0,-2842000000.0,-1149000000.0,,46333000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 16:16:04+00:00,79000000.0,97000000.0,333000000.0,,3000000.0,-1953000000.0,6000000.0,2087000000.0,,-6717000000.0,7401000000.0,-1055000000.0,,,,-6717000000.0,7401000000.0,-1055000000.0,-368000000.0,-8910000000.0,674000000.0,674000000.0,,-3062000000.0,-91000000.0,1434000000.0,21757000000.0,-186000000.0,-18000000.0,-22928000000.0,-201000000.0,-773000000.0,-375000000.0,,11835000000.0,
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 06:30:17+00:00,1916000000.0,295000000.0,1457000000.0,17000000.0,42000000.0,-161000000.0,26000000.0,4986000000.0,990000000.0,15185000000.0,-19787000000.0,4127000000.0,,,,15185000000.0,-19787000000.0,4127000000.0,-433000000.0,11890000000.0,3158000000.0,3158000000.0,,-4071000000.0,-487000000.0,4566000000.0,-16521000000.0,-865000000.0,160000000.0,-54469000000.0,-601000000.0,-4053000000.0,-2355000000.0,,55858000000.0,0.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q4,2015-10-01,2015-12-31,,277000000.0,10000000.0,373000000.0,,,-883000000.0,6000000.0,796000000.0,,17700000000.0,-19539000000.0,142000000.0,,,,17700000000.0,-19539000000.0,142000000.0,-1697000000.0,12395000000.0,693000000.0,693000000.0,,4528000000.0,-204000000.0,5753000000.0,-30777000000.0,-242000000.0,163000000.0,-8361000000.0,-174000000.0,-577000000.0,-431000000.0,,15261000000.0,-16000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-08 06:45:20+00:00,1639000000.0,285000000.0,1084000000.0,17000000.0,42000000.0,722000000.0,20000000.0,4190000000.0,990000000.0,-2515000000.0,-248000000.0,3985000000.0,,,,-2515000000.0,-248000000.0,3985000000.0,1264000000.0,-505000000.0,2465000000.0,2465000000.0,,-8599000000.0,-283000000.0,-1187000000.0,14256000000.0,-623000000.0,-3000000.0,-46108000000.0,-427000000.0,-3476000000.0,-1924000000.0,,40597000000.0,16000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q3TTM,2014-10-01,2015-09-30,,2490000000.0,338000000.0,1400000000.0,17000000.0,14000000.0,1762000000.0,26000000.0,4050000000.0,990000000.0,-2097000000.0,-1264000000.0,5171000000.0,,,,-2097000000.0,-1264000000.0,5171000000.0,1824000000.0,-700000000.0,2698000000.0,2698000000.0,,-11526000000.0,-687000000.0,1665000000.0,9891000000.0,-841000000.0,-2000000.0,-67007000000.0,-623000000.0,-4931000000.0,-2356000000.0,,67968000000.0,16000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q3,2015-07-01,2015-09-30,,99000000.0,126000000.0,376000000.0,17000000.0,72000000.0,346000000.0,7000000.0,1398000000.0,,-19344000000.0,17802000000.0,1351000000.0,,,,-19344000000.0,17802000000.0,1351000000.0,-119000000.0,-18226000000.0,833000000.0,833000000.0,,-4971000000.0,-205000000.0,-936000000.0,20711000000.0,-204000000.0,1000000.0,-8257000000.0,-115000000.0,-693000000.0,-690000000.0,,10414000000.0,3000000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-08 16:35:44+00:00,1540000000.0,159000000.0,708000000.0,,-30000000.0,376000000.0,13000000.0,2792000000.0,990000000.0,16829000000.0,-18050000000.0,2634000000.0,,,,16829000000.0,-18050000000.0,2634000000.0,1383000000.0,17721000000.0,1632000000.0,1632000000.0,,-3628000000.0,-78000000.0,-251000000.0,-6455000000.0,-419000000.0,-4000000.0,-37851000000.0,-312000000.0,-2783000000.0,-1234000000.0,,30183000000.0,13000000.0
