company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q2,,2013-06-29,2013-07-18 11:12:06+00:00,157600000.0,556000000.0,117900000.0,627600000.0,-155900000.0,174700000.0,0.0,287000000.0,77000000.0,54800000.0,823900000.0,1002700000.0,192200000.0,861400000.0,418100000.0,375100000.0,17100000.0,104400000.0,138500000.0,285700000.0,723800000.0,355400000.0,250900000.0,55900000.0,83900000.0,105000000.0,2193200000.0,114900000.0,3961500000.0,1878800000.0,1686200000.0,696100000.0,1878800000.0,1895900000.0,2065600000.0,3961500000.0,1900200000.0,1369500000.0,0.0,-445500000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q1,,2013-03-30,2013-04-18 11:09:44+00:00,148700000.0,558800000.0,112900000.0,620900000.0,-146500000.0,213600000.0,0.0,270500000.0,73100000.0,51500000.0,800300000.0,993200000.0,185500000.0,868000000.0,401300000.0,372300000.0,16900000.0,107200000.0,133800000.0,300100000.0,704200000.0,329300000.0,245200000.0,57900000.0,85200000.0,99700000.0,2127300000.0,111400000.0,3903200000.0,1829500000.0,1675800000.0,669700000.0,1829500000.0,1846400000.0,2056800000.0,3903200000.0,1855100000.0,1387100000.0,0.0,-421800000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,FY,,2015-01-03,2016-02-11 16:48:22+00:00,145000000.0,625300000.0,153000000.0,,-248200000.0,132900000.0,0.0,322100000.0,101000000.0,65800000.0,810700000.0,,203300000.0,862700000.0,475500000.0,404500000.0,17500000.0,93200000.0,159200000.0,260400000.0,892500000.0,402400000.0,298300000.0,47300000.0,83800000.0,121500000.0,2637200000.0,56600000.0,4310100000.0,2207800000.0,1858600000.0,718700000.0,2207800000.0,2225300000.0,2084800000.0,4310100000.0,2047000000.0,1366100000.0,0.0,-503300000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q3,,2014-09-27,2014-10-16 11:02:33+00:00,167600000.0,650600000.0,142800000.0,660500000.0,-97900000.0,124700000.0,0.0,319500000.0,96100000.0,71100000.0,828500000.0,1064600000.0,207100000.0,860500000.0,484600000.0,404100000.0,17500000.0,48100000.0,148200000.0,147100000.0,866800000.0,407300000.0,293700000.0,53700000.0,84300000.0,96900000.0,2552100000.0,58700000.0,4268500000.0,2277000000.0,1860200000.0,733900000.0,2277000000.0,2294500000.0,1974000000.0,4268500000.0,2004200000.0,1240100000.0,0.0,-496700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q2,,2014-06-28,2014-07-17 11:05:12+00:00,171900000.0,632000000.0,130000000.0,662600000.0,-36500000.0,115800000.0,0.0,311100000.0,88500000.0,60500000.0,870500000.0,1064400000.0,188600000.0,861500000.0,467500000.0,401800000.0,17400000.0,56500000.0,147100000.0,162300000.0,844900000.0,400500000.0,288000000.0,57200000.0,87900000.0,104500000.0,2474300000.0,46300000.0,4228300000.0,2255400000.0,1808800000.0,696700000.0,2255400000.0,2272800000.0,1955500000.0,4228300000.0,2017700000.0,1258800000.0,0.0,-493500000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q1,,2014-03-29,2014-04-17 11:06:03+00:00,160100000.0,624900000.0,124100000.0,658000000.0,-36900000.0,127800000.0,0.0,294500000.0,82000000.0,59000000.0,841800000.0,1052300000.0,189600000.0,859900000.0,452600000.0,394300000.0,17000000.0,53400000.0,145300000.0,176000000.0,798700000.0,383400000.0,273300000.0,56600000.0,86300000.0,99000000.0,2394100000.0,16400000.0,4104100000.0,2186700000.0,1769700000.0,632900000.0,2186700000.0,2203700000.0,1900400000.0,4104100000.0,1940100000.0,1267500000.0,0.0,-465000000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,FY,,2016-01-02,2017-02-09 16:18:39+00:00,148300000.0,644600000.0,143100000.0,,-364200000.0,92800000.0,0.0,363700000.0,,64400000.0,790100000.0,,195000000.0,861700000.0,497800000.0,413500000.0,18000000.0,60400000.0,14300000.0,265700000.0,1039300000.0,447300000.0,296000000.0,44000000.0,88500000.0,106300000.0,2986900000.0,18400000.0,4331100000.0,2412700000.0,1788800000.0,670200000.0,2412700000.0,2430700000.0,1900400000.0,4331100000.0,2128800000.0,1230200000.0,0.0,-573700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q3,,2015-10-03,2015-10-22 11:05:50+00:00,178100000.0,657300000.0,135900000.0,679500000.0,-322200000.0,119200000.0,0.0,361100000.0,102200000.0,72100000.0,798700000.0,1092700000.0,195400000.0,864100000.0,527700000.0,413200000.0,17800000.0,88800000.0,161000000.0,215100000.0,995200000.0,430400000.0,325800000.0,47200000.0,86900000.0,116100000.0,2891200000.0,73600000.0,4491400000.0,2361000000.0,1952900000.0,785500000.0,2361000000.0,2378800000.0,2112600000.0,4491400000.0,2125300000.0,1327100000.0,0.0,-569100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q2,,2015-07-04,2015-07-23 11:11:34+00:00,166100000.0,627100000.0,121700000.0,669400000.0,-302000000.0,124600000.0,0.0,352900000.0,96700000.0,68400000.0,787800000.0,1080600000.0,198000000.0,861400000.0,499200000.0,411200000.0,17700000.0,88200000.0,160400000.0,224900000.0,961700000.0,421700000.0,322600000.0,45900000.0,88000000.0,128600000.0,2805500000.0,61000000.0,4390700000.0,2298500000.0,1897900000.0,739800000.0,2298500000.0,2316200000.0,2074500000.0,4390700000.0,2081600000.0,1334700000.0,0.0,-557900000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q1,,2015-04-04,2015-04-23 11:12:03+00:00,162000000.0,618600000.0,126600000.0,652000000.0,-339200000.0,114400000.0,0.0,328900000.0,92100000.0,66900000.0,778300000.0,1048200000.0,198800000.0,864400000.0,482300000.0,396200000.0,17700000.0,87800000.0,158700000.0,237700000.0,911900000.0,408600000.0,292200000.0,46100000.0,86800000.0,127300000.0,2716600000.0,78800000.0,4262400000.0,2170600000.0,1843300000.0,726500000.0,2170600000.0,2188300000.0,2074100000.0,4262400000.0,2022900000.0,1347600000.0,0.0,-535700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2016.0,FY,,2016-12-31,2018-02-15 15:12:42+00:00,170900000.0,686900000.0,142600000.0,,-498500000.0,77600000.0,0.0,384700000.0,,66700000.0,895500000.0,,184600000.0,708800000.0,530500000.0,425200000.0,18000000.0,72800000.0,13100000.0,283200000.0,1221200000.0,472500000.0,307900000.0,39900000.0,93400000.0,116500000.0,3384900000.0,301400000.0,4723200000.0,2617200000.0,1884000000.0,989500000.0,2617200000.0,2635200000.0,2088000000.0,4723200000.0,2414000000.0,1098500000.0,0.0,-653900000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2016.0,Q3,,2016-10-01,2016-10-20 11:12:19+00:00,172600000.0,681800000.0,134800000.0,716200000.0,-372900000.0,117500000.0,0.0,386500000.0,,78700000.0,788300000.0,1135400000.0,185500000.0,713400000.0,523600000.0,419200000.0,18000000.0,66000000.0,13400000.0,215000000.0,1183800000.0,474400000.0,309900000.0,48600000.0,91100000.0,111400000.0,3280000000.0,182600000.0,4600100000.0,2670600000.0,1908700000.0,878600000.0,2670600000.0,2688600000.0,1911500000.0,4600100000.0,2272200000.0,1032900000.0,0.0,-623000000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2016.0,Q2,,2016-07-02,2016-07-21 11:10:48+00:00,169100000.0,642300000.0,118800000.0,708100000.0,-369800000.0,119900000.0,0.0,378500000.0,,68900000.0,788200000.0,1126600000.0,189200000.0,715200000.0,507100000.0,418500000.0,18000000.0,61600000.0,13500000.0,229300000.0,1144800000.0,463500000.0,321900000.0,50400000.0,92400000.0,119600000.0,3183900000.0,174400000.0,4505100000.0,2583600000.0,1852400000.0,853100000.0,2583600000.0,2601600000.0,1903500000.0,4505100000.0,2234200000.0,1050400000.0,0.0,-609000000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2016.0,Q1,,2016-04-02,2016-04-21 11:04:09+00:00,161700000.0,647400000.0,118000000.0,701900000.0,-340100000.0,106300000.0,0.0,361600000.0,,65900000.0,797100000.0,1119300000.0,192900000.0,714600000.0,511600000.0,417400000.0,18000000.0,49600000.0,14500000.0,243900000.0,1089100000.0,453300000.0,320800000.0,48800000.0,91100000.0,122900000.0,3079600000.0,170800000.0,4436400000.0,2517100000.0,1841500000.0,837200000.0,2517100000.0,2535100000.0,1901300000.0,4436400000.0,2177500000.0,1064100000.0,0.0,-584000000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2017.0,FY,,2017-12-30,2019-02-14 16:35:53+00:00,178200000.0,772400000.0,127300000.0,,-329000000.0,92000000.0,0.0,410600000.0,,66500000.0,924100000.0,,253700000.0,753600000.0,638800000.0,484400000.0,18400000.0,52000000.0,28400000.0,194900000.0,1361800000.0,505400000.0,388100000.0,53800000.0,106600000.0,110700000.0,3772300000.0,433200000.0,5249100000.0,2953900000.0,2119300000.0,1193300000.0,2953900000.0,2972300000.0,2276800000.0,5249100000.0,2645400000.0,1083500000.0,0.0,-900000000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2017.0,Q3,,2017-09-30,2017-10-19 11:12:16+00:00,204700000.0,775000000.0,122600000.0,773300000.0,-341800000.0,94100000.0,0.0,411800000.0,,76100000.0,924000000.0,1247500000.0,258300000.0,755000000.0,649900000.0,474200000.0,18200000.0,81200000.0,28500000.0,216100000.0,1329000000.0,505800000.0,366000000.0,43600000.0,93800000.0,121100000.0,3689500000.0,453400000.0,5256200000.0,2921800000.0,2145900000.0,1222800000.0,2921800000.0,2940000000.0,2316200000.0,5256200000.0,2636100000.0,1093400000.0,0.0,-837700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2017.0,Q2,,2017-07-01,2017-07-20 11:16:48+00:00,202300000.0,727700000.0,113200000.0,753500000.0,-397000000.0,89000000.0,0.0,404500000.0,,65700000.0,899200000.0,1216900000.0,256300000.0,755600000.0,601400000.0,463400000.0,18100000.0,71800000.0,21900000.0,249000000.0,1298000000.0,496500000.0,342400000.0,44300000.0,93800000.0,119500000.0,3597000000.0,350200000.0,5067100000.0,2854900000.0,2034100000.0,1073800000.0,2854900000.0,2873000000.0,2194100000.0,5067100000.0,2569600000.0,1120300000.0,0.0,-749600000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2017.0,Q1,,2017-04-01,2017-04-20 11:16:45+00:00,189900000.0,692600000.0,114000000.0,733100000.0,-450400000.0,123000000.0,0.0,388200000.0,,66100000.0,859800000.0,1170600000.0,240400000.0,755400000.0,556800000.0,437500000.0,18100000.0,68000000.0,24400000.0,266600000.0,1258900000.0,484700000.0,334300000.0,39100000.0,94100000.0,117000000.0,3485200000.0,267200000.0,4877800000.0,2747700000.0,1974100000.0,971500000.0,2747700000.0,2765800000.0,2112000000.0,4877800000.0,2466200000.0,1140500000.0,0.0,-675300000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2018.0,FY,,2018-12-29,2020-02-13 16:42:10+00:00,201100000.0,692600000.0,123500000.0,,-462200000.0,140900000.0,0.0,426800000.0,,67500000.0,902200000.0,,232900000.0,946000000.0,673800000.0,495100000.0,19800000.0,64700000.0,41400000.0,203100000.0,1419300000.0,616800000.0,373600000.0,42000000.0,112000000.0,92800000.0,4257600000.0,186300000.0,5373100000.0,3098800000.0,2216900000.0,952000000.0,3098800000.0,3118600000.0,2254500000.0,5373100000.0,2661100000.0,1302500000.0,0.0,-1123400000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2018.0,Q3,,2018-09-29,2018-10-18 11:11:40+00:00,197600000.0,784300000.0,122500000.0,843500000.0,-369700000.0,122200000.0,0.0,428300000.0,,76800000.0,913900000.0,1334500000.0,237800000.0,944800000.0,690600000.0,491000000.0,19700000.0,52000000.0,27300000.0,126500000.0,1396400000.0,519000000.0,395400000.0,49100000.0,115300000.0,98500000.0,4135800000.0,164500000.0,5354800000.0,3164400000.0,2214600000.0,956800000.0,3164400000.0,3184100000.0,2170700000.0,5354800000.0,2649200000.0,1213900000.0,0.0,-1030000000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2018.0,Q2,,2018-06-30,2018-07-19 11:12:11+00:00,198500000.0,754700000.0,112700000.0,833700000.0,-377300000.0,112300000.0,0.0,420000000.0,,68700000.0,911000000.0,1313100000.0,240900000.0,945400000.0,668300000.0,479400000.0,18400000.0,51700000.0,27200000.0,152300000.0,1383900000.0,514400000.0,419500000.0,49700000.0,108500000.0,105700000.0,4018900000.0,127600000.0,5272000000.0,3093200000.0,2155400000.0,927000000.0,3093200000.0,3111600000.0,2160400000.0,5272000000.0,2637200000.0,1233400000.0,0.0,-968400000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2018.0,Q1,,2018-03-31,2018-04-19 11:17:46+00:00,188200000.0,772800000.0,116200000.0,835100000.0,-285400000.0,97500000.0,0.0,411300000.0,,66800000.0,941400000.0,1324800000.0,251700000.0,946300000.0,678800000.0,489700000.0,18400000.0,52100000.0,31700000.0,181800000.0,1362000000.0,512200000.0,435200000.0,52300000.0,103900000.0,107100000.0,3886700000.0,145200000.0,5317600000.0,3083900000.0,2168400000.0,951600000.0,3083900000.0,3102300000.0,2215300000.0,5317600000.0,2659500000.0,1263700000.0,0.0,-928700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2019.0,FY,,2019-12-28,2020-04-21 11:14:18+00:00,198500000.0,694600000.0,107200000.0,903500000.0,-507900000.0,184500000.0,0.0,446500000.0,,68200000.0,913800000.0,1425000000.0,243900000.0,946900000.0,760400000.0,521500000.0,21700000.0,52300000.0,69300000.0,155700000.0,1463600000.0,630800000.0,370800000.0,117900000.0,143200000.0,110200000.0,4779700000.0,202900000.0,5693500000.0,3409100000.0,2380500000.0,947600000.0,3409100000.0,3430800000.0,2262700000.0,5693500000.0,2791500000.0,1315100000.0,0.0,-1309200000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2019.0,Q3,,2019-09-28,2019-10-17 11:21:02+00:00,205800000.0,787500000.0,112900000.0,889700000.0,-543900000.0,167500000.0,0.0,441900000.0,,76800000.0,920100000.0,1401500000.0,225200000.0,947500000.0,753500000.0,511800000.0,21400000.0,54400000.0,45800000.0,145200000.0,1433300000.0,533500000.0,362300000.0,103700000.0,142600000.0,105900000.0,4668300000.0,232300000.0,5596400000.0,3303800000.0,2347900000.0,990100000.0,3303800000.0,3325200000.0,2271200000.0,5596400000.0,2736700000.0,1281100000.0,0.0,-1262500000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2019.0,Q2,,2019-06-29,2019-07-18 11:16:43+00:00,215300000.0,775600000.0,104600000.0,883300000.0,-500700000.0,164000000.0,0.0,439100000.0,,69500000.0,907000000.0,1389700000.0,227900000.0,947900000.0,725800000.0,506400000.0,20600000.0,53900000.0,45400000.0,167100000.0,1436500000.0,529000000.0,373200000.0,107100000.0,145500000.0,112200000.0,4556100000.0,168200000.0,5545400000.0,3288100000.0,2306600000.0,930800000.0,3288100000.0,3308700000.0,2236700000.0,5545400000.0,2732400000.0,1305900000.0,0.0,-1206400000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2019.0,Q1,,2019-03-30,2019-04-18 11:12:06+00:00,200400000.0,768200000.0,115600000.0,869100000.0,-496400000.0,156400000.0,0.0,428700000.0,,68500000.0,900900000.0,1366100000.0,230500000.0,946700000.0,707000000.0,497000000.0,20200000.0,71300000.0,55100000.0,187700000.0,1422200000.0,525900000.0,409000000.0,103700000.0,147600000.0,107800000.0,4428400000.0,142500000.0,5490900000.0,3197600000.0,2265300000.0,936000000.0,3197600000.0,3217800000.0,2273100000.0,5490900000.0,2728600000.0,1337100000.0,0.0,-1163100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2020.0,Q1,,2020-03-28,2020-04-21 11:14:18+00:00,193700000.0,635200000.0,106300000.0,903100000.0,-609900000.0,185800000.0,0.0,445800000.0,,64800000.0,898200000.0,1411400000.0,234300000.0,948200000.0,757400000.0,508300000.0,22100000.0,53300000.0,66300000.0,146100000.0,1457300000.0,606500000.0,397000000.0,109800000.0,128400000.0,118200000.0,4852000000.0,160100000.0,5564300000.0,3331300000.0,2303100000.0,921900000.0,3331300000.0,3353400000.0,2210900000.0,5564300000.0,2752900000.0,1289000000.0,0.0,-1356600000.0
