company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2009.0,FY,,2010-01-02,2011-02-17 11:07:55+00:00,119800000.0,447300000.0,113500000.0,,-68400000.0,699400000.0,,221700000.0,69500000.0,40500000.0,814300000.0,,206200000.0,902100000.0,274700000.0,347800000.0,15600000.0,88200000.0,97800000.0,316600000.0,248600000.0,122300000.0,301400000.0,66200000.0,85400000.0,62900000.0,1528900000.0,164700000.0,3447400000.0,1290000000.0,1676100000.0,739900000.0,1290000000.0,1305600000.0,2141800000.0,3447400000.0,1423500000.0,1401900000.0,0.0,-392200000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2010.0,FY,,2011-01-01,2012-02-16 09:34:58+00:00,146100000.0,488900000.0,131700000.0,,-104800000.0,572200000.0,0.0,236500000.0,87000000.0,40400000.0,798400000.0,,192800000.0,954800000.0,329400000.0,344000000.0,15900000.0,91500000.0,94400000.0,305700000.0,465000000.0,215300000.0,346900000.0,72200000.0,89000000.0,72700000.0,1644100000.0,216000000.0,3729400000.0,1388500000.0,1765500000.0,881100000.0,1388500000.0,1404400000.0,2325000000.0,3729400000.0,1619900000.0,1443900000.0,0.0,-387300000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2010.0,Q3,,2010-10-02,2010-10-22 11:16:27+00:00,127800000.0,480400000.0,121700000.0,580100000.0,-71700000.0,359900000.0,,233800000.0,78800000.0,39600000.0,808700000.0,909400000.0,197000000.0,712300000.0,324800000.0,329300000.0,15600000.0,92000000.0,85700000.0,332700000.0,421000000.0,195500000.0,340000000.0,77900000.0,82800000.0,92500000.0,1604900000.0,218300000.0,3457800000.0,1381300000.0,1531900000.0,847400000.0,1381300000.0,1396900000.0,2060900000.0,3457800000.0,1596600000.0,1213500000.0,0.0,-385700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2010.0,Q2,,2010-07-03,2010-07-28 15:25:01+00:00,128500000.0,443100000.0,105700000.0,544800000.0,-170500000.0,430800000.0,,230900000.0,74200000.0,35400000.0,773100000.0,869000000.0,195000000.0,909800000.0,296500000.0,324200000.0,15600000.0,92100000.0,87900000.0,321100000.0,369800000.0,169100000.0,363200000.0,73000000.0,83800000.0,72400000.0,1576000000.0,13600000.0,3313300000.0,1248700000.0,1486100000.0,646400000.0,1248700000.0,1264300000.0,2049000000.0,3313300000.0,1503000000.0,1402600000.0,0.0,-387700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,FY,,2011-12-31,2013-02-14 10:49:32+00:00,124600000.0,513200000.0,139800000.0,,-174600000.0,185600000.0,0.0,248700000.0,92600000.0,47300000.0,795800000.0,,188300000.0,967900000.0,386400000.0,352900000.0,16400000.0,125200000.0,108100000.0,370500000.0,596900000.0,277200000.0,255900000.0,83100000.0,95300000.0,75700000.0,1843700000.0,16200000.0,3672900000.0,1530900000.0,1530700000.0,583800000.0,1530900000.0,1547300000.0,2125600000.0,3672900000.0,1789300000.0,1541800000.0,0.0,-386900000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q3,,2011-10-01,2011-10-20 14:28:23+00:00,132000000.0,498000000.0,127600000.0,572600000.0,-87000000.0,185700000.0,,262900000.0,94800000.0,46900000.0,808200000.0,925900000.0,189800000.0,968000000.0,399700000.0,353300000.0,16300000.0,96200000.0,97600000.0,331900000.0,572000000.0,264000000.0,249000000.0,87300000.0,89000000.0,81100000.0,1789600000.0,13900000.0,3630100000.0,1557900000.0,1523300000.0,569400000.0,1557900000.0,1574200000.0,2055900000.0,3630100000.0,1753500000.0,1486500000.0,0.0,-407600000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q2,,2011-07-02,2011-07-21 12:29:55+00:00,139000000.0,497700000.0,124400000.0,573000000.0,-26100000.0,418200000.0,,257900000.0,90800000.0,41500000.0,827200000.0,930200000.0,193000000.0,955500000.0,392200000.0,357200000.0,16300000.0,94600000.0,97900000.0,326200000.0,541200000.0,250800000.0,251100000.0,77400000.0,93000000.0,86200000.0,1740800000.0,215000000.0,3826500000.0,1566600000.0,1735900000.0,771000000.0,1566600000.0,1582900000.0,2243600000.0,3826500000.0,1733400000.0,1472600000.0,0.0,-406000000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q1,,2011-04-02,2011-04-21 11:02:33+00:00,141500000.0,500000000.0,115400000.0,580700000.0,-40400000.0,517300000.0,,241800000.0,83500000.0,39500000.0,822800000.0,933300000.0,194000000.0,953000000.0,368600000.0,352600000.0,15900000.0,91700000.0,96600000.0,317800000.0,502300000.0,232800000.0,361000000.0,73300000.0,92100000.0,101100000.0,1681400000.0,217500000.0,3840000000.0,1489700000.0,1803300000.0,874900000.0,1489700000.0,1505600000.0,2334400000.0,3840000000.0,1684100000.0,1459500000.0,0.0,-393100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,FY,,2012-12-29,2014-02-14 14:16:25+00:00,142500000.0,560600000.0,138900000.0,,-124200000.0,214500000.0,0.0,272000000.0,81800000.0,54700000.0,807400000.0,,187200000.0,970400000.0,404200000.0,375200000.0,16900000.0,110400000.0,127100000.0,309100000.0,689000000.0,323100000.0,247900000.0,64100000.0,87500000.0,84800000.0,2067000000.0,5200000.0,3902300000.0,1802100000.0,1669000000.0,589200000.0,1802100000.0,1819000000.0,2083300000.0,3902300000.0,1858100000.0,1494100000.0,0.0,-412700000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q3,,2012-09-29,2012-10-18 11:12:14+00:00,146900000.0,539300000.0,131700000.0,604900000.0,-131000000.0,176100000.0,0.0,272400000.0,91300000.0,57900000.0,799900000.0,978200000.0,187500000.0,971200000.0,417500000.0,373300000.0,16600000.0,120500000.0,119400000.0,304800000.0,674300000.0,314400000.0,266400000.0,92500000.0,98600000.0,85300000.0,2004800000.0,18700000.0,3871900000.0,1739700000.0,1623900000.0,621600000.0,1739700000.0,1756300000.0,2115600000.0,3871900000.0,1874700000.0,1494000000.0,,-406500000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q2,,2012-06-30,2012-07-19 11:17:45+00:00,141400000.0,505000000.0,119100000.0,590200000.0,-180800000.0,173600000.0,0.0,264200000.0,86500000.0,49100000.0,786200000.0,951800000.0,186000000.0,970200000.0,401400000.0,361600000.0,16500000.0,123300000.0,112000000.0,320700000.0,642100000.0,305900000.0,272300000.0,87700000.0,92800000.0,82400000.0,1950900000.0,14200000.0,3741700000.0,1633400000.0,1554800000.0,596100000.0,1633400000.0,1649900000.0,2091800000.0,3741700000.0,1825300000.0,1495700000.0,0.0,-400900000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q1,,2012-03-31,2012-04-19 12:32:53+00:00,139000000.0,511300000.0,115000000.0,590400000.0,-146100000.0,161600000.0,0.0,255800000.0,83900000.0,48400000.0,804900000.0,951100000.0,188400000.0,965500000.0,395800000.0,360700000.0,16500000.0,122700000.0,110600000.0,357800000.0,616700000.0,291700000.0,249500000.0,81900000.0,90200000.0,90300000.0,1894600000.0,14000000.0,3709900000.0,1603400000.0,1534600000.0,565900000.0,1603400000.0,1619900000.0,2090000000.0,3709900000.0,1814600000.0,1524100000.0,0.0,-400900000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,FY,,2013-12-28,2015-02-12 13:42:22+00:00,155600000.0,600000000.0,143600000.0,,-44800000.0,217600000.0,0.0,292500000.0,85400000.0,59400000.0,838800000.0,,190500000.0,858900000.0,434400000.0,392500000.0,17200000.0,57100000.0,143800000.0,177500000.0,777700000.0,374600000.0,243700000.0,57200000.0,84000000.0,84200000.0,2324100000.0,113100000.0,4110000000.0,2113200000.0,1796200000.0,715400000.0,2113200000.0,2130400000.0,1979600000.0,4110000000.0,1921300000.0,1264200000.0,0.0,-458600000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q3,,2013-09-28,2013-10-17 11:01:04+00:00,161800000.0,595000000.0,132100000.0,640000000.0,-111100000.0,182500000.0,0.0,294000000.0,88800000.0,64400000.0,837400000.0,1024400000.0,192500000.0,861100000.0,440300000.0,384400000.0,16900000.0,95000000.0,137900000.0,284600000.0,752200000.0,367400000.0,249700000.0,56400000.0,85600000.0,109100000.0,2255400000.0,117700000.0,4101000000.0,1989200000.0,1783100000.0,725700000.0,1989200000.0,2006100000.0,2094900000.0,4101000000.0,1933500000.0,1369200000.0,0.0,-449100000.0
