company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q3,2011-07-03,2011-10-01,2012-10-18 11:12:14+00:00,1.16,1.16,0.32,1.16,30500000.0,69800000.0,69800000.0,67800000.0,2000000.0,379800000.0,729900000.0,2000000.0,-1700000.0,,,235000000.0,379800000.0,350100000.0,15100000.0,235000000.0,115100000.0,-16800000.0,98300000.0,729900000.0,58400000.0,52165001.0,58679875.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q2YTD,2011-01-02,2011-07-02,,2.31,2.31,0.64,2.29,67000000.0,137900000.0,137900000.0,134200000.0,3700000.0,773700000.0,1476500000.0,1700000.0,1700000.0,,-18000000.0,486700000.0,773700000.0,702800000.0,32600000.0,468700000.0,234100000.0,-30900000.0,203200000.0,1476500000.0,58200000.0,58186198.0,58779788.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q2TTM,2010-07-04,2011-07-02,,4.11,4.11,1.26,4.07,115300000.0,246000000.0,246000000.0,238600000.0,7400000.0,1528300000.0,2865200000.0,3700000.0,3000000.0,,-18000000.0,940100000.0,1528300000.0,1336900000.0,60200000.0,922100000.0,414800000.0,-57200000.0,357600000.0,2865200000.0,58200000.0,58186198.0,58779788.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q2,2011-04-03,2011-07-02,2012-07-19 11:17:45+00:00,1.34,1.34,0.32,1.33,39800000.0,79900000.0,79900000.0,78000000.0,1900000.0,397300000.0,757000000.0,800000.0,900000.0,,-18000000.0,243400000.0,397300000.0,359700000.0,16300000.0,225400000.0,134300000.0,-15400000.0,118900000.0,757000000.0,58200000.0,58186198.0,58779788.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q1TTM,2010-04-04,2011-04-02,,3.55,3.55,1.24,3.52,95800000.0,213000000.0,213000000.0,205900000.0,7100000.0,1487000000.0,2769700000.0,3400000.0,1300000.0,,,921500000.0,1487000000.0,1282700000.0,57100000.0,921500000.0,361200000.0,-55800000.0,305400000.0,2769700000.0,57900000.0,58181586.0,58731403.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2011.0,Q1,2011-01-02,2011-04-02,2012-04-19 12:32:53+00:00,0.97,0.97,0.32,0.96,27200000.0,58000000.0,58000000.0,56200000.0,1800000.0,376400000.0,719500000.0,900000.0,800000.0,,,243300000.0,376400000.0,343100000.0,16300000.0,243300000.0,99800000.0,-15500000.0,84300000.0,719500000.0,57900000.0,58181586.0,58731403.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q4,2012-09-30,2012-12-29,,1.46,1.46,0.38,1.43,39800000.0,86700000.0,86700000.0,84600000.0,2100000.0,414800000.0,796100000.0,100000.0,100000.0,,,240600000.0,414800000.0,381300000.0,14400000.0,240600000.0,140700000.0,-14300000.0,126400000.0,796100000.0,58200000.0,58200000.0,58900000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,FY,2012-01-01,2012-12-29,2015-02-12 13:42:22+00:00,5.26,5.26,1.4,5.2,148200000.0,314600000.0,314600000.0,306100000.0,8500000.0,1602500000.0,3099200000.0,2600000.0,-400000.0,,,980300000.0,1602500000.0,1496700000.0,55800000.0,980300000.0,516400000.0,-56200000.0,460200000.0,3099200000.0,58200000.0,58200000.0,58900000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q3YTD,2012-01-01,2012-09-29,,3.8,3.8,1.02,3.77,108400000.0,227900000.0,227900000.0,221500000.0,6400000.0,1187700000.0,2303100000.0,2500000.0,-500000.0,,,739700000.0,1187700000.0,1115400000.0,41400000.0,739700000.0,375700000.0,-41900000.0,333800000.0,2303100000.0,58300000.0,58257569.0,58857636.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q3TTM,2011-10-02,2012-09-29,,5.08,5.08,1.36,5.03,144600000.0,304000000.0,304000000.0,295800000.0,8200000.0,1601900000.0,3075200000.0,3400000.0,-1500000.0,,,971700000.0,1601900000.0,1473300000.0,54900000.0,971700000.0,501600000.0,-56400000.0,445200000.0,3075200000.0,58300000.0,58257569.0,58857636.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q3,2012-07-01,2012-09-29,2013-10-17 11:01:04+00:00,1.27,1.27,0.34,1.26,34900000.0,76400000.0,76400000.0,74100000.0,2300000.0,383800000.0,752100000.0,1000000.0,-200000.0,,,244200000.0,383800000.0,368300000.0,13600000.0,244200000.0,124100000.0,-13800000.0,110300000.0,752100000.0,58300000.0,58257569.0,58857636.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.53,2.53,0.68,2.51,73500000.0,151500000.0,151500000.0,147400000.0,4100000.0,803900000.0,1551000000.0,1500000.0,-300000.0,,,495500000.0,803900000.0,747100000.0,27800000.0,495500000.0,251600000.0,-28100000.0,223500000.0,1551000000.0,58300000.0,58155790.0,58813662.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q2TTM,2011-07-03,2012-06-30,,4.97,4.97,1.34,4.93,140200000.0,297400000.0,297400000.0,289500000.0,7900000.0,1597900000.0,3053000000.0,4400000.0,-3000000.0,,,962500000.0,1597900000.0,1455100000.0,56400000.0,962500000.0,492600000.0,-59400000.0,433200000.0,3053000000.0,58300000.0,58155790.0,58813662.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q2,2012-04-01,2012-06-30,2013-07-18 11:12:06+00:00,1.31,1.31,0.34,1.3,38300000.0,78500000.0,78500000.0,76400000.0,2100000.0,402300000.0,777800000.0,400000.0,100000.0,,,245300000.0,402300000.0,375500000.0,13900000.0,245300000.0,130200000.0,-13800000.0,116400000.0,777800000.0,58300000.0,58155790.0,58813662.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q1,2012-01-01,2012-03-31,2013-04-18 11:09:44+00:00,1.22,1.22,0.34,1.21,35200000.0,73000000.0,73000000.0,71000000.0,2000000.0,401600000.0,773200000.0,1100000.0,-400000.0,,,250200000.0,401600000.0,371600000.0,13900000.0,250200000.0,121400000.0,-14300000.0,107100000.0,773200000.0,58200000.0,58172127.0,58772611.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2012.0,Q1TTM,2011-04-03,2012-03-31,,5.0,5.0,1.32,4.96,141700000.0,298800000.0,298800000.0,291100000.0,7700000.0,1592900000.0,3032200000.0,4800000.0,-2200000.0,,-18000000.0,960600000.0,1592900000.0,1439300000.0,58800000.0,942600000.0,496700000.0,-61000000.0,435700000.0,3032200000.0,58200000.0,58172127.0,58772611.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,FY,2012-12-30,2013-12-28,2016-02-11 16:48:22+00:00,6.02,6.02,1.58,5.93,166700000.0,359700000.0,359700000.0,350300000.0,9400000.0,1638900000.0,3237500000.0,200000.0,-3900000.0,,,1012400000.0,1638900000.0,1598600000.0,56100000.0,1012400000.0,586200000.0,-60000000.0,526200000.0,3237500000.0,58200000.0,58200000.0,59100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q4,2013-09-29,2013-12-28,,1.63,1.63,0.44,1.6,44600000.0,96900000.0,96900000.0,94500000.0,2400000.0,433400000.0,844900000.0,,-800000.0,,,254900000.0,433400000.0,411500000.0,14300000.0,254900000.0,156600000.0,-15100000.0,141500000.0,844900000.0,58200000.0,58200000.0,59100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q3YTD,2012-12-30,2013-09-28,,4.39,4.39,1.14,4.33,122100000.0,262800000.0,262800000.0,255800000.0,7000000.0,1205500000.0,2392600000.0,200000.0,-3100000.0,,,757500000.0,1205500000.0,1187100000.0,41800000.0,757500000.0,429600000.0,-44900000.0,384700000.0,2392600000.0,58300000.0,58163261.0,59001101.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q3TTM,2012-09-30,2013-09-28,,5.85,5.85,1.52,5.76,161900000.0,349500000.0,349500000.0,340400000.0,9100000.0,1620300000.0,3188700000.0,300000.0,-3000000.0,,,998100000.0,1620300000.0,1568400000.0,56200000.0,998100000.0,570300000.0,-59200000.0,511100000.0,3188700000.0,58300000.0,58163261.0,59001101.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q3,2013-06-30,2013-09-28,2014-10-16 11:02:33+00:00,1.45,1.45,0.38,1.43,40800000.0,87000000.0,87000000.0,84600000.0,2400000.0,402400000.0,798300000.0,100000.0,-800000.0,,,253000000.0,402400000.0,395900000.0,14400000.0,253000000.0,142900000.0,-15200000.0,127700000.0,798300000.0,58300000.0,58163261.0,59001101.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q2YTD,2012-12-30,2013-06-29,,2.94,2.94,0.76,2.9,81300000.0,175800000.0,175800000.0,171200000.0,4600000.0,803100000.0,1594300000.0,100000.0,-2300000.0,,,504500000.0,803100000.0,791200000.0,27400000.0,504500000.0,286700000.0,-29700000.0,257000000.0,1594300000.0,58200000.0,58221317.0,58964323.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q2TTM,2012-07-01,2013-06-29,,5.67,5.67,1.48,5.59,156000000.0,338900000.0,338900000.0,329900000.0,9000000.0,1601700000.0,3142500000.0,1200000.0,-2400000.0,,,989300000.0,1601700000.0,1540800000.0,55400000.0,989300000.0,551500000.0,-57800000.0,493700000.0,3142500000.0,58200000.0,58221317.0,58964323.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q2,2013-03-31,2013-06-29,2014-07-17 11:05:12+00:00,1.52,1.52,0.38,1.5,42500000.0,90700000.0,90700000.0,88400000.0,2300000.0,404800000.0,808600000.0,300000.0,-1700000.0,,,255400000.0,404800000.0,403800000.0,13800000.0,255400000.0,148400000.0,-15500000.0,132900000.0,808600000.0,58200000.0,58221317.0,58964323.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q1TTM,2012-04-01,2013-03-30,,5.46,5.46,1.44,5.39,151800000.0,326700000.0,326700000.0,317900000.0,8800000.0,1599200000.0,3111700000.0,1300000.0,-600000.0,,,979200000.0,1599200000.0,1512500000.0,55500000.0,979200000.0,533300000.0,-56100000.0,477200000.0,3111700000.0,58300000.0,58278564.0,59244531.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2013.0,Q1,2012-12-30,2013-03-30,2014-04-17 11:06:03+00:00,1.42,1.42,0.38,1.4,38800000.0,85100000.0,85100000.0,82800000.0,2300000.0,398300000.0,785700000.0,-200000.0,-600000.0,,,249100000.0,398300000.0,387400000.0,13600000.0,249100000.0,138300000.0,-14200000.0,124100000.0,785700000.0,58300000.0,58278564.0,59244531.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,FY,2013-12-29,2015-01-03,2017-02-09 16:18:39+00:00,7.26,7.26,1.85,7.14,199500000.0,432100000.0,432100000.0,421900000.0,10200000.0,1759200000.0,3492600000.0,700000.0,-900000.0,,,1048700000.0,1759200000.0,1733400000.0,52900000.0,1048700000.0,684700000.0,-53800000.0,630900000.0,3492600000.0,58100000.0,58100000.0,59100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q4,2014-09-28,2015-01-03,,2.0,2.0,0.53,1.96,54900000.0,118700000.0,118700000.0,116200000.0,2500000.0,463300000.0,916800000.0,200000.0,-200000.0,,,266100000.0,463300000.0,453500000.0,13800000.0,266100000.0,187400000.0,-14000000.0,173400000.0,916800000.0,58100000.0,58100000.0,59100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q3YTD,2013-12-29,2014-09-27,,5.26,5.26,1.32,5.18,144600000.0,313400000.0,313400000.0,305700000.0,7700000.0,1295900000.0,2575800000.0,500000.0,-700000.0,,,782600000.0,1295900000.0,1279900000.0,39100000.0,782600000.0,497300000.0,-39800000.0,457500000.0,2575800000.0,58300000.0,58110855.0,59013052.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q3TTM,2013-09-29,2014-09-27,,6.89,6.89,1.76,6.78,189200000.0,410300000.0,410300000.0,400200000.0,10100000.0,1729300000.0,3420700000.0,500000.0,-1500000.0,,,1037500000.0,1729300000.0,1691400000.0,53400000.0,1037500000.0,653900000.0,-54900000.0,599000000.0,3420700000.0,58300000.0,58110855.0,59013052.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q3,2014-06-29,2014-09-27,2015-10-22 11:05:50+00:00,1.78,1.78,0.44,1.76,48400000.0,106400000.0,106400000.0,103700000.0,2700000.0,428300000.0,859900000.0,100000.0,-900000.0,,,263300000.0,428300000.0,431600000.0,12700000.0,263300000.0,168300000.0,-13600000.0,154700000.0,859900000.0,58300000.0,58110855.0,59013052.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q2YTD,2013-12-29,2014-06-28,,3.48,3.48,0.88,3.42,96200000.0,207000000.0,207000000.0,202000000.0,5000000.0,867600000.0,1715900000.0,400000.0,200000.0,,,519300000.0,867600000.0,848300000.0,26400000.0,519300000.0,329000000.0,-26200000.0,302800000.0,1715900000.0,58000000.0,58127969.0,58998476.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q2TTM,2013-06-30,2014-06-28,,6.56,6.56,1.7,6.45,181600000.0,390900000.0,390900000.0,381100000.0,9800000.0,1703400000.0,3359100000.0,500000.0,-1400000.0,,,1027200000.0,1703400000.0,1655700000.0,55100000.0,1027200000.0,628500000.0,-56500000.0,572000000.0,3359100000.0,58000000.0,58127969.0,58998476.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q2,2014-03-30,2014-06-28,2015-07-23 11:11:34+00:00,1.83,1.83,0.44,1.8,51900000.0,108800000.0,108800000.0,106100000.0,2700000.0,443000000.0,878200000.0,200000.0,300000.0,,,262300000.0,443000000.0,435200000.0,12700000.0,262300000.0,172900000.0,-12400000.0,160500000.0,878200000.0,58000000.0,58127969.0,58998476.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q1TTM,2013-03-31,2014-03-29,,6.25,6.25,1.64,6.15,172200000.0,372800000.0,372800000.0,363400000.0,9400000.0,1665200000.0,3289500000.0,600000.0,-3400000.0,,,1020300000.0,1665200000.0,1624300000.0,56200000.0,1020300000.0,604000000.0,-59600000.0,544400000.0,3289500000.0,58100000.0,58206213.0,59077255.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2014.0,Q1,2013-12-29,2014-03-29,2015-04-23 11:12:03+00:00,1.65,1.65,0.44,1.62,44300000.0,98200000.0,98200000.0,95900000.0,2300000.0,424600000.0,837700000.0,200000.0,-100000.0,,,257000000.0,424600000.0,413100000.0,13700000.0,257000000.0,156100000.0,-13800000.0,142300000.0,837700000.0,58100000.0,58206213.0,59077255.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,FY,2015-01-04,2016-01-02,2018-02-15 15:12:42+00:00,8.24,8.24,2.2,8.1,221200000.0,490600000.0,490600000.0,478700000.0,11900000.0,1774600000.0,3593100000.0,1300000.0,-2400000.0,,,1053700000.0,1774600000.0,1818500000.0,51900000.0,1053700000.0,764800000.0,-54300000.0,710500000.0,3593100000.0,58100000.0,58100000.0,59100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q4,2015-10-04,2016-01-02,,2.26,2.26,0.61,2.22,59300000.0,134500000.0,134500000.0,131400000.0,3100000.0,457500000.0,914800000.0,,-500000.0,,,250000000.0,457500000.0,457300000.0,13000000.0,250000000.0,207300000.0,-13500000.0,193800000.0,914800000.0,58100000.0,58100000.0,59100000.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q3,2015-07-05,2015-10-03,2016-10-20 11:12:19+00:00,2.01,2.01,0.53,1.98,53900000.0,119900000.0,119900000.0,116800000.0,3100000.0,432200000.0,882600000.0,200000.0,-500000.0,,,263300000.0,432200000.0,450400000.0,13000000.0,263300000.0,187100000.0,-13500000.0,173600000.0,882600000.0,58100000.0,58084784.0,59083704.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q3YTD,2015-01-04,2015-10-03,,5.98,5.98,1.59,5.88,161900000.0,356100000.0,356100000.0,347300000.0,8800000.0,1317100000.0,2678300000.0,1300000.0,-1900000.0,,,803700000.0,1317100000.0,1361200000.0,38900000.0,803700000.0,557500000.0,-40800000.0,516700000.0,2678300000.0,58100000.0,58084784.0,59083704.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q3TTM,2014-09-28,2015-10-03,,7.98,7.98,2.12,7.84,216800000.0,474800000.0,474800000.0,463500000.0,11300000.0,1780400000.0,3595100000.0,1500000.0,-2100000.0,,,1069800000.0,1780400000.0,1814700000.0,52700000.0,1069800000.0,744900000.0,-54800000.0,690100000.0,3595100000.0,58100000.0,58084784.0,59083704.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q2,2015-04-05,2015-07-04,2016-07-21 11:10:48+00:00,2.07,2.07,0.53,2.03,56200000.0,123000000.0,123000000.0,120000000.0,3000000.0,450100000.0,910500000.0,600000.0,-700000.0,,,268200000.0,450100000.0,460400000.0,12900000.0,268200000.0,192200000.0,-13600000.0,178600000.0,910500000.0,58000000.0,58114681.0,59106444.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q2YTD,2015-01-04,2015-07-04,,3.97,3.97,1.06,3.9,108000000.0,236200000.0,236200000.0,230500000.0,5700000.0,884900000.0,1795700000.0,1100000.0,-1400000.0,,,540400000.0,884900000.0,910800000.0,25900000.0,540400000.0,370400000.0,-27300000.0,343100000.0,1795700000.0,58000000.0,58114681.0,59106444.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q2TTM,2014-06-29,2015-07-04,,7.75,7.75,2.03,7.62,211300000.0,461300000.0,461300000.0,450400000.0,10900000.0,1776500000.0,3572400000.0,1400000.0,-2500000.0,,,1069800000.0,1776500000.0,1795900000.0,52400000.0,1069800000.0,726100000.0,-54900000.0,671200000.0,3572400000.0,58000000.0,58114681.0,59106444.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q1,2015-01-04,2015-04-04,2016-04-21 11:04:09+00:00,1.9,1.9,0.53,1.87,51800000.0,113200000.0,113200000.0,110500000.0,2700000.0,434800000.0,885200000.0,500000.0,-700000.0,,,272200000.0,434800000.0,450400000.0,13000000.0,272200000.0,178200000.0,-13700000.0,164500000.0,885200000.0,58200000.0,58132396.0,59105309.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2015.0,Q1TTM,2014-03-30,2015-04-04,,7.51,7.51,1.94,7.39,207000000.0,447100000.0,447100000.0,436500000.0,10600000.0,1769400000.0,3540100000.0,1000000.0,-1500000.0,,,1063900000.0,1769400000.0,1770700000.0,52200000.0,1063900000.0,706800000.0,-53700000.0,653100000.0,3540100000.0,58200000.0,58132396.0,59105309.0
Snap-On Inc,SNA,HHWAT5TDOYZMM26KKQ73,91440,2016.0,FY,2016-01-03,2016-12-31,2019-02-14 16:35:53+00:00,9.4,9.4,2.54,9.2,244300000.0,559600000.0,559600000.0,546400000.0,13200000.0,1802700000.0,3711800000.0,2500000.0,-7500000.0,,,1048000000.0,1802700000.0,1909100000.0,52200000.0,1048000000.0,861100000.0,-59700000.0,801400000.0,3711800000.0,58100000.0,58100000.0,59400000.0
