company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Public Storage,PSA,,1393311,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 21:48:46+00:00,622894000.0,0.0,,3007000.0,8457000.0,54081000.0,651892000.0,-1081504000.0,-261876000.0,1047652000.0,-1081504000.0,-261876000.0,1047652000.0,-295728000.0,487078000.0,487078000.0,-65327000.0,0.0,0.0,,-639842000.0,-84071000.0,-191422000.0,-853942000.0,0.0,-302150000.0,13617000.0
Public Storage,PSA,,1393311,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 16:43:50+00:00,414201000.0,609059000.0,,46572000.0,10890000.0,27404000.0,0.0,-984076000.0,340018000.0,1073263000.0,-984076000.0,340018000.0,1076971000.0,432913000.0,973872000.0,973872000.0,-361382000.0,-7707000.0,-34588000.0,,-773004000.0,-98271000.0,-150922000.0,-62877000.0,-111903000.0,-66879000.0,14740000.0
Public Storage,PSA,,1393311,2008.0,Q3,2008-07-01,2008-09-30,,92034000.0,,,6004000.0,4778000.0,,,-201844000.0,-81417000.0,298071000.0,-201844000.0,-81417000.0,298071000.0,14810000.0,147942000.0,147942000.0,52091000.0,,,,-168124000.0,-44368000.0,-58949000.0,-38498000.0,,,21900000.0
Public Storage,PSA,,1393311,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 19:07:29+00:00,309911000.0,609059000.0,,17792000.0,9868000.0,14654000.0,,-636584000.0,369149000.0,809261000.0,-636584000.0,369149000.0,809261000.0,541826000.0,811838000.0,811838000.0,-330280000.0,0.0,-34588000.0,,-504505000.0,-98271000.0,-130601000.0,-44698000.0,-111903000.0,0.0,23550000.0
Public Storage,PSA,,1393311,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 16:50:16+00:00,217877000.0,609059000.0,,11788000.0,5090000.0,14654000.0,,-434740000.0,450566000.0,511190000.0,-434740000.0,450566000.0,511190000.0,527016000.0,663896000.0,663896000.0,-382371000.0,0.0,-34588000.0,,-336381000.0,-53903000.0,-71652000.0,-6200000.0,-111903000.0,0.0,1650000.0
Public Storage,PSA,,1393311,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 19:24:54+00:00,342127000.0,,,29125000.0,2192000.0,,,-938401000.0,-91409000.0,1112857000.0,-938401000.0,-91409000.0,1112857000.0,83047000.0,790456000.0,790456000.0,-48851000.0,-153000000.0,,,-652932000.0,-26488000.0,-76517000.0,-117126000.0,,-17535000.0,11596000.0
Public Storage,PSA,,1393311,2009.0,Q4,2009-10-01,2009-12-31,,86019000.0,,,-4652000.0,293000.0,,,-165755000.0,-16249000.0,275328000.0,-165755000.0,-16249000.0,275328000.0,93324000.0,187689000.0,187689000.0,6272000.0,,,,-164145000.0,-4342000.0,-13039000.0,-1903000.0,,,1132000.0
Public Storage,PSA,,1393311,2009.0,Q3TTM,2008-10-01,2009-09-30,,360398000.0,,,62557000.0,2921000.0,12750000.0,,-1120138000.0,-104291000.0,1101531000.0,-1120138000.0,-104291000.0,1105239000.0,-119190000.0,764801000.0,764801000.0,-86225000.0,-160707000.0,,,-757286000.0,-22146000.0,-83799000.0,-133402000.0,,-84414000.0,1654000.0
Public Storage,PSA,,1393311,2009.0,Q3,2009-07-01,2009-09-30,,86624000.0,,,18545000.0,1130000.0,,,-163107000.0,-46090000.0,295281000.0,-163107000.0,-46090000.0,295281000.0,86084000.0,243951000.0,243951000.0,-53839000.0,,,,-162382000.0,-21323000.0,-24970000.0,-1855000.0,,,203000.0
Public Storage,PSA,,1393311,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 21:07:05+00:00,256108000.0,,,33777000.0,1899000.0,,,-772646000.0,-75160000.0,837529000.0,-772646000.0,-75160000.0,837529000.0,-10277000.0,602767000.0,602767000.0,-55123000.0,-153000000.0,,,-488787000.0,-22146000.0,-63478000.0,-115223000.0,,-17535000.0,10464000.0
Public Storage,PSA,,1393311,2009.0,Q2TTM,2008-07-01,2009-06-30,,365808000.0,,,50016000.0,6569000.0,12750000.0,,-1158875000.0,-139618000.0,1104321000.0,-1158875000.0,-139618000.0,1108029000.0,-190464000.0,668792000.0,668792000.0,19705000.0,-160707000.0,,,-763028000.0,-45191000.0,-117778000.0,-170045000.0,,-84414000.0,23351000.0
Public Storage,PSA,,1393311,2009.0,Q2,2009-04-01,2009-06-30,,84284000.0,,,21893000.0,214000.0,,,-163470000.0,-27679000.0,282383000.0,-163470000.0,-27679000.0,282383000.0,91234000.0,205387000.0,205387000.0,-29181000.0,,,,-161828000.0,2000.0,-27681000.0,-1856000.0,,,
Public Storage,PSA,,1393311,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 20:53:53+00:00,169484000.0,,,15232000.0,769000.0,,,-609539000.0,-29070000.0,542248000.0,-609539000.0,-29070000.0,542248000.0,-96361000.0,358816000.0,358816000.0,-1284000.0,-153000000.0,,,-326405000.0,-823000.0,-38508000.0,-113368000.0,,-17535000.0,10261000.0
Public Storage,PSA,,1393311,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 19:00:07+00:00,85200000.0,,,-6661000.0,555000.0,,,-446069000.0,-1391000.0,259865000.0,-446069000.0,-1391000.0,259865000.0,-187595000.0,153429000.0,153429000.0,27897000.0,-153000000.0,,,-164577000.0,-825000.0,-10827000.0,-111512000.0,,-17535000.0,10261000.0
Public Storage,PSA,,1393311,2010.0,Q4,2010-10-01,2010-12-31,,91647000.0,,,-34793000.0,4706000.0,,120887000.0,-302989000.0,-26563000.0,271507000.0,-302989000.0,-26563000.0,271507000.0,-58045000.0,189210000.0,189210000.0,25443000.0,-100400000.0,,,-199915000.0,-14285000.0,-13772000.0,-19517000.0,,-108750000.0,1494000.0
Public Storage,PSA,,1393311,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 21:39:21+00:00,354386000.0,,,-5385000.0,41308000.0,,261103000.0,-1132709000.0,-266605000.0,1093221000.0,-1132709000.0,-266605000.0,1093221000.0,-306093000.0,696114000.0,696114000.0,48106000.0,-305766000.0,,,-779312000.0,-212773000.0,-94259000.0,-77092000.0,,-272950000.0,40427000.0
Public Storage,PSA,,1393311,2010.0,Q3TTM,2009-10-01,2010-09-30,,348758000.0,,,24756000.0,36895000.0,,140216000.0,-995475000.0,-256291000.0,1097042000.0,-995475000.0,-256291000.0,1097042000.0,-154724000.0,694593000.0,694593000.0,28935000.0,-205366000.0,,,-743542000.0,-202830000.0,-93526000.0,-59478000.0,,-164200000.0,40065000.0
Public Storage,PSA,,1393311,2010.0,Q3,2010-07-01,2010-09-30,,92648000.0,,,15805000.0,10387000.0,,,-200778000.0,-55139000.0,296102000.0,-200778000.0,-55139000.0,296102000.0,40185000.0,245811000.0,245811000.0,-58162000.0,,,,-199571000.0,-36862000.0,-35114000.0,-2394000.0,,-9200000.0,16837000.0
Public Storage,PSA,,1393311,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 19:29:18+00:00,262739000.0,,,29408000.0,36602000.0,,140216000.0,-829720000.0,-240042000.0,821714000.0,-829720000.0,-240042000.0,821714000.0,-248048000.0,506904000.0,506904000.0,22663000.0,-205366000.0,,,-579397000.0,-198488000.0,-80487000.0,-57575000.0,,-164200000.0,38933000.0
Public Storage,PSA,,1393311,2010.0,Q2TTM,2009-07-01,2010-06-30,,342734000.0,,,27496000.0,27638000.0,,140216000.0,-957804000.0,-247242000.0,1096221000.0,-957804000.0,-247242000.0,1096221000.0,-108825000.0,692733000.0,692733000.0,33258000.0,-205366000.0,,,-706353000.0,-187291000.0,-83382000.0,-58939000.0,,-155000000.0,23431000.0
Public Storage,PSA,,1393311,2010.0,Q2,2010-04-01,2010-06-30,,85205000.0,,,30365000.0,14393000.0,,140216000.0,-459081000.0,-78700000.0,292490000.0,-459081000.0,-78700000.0,292490000.0,-245291000.0,131176000.0,131176000.0,45744000.0,-205366000.0,,,-200108000.0,-64157000.0,-35707000.0,-53216000.0,,-155000000.0,21164000.0
Public Storage,PSA,,1393311,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 19:57:17+00:00,170091000.0,,,13603000.0,26215000.0,,140216000.0,-628942000.0,-184903000.0,525612000.0,-628942000.0,-184903000.0,525612000.0,-288233000.0,261093000.0,261093000.0,80825000.0,-205366000.0,,,-379826000.0,-161626000.0,-45373000.0,-55181000.0,,-155000000.0,22096000.0
Public Storage,PSA,,1393311,2010.0,Q1TTM,2009-04-01,2010-03-31,,341813000.0,,,19024000.0,13459000.0,,,-662193000.0,-196221000.0,1086114000.0,-662193000.0,-196221000.0,1086114000.0,227700000.0,766944000.0,766944000.0,-41667000.0,,,,-668073000.0,-123132000.0,-75356000.0,-7579000.0,,,2267000.0
Public Storage,PSA,,1393311,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 20:19:47+00:00,84886000.0,,,-16762000.0,11822000.0,,,-169861000.0,-106203000.0,233122000.0,-169861000.0,-106203000.0,233122000.0,-42942000.0,129917000.0,129917000.0,35081000.0,,,,-179718000.0,-97469000.0,-9666000.0,-1965000.0,,,932000.0
Public Storage,PSA,,1393311,2011.0,Q4,2011-10-01,2011-12-31,,89830000.0,,,-23357000.0,10688000.0,,,-336634000.0,20904000.0,294659000.0,-336634000.0,20904000.0,294659000.0,-21071000.0,220437000.0,220437000.0,7749000.0,-6303000.0,,,-216075000.0,-16340000.0,-15172000.0,-19944000.0,,-105000000.0,52416000.0
Public Storage,PSA,,1393311,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 21:07:01+00:00,358525000.0,,,17730000.0,26416000.0,,835627000.0,-1438546000.0,-81355000.0,1203452000.0,-1438546000.0,-81355000.0,1203452000.0,-316449000.0,836459000.0,836459000.0,-9262000.0,-118418000.0,-358877000.0,,-860560000.0,-78502000.0,-88941000.0,-174355000.0,,-1147256000.0,444965000.0
Public Storage,PSA,,1393311,2011.0,Q3TTM,2010-10-01,2011-09-30,,360342000.0,,,6294000.0,20434000.0,,956514000.0,-1404901000.0,-128822000.0,1180300000.0,-1404901000.0,-128822000.0,1180300000.0,-353423000.0,805232000.0,805232000.0,8432000.0,-212515000.0,-358877000.0,,-844400000.0,-76447000.0,-87541000.0,-173928000.0,,-1151006000.0,394043000.0
Public Storage,PSA,,1393311,2011.0,Q3,2011-07-01,2011-09-30,,90956000.0,,,19140000.0,2755000.0,,471963000.0,-401449000.0,91999000.0,326329000.0,-401449000.0,91999000.0,326329000.0,16879000.0,194513000.0,194513000.0,21720000.0,-100089000.0,,,-223724000.0,-26527000.0,-18946000.0,-27598000.0,,-524756000.0,137472000.0
Public Storage,PSA,,1393311,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-08 20:39:46+00:00,268695000.0,,,41087000.0,15728000.0,,835627000.0,-1101912000.0,-102259000.0,908793000.0,-1101912000.0,-102259000.0,908793000.0,-295378000.0,616022000.0,616022000.0,-17011000.0,-112115000.0,-358877000.0,,-644485000.0,-62162000.0,-73769000.0,-154411000.0,,-1042256000.0,392549000.0
Public Storage,PSA,,1393311,2011.0,Q2TTM,2010-07-01,2011-06-30,,362034000.0,,,2959000.0,28066000.0,,484551000.0,-1204230000.0,-275960000.0,1150073000.0,-1204230000.0,-275960000.0,1150073000.0,-330117000.0,856530000.0,856530000.0,-71450000.0,-112426000.0,-358877000.0,,-820247000.0,-86782000.0,-103709000.0,-148724000.0,,-635450000.0,273408000.0
Public Storage,PSA,,1393311,2011.0,Q2,2011-04-01,2011-06-30,,89186000.0,,,24232000.0,1600000.0,,363664000.0,-408939000.0,90269000.0,317645000.0,-408939000.0,90269000.0,317645000.0,-1025000.0,210941000.0,210941000.0,-6714000.0,-12026000.0,,,-223399000.0,-9439000.0,-38862000.0,-21278000.0,,-517500000.0,138570000.0
Public Storage,PSA,,1393311,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 20:11:47+00:00,177739000.0,,,21947000.0,12973000.0,,363664000.0,-700463000.0,-194258000.0,582464000.0,-700463000.0,-194258000.0,582464000.0,-312257000.0,421509000.0,421509000.0,-38731000.0,-12026000.0,-358877000.0,,-420761000.0,-35635000.0,-54823000.0,-126813000.0,,-517500000.0,255077000.0
