company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,nonoperatingincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Progressive Corp,PGR,,80661,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 12:58:58+00:00,1399900000.0,1.66,1.66,,1.65,,510500000.0,108600000.0,1182500000.0,1182500000.0,1182500000.0,,-108600000.0,106300000.0,,680800000.0,32900000.0,,1526200000.0,,13877400000.0,9926200000.0,22300000.0,108600000.0,12885200000.0,14686800000.0,1693000000.0,14578200000.0,712300000.0,710400000.0,718500000.0
Progressive Corp,PGR,,80661,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 11:13:25+00:00,1358100000.0,-0.1,-0.1,,-0.1,,-152300000.0,136700000.0,-70000000.0,-70000000.0,-70000000.0,,-136700000.0,-1445100000.0,,637700000.0,29200000.0,,1523400000.0,,13631400000.0,10015000000.0,16100000.0,136700000.0,12925700000.0,12840100000.0,-222300000.0,12703400000.0,700000000.0,668000000.0,673900000.0
Progressive Corp,PGR,,80661,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 10:55:52+00:00,339300000.0,-1.03,-1.03,0.0,-1.03,,-396700000.0,34200000.0,-684200000.0,-684200000.0,-684200000.0,,-34200000.0,-1373400000.0,,163500000.0,8000000.0,,391900000.0,,3416200000.0,2517600000.0,3800000.0,34200000.0,3256800000.0,2210100000.0,-1080900000.0,2175900000.0,664300000.0,666300000.0,672800000.0
Progressive Corp,PGR,,80661,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 10:13:11+00:00,340700000.0,0.32,0.32,0.0,0.32,,87000000.0,34300000.0,215500000.0,215500000.0,215500000.0,,-34300000.0,-44600000.0,,165800000.0,8300000.0,,379500000.0,,3411200000.0,2471300000.0,4200000.0,34300000.0,3199800000.0,3536600000.0,302500000.0,3502300000.0,673400000.0,667400000.0,673700000.0
Progressive Corp,PGR,,80661,2009.0,Q4,2009-10-01,2009-12-31,,360500000.0,0.47,0.47,,0.45,,149300000.0,35300000.0,305000000.0,305000000.0,305000000.0,,-35300000.0,45800000.0,,130800000.0,7600000.0,,397500000.0,,3719400000.0,2645400000.0,4600000.0,35300000.0,3411000000.0,3900600000.0,454300000.0,3865300000.0,665100000.0,666800000.0,672200000.0
Progressive Corp,PGR,,80661,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 11:01:45+00:00,1364600000.0,1.59,1.59,,1.57,,499400000.0,139000000.0,1057500000.0,1057500000.0,1057500000.0,,-139000000.0,27100000.0,,507000000.0,30500000.0,,1567700000.0,,14012800000.0,9904900000.0,16700000.0,139000000.0,12867700000.0,14563600000.0,1556900000.0,14424600000.0,665100000.0,666800000.0,672200000.0
Progressive Corp,PGR,,80661,2009.0,Q3YTD,2009-01-01,2009-09-30,,1004100000.0,1.12,1.12,,1.12,,350100000.0,103700000.0,752500000.0,752500000.0,752500000.0,,-103700000.0,-18700000.0,,376200000.0,22900000.0,,1170200000.0,,10293400000.0,7259500000.0,12100000.0,103700000.0,9456700000.0,10663000000.0,1102600000.0,10559300000.0,674800000.0,666700000.0,672800000.0
Progressive Corp,PGR,,80661,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 11:10:07+00:00,333800000.0,0.4,0.4,0.0,0.4,,102100000.0,35300000.0,269900000.0,269900000.0,269900000.0,,-35300000.0,38800000.0,,122600000.0,8400000.0,,401900000.0,,3445400000.0,2459900000.0,4500000.0,35300000.0,3204000000.0,3611300000.0,372000000.0,3576000000.0,674800000.0,666700000.0,672800000.0
Progressive Corp,PGR,,80661,2009.0,Q2YTD,2009-01-01,2009-06-30,,670300000.0,0.72,0.72,,0.72,,248000000.0,68400000.0,482600000.0,482600000.0,482600000.0,,-68400000.0,-57500000.0,,253600000.0,14500000.0,,768300000.0,,6848000000.0,4799600000.0,7600000.0,68400000.0,6252700000.0,7051700000.0,730600000.0,6983300000.0,675900000.0,669200000.0,674600000.0
Progressive Corp,PGR,,80661,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 10:40:11+00:00,334100000.0,0.37,0.37,0.0,0.37,,103800000.0,34700000.0,250100000.0,250100000.0,250100000.0,,-34700000.0,15900000.0,,122100000.0,7300000.0,,390900000.0,,3441400000.0,2462600000.0,4100000.0,34700000.0,3194900000.0,3583500000.0,353900000.0,3548800000.0,675900000.0,669200000.0,674600000.0
Progressive Corp,PGR,,80661,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 09:48:42+00:00,336200000.0,0.35,0.35,0.0,0.35,,144200000.0,33700000.0,232500000.0,232500000.0,232500000.0,,-33700000.0,-73400000.0,,131500000.0,7200000.0,,377400000.0,,3406600000.0,2337000000.0,3500000.0,33700000.0,3057800000.0,3468200000.0,376700000.0,3434500000.0,664300000.0,668600000.0,672000000.0
Progressive Corp,PGR,,80661,2010.0,Q4,2010-10-01,2010-12-31,,345600000.0,0.45,0.45,,0.45,13800000.0,127000000.0,31300000.0,299200000.0,299200000.0,299200000.0,,-31300000.0,72600000.0,,147300000.0,8900000.0,252200000.0,660500000.0,,3623600000.0,2621300000.0,11900000.0,31300000.0,3650100000.0,4107600000.0,426200000.0,4076300000.0,659400000.0,657900000.0,663300000.0
Progressive Corp,PGR,,80661,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 11:06:58+00:00,1359900000.0,1.62,1.62,,1.61,,496900000.0,133500000.0,1068300000.0,1068300000.0,1068300000.0,,-133500000.0,102500000.0,,520100000.0,33300000.0,252200000.0,1992300000.0,,14314800000.0,10131300000.0,25900000.0,133500000.0,13516800000.0,15215500000.0,1565200000.0,15082000000.0,659400000.0,657900000.0,663300000.0
Progressive Corp,PGR,,80661,2010.0,Q3YTD,2010-01-01,2010-09-30,,1014300000.0,1.17,1.17,,1.16,-13800000.0,369900000.0,102200000.0,769100000.0,769100000.0,769100000.0,,-102200000.0,29900000.0,,372800000.0,24400000.0,,1331800000.0,,10691200000.0,7510000000.0,14000000.0,102200000.0,9866700000.0,11107900000.0,1139000000.0,11005700000.0,654000000.0,655800000.0,661200000.0
Progressive Corp,PGR,,80661,2010.0,Q3TTM,2009-10-01,2010-09-30,,1374800000.0,1.64,1.64,,1.61,-13800000.0,519200000.0,137500000.0,1074100000.0,1074100000.0,1074100000.0,,-137500000.0,75700000.0,,503600000.0,32000000.0,,1729300000.0,,14410600000.0,10155400000.0,18600000.0,137500000.0,13277700000.0,15008500000.0,1593300000.0,14871000000.0,654000000.0,655800000.0,661200000.0
Progressive Corp,PGR,,80661,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 09:55:19+00:00,342400000.0,0.4,0.4,0.0,0.4,-2100000.0,125600000.0,31900000.0,261600000.0,261600000.0,261600000.0,,-31900000.0,33100000.0,,129600000.0,5500000.0,,459100000.0,,3599900000.0,2543400000.0,4800000.0,31900000.0,3348300000.0,3767400000.0,387200000.0,3735500000.0,654000000.0,655800000.0,661200000.0
