company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commonequity,deferredacquisitioncost,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,unearnedpremiumscredit,unearnedpremiumsdebit
Progressive Corp,PGR,,80661,2011.0,Q1,,2011-03-31,2012-05-07 10:25:14+00:00,111300000.0,812700000.0,155500000.0,,1668700000.0,437700000.0,,,1958700000.0,927400000.0,2229900000.0,7073600000.0,1586100000.0,,,3839200000.0,21526100000.0,6320600000.0,6320600000.0,6320600000.0,15205500000.0,21526100000.0,,14649100000.0,4587100000.0,3015200000.0
Progressive Corp,PGR,,80661,2012.0,FY,,2012-12-31,2014-02-26 13:05:32+00:00,90000000.0,871000000.0,179100000.0,7838400000.0,1681600000.0,434500000.0,,,2063100000.0,933700000.0,3321900000.0,0.0,1855500000.0,,,3454400000.0,22694700000.0,6007000000.0,6007000000.0,6007000000.0,16687700000.0,22694700000.0,,14485500000.0,4930700000.0,3250000000.0
Progressive Corp,PGR,,80661,2012.0,Q3,,2012-09-30,2013-11-12 10:57:35+00:00,88200000.0,905100000.0,192200000.0,7760200000.0,1653300000.0,461800000.0,,,2062700000.0,918200000.0,3615200000.0,,1906300000.0,,,3996200000.0,23487200000.0,6554600000.0,6554600000.0,6554600000.0,16932600000.0,23487200000.0,,14782800000.0,5203400000.0,3428800000.0
Progressive Corp,PGR,,80661,2012.0,Q2,,2012-06-30,2013-08-06 11:12:44+00:00,96400000.0,842700000.0,165500000.0,7573200000.0,1649600000.0,452400000.0,,,2062800000.0,914300000.0,2866900000.0,,1781800000.0,,,3794300000.0,22719000000.0,6286600000.0,6286600000.0,6286600000.0,16432400000.0,22719000000.0,,14930300000.0,5014600000.0,3293200000.0
Progressive Corp,PGR,,80661,2012.0,Q1,,2012-03-31,2013-05-02 10:15:18+00:00,96800000.0,894800000.0,156000000.0,,1640600000.0,441700000.0,,,2080000000.0,916400000.0,2619900000.0,7337400000.0,1801500000.0,,,3715000000.0,22349900000.0,6250400000.0,6250400000.0,6250400000.0,16099500000.0,22349900000.0,,14881600000.0,4880600000.0,3237500000.0
Progressive Corp,PGR,,80661,2013.0,FY,,2013-12-31,2015-03-02 10:59:13+00:00,89800000.0,951700000.0,75100000.0,8479700000.0,1737800000.0,447600000.0,,,1860900000.0,960900000.0,2667100000.0,28400000.0,2675200000.0,,,3500000000.0,24408200000.0,6189500000.0,6189500000.0,6189500000.0,18218700000.0,24408200000.0,,16782100000.0,5174500000.0,3385600000.0
Progressive Corp,PGR,,80661,2013.0,Q3,,2013-09-30,2014-10-29 11:04:23+00:00,91500000.0,870900000.0,100900000.0,8310300000.0,1723000000.0,474700000.0,,,2010600000.0,955300000.0,2453300000.0,0.0,1917500000.0,,,4198700000.0,24508900000.0,6792600000.0,6792600000.0,6792600000.0,17716300000.0,24508900000.0,,16849800000.0,5477900000.0,3583400000.0
Progressive Corp,PGR,,80661,2013.0,Q2,,2013-06-30,2014-07-30 11:58:13+00:00,90400000.0,814200000.0,96900000.0,8086200000.0,1709700000.0,468100000.0,,,2063900000.0,950600000.0,2826000000.0,0.0,1844300000.0,,,4000000000.0,23841800000.0,6523900000.0,6523900000.0,6523900000.0,17317900000.0,23841800000.0,,15928300000.0,5323500000.0,3481500000.0
Progressive Corp,PGR,,80661,2013.0,Q1,,2013-03-31,2014-05-12 10:30:09+00:00,87300000.0,969700000.0,110200000.0,7948400000.0,1700100000.0,452300000.0,,,2063500000.0,935900000.0,3534700000.0,0.0,1934500000.0,,,3720000000.0,23543500000.0,6389800000.0,6389800000.0,6389800000.0,17153700000.0,23543500000.0,,14978000000.0,5207300000.0,3445100000.0
Progressive Corp,PGR,,80661,2014.0,FY,,2014-12-31,2016-02-29 12:40:21+00:00,87300000.0,1023100000.0,108400000.0,8857400000.0,1772100000.0,457200000.0,1600000.0,11300000.0,2164700000.0,960600000.0,3669400000.0,98900000.0,2297900000.0,0.0,,4133400000.0,25787600000.0,6928600000.0,6928600000.0,6928600000.0,18859000000.0,25787600000.0,,16869000000.0,5440100000.0,3622800000.0
Progressive Corp,PGR,,80661,2014.0,Q3,,2014-09-30,2015-11-05 11:02:02+00:00,81900000.0,972700000.0,90600000.0,8728400000.0,1759100000.0,488300000.0,1600000.0,11300000.0,2164300000.0,954000000.0,4088300000.0,57400000.0,2263600000.0,0.0,,4203500000.0,25926000000.0,6935300000.0,6935300000.0,6935300000.0,18990700000.0,25926000000.0,,16412100000.0,5777000000.0,3797900000.0
Progressive Corp,PGR,,80661,2014.0,Q2,,2014-06-30,2015-08-05 12:35:49+00:00,82900000.0,1038900000.0,126100000.0,8639900000.0,1760800000.0,479000000.0,1600000.0,11300000.0,2208000000.0,952500000.0,4502700000.0,98800000.0,2134200000.0,0.0,,3989500000.0,25452700000.0,6789200000.0,6789200000.0,6789200000.0,18663500000.0,25452700000.0,,15640500000.0,5582600000.0,3656100000.0
Progressive Corp,PGR,,80661,2014.0,Q1,,2014-03-31,2015-05-11 16:21:33+00:00,82300000.0,951300000.0,96700000.0,8592600000.0,1752100000.0,466900000.0,,,1861300000.0,950000000.0,3599000000.0,51100000.0,1911700000.0,,,3735200000.0,24315400000.0,6438600000.0,6438600000.0,6438600000.0,17876800000.0,24315400000.0,,15522800000.0,5460100000.0,3597700000.0
Progressive Corp,PGR,,80661,2015.0,FY,,2015-12-31,2017-03-01 11:59:52+00:00,102200000.0,800400000.0,224100000.0,10039000000.0,1802400000.0,564100000.0,447600000.0,494900000.0,2707900000.0,1037200000.0,3996600000.0,109300000.0,2587000000.0,464900000.0,300000.0,4686600000.0,29819300000.0,7289400000.0,7289400000.0,7289400000.0,22065000000.0,29819300000.0,,18765300000.0,6621800000.0,4187000000.0
Progressive Corp,PGR,,80661,2015.0,Q3,,2015-09-30,2016-11-03 13:51:20+00:00,103600000.0,769200000.0,194500000.0,9827200000.0,1781900000.0,590800000.0,446400000.0,510500000.0,2714300000.0,1024100000.0,3822000000.0,85700000.0,2431000000.0,442900000.0,0.0,4910900000.0,29935000000.0,7462000000.0,7462000000.0,7462000000.0,22030100000.0,29935000000.0,,18881600000.0,6971900000.0,4361500000.0
Progressive Corp,PGR,,80661,2015.0,Q2,,2015-06-30,2016-08-03 14:39:01+00:00,100400000.0,902000000.0,263800000.0,9701200000.0,1762900000.0,568200000.0,472900000.0,526000000.0,2739000000.0,1018900000.0,3345600000.0,176000000.0,2252900000.0,433400000.0,,4694900000.0,29304200000.0,7359800000.0,7359800000.0,7359800000.0,21511000000.0,29304200000.0,,18908100000.0,6641900000.0,4100300000.0
Progressive Corp,PGR,,80661,2015.0,Q1,,2015-03-31,2016-05-05 10:56:14+00:00,84700000.0,1049300000.0,101500000.0,9001600000.0,1784000000.0,484000000.0,1600000.0,11300000.0,2560100000.0,957500000.0,3800200000.0,97200000.0,2165900000.0,0.0,,4368600000.0,26880700000.0,7201900000.0,7201900000.0,7201900000.0,19678800000.0,26880700000.0,,17563600000.0,5854000000.0,3876300000.0
Progressive Corp,PGR,,80661,2016.0,FY,,2016-12-31,2018-02-27 16:46:52+00:00,103900000.0,933400000.0,226400000.0,11368000000.0,1883300000.0,651200000.0,449400000.0,432800000.0,3148200000.0,1177100000.0,5797300000.0,111300000.0,2890900000.0,483700000.0,,5140400000.0,33427500000.0,7957100000.0,7957100000.0,7957100000.0,24986700000.0,33427500000.0,,19909700000.0,7468300000.0,4679700000.0
Progressive Corp,PGR,,80661,2016.0,Q3,,2016-09-30,2016-11-03 13:51:20+00:00,97300000.0,1046100000.0,143400000.0,11228200000.0,1865500000.0,675400000.0,449400000.0,448300000.0,3153900000.0,1115000000.0,8106700000.0,156900000.0,2722200000.0,472500000.0,22300000.0,5183100000.0,33620800000.0,8094700000.0,8094700000.0,8094700000.0,25053600000.0,33620800000.0,,17645000000.0,7792400000.0,4918000000.0
Progressive Corp,PGR,,80661,2016.0,Q2,,2016-06-30,2016-08-03 14:39:01+00:00,93900000.0,957800000.0,134700000.0,10674800000.0,1846500000.0,645200000.0,449400000.0,463800000.0,2664100000.0,1083700000.0,7173900000.0,140700000.0,2706200000.0,466800000.0,,5031200000.0,31958200000.0,7835500000.0,7835500000.0,7835500000.0,23655900000.0,31958200000.0,,17213400000.0,7470100000.0,4700200000.0
Progressive Corp,PGR,,80661,2016.0,Q1,,2016-03-31,2016-05-05 10:56:14+00:00,93600000.0,868000000.0,209900000.0,10286700000.0,1814300000.0,600000000.0,447600000.0,479400000.0,2701600000.0,1061900000.0,5730000000.0,113900000.0,2451400000.0,467400000.0,,4877600000.0,30721600000.0,7559900000.0,7559900000.0,7559900000.0,22694300000.0,30721600000.0,,17503600000.0,7140700000.0,4595600000.0
Progressive Corp,PGR,,80661,2017.0,FY,,2017-12-31,2019-02-27 08:23:22+00:00,119700000.0,1282200000.0,275300000.0,13086900000.0,1970900000.0,780500000.0,452700000.0,366600000.0,3306300000.0,1119600000.0,5555700000.0,135000000.0,3481000000.0,503700000.0,,6031700000.0,38701200000.0,9284800000.0,9284800000.0,9284800000.0,28912700000.0,38701200000.0,0.0,24405300000.0,8903500000.0,5625800000.0
Progressive Corp,PGR,,80661,2017.0,Q3,,2017-09-30,2017-11-02 11:17:46+00:00,113000000.0,1226200000.0,224900000.0,13353300000.0,1946700000.0,782600000.0,452700000.0,384600000.0,3312200000.0,1129400000.0,7399200000.0,201500000.0,3272700000.0,498200000.0,31400000.0,6116500000.0,38932600000.0,9289400000.0,9289400000.0,9289400000.0,29145000000.0,38932600000.0,,22683200000.0,9005300000.0,5731600000.0
Progressive Corp,PGR,,80661,2017.0,Q2,,2017-06-30,2017-08-02 12:13:09+00:00,112100000.0,1150700000.0,161000000.0,12060400000.0,1932000000.0,727200000.0,452700000.0,401800000.0,3383400000.0,1152100000.0,6129500000.0,191800000.0,3153200000.0,501800000.0,800000.0,5908800000.0,36689800000.0,8991500000.0,8991500000.0,8991500000.0,27196500000.0,36689800000.0,,22248700000.0,8407700000.0,5303900000.0
Progressive Corp,PGR,,80661,2017.0,Q1,,2017-03-31,2017-05-03 10:47:00+00:00,110100000.0,1067500000.0,214500000.0,11628900000.0,1912000000.0,679500000.0,449400000.0,417300000.0,3111700000.0,1166000000.0,5477600000.0,168400000.0,2939400000.0,494200000.0,500000.0,5543400000.0,34810500000.0,8522900000.0,8522900000.0,8522900000.0,25793400000.0,34810500000.0,,21262200000.0,7945000000.0,5033400000.0
Progressive Corp,PGR,,80661,2018.0,FY,,2018-12-31,2020-03-02 15:56:08+00:00,190800000.0,-120900000.0,75000000.0,15400800000.0,2062200000.0,951600000.0,452700000.0,294600000.0,4404900000.0,1131700000.0,4900300000.0,0.0,5046500000.0,214500000.0,,8386600000.0,46575000000.0,10327900000.0,10821800000.0,10821800000.0,35538700000.0,46575000000.0,493900000.0,31771500000.0,10686500000.0,6806800000.0
Progressive Corp,PGR,,80661,2018.0,Q3,,2018-09-30,2018-10-31 09:27:30+00:00,159500000.0,-263700000.0,122700000.0,14620800000.0,2026500000.0,962700000.0,452700000.0,312600000.0,3859900000.0,1139300000.0,5697100000.0,53500000.0,3924100000.0,217400000.0,,9602100000.0,45543700000.0,11364900000.0,11858800000.0,11858800000.0,33467500000.0,45543700000.0,493900000.0,29540900000.0,11009200000.0,7156200000.0
Progressive Corp,PGR,,80661,2018.0,Q2,,2018-06-30,2018-07-31 10:11:25+00:00,146300000.0,-221900000.0,157700000.0,14070800000.0,2008400000.0,895700000.0,452700000.0,330600000.0,3859500000.0,1116400000.0,6054100000.0,46000000.0,3922300000.0,218200000.0,,8720400000.0,43363500000.0,10506900000.0,11000800000.0,11000800000.0,32144500000.0,43363500000.0,493900000.0,27690000000.0,10245900000.0,6520000000.0
Progressive Corp,PGR,,80661,2018.0,Q1,,2018-03-31,2018-05-02 10:14:33+00:00,139200000.0,-172600000.0,196600000.0,13329000000.0,1984000000.0,842300000.0,452700000.0,348600000.0,3859200000.0,1112000000.0,5653700000.0,53200000.0,3414300000.0,514200000.0,,8017900000.0,41330900000.0,9829300000.0,10323200000.0,10323200000.0,30493500000.0,41330900000.0,493900000.0,26199200000.0,9837800000.0,6386600000.0
Progressive Corp,PGR,,80661,2019.0,FY,,2019-12-31,2020-05-05 13:01:39+00:00,181300000.0,341700000.0,227400000.0,18105400000.0,2158000000.0,1056500000.0,452700000.0,228300000.0,4407100000.0,1213700000.0,2567200000.0,132500000.0,5962700000.0,225600000.0,,10679600000.0,54895300000.0,13179300000.0,13673200000.0,13673200000.0,40996500000.0,54895300000.0,493900000.0,37455500000.0,12388800000.0,11512700000.0
Progressive Corp,PGR,,80661,2019.0,Q3,,2019-09-30,2019-11-06 13:18:37+00:00,182500000.0,510500000.0,46200000.0,17370000000.0,2123700000.0,1093700000.0,452700000.0,242900000.0,4406500000.0,1214200000.0,5523600000.0,136000000.0,5222900000.0,222900000.0,,10995200000.0,54008100000.0,13629400000.0,14123300000.0,14123300000.0,39661900000.0,54008100000.0,493900000.0,37106300000.0,12526500000.0,8146000000.0
Progressive Corp,PGR,,80661,2019.0,Q2,,2019-06-30,2019-08-07 13:33:34+00:00,187500000.0,453100000.0,92900000.0,16568600000.0,2107400000.0,1047400000.0,452700000.0,258700000.0,4406000000.0,1174900000.0,5151300000.0,134500000.0,4867500000.0,220100000.0,,10276400000.0,51324200000.0,12836900000.0,13330800000.0,13330800000.0,37773300000.0,51324200000.0,493900000.0,35453700000.0,11796700000.0,7505100000.0
Progressive Corp,PGR,,80661,2019.0,Q1,,2019-03-31,2019-05-01 11:58:01+00:00,172100000.0,178100000.0,158700000.0,15876600000.0,2080600000.0,999100000.0,452700000.0,276700000.0,4405400000.0,1127300000.0,6099400000.0,38500000.0,4594300000.0,221200000.0,,9358100000.0,48850300000.0,11616800000.0,12110700000.0,12110700000.0,36518400000.0,48850300000.0,493900000.0,31927800000.0,11603600000.0,7636500000.0
Progressive Corp,PGR,,80661,2020.0,Q1,,2020-03-31,2020-05-05 13:01:39+00:00,171600000.0,404200000.0,370400000.0,18306500000.0,2187200000.0,1095800000.0,452700000.0,213800000.0,5394000000.0,1215100000.0,3281600000.0,0.0,5346500000.0,225600000.0,,11266200000.0,56265200000.0,13857600000.0,14351500000.0,14351500000.0,41688100000.0,56265200000.0,493900000.0,37818100000.0,12641100000.0,11646100000.0
