company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:58:01+00:00,,1.21,1.21,-40000000.0,1.19,400000000.0,1165000000.0,1165000000.0,,1135000000.0,30000000.0,9961000000.0,17228000000.0,,,97000000.0,,,912000000.0,-6000000.0,4577000000.0,9961000000.0,7267000000.0,316000000.0,5483000000.0,1784000000.0,-316000000.0,1468000000.0,17228000000.0,938000000.0,938000000.0,953800000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2008.0,Q3,2008-07-01,2008-09-30,2009-10-22 16:36:29+00:00,,0.3,0.3,,0.29,15000000.0,267000000.0,267000000.0,,258000000.0,9000000.0,2581000000.0,4370000000.0,,,35000000.0,,,228000000.0,14000000.0,1225000000.0,2581000000.0,1789000000.0,75000000.0,1467000000.0,322000000.0,-75000000.0,247000000.0,4370000000.0,860000000.0,860000000.0,889700000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q4,2009-10-01,2009-12-31,,16000000.0,0.21,0.21,0.09,0.2,30000000.0,191000000.0,191000000.0,,180000000.0,11000000.0,2470000000.0,4219000000.0,,,27000000.0,,,225000000.0,60000000.0,1187000000.0,2470000000.0,1749000000.0,67000000.0,1488000000.0,261000000.0,-67000000.0,194000000.0,4219000000.0,869979000.0,869979000.0,869979000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 17:21:51+00:00,60000000.0,0.56,0.56,0.17,0.55,152000000.0,516000000.0,516000000.0,,485000000.0,31000000.0,8883000000.0,15179000000.0,,,41000000.0,,0.0,840000000.0,64000000.0,4434000000.0,8883000000.0,6296000000.0,271000000.0,5398000000.0,898000000.0,-271000000.0,627000000.0,15179000000.0,869979000.0,869979000.0,869979000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q3YTD,2009-01-01,2009-09-30,,44000000.0,0.35,0.35,0.09,0.35,122000000.0,325000000.0,325000000.0,,305000000.0,20000000.0,6413000000.0,10960000000.0,,,14000000.0,,,615000000.0,4000000.0,3247000000.0,6413000000.0,4547000000.0,204000000.0,3910000000.0,637000000.0,-204000000.0,433000000.0,10960000000.0,871304000.0,871304000.0,871304000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 16:09:56+00:00,15000000.0,0.14,0.14,0.0425,0.14,44000000.0,129000000.0,129000000.0,,123000000.0,6000000.0,2144000000.0,3675000000.0,,,15000000.0,,,209000000.0,7000000.0,1075000000.0,2144000000.0,1531000000.0,67000000.0,1306000000.0,225000000.0,-67000000.0,158000000.0,3675000000.0,871304000.0,871304000.0,871304000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q2YTD,2009-01-01,2009-06-30,,29000000.0,0.21,0.21,0.04,0.21,78000000.0,196000000.0,196000000.0,,182000000.0,14000000.0,4269000000.0,7285000000.0,,,-1000000.0,,,406000000.0,-3000000.0,2172000000.0,4269000000.0,3016000000.0,137000000.0,2604000000.0,412000000.0,-137000000.0,275000000.0,7285000000.0,870161000.0,870161000.0,870161000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 16:17:45+00:00,15000000.0,0.16,0.16,0.0425,0.16,59000000.0,147000000.0,147000000.0,,140000000.0,7000000.0,2165000000.0,3731000000.0,,,9000000.0,,,202000000.0,-1000000.0,1085000000.0,2165000000.0,1566000000.0,68000000.0,1301000000.0,265000000.0,-68000000.0,197000000.0,3731000000.0,870161000.0,870161000.0,870161000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q1,2009-01-01,2009-03-31,2010-05-03 16:18:01+00:00,14000000.0,0.05,0.05,,0.05,19000000.0,49000000.0,49000000.0,,42000000.0,7000000.0,2104000000.0,3554000000.0,,,-10000000.0,,,204000000.0,-2000000.0,1087000000.0,2104000000.0,1450000000.0,69000000.0,1303000000.0,147000000.0,-69000000.0,78000000.0,3554000000.0,840000000.0,840000000.0,840000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2010.0,Q4,2010-10-01,2010-12-31,,85000000.0,0.14,0.14,0.04,0.14,24000000.0,179000000.0,179000000.0,,171000000.0,8000000.0,3908000000.0,5976000000.0,,,26000000.0,,,193000000.0,282000000.0,1271000000.0,3908000000.0,2068000000.0,60000000.0,1831000000.0,237000000.0,-60000000.0,177000000.0,5976000000.0,1323431000.0,1323431000.0,1409300000.0
