company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:58:01+00:00,-1615000000.0,656000000.0,,60000000.0,-163000000.0,65000000.0,1814000000.0,,-619000000.0,-1612000000.0,1871000000.0,,,-619000000.0,-1612000000.0,1871000000.0,-300000000.0,1165000000.0,1165000000.0,,213000000.0,22000000.0,137000000.0,,0.0,,-359000000.0,-1888000000.0,-632000000.0,,200000000.0,25000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2008.0,Q4,2008-10-01,2008-12-31,,-2000000.0,171000000.0,,-34000000.0,117000000.0,6000000.0,26000000.0,,-60000000.0,265000000.0,185000000.0,,,-60000000.0,265000000.0,185000000.0,356000000.0,9000000.0,9000000.0,,-112000000.0,2000000.0,-54000000.0,,-38000000.0,403000000.0,-91000000.0,-48000000.0,-8000000.0,,8000000.0,1000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 17:16:44+00:00,-155000000.0,669000000.0,,-57000000.0,-915000000.0,6000000.0,926000000.0,,-311000000.0,-441000000.0,939000000.0,,,-311000000.0,-441000000.0,939000000.0,130000000.0,265000000.0,265000000.0,,920000000.0,2000000.0,3000000.0,,-154000000.0,,-335000000.0,-246000000.0,-845000000.0,,8000000.0,38000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-22 16:36:29+00:00,-153000000.0,498000000.0,,-23000000.0,-1032000000.0,,900000000.0,,-251000000.0,-706000000.0,754000000.0,,,-251000000.0,-706000000.0,754000000.0,-226000000.0,256000000.0,256000000.0,,1032000000.0,,57000000.0,,-116000000.0,-403000000.0,-244000000.0,-198000000.0,-837000000.0,,,37000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,FY,2009-01-01,2009-12-31,2011-02-23 17:16:44+00:00,-163000000.0,698000000.0,,13000000.0,645000000.0,1000000.0,923000000.0,,692000000.0,-343000000.0,2208000000.0,,,692000000.0,-343000000.0,2208000000.0,2570000000.0,516000000.0,516000000.0,,349000000.0,0.0,2000000.0,,-149000000.0,-6000000.0,-193000000.0,-71000000.0,-12000000.0,,,17000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q4,2009-10-01,2009-12-31,,-18000000.0,185000000.0,,-4000000.0,493000000.0,,923000000.0,,1746000000.0,-69000000.0,967000000.0,,,1746000000.0,-69000000.0,967000000.0,2640000000.0,191000000.0,191000000.0,,98000000.0,,1000000.0,,-37000000.0,-4000000.0,-49000000.0,861000000.0,-1000000.0,,,1000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q3TTM,2008-10-01,2009-09-30,,-147000000.0,684000000.0,,-17000000.0,269000000.0,7000000.0,26000000.0,,-1114000000.0,-9000000.0,1426000000.0,,,-1114000000.0,-9000000.0,1426000000.0,286000000.0,334000000.0,334000000.0,,139000000.0,2000000.0,-53000000.0,,-150000000.0,401000000.0,-235000000.0,-980000000.0,-19000000.0,,8000000.0,17000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q3,2009-07-01,2009-09-30,,,176000000.0,,13000000.0,226000000.0,1000000.0,,,-654000000.0,-31000000.0,610000000.0,,,-654000000.0,-31000000.0,610000000.0,-62000000.0,129000000.0,129000000.0,,79000000.0,,1000000.0,,-37000000.0,1000000.0,-40000000.0,-618000000.0,,,,7000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 16:09:56+00:00,-145000000.0,513000000.0,,17000000.0,152000000.0,1000000.0,,,-1054000000.0,-274000000.0,1241000000.0,,,-1054000000.0,-274000000.0,1241000000.0,-70000000.0,325000000.0,325000000.0,,251000000.0,0.0,1000000.0,,-112000000.0,-2000000.0,-144000000.0,-932000000.0,-11000000.0,,,16000000.0
Xerox Corp,XRX,4KF48RN45X1OO8UBLY20,108772,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-02 16:17:45+00:00,-145000000.0,337000000.0,,4000000.0,-74000000.0,0.0,,,-400000000.0,-243000000.0,631000000.0,,,-400000000.0,-243000000.0,631000000.0,-8000000.0,196000000.0,196000000.0,,172000000.0,0.0,0.0,,-75000000.0,-3000000.0,-104000000.0,-314000000.0,-11000000.0,,0.0,9000000.0
