company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2008.0,FY,2007-09-01,2008-08-31,2011-12-01 16:32:32+00:00,3.69,3.69,0.83,3.62,899000000.0,2044000000.0,2027000000.0,17000000.0,2024000000.0,20000000.0,5188000000.0,11365000000.0,-4000000.0,1144000000.0,,2312000000.0,5188000000.0,6177000000.0,110000000.0,319000000.0,3456000000.0,2721000000.0,205000000.0,2926000000.0,11365000000.0,548500000.0,548900000.0,559700000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,Q4,2009-06-01,2009-08-31,,-0.46,-0.46,0.53,-0.45,-111000000.0,-240000000.0,-240000000.0,,-250000000.0,10000000.0,1025000000.0,1840000000.0,-23000000.0,287000000.0,361000000.0,461000000.0,1025000000.0,815000000.0,48000000.0,14000000.0,1109000000.0,-294000000.0,-57000000.0,-351000000.0,1840000000.0,547600000.0,547100000.0,555600000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,FY,2008-09-01,2009-08-31,2011-12-01 16:46:27+00:00,3.82,3.82,1.04,3.77,813000000.0,2116000000.0,2105000000.0,11000000.0,2092000000.0,24000000.0,4965000000.0,11685000000.0,-85000000.0,1261000000.0,361000000.0,2037000000.0,4965000000.0,6720000000.0,129000000.0,71000000.0,3659000000.0,3061000000.0,-143000000.0,2918000000.0,11685000000.0,547600000.0,547100000.0,555600000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,Q3YTD,2008-09-01,2009-05-31,,4.28,4.28,0.51,4.22,924000000.0,2356000000.0,2345000000.0,11000000.0,2342000000.0,14000000.0,3940000000.0,9845000000.0,-62000000.0,974000000.0,,1576000000.0,3940000000.0,5905000000.0,81000000.0,57000000.0,2550000000.0,3355000000.0,-86000000.0,3269000000.0,9845000000.0,546500000.0,546400000.0,554600000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,Q3,2009-03-01,2009-05-31,2010-07-02 10:42:39+00:00,1.27,1.27,0.0,1.25,308000000.0,705000000.0,705000000.0,0.0,694000000.0,11000000.0,1327000000.0,3161000000.0,-4000000.0,295000000.0,0.0,504000000.0,1327000000.0,1834000000.0,32000000.0,14000000.0,799000000.0,1035000000.0,-22000000.0,1013000000.0,3161000000.0,546500000.0,546400000.0,554600000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,Q2YTD,2008-09-01,2009-02-28,,3.01,3.01,0.51,2.97,616000000.0,1651000000.0,1640000000.0,11000000.0,1648000000.0,3000000.0,2613000000.0,6684000000.0,-58000000.0,679000000.0,,1072000000.0,2613000000.0,4071000000.0,49000000.0,43000000.0,1751000000.0,2320000000.0,-64000000.0,2256000000.0,6684000000.0,546000000.0,547200000.0,555500000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,Q2,2008-12-01,2009-02-28,2010-04-08 15:46:38+00:00,2.0,2.0,0.51,1.97,440000000.0,1093000000.0,1092000000.0,1000000.0,1092000000.0,1000000.0,1514000000.0,4035000000.0,-32000000.0,427000000.0,0.0,522000000.0,1514000000.0,2521000000.0,26000000.0,18000000.0,949000000.0,1572000000.0,-40000000.0,1532000000.0,4035000000.0,546000000.0,547200000.0,555500000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,Q1,2008-09-01,2008-11-30,2010-01-08 16:16:25+00:00,1.01,1.01,0.0,1.0,176000000.0,558000000.0,548000000.0,10000000.0,556000000.0,2000000.0,1099000000.0,2649000000.0,-26000000.0,252000000.0,0.0,550000000.0,1099000000.0,1550000000.0,23000000.0,25000000.0,802000000.0,748000000.0,-24000000.0,724000000.0,2649000000.0,550500000.0,548800000.0,557600000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2010.0,Q4,2010-06-01,2010-08-31,,0.37,-0.31,0.55,-0.3,-126000000.0,-168000000.0,-167000000.0,-1000000.0,-172000000.0,4000000.0,1092000000.0,1886000000.0,-10000000.0,357000000.0,132000000.0,554000000.0,1092000000.0,794000000.0,47000000.0,13000000.0,1043000000.0,-249000000.0,-44000000.0,-293000000.0,1886000000.0,542600000.0,543700000.0,550800000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2010.0,FY,2009-09-01,2010-08-31,2012-10-19 15:18:12+00:00,2.02,2.02,1.08,1.99,379000000.0,1115000000.0,1111000000.0,4000000.0,1096000000.0,19000000.0,5416000000.0,10483000000.0,-7000000.0,1205000000.0,210000000.0,2049000000.0,5416000000.0,5067000000.0,162000000.0,56000000.0,3464000000.0,1603000000.0,-113000000.0,1490000000.0,10483000000.0,542600000.0,543700000.0,550800000.0
