company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2009.0,FY,,2009-08-31,2011-12-01 16:32:32+00:00,676000000.0,2175000000.0,1040000000.0,3549000000.0,-744000000.0,197000000.0,1956000000.0,9701000000.0,526000000.0,680000000.0,47000000.0,263000000.0,145000000.0,3218000000.0,7158000000.0,1371000000.0,1724000000.0,2851000000.0,3609000000.0,69000000.0,488000000.0,756000000.0,153000000.0,793000000.0,557000000.0,121000000.0,951000000.0,,-6000000.0,537000000.0,641000000.0,,2665000000.0,79000000.0,,17831000000.0,10039000000.0,7783000000.0,3727000000.0,10039000000.0,10108000000.0,7723000000.0,17831000000.0,6439000000.0,3996000000.0,-1577000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2010.0,FY,,2010-08-31,2011-12-01 16:46:27+00:00,752000000.0,2307000000.0,984000000.0,3841000000.0,-897000000.0,188000000.0,1485000000.0,9902000000.0,302000000.0,529000000.0,66000000.0,179000000.0,151000000.0,3204000000.0,8068000000.0,1263000000.0,1862000000.0,2649000000.0,4227000000.0,44000000.0,395000000.0,1014000000.0,137000000.0,920000000.0,513000000.0,80000000.0,881000000.0,,-4000000.0,581000000.0,681000000.0,,3178000000.0,241000000.0,,17852000000.0,10069000000.0,7050000000.0,3556000000.0,10069000000.0,10113000000.0,7739000000.0,17852000000.0,6575000000.0,4183000000.0,-2110000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2010.0,Q3,,2010-05-31,2010-07-02 10:42:39+00:00,573000000.0,3943000000.0,854000000.0,3730000000.0,-851000000.0,189000000.0,475000000.0,9862000000.0,201000000.0,552000000.0,147000000.0,197000000.0,0.0,3184000000.0,7833000000.0,1262000000.0,1862000000.0,2847000000.0,4103000000.0,43000000.0,422000000.0,858000000.0,134000000.0,722000000.0,473000000.0,83000000.0,894000000.0,,-5000000.0,558000000.0,687000000.0,,3644000000.0,839000000.0,,18338000000.0,10574000000.0,7900000000.0,3705000000.0,10574000000.0,10617000000.0,7721000000.0,18338000000.0,6335000000.0,4016000000.0,-2076000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2010.0,Q2,,2010-02-28,2010-04-08 15:46:38+00:00,673000000.0,2727000000.0,875000000.0,3704000000.0,-674000000.0,191000000.0,1607000000.0,9821000000.0,601000000.0,595000000.0,266000000.0,185000000.0,145000000.0,3226000000.0,7391000000.0,1313000000.0,1726000000.0,3199000000.0,3687000000.0,40000000.0,444000000.0,775000000.0,140000000.0,720000000.0,468000000.0,117000000.0,820000000.0,,-5000000.0,532000000.0,605000000.0,,3260000000.0,114000000.0,,18246000000.0,10701000000.0,8245000000.0,3679000000.0,10701000000.0,10741000000.0,7505000000.0,18246000000.0,6314000000.0,3826000000.0,-1701000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2010.0,Q1,,2009-11-30,2010-01-08 16:16:25+00:00,765000000.0,2728000000.0,753000000.0,3678000000.0,-485000000.0,203000000.0,471000000.0,9755000000.0,368000000.0,574000000.0,52000000.0,223000000.0,0.0,3272000000.0,7398000000.0,1370000000.0,1724000000.0,3560000000.0,3720000000.0,57000000.0,466000000.0,804000000.0,159000000.0,729000000.0,488000000.0,98000000.0,912000000.0,,-6000000.0,521000000.0,628000000.0,,2663000000.0,281000000.0,,17606000000.0,10286000000.0,7431000000.0,3354000000.0,10286000000.0,10343000000.0,7263000000.0,17606000000.0,6455000000.0,3909000000.0,-1641000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2011.0,FY,,2011-08-31,2012-10-19 15:18:12+00:00,839000000.0,2746000000.0,1197000000.0,4303000000.0,-116000000.0,176000000.0,2572000000.0,10102000000.0,467000000.0,446000000.0,117000000.0,427000000.0,161000000.0,3365000000.0,8697000000.0,1309000000.0,1543000000.0,2591000000.0,4394000000.0,171000000.0,337000000.0,873000000.0,152000000.0,509000000.0,475000000.0,152000000.0,843000000.0,,-2000000.0,619000000.0,682000000.0,,4174000000.0,678000000.0,302000000.0,19844000000.0,11545000000.0,8809000000.0,4729000000.0,11545000000.0,11716000000.0,8128000000.0,19844000000.0,6641000000.0,3399000000.0,-2613000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2011.0,Q3,,2011-05-31,2011-11-14 11:46:06+00:00,603000000.0,4302000000.0,960000000.0,4227000000.0,-200000000.0,183000000.0,1074000000.0,10048000000.0,359000000.0,392000000.0,316000000.0,396000000.0,,3364000000.0,8497000000.0,1335000000.0,2027000000.0,2703000000.0,4270000000.0,211000000.0,343000000.0,1085000000.0,145000000.0,923000000.0,474000000.0,134000000.0,812000000.0,,-3000000.0,625000000.0,669000000.0,,4596000000.0,216000000.0,250000000.0,20008000000.0,11845000000.0,8855000000.0,3662000000.0,11845000000.0,12056000000.0,7952000000.0,20008000000.0,6883000000.0,4290000000.0,-2596000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2011.0,Q2,,2011-02-28,2011-11-14 11:39:33+00:00,634000000.0,2988000000.0,1126000000.0,4115000000.0,-441000000.0,179000000.0,1837000000.0,10007000000.0,922000000.0,467000000.0,275000000.0,258000000.0,150000000.0,3320000000.0,8337000000.0,1353000000.0,1729000000.0,2980000000.0,4222000000.0,133000000.0,375000000.0,1038000000.0,143000000.0,923000000.0,459000000.0,137000000.0,727000000.0,,-3000000.0,622000000.0,645000000.0,,3903000000.0,409000000.0,180000000.0,19603000000.0,10975000000.0,8589000000.0,4501000000.0,10975000000.0,11108000000.0,8495000000.0,19603000000.0,6792000000.0,3994000000.0,-2491000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2011.0,Q1,,2010-11-30,2011-11-14 11:32:54+00:00,688000000.0,2437000000.0,1035000000.0,3971000000.0,-707000000.0,185000000.0,1732000000.0,9952000000.0,1340000000.0,471000000.0,64000000.0,236000000.0,,3229000000.0,8193000000.0,1241000000.0,1728000000.0,3236000000.0,4222000000.0,146000000.0,401000000.0,1045000000.0,144000000.0,947000000.0,479000000.0,101000000.0,779000000.0,,-4000000.0,596000000.0,652000000.0,,3187000000.0,394000000.0,,18789000000.0,10050000000.0,7977000000.0,4536000000.0,10050000000.0,10196000000.0,8593000000.0,18789000000.0,6590000000.0,4057000000.0,-2378000000.0
Monsanto Co,MON,NONUZEX43GHIPSVDD938,1110783,2012.0,FY,,2012-08-31,2013-10-23 13:19:23+00:00,794000000.0,2517000000.0,1475000000.0,4470000000.0,-1036000000.0,213000000.0,3283000000.0,10377000000.0,410000000.0,534000000.0,75000000.0,546000000.0,200000000.0,3435000000.0,8835000000.0,1237000000.0,2038000000.0,2839000000.0,4365000000.0,203000000.0,245000000.0,551000000.0,313000000.0,543000000.0,376000000.0,183000000.0,685000000.0,,,602000000.0,615000000.0,,5537000000.0,36000000.0,302000000.0,20224000000.0,11833000000.0,9658000000.0,4221000000.0,11833000000.0,12036000000.0,8188000000.0,20224000000.0,6201000000.0,3967000000.0,-3045000000.0
