company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,FY,,2008-12-31,2010-02-24 16:48:02+00:00,1108961000.0,1894585000.0,1569977000.0,,-103100000.0,392854000.0,1816507000.0,9210581000.0,2519422000.0,2553170000.0,,1142309000.0,1108653000.0,,,,464353000.0,2383299000.0,,,757371000.0,8095155000.0,66159000.0,17490128000.0,9808562000.0,4187119000.0,2745097000.0,9808562000.0,9808562000.0,7681566000.0,17490128000.0,12194356000.0,4936469000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,FY,,2009-12-31,2011-02-24 07:23:21+00:00,1051487000.0,1916831000.0,1665287000.0,,346944000.0,1721920000.0,2078090000.0,9817923000.0,2655503000.0,2889023000.0,,993016000.0,1143331000.0,,,,758035000.0,2315261000.0,,,588861000.0,9205142000.0,44186000.0,19595420000.0,11630176000.0,5220628000.0,2760960000.0,11630176000.0,11630176000.0,7965244000.0,19595420000.0,13231461000.0,5204284000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q3,,2009-10-02,2009-10-21 20:13:06+00:00,973155000.0,1836255000.0,1654482000.0,,279359000.0,1636231000.0,1980022000.0,9633448000.0,2553913000.0,2899497000.0,,1071430000.0,1097424000.0,,,,678338000.0,2373530000.0,,,654868000.0,8951148000.0,50714000.0,19161907000.0,11210529000.0,5198784000.0,2678351000.0,11210529000.0,11210529000.0,7951378000.0,19161907000.0,12865699000.0,5273027000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q2,,2009-07-03,2009-07-22 17:48:33+00:00,906542000.0,1750114000.0,1560186000.0,,84156000.0,1258411000.0,1908958000.0,9357679000.0,2535597000.0,2863393000.0,,1067075000.0,1096721000.0,,,,543728000.0,2348351000.0,,,713072000.0,8609413000.0,41398000.0,18322397000.0,10602527000.0,4788672000.0,2508126000.0,10602527000.0,10602527000.0,7719870000.0,18322397000.0,12437004000.0,5211744000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2010.0,FY,,2010-12-31,2012-02-24 07:39:45+00:00,1124821000.0,2097974000.0,2155120000.0,,345386000.0,1632980000.0,2419696000.0,10393738000.0,3307737000.0,2783907000.0,511283000.0,1165623000.0,1129781000.0,61756000.0,,,809136000.0,2339755000.0,,,1168878000.0,10945928000.0,40761000.0,22217130000.0,13711010000.0,6065455000.0,3320702000.0,13711010000.0,13772766000.0,8444364000.0,22217130000.0,15021894000.0,5123662000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2010.0,Q3,,2010-10-01,2010-10-20 17:50:47+00:00,1178865000.0,2032661000.0,1861079000.0,,371917000.0,1635041000.0,2314817000.0,10476778000.0,3070990000.0,2822259000.0,498500000.0,1244895000.0,1153431000.0,,,,837513000.0,2424216000.0,,,548026000.0,10485199000.0,39483000.0,21497835000.0,13171933000.0,5460623000.0,3079427000.0,13171933000.0,13171933000.0,8325902000.0,21497835000.0,14883781000.0,5246475000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2010.0,Q2,,2010-07-02,2010-08-10 18:38:47+00:00,1223890000.0,2025978000.0,1698047000.0,,-58153000.0,1232936000.0,2264324000.0,10230541000.0,2903081000.0,2754966000.0,,1238693000.0,1163335000.0,,,,737069000.0,2274080000.0,,,547324000.0,9851839000.0,69964000.0,20078957000.0,12058010000.0,5044931000.0,2991901000.0,12058010000.0,12058010000.0,8020947000.0,20078957000.0,13870691000.0,5029046000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2010.0,Q1,,2010-04-02,2010-04-21 17:43:43+00:00,1161791000.0,1981411000.0,1632464000.0,,231793000.0,806368000.0,2128972000.0,10351840000.0,2954643000.0,2822298000.0,,1187893000.0,1179094000.0,,,,853992000.0,2347364000.0,,,565405000.0,9492413000.0,63551000.0,19880646000.0,11853178000.0,4541077000.0,2857806000.0,11853178000.0,11853178000.0,8027468000.0,19880646000.0,14160475000.0,5169662000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2011.0,FY,,2011-12-31,2013-02-22 08:11:26+00:00,1422400000.0,3049900000.0,2651200000.0,,-36900000.0,537000000.0,3884800000.0,14474300000.0,5840200000.0,5206800000.0,521900000.0,1781400000.0,2101000000.0,67000000.0,,,739700000.0,3598900000.0,,,904100000.0,13056900000.0,98400000.0,29949500000.0,16904800000.0,6272400000.0,4172000000.0,16904800000.0,16971800000.0,12977700000.0,29949500000.0,21576100000.0,8805700000.0,
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2011.0,Q3,,2011-09-30,2011-10-19 17:44:43+00:00,1467349000.0,3007192000.0,2574062000.0,,185110000.0,484368000.0,3808332000.0,14433079000.0,6037607000.0,5813406000.0,531179000.0,1970896000.0,2151052000.0,65360000.0,,,1150969000.0,4119172000.0,,,852082000.0,12503349000.0,82284000.0,30618424000.0,16496791000.0,6314538000.0,4123695000.0,16496791000.0,16562151000.0,14056273000.0,30618424000.0,22152834000.0,9932578000.0,
