company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,preferreddividends,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 16:48:02+00:00,4.4,4.4,,4.19,423101000.0,1369904000.0,1213998000.0,155906000.0,1369904000.0,,5985022000.0,11025917000.0,,-14335000.0,,601424000.0,2713097000.0,5985022000.0,5040895000.0,109702000.0,6092000.0,3300186000.0,1740709000.0,-103610000.0,1637099000.0,11025917000.0,311300000.0,311225000.0,329459000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 07:23:21+00:00,2.06,2.06,,1.98,431676000.0,1317631000.0,1317631000.0,,1317631000.0,,6757262000.0,12697456000.0,,,,725443000.0,3345274000.0,6757262000.0,5940194000.0,130174000.0,10004000.0,4070717000.0,1869477000.0,-120170000.0,1749307000.0,12697456000.0,639600000.0,638722000.0,671726000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,Q3,2008-06-28,2008-09-26,2009-10-21 20:13:06+00:00,1.16,1.16,,1.11,121000000.0,371992000.0,371992000.0,,371992000.0,,1697611000.0,3208181000.0,,0.0,,182006000.0,806424000.0,1697611000.0,1510570000.0,30218000.0,1070000.0,988430000.0,522140000.0,-29148000.0,492992000.0,3208181000.0,320700000.0,319887000.0,337334000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,Q2,2008-03-29,2008-06-27,2009-07-22 17:48:33+00:00,1.14,1.14,,1.09,114574000.0,363448000.0,363448000.0,,363448000.0,,1723596000.0,3283895000.0,,,,189866000.0,859969000.0,1723596000.0,1560299000.0,33854000.0,1412000.0,1049835000.0,510464000.0,-32442000.0,478022000.0,3283895000.0,318800000.0,319233000.0,336551000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q4,2009-10-03,2009-12-31,,0.42,0.42,0.02,0.42,58868000.0,266935000.0,202275000.0,64660000.0,266935000.0,,1236373000.0,2464635000.0,,,,121833000.0,815509000.0,1236373000.0,1228262000.0,31426000.0,1649000.0,937342000.0,290920000.0,-29777000.0,261143000.0,2464635000.0,639800000.0,641530000.0,671484000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 07:39:45+00:00,1.8,1.8,,1.73,239018000.0,1151704000.0,1087044000.0,64660000.0,1151704000.0,,5446584000.0,10516681000.0,0.0,-85118000.0,,600268000.0,3115265000.0,5446584000.0,5070097000.0,118654000.0,5034000.0,3630415000.0,1439682000.0,-113620000.0,1326062000.0,10516681000.0,639800000.0,641530000.0,671484000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q3YTD,2009-01-01,2009-10-02,,1.38,1.38,0.04,1.38,180150000.0,884769000.0,884769000.0,,884769000.0,,4210211000.0,8052046000.0,,-85118000.0,,478435000.0,2299756000.0,4210211000.0,3841835000.0,87228000.0,3385000.0,2693073000.0,1148762000.0,-83843000.0,1064919000.0,8052046000.0,638800000.0,642186000.0,672536000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q3,2009-07-04,2009-10-02,2010-10-20 17:50:47+00:00,0.55,0.55,,0.53,82986000.0,351363000.0,351363000.0,,351363000.0,,1429736000.0,2750693000.0,,-85118000.0,,159040000.0,782438000.0,1429736000.0,1320957000.0,31842000.0,1594000.0,856360000.0,464597000.0,-30248000.0,434349000.0,2750693000.0,638800000.0,642186000.0,672536000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q2YTD,2009-01-01,2009-07-03,,0.83,0.83,0.03,0.83,97164000.0,533406000.0,533406000.0,,533406000.0,,2780475000.0,5301353000.0,,,,319395000.0,1517318000.0,2780475000.0,2520878000.0,55386000.0,1791000.0,1836713000.0,684165000.0,-53595000.0,630570000.0,5301353000.0,642800000.0,639832000.0,669080000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q2,2009-04-04,2009-07-03,2010-08-10 18:38:47+00:00,0.46,0.46,,0.44,18049000.0,295694000.0,295694000.0,,295694000.0,,1411340000.0,2673609000.0,,,,158500000.0,759823000.0,1411340000.0,1262269000.0,31329000.0,1126000.0,918323000.0,343946000.0,-30203000.0,313743000.0,2673609000.0,642800000.0,639832000.0,669080000.0
