company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 16:48:02+00:00,-3576562000.0,94550000.0,,,173942000.0,301278000.0,9112000.0,143471000.0,733028000.0,1141466000.0,,1712170000.0,-3445037000.0,1699308000.0,,-722000.0,-53533000.0,1712170000.0,-3445759000.0,1645775000.0,-78702000.0,1369904000.0,1213998000.0,155906000.0,73347000.0,,-34275000.0,-23219000.0,-162071000.0,-10563000.0,-117486000.0,,15537000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 07:23:21+00:00,-423208000.0,145290000.0,,,193997000.0,48504000.0,-15631000.0,116111000.0,82430000.0,72652000.0,,-1122253000.0,-567399000.0,1859029000.0,,,,-1122253000.0,-567399000.0,1859029000.0,153746000.0,1317631000.0,1317631000.0,,86000000.0,,-38259000.0,,-193783000.0,-1164911000.0,-74165000.0,,1088000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,Q4,2008-09-27,2008-12-31,,-182015000.0,35358000.0,-253281000.0,-59973000.0,48873000.0,48504000.0,-14725000.0,97458000.0,10237000.0,24226000.0,,-130850000.0,-257446000.0,509356000.0,,,,-130850000.0,-257446000.0,509356000.0,106335000.0,305686000.0,305686000.0,,21981000.0,-48504000.0,-9551000.0,,-75603000.0,-81597000.0,-74165000.0,,172000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,Q3,2008-06-28,2008-09-26,,-139643000.0,37177000.0,105830000.0,23385000.0,47349000.0,,1605000.0,-43395000.0,29290000.0,,,-260390000.0,-173539000.0,434743000.0,,,,-260390000.0,-173539000.0,434743000.0,2419000.0,371992000.0,371992000.0,,21620000.0,,-9588000.0,,-34313000.0,-280092000.0,,,417000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,Q3YTD,2008-01-01,2008-09-26,2009-10-21 20:13:06+00:00,-241193000.0,109932000.0,253281000.0,59973000.0,145124000.0,,-906000.0,18653000.0,72193000.0,48426000.0,,-991403000.0,-309953000.0,1349673000.0,,,,-991403000.0,-309953000.0,1349673000.0,47411000.0,1011945000.0,1011945000.0,,64019000.0,48504000.0,-28708000.0,0.0,-118180000.0,-1083314000.0,,,916000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2008.0,Q2YTD,2008-01-01,2008-06-27,2009-07-22 17:48:33+00:00,-101550000.0,72755000.0,147451000.0,36588000.0,97775000.0,,-2511000.0,62048000.0,42903000.0,48426000.0,,-731013000.0,-136414000.0,914930000.0,,,,-731013000.0,-136414000.0,914930000.0,44992000.0,639953000.0,639953000.0,,42399000.0,48504000.0,-19120000.0,0.0,-83867000.0,-803222000.0,,,499000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q4,2009-10-03,2009-12-31,,-422142000.0,42536000.0,-159593000.0,-86185000.0,36859000.0,9795000.0,30400000.0,115250000.0,77642000.0,,,58724000.0,-486743000.0,417346000.0,,-12034000.0,77996000.0,58724000.0,-498777000.0,495342000.0,85689000.0,266935000.0,202275000.0,64660000.0,20426000.0,,-12941000.0,-16000000.0,-60024000.0,-5977000.0,,,1628000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 07:39:45+00:00,-703511000.0,156427000.0,,,175365000.0,9795000.0,63941000.0,301401000.0,174233000.0,744615000.0,,407232000.0,-930907000.0,1722838000.0,,-12034000.0,77996000.0,407232000.0,-942941000.0,1800834000.0,1329066000.0,1151704000.0,1087044000.0,64660000.0,2601000.0,,-41717000.0,-66768000.0,-175438000.0,-469899000.0,,,5015000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q3TTM,2008-09-27,2009-10-02,,-463384000.0,149249000.0,-93688000.0,26212000.0,187379000.0,48504000.0,18816000.0,283609000.0,106828000.0,768841000.0,,217658000.0,-701610000.0,1814848000.0,,,,217658000.0,-701610000.0,1814848000.0,1349712000.0,1190455000.0,1190455000.0,,4156000.0,-48504000.0,-38327000.0,-50768000.0,-191017000.0,-545519000.0,-74165000.0,,3559000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q3,2009-07-04,2009-10-02,,-141001000.0,38802000.0,60175000.0,67798000.0,46849000.0,,-2388000.0,129649000.0,49830000.0,,,48311000.0,-171251000.0,503148000.0,,,,48311000.0,-171251000.0,503148000.0,377820000.0,351363000.0,351363000.0,,-63515000.0,,-9628000.0,,-31471000.0,8109000.0,,,1221000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q3YTD,2009-01-01,2009-10-02,2010-10-20 17:50:47+00:00,-281369000.0,113891000.0,159593000.0,86185000.0,138506000.0,,33541000.0,186151000.0,96591000.0,744615000.0,,348508000.0,-444164000.0,1305492000.0,,,,348508000.0,-444164000.0,1305492000.0,1243377000.0,884769000.0,884769000.0,,-17825000.0,,-28776000.0,-50768000.0,-115414000.0,-463922000.0,,,3387000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q2TTM,2008-06-28,2009-07-03,,-462026000.0,147624000.0,-48033000.0,-18201000.0,187879000.0,48504000.0,22809000.0,110565000.0,86288000.0,768841000.0,,-91043000.0,-703898000.0,1746443000.0,,,,-91043000.0,-703898000.0,1746443000.0,974311000.0,1211084000.0,1211084000.0,,89291000.0,-48504000.0,-38287000.0,-50768000.0,-193859000.0,-833720000.0,-74165000.0,,2755000.0
Danaher Corp,DHR,S4BKK9OTCEWQ3YHPFM11,313616,2009.0,Q2,2009-04-04,2009-07-03,,-140368000.0,39684000.0,65611000.0,1531000.0,46266000.0,,25889000.0,82262000.0,29563000.0,,,-26227000.0,-202861000.0,485665000.0,,,,-26227000.0,-202861000.0,485665000.0,282466000.0,295694000.0,295694000.0,,21759000.0,,-9586000.0,-16790000.0,-47535000.0,-46204000.0,,,1832000.0
