company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Lennar Corp,LEN,,920760,2009.0,FY,2008-12-01,2009-11-30,2012-01-30 17:12:21+00:00,,1736000.0,241805000.0,55101000.0,19905000.0,,210500000.0,227057000.0,412304000.0,108293000.0,-275120000.0,422026000.0,108293000.0,-275120000.0,420843000.0,254016000.0,-446059000.0,-446059000.0,635944000.0,-33656000.0,9655000.0,,-35332000.0,-327741000.0,,-460514000.0,-1566000.0,42637000.0,329000.0
Lennar Corp,LEN,,920760,2011.0,FY,2010-12-01,2011-11-30,2014-01-27 18:55:30+00:00,0.0,20641000.0,12020000.0,99904000.0,21500000.0,,-448472000.0,12573000.0,492743000.0,164758000.0,-136154000.0,-259135000.0,164758000.0,-136154000.0,-259135000.0,-230531000.0,112544000.0,112544000.0,34652000.0,-40964000.0,26988000.0,,-37043000.0,-216428000.0,-9936000.0,-256827000.0,-5724000.0,63222000.0,0.0
Lennar Corp,LEN,,920760,2011.0,Q4,2011-09-01,2011-11-30,,,8023000.0,12020000.0,99904000.0,9179000.0,,-205694000.0,1261000.0,489786000.0,354350000.0,25475000.0,-143552000.0,354350000.0,25475000.0,-143552000.0,236273000.0,25471000.0,25471000.0,19469000.0,-7420000.0,22890000.0,,-7531000.0,-10663000.0,-6629000.0,-116051000.0,-5695000.0,19877000.0,
Lennar Corp,LEN,,920760,2011.0,Q3,2011-06-01,2011-08-31,,,4218000.0,,,4670000.0,,-166446000.0,1227000.0,1748000.0,-17886000.0,-66038000.0,-120192000.0,-17866000.0,-66065000.0,-120192000.0,-204123000.0,23500000.0,23500000.0,13866000.0,-16541000.0,33568000.0,,-8402000.0,-94876000.0,-2000000.0,4111000.0,-29000.0,-2730000.0,
Lennar Corp,LEN,,920760,2011.0,Q2,2011-03-01,2011-05-31,,,4339000.0,,,3884000.0,,-42979000.0,5216000.0,1134000.0,23382000.0,-93455000.0,-5066000.0,23362000.0,-93428000.0,-5066000.0,-75132000.0,102299000.0,102299000.0,-72609000.0,-6406000.0,-52653000.0,,-8852000.0,-70011000.0,-1307000.0,32290000.0,,30524000.0,-8000.0
Lennar Corp,LEN,,920760,2012.0,Q3TTM,2011-09-01,2012-08-31,,,24130000.0,12020000.0,99904000.0,29547000.0,,-1191517000.0,19676000.0,1182209000.0,285461000.0,266425000.0,-634059000.0,285461000.0,266425000.0,-634059000.0,-82173000.0,538315000.0,538315000.0,-34534000.0,-699689000.0,267041000.0,,-31246000.0,-10663000.0,-9830000.0,-179794000.0,-5695000.0,19877000.0,
Lennar Corp,LEN,,920760,2012.0,Q3,2012-06-01,2012-08-31,,,5357000.0,,,7877000.0,,-245915000.0,4565000.0,611877000.0,229722000.0,62754000.0,-276700000.0,229722000.0,62754000.0,-276700000.0,15776000.0,55713000.0,55713000.0,-99732000.0,-357786000.0,66345000.0,,-8293000.0,,-3201000.0,-20641000.0,,,-390000.0
Lennar Corp,LEN,,920760,2012.0,Q2TTM,2011-06-01,2012-05-31,,,22991000.0,12020000.0,99904000.0,26340000.0,,-1112048000.0,16338000.0,572080000.0,37853000.0,137633000.0,-477551000.0,37873000.0,137606000.0,-477551000.0,-302072000.0,506102000.0,506102000.0,79064000.0,-358444000.0,234264000.0,,-31355000.0,-105539000.0,-8629000.0,-155042000.0,-5724000.0,17147000.0,390000.0
Lennar Corp,LEN,,920760,2013.0,Q3,2013-06-01,2013-08-31,,,6373000.0,,,7944000.0,,-501460000.0,4329000.0,244569000.0,55891000.0,32032000.0,-407830000.0,55891000.0,32032000.0,-407830000.0,-319907000.0,122154000.0,122154000.0,-42841000.0,-5564000.0,54349000.0,,-14429000.0,-90103000.0,-9814000.0,-172906000.0,-108000.0,77600000.0,
Lennar Corp,LEN,,920760,2014.0,FY,2013-12-01,2014-11-30,2017-01-20 16:27:11+00:00,-165272000.0,21387000.0,202374000.0,68366000.0,38542000.0,,-1507288000.0,26458000.0,1473428000.0,661438000.0,438359000.0,-788488000.0,661438000.0,438359000.0,-788488000.0,311309000.0,628693000.0,628693000.0,30178000.0,5957000.0,273578000.0,,-188400000.0,-70606000.0,-22599000.0,-635581000.0,-20424000.0,379321000.0,43937000.0
