company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 16:05:52+00:00,0.0,782031000.0,,,1072855000.0,,200258000.0,-1063365000.0,3500000000.0,-2312632000.0,-1136277000.0,5183843000.0,-2312632000.0,-1136277000.0,5183843000.0,1935192000.0,3606314000.0,3606314000.0,,786008000.0,1249804000.0,-33485000.0,0.0,-1959150000.0,-32852000.0,-1656207000.0,-4044493000.0,-1058793000.0,,586267000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 15:03:18+00:00,-250000000.0,787101000.0,,,1051728000.0,,-115160000.0,-39686000.0,0.0,-3485902000.0,-2087491000.0,6994620000.0,-3485902000.0,-2087491000.0,6994620000.0,1655638000.0,4880719000.0,4734216000.0,146503000.0,461261000.0,1008843000.0,-75061000.0,349571000.0,-2174252000.0,-923937000.0,-1287724000.0,-1238687000.0,-1081806000.0,,449231000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2008.0,Q4,2008-10-01,2008-12-31,,,201671000.0,,,220884000.0,,23835000.0,-751757000.0,,47875000.0,-352185000.0,1232583000.0,47875000.0,-352185000.0,1232583000.0,1301679000.0,1536226000.0,1389723000.0,146503000.0,172062000.0,73782000.0,-49692000.0,349571000.0,-558509000.0,-168487000.0,-264592000.0,541281000.0,-8679000.0,,130586000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 10:45:41+00:00,-250000000.0,585430000.0,,,830844000.0,,-138995000.0,712071000.0,0.0,-3533777000.0,-1735306000.0,5762037000.0,-3533777000.0,-1735306000.0,5762037000.0,353959000.0,3344493000.0,3344493000.0,,289199000.0,935061000.0,-25369000.0,,-1615743000.0,-755450000.0,-1023132000.0,-1779968000.0,-1073127000.0,,318645000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2008.0,Q3,2008-07-01,2008-09-30,,-250000000.0,202342000.0,,,296218000.0,,-265361000.0,1048433000.0,-1699869000.0,-3365194000.0,-54099000.0,2698411000.0,-3365194000.0,-54099000.0,2698411000.0,-986243000.0,1084612000.0,1084612000.0,,66806000.0,471892000.0,61953000.0,,-555557000.0,453753000.0,-319805000.0,-1579968000.0,-1692000.0,,
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 09:27:16+00:00,0.0,383088000.0,,,534626000.0,,126366000.0,-336362000.0,1699869000.0,-168583000.0,-1681207000.0,3063626000.0,-168583000.0,-1681207000.0,3063626000.0,1340202000.0,2259881000.0,2259881000.0,,222393000.0,463169000.0,-87322000.0,,-1060186000.0,-1209203000.0,-703327000.0,-200000000.0,-1071435000.0,,318645000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,FY,2009-01-01,2009-12-31,2011-02-18 15:03:18+00:00,-2370630000.0,878533000.0,,,1210977000.0,,118848000.0,-1138512000.0,6217331000.0,1002019000.0,-3698710000.0,7275160000.0,1002019000.0,-3698710000.0,7275160000.0,4697317000.0,5745838000.0,5745838000.0,0.0,578324000.0,508669000.0,-6368000.0,0.0,-2414460000.0,-248970000.0,-1089048000.0,-2483176000.0,-826345000.0,,16306000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,Q4,2009-10-01,2009-12-31,,-851727000.0,222740000.0,,,324613000.0,,34557000.0,-524291000.0,936258000.0,503373000.0,1562877000.0,1832617000.0,503373000.0,1562877000.0,1832617000.0,3933424000.0,1538729000.0,1538729000.0,,270826000.0,186850000.0,-2976000.0,,-618776000.0,2646721000.0,-245447000.0,,-959000.0,,16306000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 13:50:38+00:00,-1518903000.0,655793000.0,,,886364000.0,,84291000.0,-614221000.0,5281073000.0,498646000.0,-5261587000.0,5442543000.0,498646000.0,-5261587000.0,5442543000.0,763893000.0,4207109000.0,4207109000.0,,307498000.0,321819000.0,-3392000.0,,-1795684000.0,-2895691000.0,-843601000.0,-2483176000.0,-825386000.0,,0.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,Q3TTM,2008-10-01,2009-09-30,,-1518903000.0,857464000.0,,,1107248000.0,,108126000.0,-1365978000.0,5281073000.0,546521000.0,-5613772000.0,6675126000.0,546521000.0,-5613772000.0,6675126000.0,2065572000.0,5743335000.0,5596832000.0,146503000.0,479560000.0,395601000.0,-53084000.0,349571000.0,-2354193000.0,-3064178000.0,-1108193000.0,-1941895000.0,-834065000.0,,130586000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,Q3,2009-07-01,2009-09-30,,-9512000.0,228489000.0,,,312225000.0,,16357000.0,946356000.0,-266352000.0,-856333000.0,-1518437000.0,3030024000.0,-856333000.0,-1518437000.0,3030024000.0,671611000.0,1480367000.0,1480367000.0,,62587000.0,29000000.0,-2257000.0,,-618376000.0,-1177958000.0,-328710000.0,,-605000.0,,
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 13:33:16+00:00,-1509391000.0,427304000.0,,,574139000.0,,67934000.0,-1560577000.0,5547425000.0,1354979000.0,-3743150000.0,2412519000.0,1354979000.0,-3743150000.0,2412519000.0,92282000.0,2726742000.0,2726742000.0,,244911000.0,292819000.0,-1135000.0,,-1177308000.0,-1717733000.0,-514891000.0,-2483176000.0,-824781000.0,,0.0
