company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2007.0,FY,,2007-12-31,2010-02-19 16:05:52+00:00,1219529000.0,4946876000.0,3713104000.0,8079652000.0,2081763000.0,2456384000.0,0.0,6104102000.0,2109872000.0,80406000.0,859784000.0,504540000.0,10128841000.0,15597801000.0,5720478000.0,9487789000.0,1125262000.0,2951442000.0,7518149000.0,45405000.0,,,1213716000.0,,0.0,,1178461000.0,3298912000.0,,,,,10805809000.0,2725915000.0,364443000.0,39713924000.0,17778540000.0,14042733000.0,9103278000.0,17778540000.0,17823945000.0,21889979000.0,39713924000.0,18153042000.0,12786701000.0,0.0,-1213134000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2008.0,FY,,2008-12-31,2011-02-18 15:03:18+00:00,1351436000.0,5465660000.0,4216742000.0,7969507000.0,-1163839000.0,4112022000.0,0.0,7444411000.0,2462871000.0,805397000.0,,1570376000.0,9987361000.0,15188673000.0,5151106000.0,8713327000.0,1073736000.0,2775849000.0,7219166000.0,39140000.0,,,1258554000.0,,915982000.0,,1945276000.0,4595278000.0,,,,0.0,13825383000.0,2731975000.0,967603000.0,42419204000.0,17479551000.0,17042559000.0,11591908000.0,17479551000.0,17518691000.0,24900513000.0,42419204000.0,18157479000.0,13308605000.0,0.0,-2626404000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,FY,,2009-12-31,2011-02-18 15:03:18+00:00,1280542000.0,6541941000.0,4363032000.0,8867417000.0,854074000.0,8809339000.0,0.0,8257873000.0,2364142000.0,442140000.0,,1738050000.0,13200174000.0,16486906000.0,6291989000.0,11266294000.0,1132866000.0,3264877000.0,7619489000.0,43102000.0,,,1210883000.0,,36105000.0,,858214000.0,5202111000.0,,,,0.0,17054027000.0,5189620000.0,1122709000.0,52416623000.0,22855627000.0,23313891000.0,13049489000.0,22855627000.0,22898729000.0,29517894000.0,52416623000.0,21483243000.0,16468405000.0,0.0,-3310347000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,Q3,,2009-09-30,2009-11-06 10:45:41+00:00,1394952000.0,5474987000.0,5831367000.0,8612124000.0,498968000.0,4875915000.0,0.0,8005560000.0,,1184353000.0,,,12538941000.0,16134523000.0,5913066000.0,11576556000.0,1110767000.0,3421680000.0,7522399000.0,39695000.0,,,3824023000.0,,36105000.0,,1345805000.0,4371007000.0,,,,,16152254000.0,4077730000.0,3819237000.0,49846820000.0,21335055000.0,21415842000.0,12524507000.0,21335055000.0,21374750000.0,28472070000.0,49846820000.0,20908579000.0,15947563000.0,0.0,-3321727000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2009.0,Q2,,2009-06-30,2009-08-07 09:27:16+00:00,1185405000.0,5452765000.0,5556720000.0,8436250000.0,-6616000.0,4204304000.0,0.0,7927426000.0,,932321000.0,,,12217882000.0,15884553000.0,5996480000.0,11371518000.0,1051952000.0,3520839000.0,7448303000.0,40956000.0,,,3766829000.0,,36105000.0,,1287024000.0,4296050000.0,,,,,15296662000.0,4331830000.0,2683639000.0,47630017000.0,19879112000.0,19628376000.0,12042381000.0,19879112000.0,19920068000.0,27709949000.0,47630017000.0,20553338000.0,15667568000.0,0.0,-3338360000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2010.0,FY,,2010-12-31,2011-11-04 14:00:54+00:00,1535759000.0,7184034000.0,6014772000.0,9403346000.0,-1366846000.0,3648371000.0,0.0,8744703000.0,0.0,1307723000.0,,2009414000.0,15930077000.0,17374302000.0,12151628000.0,12523517000.0,302049000.0,3188734000.0,7970956000.0,88329000.0,,,4620821000.0,,0.0,,790027000.0,6911184000.0,,,,1872490000.0,19215768000.0,6394766000.0,1803079000.0,59462266000.0,22676802000.0,22317529000.0,17262434000.0,22676802000.0,22765131000.0,36697135000.0,59462266000.0,29173781000.0,19434701000.0,0.0,-3916823000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2010.0,Q3,,2010-09-30,2010-11-05 13:50:38+00:00,1531720000.0,6248908000.0,5677368000.0,9319429000.0,-1483235000.0,3818145000.0,0.0,8624344000.0,,874915000.0,,1693496000.0,15807536000.0,17259216000.0,12646677000.0,12910681000.0,255153000.0,3308758000.0,7939787000.0,78792000.0,,,4167996000.0,,0.0,,1277047000.0,7396344000.0,,,,1871807000.0,18181133000.0,5806372000.0,31806000.0,57373620000.0,21403932000.0,19447420000.0,15583871000.0,21403932000.0,21482724000.0,35890896000.0,57373620000.0,29986413000.0,20307025000.0,0.0,-3918310000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2010.0,Q2,,2010-06-30,2010-08-05 13:33:16+00:00,1615606000.0,6338350000.0,6298586000.0,8981360000.0,-2629430000.0,4321702000.0,0.0,8504865000.0,,906674000.0,,,14218098000.0,16856968000.0,10266399000.0,12612655000.0,251240000.0,3168641000.0,7875608000.0,82925000.0,,,4164602000.0,,0.0,,854750000.0,6084853000.0,,,,1870936000.0,17978462000.0,5868394000.0,51076000.0,53381402000.0,19911709000.0,19915307000.0,14689260000.0,19911709000.0,19994634000.0,33386768000.0,53381402000.0,25590487000.0,18697508000.0,0.0,-3942188000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2010.0,Q1,,2010-03-31,2010-06-09 11:09:34+00:00,1663523000.0,6520222000.0,6301954000.0,8743073000.0,-975671000.0,1566820000.0,0.0,8413595000.0,0.0,769488000.0,0.0,0.0,15007686000.0,16803187000.0,10663369000.0,10878649000.0,1120483000.0,3410921000.0,8060114000.0,152241000.0,,,4067462000.0,,0.0,,816292000.0,6284148000.0,,,,1870000000.0,17367857000.0,6448520000.0,255253000.0,53358622000.0,20860099000.0,17690678000.0,15183485000.0,20860099000.0,21012340000.0,32346282000.0,53358622000.0,27607830000.0,17162797000.0,0.0,-3945682000.0
Abbott Laboratories,ABT,HQD377W2YR662HK5JX27,1800,2011.0,FY,,2011-12-31,2013-02-15 15:15:07+00:00,1721127000.0,7683920000.0,7854994000.0,10142610000.0,-2597185000.0,6812820000.0,0.0,9817134000.0,2700540000.0,514947000.0,1260121000.0,754284000.0,15705380000.0,18016565000.0,9989636000.0,12039822000.0,378225000.0,3284249000.0,7873955000.0,86312000.0,,,2002706000.0,,,,2560923000.0,8230698000.0,,,,0.0,20907362000.0,3374755000.0,1284539000.0,60276893000.0,24439833000.0,23768774000.0,15480228000.0,24439833000.0,24526145000.0,35750748000.0,60276893000.0,28634164000.0,20270520000.0,0.0,-3687478000.0
