company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 17:24:05+00:00,0.0,4.64,4.64,3.05,4.62,,1547000000.0,2784000000.0,10137000000.0,3131000000.0,7006000000.0,9786000000.0,351000000.0,11279000000.0,18664000000.0,,,-214000000.0,442000000.0,11279000000.0,7385000000.0,205000000.0,510000000.0,3012000000.0,4373000000.0,305000000.0,4678000000.0,18664000000.0,2109100000.0,2109100000.0,2118200000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2008.0,FY,2008-01-01,2008-12-31,2010-02-24 17:24:05+00:00,7000000.0,2.37,2.37,1.68,2.36,,1699000000.0,2753000000.0,4991000000.0,3090000000.0,1901000000.0,4930000000.0,61000000.0,11669000000.0,19356000000.0,,,-404000000.0,449000000.0,11669000000.0,7687000000.0,560000000.0,467000000.0,2805000000.0,4882000000.0,-93000000.0,4789000000.0,19356000000.0,2080200000.0,2080200000.0,2089000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 12:39:21+00:00,2000000.0,0.42,0.42,0.32,0.42,,491000000.0,763000000.0,867000000.0,867000000.0,,867000000.0,,3127000000.0,5238000000.0,,,,17000000.0,3127000000.0,2111000000.0,25000000.0,54000000.0,782000000.0,1329000000.0,29000000.0,1358000000.0,5238000000.0,2064300000.0,2064300000.0,2064300000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 12:56:17+00:00,1000000.0,0.45,0.45,0.29,0.45,,541000000.0,649000000.0,930000000.0,930000000.0,,930000000.0,0.0,3043000000.0,5054000000.0,,,,19000000.0,3043000000.0,2011000000.0,18000000.0,147000000.0,669000000.0,1342000000.0,129000000.0,1471000000.0,5054000000.0,2066700000.0,2066700000.0,2066700000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 19:01:35+00:00,20000000.0,1.55,1.55,1.32,1.54,,1669000000.0,2843000000.0,3208000000.0,3208000000.0,,3206000000.0,2000000.0,14722000000.0,23556000000.0,,88000000.0,,421000000.0,14722000000.0,8834000000.0,1185000000.0,600000000.0,3372000000.0,5462000000.0,-585000000.0,4877000000.0,23556000000.0,2066000000.0,2066000000.0,2066000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2009.0,Q4,2009-10-01,2009-12-31,,4000000.0,0.35,0.35,0.34,0.35,,349000000.0,637000000.0,726000000.0,726000000.0,,725000000.0,1000000.0,3963000000.0,6014000000.0,,88000000.0,,122000000.0,3963000000.0,2051000000.0,283000000.0,158000000.0,851000000.0,1200000000.0,-125000000.0,1075000000.0,6014000000.0,2066000000.0,2066000000.0,2066000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2009.0,Q3,2009-07-01,2009-09-30,2009-10-29 12:39:21+00:00,7000000.0,0.43,0.43,0.34,0.42,,352000000.0,751000000.0,882000000.0,882000000.0,,882000000.0,,4015000000.0,6300000000.0,,,,133000000.0,4015000000.0,2285000000.0,279000000.0,119000000.0,891000000.0,1394000000.0,-160000000.0,1234000000.0,6300000000.0,2051200000.0,2051200000.0,2100000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2009.0,Q3YTD,2009-01-01,2009-09-30,,16000000.0,1.2,1.2,0.98,1.19,,1320000000.0,2206000000.0,2482000000.0,2482000000.0,,2481000000.0,1000000.0,10759000000.0,17542000000.0,,,,299000000.0,10759000000.0,6783000000.0,902000000.0,442000000.0,2521000000.0,4262000000.0,-460000000.0,3802000000.0,17542000000.0,2051200000.0,2051200000.0,2100000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2009.0,Q2,2009-04-01,2009-06-30,2009-08-04 12:56:17+00:00,3000000.0,0.49,0.49,0.32,0.49,,596000000.0,738000000.0,1011000000.0,1011000000.0,,1010000000.0,1000000.0,4263000000.0,6719000000.0,,,,38000000.0,4263000000.0,2456000000.0,287000000.0,217000000.0,779000000.0,1677000000.0,-70000000.0,1607000000.0,6719000000.0,2061200000.0,2061200000.0,2061200000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2009.0,Q2YTD,2009-01-01,2009-06-30,,9000000.0,0.77,0.77,0.64,0.77,,968000000.0,1455000000.0,1600000000.0,1600000000.0,,1599000000.0,1000000.0,6744000000.0,11242000000.0,,,,166000000.0,6744000000.0,4498000000.0,623000000.0,323000000.0,1630000000.0,2868000000.0,-300000000.0,2568000000.0,11242000000.0,2061200000.0,2061200000.0,2061200000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 16:44:19+00:00,6000000.0,0.28,0.28,0.32,0.28,,372000000.0,717000000.0,589000000.0,589000000.0,,589000000.0,,2481000000.0,4523000000.0,,,,128000000.0,2481000000.0,2042000000.0,336000000.0,106000000.0,851000000.0,1191000000.0,-230000000.0,961000000.0,4523000000.0,2103600000.0,2103600000.0,2103600000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2010.0,FY,2010-01-01,2010-12-31,2012-02-16 10:53:04+00:00,20000000.0,1.87,1.87,1.46,1.87,,1816000000.0,2735000000.0,3907000000.0,3907000000.0,,3905000000.0,2000000.0,15175000000.0,24363000000.0,,169000000.0,,36000000.0,15175000000.0,9188000000.0,1133000000.0,628000000.0,2960000000.0,6228000000.0,-505000000.0,5723000000.0,24363000000.0,2077000000.0,2077000000.0,2077000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2010.0,Q4,2010-10-01,2010-12-31,,4000000.0,0.44,0.44,0.38,0.44,,487000000.0,752000000.0,920000000.0,920000000.0,,919000000.0,1000000.0,3673000000.0,5927000000.0,,,,5000000.0,3673000000.0,2254000000.0,277000000.0,191000000.0,761000000.0,1493000000.0,-86000000.0,1407000000.0,5927000000.0,2077000000.0,2077000000.0,2077000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2010.0,Q3,2010-07-01,2010-09-30,2010-10-28 09:32:02+00:00,6000000.0,0.54,0.54,0.38,0.54,,552000000.0,691000000.0,1131000000.0,1131000000.0,,1131000000.0,,3926000000.0,6402000000.0,,,,3000000.0,3926000000.0,2476000000.0,279000000.0,186000000.0,700000000.0,1776000000.0,-93000000.0,1683000000.0,6402000000.0,2078000000.0,2078000000.0,2078000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2010.0,Q3YTD,2010-01-01,2010-09-30,,16000000.0,1.43,1.43,1.08,1.43,,1329000000.0,1983000000.0,2987000000.0,2987000000.0,,2986000000.0,1000000.0,11502000000.0,18436000000.0,,169000000.0,,31000000.0,11502000000.0,6934000000.0,856000000.0,437000000.0,2199000000.0,4735000000.0,-419000000.0,4316000000.0,18436000000.0,2078000000.0,2078000000.0,2078000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2010.0,Q3TTM,2009-10-01,2010-09-30,,20000000.0,1.78,1.78,1.42,1.78,,1678000000.0,2620000000.0,3713000000.0,3713000000.0,,3711000000.0,2000000.0,15465000000.0,24450000000.0,,257000000.0,,153000000.0,15465000000.0,8985000000.0,1139000000.0,595000000.0,3050000000.0,5935000000.0,-544000000.0,5391000000.0,24450000000.0,2078000000.0,2078000000.0,2078000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2010.0,Q2,2010-04-01,2010-06-30,2010-08-26 09:56:09+00:00,4000000.0,0.5,0.5,0.35,0.5,,309000000.0,651000000.0,1043000000.0,1043000000.0,,1042000000.0,1000000.0,3900000000.0,6274000000.0,,169000000.0,,21000000.0,3900000000.0,2374000000.0,290000000.0,113000000.0,845000000.0,1529000000.0,-177000000.0,1352000000.0,6274000000.0,2084000000.0,2084000000.0,2084000000.0
Altria Group Inc,MO,XSGZFLO9YTNO9VCQV219,764180,2010.0,Q2YTD,2010-01-01,2010-06-30,,10000000.0,0.89,0.89,0.7,0.89,,777000000.0,1292000000.0,1856000000.0,1856000000.0,,1855000000.0,1000000.0,7576000000.0,12034000000.0,,169000000.0,,28000000.0,7576000000.0,4458000000.0,577000000.0,251000000.0,1499000000.0,2959000000.0,-326000000.0,2633000000.0,12034000000.0,2084000000.0,2084000000.0,2084000000.0
