company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 17:28:17+00:00,,118796000.0,,-114187000.0,13245000.0,0.0,-95369000.0,-310757000.0,432543000.0,-95369000.0,-310757000.0,432543000.0,26417000.0,483800000.0,483800000.0,-55866000.0,1655000.0,106077000.0,-44368000.0,,-462640000.0,-64922000.0,-979000.0,,45806000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2008.0,Q4,2008-10-01,2008-12-31,,,38613000.0,,146563000.0,1135000.0,,-24765000.0,-166412000.0,260885000.0,-24765000.0,-166412000.0,260885000.0,69708000.0,94281000.0,94281000.0,-18572000.0,684000.0,41550000.0,-11276000.0,,-210615000.0,-13754000.0,-1554000.0,,2653000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 10:22:50+00:00,0.0,141395000.0,,78718000.0,33781000.0,80000000.0,-75001000.0,-681498000.0,694469000.0,-75001000.0,-681498000.0,694469000.0,-62030000.0,427628000.0,427628000.0,46728000.0,2683000.0,91550000.0,-44989000.0,,-829156000.0,-144922000.0,-1554000.0,,56108000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2008.0,Q3,2008-07-01,2008-09-30,,,36230000.0,,52912000.0,-2043000.0,80000000.0,-30119000.0,-265219000.0,268985000.0,-30119000.0,-265219000.0,268985000.0,-26353000.0,114114000.0,114114000.0,65729000.0,1999000.0,,-11368000.0,,-299429000.0,-98707000.0,,,34210000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:59:44+00:00,,102782000.0,,-67845000.0,32646000.0,80000000.0,-50236000.0,-515086000.0,433584000.0,-50236000.0,-515086000.0,433584000.0,-131738000.0,333347000.0,333347000.0,65300000.0,1999000.0,50000000.0,-33713000.0,,-618541000.0,-131168000.0,,,53455000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 16:51:26+00:00,,66552000.0,,-120757000.0,34689000.0,,-20117000.0,-249867000.0,164599000.0,-20117000.0,-249867000.0,164599000.0,-105385000.0,219233000.0,219233000.0,-429000.0,0.0,50000000.0,-22345000.0,,-319112000.0,-32461000.0,,,19245000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q4,2009-10-01,2009-12-31,,,44590000.0,,125709000.0,1220000.0,,-6300000.0,-170257000.0,135131000.0,-6300000.0,-170257000.0,135131000.0,-41426000.0,60829000.0,60829000.0,-95997000.0,6234000.0,8592000.0,,,-173160000.0,-13754000.0,,,-5689000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 21:36:09+00:00,0.0,171445000.0,0.0,-38310000.0,1471000.0,491729000.0,430950000.0,-557791000.0,544094000.0,430950000.0,-557791000.0,544094000.0,417253000.0,367504000.0,367504000.0,43455000.0,2672000.0,8592000.0,,,-566383000.0,-64922000.0,0.0,,0.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q3TTM,2008-10-01,2009-09-30,,,165468000.0,,-17456000.0,1386000.0,491729000.0,412485000.0,-553946000.0,669848000.0,412485000.0,-553946000.0,669848000.0,528387000.0,400956000.0,400956000.0,120880000.0,-2878000.0,41550000.0,-11276000.0,,-603838000.0,-64922000.0,-1554000.0,,8342000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q3,2009-07-01,2009-09-30,,,43747000.0,,53377000.0,-3506000.0,491729000.0,465954000.0,-182741000.0,184033000.0,465954000.0,-182741000.0,184033000.0,467246000.0,78392000.0,78392000.0,8517000.0,-3562000.0,,,,-182958000.0,-18707000.0,,,217000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 17:25:36+00:00,0.0,126855000.0,,-164019000.0,251000.0,491729000.0,437250000.0,-387534000.0,408963000.0,437250000.0,-387534000.0,408963000.0,458679000.0,306675000.0,306675000.0,139452000.0,-3562000.0,,,,-393223000.0,-51168000.0,,,5689000.0
