company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 17:28:17+00:00,4.36,4.36,,118796000.0,4.31,255286000.0,483800000.0,483800000.0,,483800000.0,591412000.0,2095021000.0,226000.0,596541000.0,-40506000.0,,94905000.0,591412000.0,1503609000.0,15936000.0,20923000.0,769736000.0,733873000.0,5213000.0,739086000.0,2095021000.0,111000000.0,111000000.0,112300000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 10:22:50+00:00,3.8,3.8,,141395000.0,3.77,226463000.0,427628000.0,427628000.0,,427628000.0,629795000.0,2212736000.0,-9129000.0,624815000.0,-67789000.0,,226397000.0,629795000.0,1582941000.0,1198000.0,6295000.0,924818000.0,658123000.0,-4032000.0,654091000.0,2212736000.0,112500000.0,112500000.0,113400000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:59:44+00:00,1.01,1.01,,36230000.0,1.0,57219000.0,114114000.0,114114000.0,,114114000.0,163330000.0,527058000.0,-1924000.0,149174000.0,-21447000.0,,27595000.0,163330000.0,363728000.0,0.0,1081000.0,191552000.0,172176000.0,-843000.0,171333000.0,527058000.0,113000000.0,113000000.0,114100000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q4,2009-10-01,2009-12-31,,-2.7,-2.7,,-2915000.0,-2.7,6828000.0,60829000.0,21657000.0,39172000.0,60829000.0,854000.0,-327386000.0,-6127000.0,-355145000.0,-1207000.0,,-7437000.0,854000.0,-328240000.0,4073000.0,221000.0,-366704000.0,38464000.0,-9979000.0,28485000.0,-327386000.0,,,
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 21:36:09+00:00,,,,123940000.0,,119186000.0,367504000.0,328332000.0,39172000.0,367504000.0,404313000.0,1043003000.0,12000.0,0.0,-5543000.0,,65953000.0,404313000.0,638690000.0,8028000.0,1194000.0,184350000.0,454340000.0,-6822000.0,447518000.0,1043003000.0,,,
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.7,2.7,,126855000.0,2.7,112358000.0,306675000.0,306675000.0,,306675000.0,403459000.0,1370389000.0,6139000.0,355145000.0,-4336000.0,,73390000.0,403459000.0,966930000.0,3955000.0,973000.0,551054000.0,415876000.0,3157000.0,419033000.0,1370389000.0,113600000.0,113600000.0,113600000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 17:25:36+00:00,0.69,0.69,,43747000.0,0.69,7978000.0,78392000.0,78392000.0,,78392000.0,121238000.0,393421000.0,2303000.0,116949000.0,305000.0,,24094000.0,121238000.0,272183000.0,3462000.0,441000.0,185095000.0,87088000.0,-718000.0,86370000.0,393421000.0,113600000.0,113600000.0,113600000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q2YTD,2009-01-01,2009-06-30,,2.01,2.01,,83108000.0,2.01,104380000.0,228283000.0,228283000.0,,228283000.0,282221000.0,976968000.0,3836000.0,238196000.0,-4641000.0,,49296000.0,282221000.0,694747000.0,493000.0,532000.0,365959000.0,328788000.0,3875000.0,332663000.0,976968000.0,113600000.0,113600000.0,113600000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 17:06:21+00:00,0.85,0.85,,42609000.0,0.85,36469000.0,96583000.0,96583000.0,,96583000.0,136840000.0,482160000.0,2422000.0,147388000.0,60000.0,,24720000.0,136840000.0,345320000.0,114000.0,201000.0,214777000.0,130543000.0,2509000.0,133052000.0,482160000.0,113600000.0,113600000.0,113600000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:49:28+00:00,1.16,1.16,,40499000.0,1.16,67911000.0,131700000.0,131700000.0,,131700000.0,145381000.0,494808000.0,1414000.0,90808000.0,-4701000.0,,24576000.0,145381000.0,349427000.0,379000.0,331000.0,151182000.0,198245000.0,1366000.0,199611000.0,494808000.0,113500000.0,113500000.0,113500000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2010.0,Q4,2010-10-01,2010-12-31,,-0.57,-0.57,,23816000.0,-0.56,24563000.0,57285000.0,59391000.0,-2106000.0,57285000.0,67900000.0,64561000.0,-1990000.0,-84570000.0,-147000.0,,-28429000.0,67900000.0,-3339000.0,495000.0,448000.0,-89330000.0,85991000.0,-2037000.0,83954000.0,64561000.0,,,
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 17:24:49+00:00,,,,138301000.0,,91934000.0,279995000.0,267601000.0,12394000.0,279995000.0,416832000.0,1017705000.0,-461000.0,,402000.0,,83908000.0,416832000.0,600873000.0,19555000.0,1289000.0,222611000.0,378262000.0,-18727000.0,359535000.0,1017705000.0,,,
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.57,0.57,,114485000.0,0.56,67371000.0,222710000.0,208210000.0,14500000.0,222710000.0,348932000.0,953144000.0,1529000.0,84570000.0,549000.0,,112337000.0,348932000.0,604212000.0,19060000.0,841000.0,311941000.0,292271000.0,-16690000.0,275581000.0,953144000.0,,,
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2010.0,Q3TTM,2009-10-01,2010-09-30,,-2.13,-2.13,,111570000.0,-2.14,74199000.0,283539000.0,229867000.0,53672000.0,283539000.0,349786000.0,625758000.0,-4598000.0,-270575000.0,-658000.0,,104900000.0,349786000.0,275972000.0,23133000.0,1062000.0,-54763000.0,330735000.0,-26669000.0,304066000.0,625758000.0,,,
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 16:02:56+00:00,,,,35065000.0,,6338000.0,67171000.0,60142000.0,7029000.0,67171000.0,106941000.0,238559000.0,-307000.0,,695000.0,,21390000.0,106941000.0,131618000.0,8130000.0,449000.0,57150000.0,74468000.0,-7988000.0,66480000.0,238559000.0,,,
