company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2011.0,Q2,,2011-06-30,2011-08-04 10:28:46+00:00,69829000.0,254682000.0,,1260330000.0,-145495000.0,711327000.0,0.0,1481359000.0,20916000.0,2955000.0,141056000.0,40118000.0,6422664000.0,1107983000.0,,,5162334000.0,587729000.0,,6184000.0,373703000.0,67179000.0,96660000.0,273221000.0,43378000.0,0.0,2947452000.0,52149000.0,6645039000.0,4287957000.0,1386045000.0,397431000.0,4278675000.0,4278675000.0,2366364000.0,6645039000.0,96660000.0,1968933000.0,0.0,4641000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2011.0,Q1,,2011-03-31,2011-05-03 17:04:47+00:00,147186000.0,382701000.0,,1528362000.0,-145495000.0,189654000.0,,1462903000.0,189156000.0,36174000.0,12272000.0,68957000.0,6620582000.0,1121585000.0,,395964000.0,5092220000.0,551119000.0,,42916000.0,,11234000.0,99452000.0,264229000.0,46988000.0,14840000.0,2481593000.0,52149000.0,6257993000.0,3800812000.0,1066321000.0,523870000.0,3797190000.0,3797190000.0,2460803000.0,6257993000.0,99452000.0,1936933000.0,0.0,1811000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2012.0,FY,,2012-12-31,2014-03-03 17:09:23+00:00,83004000.0,423839000.0,137495000.0,1589364000.0,-221082000.0,1024008000.0,0.0,1387728000.0,52340000.0,26628000.0,,,7661093000.0,2009598000.0,,,6071729000.0,473872000.0,,,22954000.0,21255000.0,75208000.0,390199000.0,55121000.0,,3366964000.0,,7699487000.0,4531724000.0,1552550000.0,294094000.0,4531724000.0,4531724000.0,3167763000.0,7699487000.0,75208000.0,2873669000.0,,-1886000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2012.0,Q3,,2012-09-30,2012-11-08 16:27:39+00:00,90101000.0,403465000.0,41520000.0,1525083000.0,-215468000.0,328290000.0,0.0,1367208000.0,35975000.0,42899000.0,7619000.0,14515000.0,7547032000.0,1393151000.0,,,6021949000.0,487251000.0,,21036000.0,26948000.0,38937000.0,100400000.0,380430000.0,64895000.0,,3312893000.0,0.0,6988846000.0,4466547000.0,866497000.0,249703000.0,4478311000.0,4478311000.0,2510535000.0,6988846000.0,100400000.0,2260832000.0,,1914000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2012.0,Q2,,2012-06-30,2012-08-03 17:44:05+00:00,74020000.0,330096000.0,35272000.0,1465025000.0,-218894000.0,665637000.0,0.0,1359753000.0,35997000.0,22903000.0,6585000.0,23858000.0,7274001000.0,1392914000.0,,,5808976000.0,477116000.0,,16621000.0,26696000.0,49227000.0,100790000.0,376461000.0,62644000.0,9449000.0,3285314000.0,98844000.0,7027191000.0,4427662000.0,1117425000.0,340424000.0,4440276000.0,4440276000.0,2586915000.0,7027191000.0,100790000.0,2246491000.0,,1489000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2012.0,Q1,,2012-03-31,2012-05-02 16:14:39+00:00,87875000.0,331316000.0,30231000.0,1409070000.0,-222282000.0,342514000.0,0.0,1479520000.0,36370000.0,28416000.0,12926000.0,33180000.0,7135855000.0,896057000.0,,,5726785000.0,477699000.0,,13077000.0,25339000.0,32222000.0,97798000.0,373981000.0,38497000.0,10621000.0,3235879000.0,226141000.0,6601286000.0,4381527000.0,776703000.0,472022000.0,4381527000.0,4381527000.0,2219759000.0,6601286000.0,97798000.0,1747737000.0,0.0,-111590000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2013.0,FY,,2013-12-31,2015-03-02 17:18:08+00:00,123976000.0,344546000.0,155971000.0,1811960000.0,-142445000.0,1092844000.0,0.0,1422628000.0,54515000.0,22137000.0,,,8197715000.0,2008700000.0,,,6385755000.0,429655000.0,,,23813000.0,20122000.0,61128000.0,289061000.0,45538000.0,,3619540000.0,,7975761000.0,4893761000.0,1528878000.0,354584000.0,4893761000.0,4893761000.0,3082000000.0,7975761000.0,61128000.0,2727416000.0,,-5962000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2013.0,Q3,,2013-09-30,2013-11-08 15:06:47+00:00,95568000.0,496356000.0,49513000.0,1746007000.0,-210096000.0,1008879000.0,0.0,1413778000.0,67700000.0,18876000.0,4004000.0,5681000.0,8043829000.0,2008926000.0,,,6297822000.0,488822000.0,,10033000.0,23687000.0,46814000.0,63407000.0,419639000.0,55258000.0,,3569842000.0,,7964285000.0,4779463000.0,1603056000.0,279313000.0,4767585000.0,4767585000.0,3196700000.0,7964285000.0,63407000.0,2917387000.0,,5939000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2013.0,Q2,,2013-06-30,2013-08-07 18:12:38+00:00,77627000.0,470299000.0,38209000.0,1677712000.0,-213797000.0,1005898000.0,0.0,1405195000.0,55084000.0,20387000.0,5831000.0,17821000.0,7887865000.0,2009152000.0,,,6210153000.0,495401000.0,,11593000.0,23559000.0,48623000.0,67708000.0,401945000.0,66789000.0,,3517942000.0,,7864793000.0,4715173000.0,1586932000.0,254788000.0,4703507000.0,4703507000.0,3161286000.0,7864793000.0,67708000.0,2906498000.0,,5833000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2013.0,Q1,,2013-03-31,2013-05-10 17:09:39+00:00,64065000.0,463805000.0,30157000.0,1635889000.0,-217454000.0,1019252000.0,0.0,1394499000.0,50250000.0,26146000.0,14138000.0,23392000.0,7734512000.0,2009668000.0,,,6098623000.0,499832000.0,,12597000.0,23430000.0,47297000.0,72154000.0,391651000.0,45782000.0,,3435098000.0,,7749192000.0,4618141000.0,1578415000.0,241896000.0,4606145000.0,4606145000.0,3143047000.0,7749192000.0,72154000.0,2901151000.0,,5998000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2014.0,FY,,2014-12-31,2015-11-03 17:22:45+00:00,102773000.0,545204000.0,194259000.0,1367970000.0,-220118000.0,339154000.0,0.0,1452514000.0,36189000.0,27485000.0,,,8800182000.0,2807324000.0,,,7432212000.0,210982000.0,,,,,37884000.0,368266000.0,29253000.0,,3466993000.0,,8411192000.0,4707379000.0,941096000.0,333221000.0,4691399000.0,4691399000.0,3719793000.0,8411192000.0,37884000.0,3386572000.0,,7990000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2014.0,Q3,,2014-09-30,2014-11-07 11:18:46+00:00,100453000.0,510194000.0,74834000.0,2032020000.0,-135451000.0,707729000.0,0.0,1446216000.0,31803000.0,41899000.0,3973000.0,5310000.0,9540591000.0,2807540000.0,,,7508571000.0,410925000.0,,10141000.0,0.0,35578000.0,19514000.0,238232000.0,40873000.0,,3806453000.0,,8828780000.0,5124445000.0,1300695000.0,262092000.0,5109991000.0,5109991000.0,3718789000.0,8828780000.0,19514000.0,3456697000.0,,7227000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2014.0,Q2,,2014-06-30,2014-08-08 14:19:47+00:00,117534000.0,422746000.0,59393000.0,1953007000.0,-137904000.0,1247006000.0,0.0,1438054000.0,37743000.0,20467000.0,20000.0,22838000.0,8962633000.0,2807755000.0,,,7009626000.0,431921000.0,,10132000.0,0.0,46767000.0,67378000.0,292510000.0,51662000.0,,3699423000.0,,8818885000.0,5006874000.0,1741881000.0,294427000.0,4992272000.0,4992272000.0,3826613000.0,8818885000.0,67378000.0,3532186000.0,,7301000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2014.0,Q1,,2014-03-31,2014-05-12 17:15:39+00:00,100088000.0,383636000.0,52774000.0,1880855000.0,-140328000.0,1440389000.0,0.0,1428313000.0,41013000.0,22901000.0,17596000.0,43551000.0,8716205000.0,2807967000.0,,,6835350000.0,430505000.0,,9532000.0,0.0,35363000.0,68499000.0,288942000.0,33333000.0,,3679135000.0,,8784108000.0,4977463000.0,1880259000.0,299917000.0,4956777000.0,4956777000.0,3827331000.0,8784108000.0,68499000.0,3527414000.0,,10343000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2015.0,FY,,2015-12-31,2017-02-24 13:33:01+00:00,109600000.0,410500000.0,186000000.0,1662300000.0,-199300000.0,484200000.0,0.0,1474200000.0,33100000.0,,,,9068100000.0,2692400000.0,,,7405800000.0,195800000.0,,,,,20200000.0,357900000.0,26600000.0,,3509800000.0,0.0,8347300000.0,4772500000.0,921300000.0,328700000.0,4772500000.0,4772500000.0,3574800000.0,8347300000.0,20200000.0,3246100000.0,,-12200000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2015.0,Q3,,2015-09-30,2015-11-03 17:22:45+00:00,118976000.0,508338000.0,151491000.0,1564710000.0,-209863000.0,290481000.0,0.0,1468767000.0,48204000.0,0.0,,,9033428000.0,2806686000.0,,,7468718000.0,190822000.0,,,,,36609000.0,380558000.0,37529000.0,,3398078000.0,,8341675000.0,4644938000.0,836348000.0,318671000.0,4644938000.0,4644938000.0,3696737000.0,8341675000.0,36609000.0,3378066000.0,,-12044000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2015.0,Q2,,2015-06-30,2015-08-05 16:30:09+00:00,110216000.0,497912000.0,183077000.0,1539335000.0,-213319000.0,198554000.0,0.0,1462955000.0,41102000.0,27460000.0,,,9393504000.0,2806901000.0,,,7854169000.0,204356000.0,,,,,38709000.0,372994000.0,39963000.0,,3650177000.0,50000000.0,8656767000.0,4911505000.0,763889000.0,384395000.0,4888121000.0,4888121000.0,3768646000.0,8656767000.0,38709000.0,3384251000.0,,11692000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2015.0,Q1,,2015-03-31,2015-05-06 19:32:47+00:00,118073000.0,503151000.0,53798000.0,1451913000.0,-216732000.0,56792000.0,0.0,1456431000.0,37352000.0,27144000.0,25565000.0,26219000.0,9315939000.0,2807114000.0,,,7864026000.0,206898000.0,,21863000.0,,35363000.0,35948000.0,373373000.0,24903000.0,,3578100000.0,,8511964000.0,4829252000.0,611990000.0,318233000.0,4806346000.0,4806346000.0,3705618000.0,8511964000.0,35948000.0,3387385000.0,,11453000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2016.0,FY,,2016-12-31,2018-02-28 13:22:48+00:00,94300000.0,301300000.0,158800000.0,2040800000.0,-197000000.0,1255500000.0,0.0,1487700000.0,103900000.0,,,,9100800000.0,2553400000.0,0.0,,7060000000.0,185700000.0,0.0,,,,35300000.0,338800000.0,23500000.0,,3830400000.0,126800000.0,8675600000.0,5113900000.0,1580300000.0,483800000.0,5113900000.0,5113900000.0,3561700000.0,8675600000.0,35300000.0,3077900000.0,,-7200000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2016.0,Q3,,2016-09-30,2016-11-01 14:58:00+00:00,82200000.0,440500000.0,160100000.0,1947100000.0,-174100000.0,1037500000.0,0.0,1483600000.0,78400000.0,,,,9090400000.0,2288500000.0,,,7143300000.0,184800000.0,,,,,15100000.0,356700000.0,28600000.0,,3854800000.0,357100000.0,8665000000.0,5157200000.0,1506600000.0,677800000.0,5157200000.0,5157200000.0,3507800000.0,8665000000.0,15100000.0,2830000000.0,,-7100000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2016.0,Q2,,2016-06-30,2016-08-02 12:06:53+00:00,109644000.0,550416000.0,174883000.0,1844436000.0,-194355000.0,761423000.0,0.0,1479044000.0,23619000.0,,,,9099369000.0,2645367000.0,,,7254933000.0,190680000.0,,,,,22595000.0,348676000.0,30294000.0,,3849354000.0,,8619661000.0,5126792000.0,1342133000.0,308146000.0,5126792000.0,5126792000.0,3492869000.0,8619661000.0,22595000.0,3184723000.0,,-7251000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2016.0,Q1,,2016-03-31,2016-05-04 13:34:32+00:00,87071000.0,426909000.0,160385000.0,1757294000.0,-196870000.0,595200000.0,0.0,1472741000.0,30523000.0,,,,9089418000.0,2655043000.0,,,7332124000.0,185396000.0,,,,,18159000.0,352398000.0,19735000.0,,3632596000.0,21278000.0,8392127000.0,4900033000.0,1041844000.0,299257000.0,4900033000.0,4900033000.0,3492094000.0,8392127000.0,18159000.0,3192837000.0,,-8434000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2017.0,FY,,2017-12-31,2018-08-01 13:11:22+00:00,97200000.0,212800000.0,159100000.0,2281200000.0,-218900000.0,1332100000.0,0.0,1504600000.0,1100000.0,,,,8833900000.0,2510300000.0,30900000.0,,6552700000.0,10900000.0,270200000.0,,,,44100000.0,293600000.0,15500000.0,,4109700000.0,,8458300000.0,5386100000.0,1560400000.0,257400000.0,5386100000.0,5386100000.0,3072200000.0,8458300000.0,345200000.0,2814800000.0,,-9300000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2017.0,Q3,,2017-09-30,2017-11-01 13:01:07+00:00,71400000.0,244100000.0,141400000.0,2310100000.0,-194300000.0,1220000000.0,0.0,1500600000.0,43800000.0,,,,9126000000.0,2510200000.0,25000000.0,,6815900000.0,19200000.0,,,,,43700000.0,292500000.0,24500000.0,,3997700000.0,0.0,8373200000.0,5294700000.0,1488600000.0,256600000.0,5294700000.0,5294700000.0,3078500000.0,8373200000.0,68700000.0,2821900000.0,,-9300000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2017.0,Q2,,2017-06-30,2017-08-02 16:43:49+00:00,87800000.0,310100000.0,134900000.0,2217700000.0,-195300000.0,1145200000.0,0.0,1496100000.0,74500000.0,,,,9119000000.0,2516600000.0,25000000.0,,6901300000.0,22400000.0,,,,,45000000.0,309800000.0,29500000.0,,4018600000.0,0.0,8456100000.0,5310100000.0,1484800000.0,297200000.0,5310100000.0,5310100000.0,3146000000.0,8456100000.0,70000000.0,2848800000.0,,-9300000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2017.0,Q1,,2017-03-31,2017-05-02 14:39:22+00:00,93100000.0,317100000.0,138300000.0,2138400000.0,-196100000.0,1173200000.0,0.0,1489900000.0,108200000.0,,,,9122200000.0,2552500000.0,,,6983800000.0,8800000.0,,,,,54600000.0,320600000.0,24600000.0,,4047300000.0,0.0,8553300000.0,5331800000.0,1514900000.0,339600000.0,5331800000.0,5331800000.0,3221500000.0,8553300000.0,54600000.0,2881900000.0,,-9300000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2018.0,FY,,2018-12-31,2019-02-27 13:31:40+00:00,122300000.0,251200000.0,113400000.0,2451400000.0,-285100000.0,1026700000.0,0.0,1517500000.0,16700000.0,,,,8652400000.0,2309700000.0,41200000.0,,6201000000.0,11700000.0,456000000.0,,,,119200000.0,307700000.0,22400000.0,,3810500000.0,201200000.0,8117700000.0,5035000000.0,1300300000.0,453600000.0,5035000000.0,5035000000.0,3082700000.0,8117700000.0,616400000.0,2629100000.0,,-7900000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2018.0,Q3,,2018-09-30,2018-10-31 12:25:45+00:00,112200000.0,281500000.0,122200000.0,2566900000.0,-241700000.0,1032400000.0,0.0,1513400000.0,17800000.0,,,,9005000000.0,2309600000.0,34300000.0,,6438100000.0,11100000.0,269000000.0,,,,44700000.0,268600000.0,31400000.0,,3824800000.0,201100000.0,8131400000.0,5088800000.0,1345300000.0,453300000.0,5088800000.0,5088800000.0,3042600000.0,8131400000.0,348000000.0,2589300000.0,,-7700000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2018.0,Q2,,2018-06-30,2018-08-01 13:11:22+00:00,89500000.0,238100000.0,131300000.0,2471600000.0,-241000000.0,1132700000.0,0.0,1509600000.0,6800000.0,,,,8969600000.0,2510600000.0,31200000.0,,6498000000.0,11100000.0,269600000.0,,,,46200000.0,251900000.0,15100000.0,,3968900000.0,,8230900000.0,5229700000.0,1385900000.0,227600000.0,5229700000.0,5229700000.0,3001200000.0,8230900000.0,347000000.0,2773600000.0,,-7800000.0
Rowan Companies PLC,RDC,549300NEY1GYM14FVV75,85408,2018.0,Q1,,2018-03-31,2018-05-01 12:54:16+00:00,93400000.0,202800000.0,139700000.0,2375400000.0,-261700000.0,1214100000.0,0.0,1504300000.0,4400000.0,,,,8929400000.0,2510500000.0,29600000.0,,6554000000.0,10800000.0,270000000.0,,,,42200000.0,286000000.0,15300000.0,,4048500000.0,,8328000000.0,5283200000.0,1432200000.0,237500000.0,5283200000.0,5283200000.0,3044800000.0,8328000000.0,341800000.0,2807300000.0,,-7900000.0
