company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,othergains,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Helmerich and Payne Inc,HP,,46765,2015.0,FY,2014-10-01,2015-09-30,2017-11-22 17:10:22+00:00,3.88,3.88,,608039000.0,3.85,39242000.0,241405000.0,420427000.0,420474000.0,-47000.0,420427000.0,1703476000.0,3161702000.0,,,-901000.0,-11834000.0,16104000.0,,134712000.0,1703476000.0,1458226000.0,15023000.0,5840000.0,786263000.0,671963000.0,-10084000.0,661879000.0,3161702000.0,108400000.0,107754000.0,108570000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q4,2015-07-01,2015-09-30,,-0.25,-0.25,-2.06,174594000.0,-0.25,39242000.0,-2486000.0,-27596000.0,-27590000.0,-21000.0,-27596000.0,326274000.0,553800000.0,,,-989000.0,-3015000.0,3760000.0,,37728000.0,326274000.0,227526000.0,5697000.0,1393000.0,252309000.0,-24783000.0,-5293000.0,-30076000.0,553800000.0,108400000.0,107754000.0,108570000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q3,2015-04-01,2015-06-30,2016-08-05 12:12:51+00:00,0.84,0.84,0.6875,144965000.0,0.83,,39321000.0,90872000.0,90899000.0,-27000.0,90872000.0,350640000.0,661445000.0,,,-281000.0,-1791000.0,3329000.0,,29253000.0,350640000.0,310805000.0,6136000.0,1588000.0,175756000.0,135049000.0,-4829000.0,130220000.0,661445000.0,108200000.0,107652000.0,108469000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q3YTD,2014-10-01,2015-06-30,,4.13,4.13,2.06,433445000.0,4.1,,243891000.0,448023000.0,448064000.0,-26000.0,448023000.0,1377202000.0,2607902000.0,,,88000.0,-8819000.0,12344000.0,,96984000.0,1377202000.0,1230700000.0,9326000.0,4447000.0,533954000.0,696746000.0,-4791000.0,691955000.0,2607902000.0,108200000.0,107652000.0,108469000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q3TTM,2014-07-01,2015-06-30,,5.66,5.66,2.75,584251000.0,5.61,,338550000.0,614555000.0,614613000.0,-54000.0,614555000.0,1914463000.0,3589201000.0,,,-517000.0,-16012000.0,16503000.0,,131361000.0,1914463000.0,1674738000.0,9629000.0,4674000.0,716103000.0,958635000.0,-5472000.0,953163000.0,3589201000.0,108200000.0,107652000.0,108469000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q2,2015-01-01,2015-03-31,2016-05-06 13:57:47+00:00,1.42,1.42,0.6875,150248000.0,1.41,,77803000.0,153543000.0,153542000.0,1000.0,153543000.0,467099000.0,885670000.0,,,55000.0,-2855000.0,4857000.0,,34995000.0,467099000.0,418571000.0,2600000.0,2564000.0,187245000.0,231326000.0,19000.0,231345000.0,885670000.0,108100000.0,107646000.0,108370000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q2YTD,2014-10-01,2015-03-31,,3.29,3.29,1.38,288480000.0,3.27,,204570000.0,357151000.0,357165000.0,1000.0,357151000.0,1026562000.0,1946457000.0,,,369000.0,-7028000.0,9015000.0,,67731000.0,1026562000.0,919895000.0,3190000.0,2859000.0,358198000.0,561697000.0,38000.0,561735000.0,1946457000.0,108100000.0,107646000.0,108370000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q2TTM,2014-04-01,2015-03-31,,6.59,6.59,2.75,568264000.0,6.53,,402017000.0,715962000.0,716004000.0,-27000.0,715962000.0,2079062000.0,3879843000.0,,,110000.0,-16349000.0,17038000.0,,136330000.0,2079062000.0,1800781000.0,4928000.0,27341000.0,705283000.0,1095498000.0,22523000.0,1118021000.0,3879843000.0,108100000.0,107646000.0,108370000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q1,2014-10-01,2014-12-31,2016-02-05 16:13:28+00:00,1.87,1.87,0.6875,138232000.0,1.86,,126767000.0,203608000.0,203623000.0,,203608000.0,559463000.0,1060787000.0,,,314000.0,-4173000.0,4158000.0,,32736000.0,559463000.0,501324000.0,590000.0,295000.0,170953000.0,330371000.0,19000.0,330390000.0,1060787000.0,108900000.0,107973000.0,108843000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q1TTM,2014-01-01,2014-12-31,,6.78,6.78,2.69,541979000.0,6.71,,425052000.0,736989000.0,737051000.0,-47000.0,736989000.0,2092130000.0,3887603000.0,,,23000.0,-17592000.0,15806000.0,,135766000.0,2092130000.0,1795473000.0,4053000.0,46619000.0,675959000.0,1119514000.0,42589000.0,1162103000.0,3887603000.0,108900000.0,107973000.0,108843000.0
Helmerich and Payne Inc,HP,,46765,2016.0,FY,2015-10-01,2016-09-30,2018-11-16 17:09:54+00:00,-0.54,-0.54,2.78,598587000.0,-0.54,6250000.0,-19677000.0,-56828000.0,-52990000.0,-3838000.0,-56828000.0,892748000.0,1624232000.0,6057000.0,,-965000.0,-9896000.0,10269000.0,,146183000.0,898805000.0,725427000.0,22913000.0,-22823000.0,751393000.0,-25966000.0,-46701000.0,-72667000.0,1624232000.0,105200000.0,107996000.0,107996000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q4,2016-07-01,2016-09-30,,-0.68,-0.68,-2.08,176251000.0,-0.68,,-53417000.0,-72835000.0,-72869000.0,34000.0,-72835000.0,208347000.0,331708000.0,6057000.0,,-1891000.0,-2076000.0,2328000.0,,33802000.0,214404000.0,117304000.0,6261000.0,-25133000.0,210305000.0,-93001000.0,-33285000.0,-126286000.0,331708000.0,105200000.0,107996000.0,107996000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q3,2016-04-01,2016-06-30,2017-08-04 14:42:25+00:00,-0.2,-0.2,0.7,138690000.0,-0.2,6250000.0,2842000.0,-21200000.0,-21193000.0,-7000.0,-21200000.0,186146000.0,366486000.0,,,534000.0,-547000.0,2707000.0,,46496000.0,186146000.0,180340000.0,6407000.0,778000.0,193596000.0,-13256000.0,-5095000.0,-18351000.0,366486000.0,106000000.0,108047000.0,108047000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q3YTD,2015-10-01,2016-06-30,,0.14,0.14,2.08,422336000.0,0.14,6250000.0,33740000.0,16007000.0,19879000.0,-3872000.0,16007000.0,684401000.0,1292524000.0,,,926000.0,-7820000.0,7941000.0,,112381000.0,684401000.0,608123000.0,16652000.0,2310000.0,541088000.0,67035000.0,-13416000.0,53619000.0,1292524000.0,106000000.0,108047000.0,108047000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q3TTM,2015-07-01,2016-06-30,,-0.11,-0.11,0.01,596930000.0,-0.11,45492000.0,31254000.0,-11589000.0,-7711000.0,-3893000.0,-11589000.0,1010675000.0,1846324000.0,,,-63000.0,-10835000.0,11701000.0,,150109000.0,1010675000.0,835649000.0,22349000.0,3703000.0,793397000.0,42252000.0,-18709000.0,23543000.0,1846324000.0,106000000.0,108047000.0,108047000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q2,2016-01-01,2016-03-31,2017-05-05 15:47:16+00:00,0.19,0.19,0.6875,141517000.0,0.19,,12178000.0,21205000.0,25174000.0,-3969000.0,21205000.0,221611000.0,438191000.0,,,653000.0,-2684000.0,2315000.0,,33811000.0,221611000.0,216580000.0,5721000.0,799000.0,174959000.0,41621000.0,-4269000.0,37352000.0,438191000.0,111600000.0,108014000.0,108466000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q2YTD,2015-10-01,2016-03-31,,0.34,0.34,1.38,283646000.0,0.34,,30898000.0,37207000.0,41072000.0,-3865000.0,37207000.0,498255000.0,926038000.0,,,392000.0,-7273000.0,5234000.0,,65885000.0,498255000.0,427783000.0,10245000.0,1532000.0,347492000.0,80291000.0,-8321000.0,71970000.0,926038000.0,111600000.0,108014000.0,108466000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q2TTM,2015-04-01,2016-03-31,,0.93,0.93,,603205000.0,0.92,39242000.0,67733000.0,100483000.0,104381000.0,-3913000.0,100483000.0,1175169000.0,2141283000.0,,,-878000.0,-12079000.0,12323000.0,,132866000.0,1175169000.0,966114000.0,22078000.0,4513000.0,775557000.0,190557000.0,-18443000.0,172114000.0,2141283000.0,111600000.0,108014000.0,108466000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q1,2015-10-01,2015-12-31,2017-02-03 15:27:41+00:00,0.15,0.15,0.6875,142129000.0,0.15,,18720000.0,16002000.0,15898000.0,104000.0,16002000.0,276644000.0,487847000.0,,,-261000.0,-4589000.0,2919000.0,,32074000.0,276644000.0,211203000.0,4524000.0,733000.0,172533000.0,38670000.0,-4052000.0,34618000.0,487847000.0,106700000.0,107852000.0,108409000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q1TTM,2015-01-01,2015-12-31,,2.16,2.16,,611936000.0,2.14,39242000.0,133358000.0,232821000.0,232749000.0,57000.0,232821000.0,1420657000.0,2588762000.0,,,-1476000.0,-12250000.0,14865000.0,,134050000.0,1420657000.0,1168105000.0,18957000.0,6278000.0,787843000.0,380262000.0,-14155000.0,366107000.0,2588762000.0,106700000.0,107852000.0,108409000.0
Helmerich and Payne Inc,HP,,46765,2017.0,FY,2016-10-01,2017-09-30,2019-11-15 17:19:51+00:00,-1.2,-1.2,2.8,585543000.0,-1.2,0.0,-56735000.0,-128212000.0,-127863000.0,-349000.0,-128212000.0,1244735000.0,1804741000.0,4582000.0,,-1679000.0,-20627000.0,12047000.0,,147548000.0,1249317000.0,555424000.0,19747000.0,5915000.0,724511000.0,-169087000.0,-15511000.0,-184598000.0,1804741000.0,106800000.0,108500000.0,108500000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q4,2017-07-01,2017-09-30,,-0.21,-0.21,0.7,153876000.0,-0.21,,-6198000.0,-22532000.0,-21711000.0,-821000.0,-22532000.0,362764000.0,532304000.0,4582000.0,,-1329000.0,-3034000.0,3462000.0,,36877000.0,367346000.0,164958000.0,2244000.0,1887000.0,191181000.0,-26223000.0,-1686000.0,-27909000.0,532304000.0,106800000.0,108500000.0,108500000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q3,2017-04-01,2017-06-30,2018-08-01 16:46:04+00:00,-0.21,-0.21,0.7,145043000.0,-0.21,,-10478000.0,-21799000.0,-23125000.0,1326000.0,-21799000.0,337463000.0,498564000.0,,,-911000.0,-1862000.0,3058000.0,,42890000.0,337463000.0,161101000.0,6364000.0,1700000.0,189129000.0,-28028000.0,-5575000.0,-33603000.0,498564000.0,103800000.0,108572000.0,108572000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q3YTD,2016-10-01,2017-06-30,,-0.99,-0.99,2.1,431667000.0,-0.99,,-50537000.0,-105680000.0,-106152000.0,472000.0,-105680000.0,881971000.0,1272437000.0,,,-350000.0,-17593000.0,8585000.0,,110671000.0,881971000.0,390466000.0,17503000.0,4028000.0,533330000.0,-142864000.0,-13825000.0,-156689000.0,1272437000.0,103800000.0,108572000.0,108572000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q3TTM,2016-07-01,2017-06-30,,-1.67,-1.67,0.02,607918000.0,-1.67,,-103954000.0,-178515000.0,-179021000.0,506000.0,-178515000.0,1090318000.0,1604145000.0,6057000.0,,-2241000.0,-19669000.0,10913000.0,,144473000.0,1096375000.0,507770000.0,23764000.0,-21105000.0,743635000.0,-235865000.0,-47110000.0,-282975000.0,1604145000.0,103800000.0,108572000.0,108572000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q2,2017-01-01,2017-03-31,2018-05-04 14:34:16+00:00,-0.45,-0.45,0.7,152777000.0,-0.45,,-21771000.0,-48818000.0,-48473000.0,-345000.0,-48818000.0,296829000.0,405283000.0,,,174000.0,-14889000.0,2719000.0,,33519000.0,296829000.0,108454000.0,6084000.0,1338000.0,174126000.0,-65672000.0,-4572000.0,-70244000.0,405283000.0,108500000.0,108565000.0,108565000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q2YTD,2016-10-01,2017-03-31,,-0.78,-0.78,1.4,286624000.0,-0.78,,-40059000.0,-83881000.0,-83027000.0,-854000.0,-83881000.0,544508000.0,773873000.0,,,561000.0,-15731000.0,5527000.0,,67781000.0,544508000.0,229365000.0,11139000.0,2328000.0,344201000.0,-114836000.0,-8250000.0,-123086000.0,773873000.0,108500000.0,108565000.0,108565000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q2TTM,2016-04-01,2017-03-31,,-1.66,-1.66,0.02,601565000.0,-1.66,6250000.0,-90634000.0,-177916000.0,-177089000.0,-827000.0,-177916000.0,939001000.0,1472067000.0,6057000.0,,-796000.0,-18354000.0,10562000.0,,148079000.0,945058000.0,527009000.0,23807000.0,-22027000.0,748102000.0,-221093000.0,-46630000.0,-267723000.0,1472067000.0,108500000.0,108565000.0,108565000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q1,2016-10-01,2016-12-31,2018-02-02 16:53:50+00:00,-0.33,-0.33,0.7,133847000.0,-0.33,,-18288000.0,-35063000.0,-34554000.0,-509000.0,-35063000.0,247679000.0,368590000.0,,,387000.0,-842000.0,2808000.0,,34262000.0,247679000.0,120911000.0,5055000.0,990000.0,170075000.0,-49164000.0,-3678000.0,-52842000.0,368590000.0,106300000.0,108276000.0,108276000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q1TTM,2016-01-01,2016-12-31,,-1.02,-1.02,0.01,590305000.0,-1.02,6250000.0,-56685000.0,-107893000.0,-103442000.0,-4451000.0,-107893000.0,863783000.0,1504975000.0,6057000.0,,-317000.0,-6149000.0,10158000.0,,148371000.0,869840000.0,635135000.0,23444000.0,-22566000.0,748935000.0,-113800000.0,-46327000.0,-160127000.0,1504975000.0,106300000.0,108276000.0,108276000.0
Helmerich and Payne Inc,HP,,46765,2018.0,FY,2017-10-01,2018-09-30,2019-11-15 17:19:51+00:00,4.39,4.39,2.82,583802000.0,4.37,23128000.0,-477169000.0,482672000.0,493010000.0,-10338000.0,482672000.0,1647557000.0,2487268000.0,5053000.0,,-876000.0,-22660000.0,18167000.0,,199257000.0,1652610000.0,834658000.0,24265000.0,8018000.0,801694000.0,32964000.0,-17123000.0,15841000.0,2487268000.0,109900000.0,108851000.0,109387000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q4,2018-07-01,2018-09-30,,0.02,0.02,2.82,150281000.0,0.02,23128000.0,16859000.0,2453000.0,2175000.0,278000.0,2453000.0,448135000.0,696825000.0,1325000.0,,-1046000.0,-7527000.0,5018000.0,,52252000.0,449460000.0,247365000.0,6471000.0,2338000.0,223152000.0,24213000.0,-5179000.0,19034000.0,696825000.0,109900000.0,108851000.0,109387000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q3,2018-04-01,2018-06-30,2019-07-26 07:30:30+00:00,-0.08,-0.08,,144579000.0,-0.08,0.0,10535000.0,-8008000.0,-8174000.0,166000.0,-8008000.0,443087000.0,648872000.0,1424000.0,,-61000.0,-4313000.0,5479000.0,,52310000.0,444511000.0,204361000.0,5993000.0,2109000.0,198055000.0,6306000.0,-3945000.0,2361000.0,648872000.0,100100000.0,108905000.0,108905000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q3YTD,2017-10-01,2018-06-30,,4.37,4.37,,433521000.0,4.35,,-494028000.0,480219000.0,490835000.0,-10616000.0,480219000.0,1199422000.0,1790443000.0,3728000.0,,170000.0,-15133000.0,13149000.0,,147005000.0,1203150000.0,587293000.0,17794000.0,5680000.0,578542000.0,8751000.0,-11944000.0,-3193000.0,1790443000.0,100100000.0,108905000.0,108905000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q3TTM,2017-07-01,2018-06-30,,4.16,4.16,0.7,587397000.0,4.14,,-500226000.0,457687000.0,469124000.0,-11437000.0,457687000.0,1562186000.0,2322747000.0,8310000.0,,-1159000.0,-18167000.0,16611000.0,,183882000.0,1570496000.0,752251000.0,20038000.0,7567000.0,769723000.0,-17472000.0,-13630000.0,-31102000.0,2322747000.0,100100000.0,108905000.0,108905000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q2,2018-01-01,2018-03-31,2019-04-29 06:24:22+00:00,-0.12,-0.12,,145675000.0,-0.12,,-3922000.0,-11879000.0,-1633000.0,-10246000.0,-11879000.0,384419000.0,577484000.0,1137000.0,,-210000.0,-5255000.0,4436000.0,,48236000.0,385556000.0,191928000.0,6028000.0,1847000.0,193092000.0,-1164000.0,-4391000.0,-5555000.0,577484000.0,99000000.0,108868000.0,108868000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q2YTD,2017-10-01,2018-03-31,,4.45,4.45,,288942000.0,4.43,,-504563000.0,488227000.0,499009000.0,-10782000.0,488227000.0,756335000.0,1141571000.0,2304000.0,,231000.0,-10820000.0,7670000.0,,94695000.0,758639000.0,382932000.0,11801000.0,3571000.0,380487000.0,2445000.0,-7999000.0,-5554000.0,1141571000.0,99000000.0,108868000.0,108868000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q2TTM,2017-04-01,2018-03-31,,4.03,4.03,1.4,587861000.0,4.01,,-521239000.0,443896000.0,454173000.0,-10277000.0,443896000.0,1456562000.0,2172439000.0,6886000.0,,-2009000.0,-15716000.0,14190000.0,,174462000.0,1463448000.0,708991000.0,20409000.0,7158000.0,760797000.0,-51806000.0,-15260000.0,-67066000.0,2172439000.0,99000000.0,108868000.0,108868000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q1,2017-10-01,2017-12-31,2019-01-30 17:08:39+00:00,4.57,4.57,0.7,143267000.0,4.55,,-500641000.0,500106000.0,500642000.0,-536000.0,500106000.0,371916000.0,564087000.0,1167000.0,,441000.0,-5565000.0,3234000.0,,46459000.0,373083000.0,191004000.0,5773000.0,1724000.0,187395000.0,3609000.0,-3608000.0,1000.0,564087000.0,109400000.0,108683000.0,109095000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q1TTM,2017-01-01,2017-12-31,,3.7,3.7,2.1,594963000.0,3.68,,-539088000.0,406957000.0,407333000.0,-376000.0,406957000.0,1368972000.0,2000238000.0,5749000.0,,-1625000.0,-25350000.0,12473000.0,,159745000.0,1374721000.0,625517000.0,20465000.0,6649000.0,741831000.0,-116314000.0,-15441000.0,-131755000.0,2000238000.0,109400000.0,108683000.0,109095000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q4,2019-07-01,2019-09-30,,-1.06,0.36,1.42,134885000.0,0.36,,-13111000.0,41177000.0,41890000.0,-713000.0,41177000.0,430778000.0,649050000.0,1074000.0,,-555000.0,-12640000.0,6120000.0,,49812000.0,431852000.0,217198000.0,8044000.0,-1643000.0,178177000.0,39021000.0,-10242000.0,28779000.0,649050000.0,99000000.0,109216000.0,109216000.0
Helmerich and Payne Inc,HP,,46765,2019.0,FY,2018-10-01,2019-09-30,2019-11-15 17:19:51+00:00,-0.34,-0.34,2.84,562803000.0,-0.34,224327000.0,-18712000.0,-33656000.0,-32510000.0,-1146000.0,-33656000.0,1803204000.0,2798490000.0,5382000.0,,-1596000.0,-39691000.0,27467000.0,,194416000.0,1808586000.0,989904000.0,25188000.0,-45020000.0,969322000.0,20582000.0,-71804000.0,-51222000.0,2798490000.0,99000000.0,109216000.0,109216000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q3,2019-04-01,2019-06-30,2020-07-29 08:08:14+00:00,,-1.42,,143297000.0,-1.42,224327000.0,-32031000.0,-154683000.0,-154621000.0,-62000.0,-154683000.0,443114000.0,687974000.0,1414000.0,,-1599000.0,-9960000.0,7066000.0,0.0,46590000.0,444528000.0,243446000.0,6257000.0,-10922000.0,411320000.0,-167874000.0,-18778000.0,-186652000.0,687974000.0,,109425000.0,109425000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q3YTD,2018-10-01,2019-06-30,,0.72,-0.7,1.42,427918000.0,-0.7,224327000.0,-5601000.0,-74833000.0,-74400000.0,-433000.0,-74833000.0,1372426000.0,2149440000.0,4308000.0,,-1041000.0,-27051000.0,21347000.0,,144604000.0,1376734000.0,772706000.0,17144000.0,-43377000.0,791145000.0,-18439000.0,-61562000.0,-80001000.0,2149440000.0,,109425000.0,109425000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q3TTM,2018-07-01,2019-06-30,,0.74,-0.68,3.54,578199000.0,-0.68,247455000.0,11258000.0,-72380000.0,-72225000.0,-155000.0,-72380000.0,1820561000.0,2846265000.0,5633000.0,,-2087000.0,-34578000.0,26365000.0,,196856000.0,1826194000.0,1020071000.0,23615000.0,-41039000.0,1014297000.0,5774000.0,-66741000.0,-60967000.0,2846265000.0,,109425000.0,109425000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q2,2019-01-01,2019-03-31,2020-05-04 15:12:26+00:00,0.55,0.55,0.71,143161000.0,0.55,0.0,25078000.0,60891000.0,71857000.0,-10966000.0,60891000.0,441719000.0,720868000.0,1620000.0,,17000.0,-11546000.0,7262000.0,,43506000.0,443339000.0,277529000.0,6167000.0,7939000.0,182383000.0,95146000.0,1789000.0,96935000.0,720868000.0,110700000.0,109406000.0,109503000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q2YTD,2018-10-01,2019-03-31,,0.72,0.72,1.42,284621000.0,0.72,,26430000.0,79850000.0,80221000.0,-371000.0,79850000.0,929312000.0,1461466000.0,2894000.0,,558000.0,-17091000.0,14281000.0,,98014000.0,932206000.0,529260000.0,10887000.0,-32455000.0,379825000.0,149435000.0,-42784000.0,106651000.0,1461466000.0,110700000.0,109406000.0,109503000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q2TTM,2018-04-01,2019-03-31,,0.66,0.66,3.54,579481000.0,0.66,23128000.0,53824000.0,74295000.0,74222000.0,73000.0,74295000.0,1820534000.0,2807163000.0,5643000.0,,-549000.0,-28931000.0,24778000.0,,202576000.0,1826177000.0,980986000.0,23351000.0,-28008000.0,801032000.0,179954000.0,-51908000.0,128046000.0,2807163000.0,110700000.0,109406000.0,109503000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q1,2018-10-01,2018-12-31,2020-02-05 08:15:19+00:00,0.17,0.17,0.71,141460000.0,0.17,,1352000.0,18959000.0,8364000.0,10595000.0,18959000.0,487593000.0,740598000.0,1274000.0,,541000.0,-5545000.0,7019000.0,,54508000.0,488867000.0,251731000.0,4720000.0,-40394000.0,197442000.0,54289000.0,-44573000.0,9716000.0,740598000.0,111500000.0,109142000.0,109425000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q1TTM,2018-01-01,2018-12-31,,-0.01,-0.01,2.83,581995000.0,-0.01,23128000.0,24824000.0,1525000.0,732000.0,793000.0,1525000.0,1763234000.0,2663779000.0,5160000.0,,-776000.0,-22640000.0,21952000.0,,207306000.0,1768394000.0,895385000.0,23212000.0,-34100000.0,811741000.0,83644000.0,-58088000.0,25556000.0,2663779000.0,111500000.0,109142000.0,109425000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q3YTD,2019-10-01,2020-06-30,,-3.61,-4.04,1.42,372298000.0,-4.04,563234000.0,-116853000.0,-435534000.0,-435746000.0,212000.0,-435534000.0,1012147000.0,1565660000.0,14409000.0,,-3711000.0,-18790000.0,16730000.0,15495000.0,134894000.0,1026556000.0,539104000.0,18320000.0,14189000.0,1083861000.0,-544757000.0,-7842000.0,-552599000.0,1565660000.0,,107439000.0,107439000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q3TTM,2019-07-01,2020-06-30,,-4.67,-3.68,2.84,507183000.0,-3.68,563234000.0,-129964000.0,-394357000.0,-393856000.0,-501000.0,-394357000.0,1442925000.0,2214710000.0,15483000.0,,-4266000.0,-31430000.0,22850000.0,15495000.0,184706000.0,1458408000.0,756302000.0,26364000.0,12546000.0,1262038000.0,-505736000.0,-18084000.0,-523820000.0,2214710000.0,,107439000.0,107439000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q3,2020-04-01,2020-06-30,2020-07-29 08:08:14+00:00,,-0.43,,110161000.0,-0.43,0.0,-17578000.0,-45599000.0,-46007000.0,408000.0,-45599000.0,205198000.0,317364000.0,1549000.0,,-2914000.0,-4201000.0,3638000.0,15495000.0,43108000.0,206747000.0,110617000.0,6125000.0,3038000.0,168201000.0,-57584000.0,-6001000.0,-63585000.0,317364000.0,,107439000.0,107439000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q2YTD,2019-10-01,2020-03-31,,-3.61,-3.61,1.42,262137000.0,-3.61,563234000.0,-99275000.0,-389935000.0,-389739000.0,-196000.0,-389935000.0,806949000.0,1248296000.0,12860000.0,,-797000.0,-14589000.0,13092000.0,,91786000.0,819809000.0,428487000.0,12195000.0,11151000.0,915660000.0,-487173000.0,-1841000.0,-489014000.0,1248296000.0,108400000.0,108557000.0,108557000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q2TTM,2019-04-01,2020-03-31,,-4.67,-4.67,2.84,540319000.0,-4.67,787561000.0,-144417000.0,-503441000.0,-502470000.0,-971000.0,-503441000.0,1680841000.0,2585320000.0,15348000.0,,-2951000.0,-37189000.0,26278000.0,,188188000.0,1696189000.0,889131000.0,26496000.0,-1414000.0,1505157000.0,-616026000.0,-30861000.0,-646887000.0,2585320000.0,108400000.0,108557000.0,108557000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q2,2020-01-01,2020-03-31,2020-05-04 15:12:26+00:00,-3.88,-3.88,0.71,132006000.0,-3.88,563234000.0,-113413000.0,-420540000.0,-420468000.0,-72000.0,-420540000.0,417743000.0,633639000.0,1315000.0,,-398000.0,-10310000.0,6214000.0,,41978000.0,419058000.0,214581000.0,6095000.0,-8847000.0,733122000.0,-518541000.0,-15340000.0,-533881000.0,633639000.0,108400000.0,108557000.0,108557000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q1TTM,2019-01-01,2019-12-31,,-0.24,-0.24,2.84,551474000.0,-0.24,224327000.0,-5926000.0,-22010000.0,-10145000.0,-11865000.0,-22010000.0,1704817000.0,2672549000.0,15653000.0,,-2536000.0,-38425000.0,27326000.0,,189716000.0,1720470000.0,952079000.0,26568000.0,15372000.0,954418000.0,-2339000.0,-13732000.0,-16071000.0,2672549000.0,113400000.0,108555000.0,108724000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q1,2019-10-01,2019-12-31,2020-02-05 08:15:19+00:00,0.27,0.27,0.71,130131000.0,0.27,,14138000.0,30605000.0,30729000.0,-124000.0,30605000.0,389206000.0,614657000.0,11545000.0,,-399000.0,-4279000.0,6878000.0,,49808000.0,400751000.0,213906000.0,6100000.0,19998000.0,182538000.0,31368000.0,13499000.0,44867000.0,614657000.0,113400000.0,108555000.0,108724000.0
