company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Helmerich and Payne Inc,HP,,46765,2011.0,Q1,,2010-12-31,2011-02-07 11:38:43+00:00,58009000.0,412399000.0,147893000.0,,132412000.0,173824000.0,,204047000.0,10146000.0,,,,,350000000.0,397793000.0,43764000.0,3336624000.0,838470000.0,,8240000.0,5918000.0,20778000.0,99665000.0,,2322000.0,62051000.0,2645662000.0,,,4465619000.0,2963342000.0,710424000.0,211820000.0,2963342000.0,2963342000.0,1502277000.0,4465619000.0,418571000.0,1290457000.0,0.0,-18779000.0
Helmerich and Payne Inc,HP,,46765,2012.0,FY,,2012-09-30,2013-11-27 12:35:49+00:00,159420000.0,620489000.0,176615000.0,1954527000.0,166807000.0,96095000.0,,247000000.0,17555000.0,,,6306098000.0,,195000000.0,451144000.0,78777000.0,4351571000.0,1209040000.0,,7619000.0,5129000.0,23142000.0,98393000.0,,2490000.0,74693000.0,3505295000.0,40000000.0,,5721085000.0,3834998000.0,895228000.0,381164000.0,3834998000.0,3834998000.0,1886087000.0,5721085000.0,474286000.0,1504923000.0,0.0,-84104000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q3,,2012-06-30,2012-08-03 09:12:06+00:00,88855000.0,604347000.0,204578000.0,,121288000.0,148866000.0,,241803000.0,20686000.0,,,,,235000000.0,382527000.0,70419000.0,4170303000.0,1133306000.0,,7578000.0,5156000.0,22894000.0,99394000.0,,2422000.0,90681000.0,3355603000.0,115000000.0,,5518301000.0,3634590000.0,942577000.0,413589000.0,3634590000.0,3634590000.0,1883711000.0,5518301000.0,405421000.0,1470122000.0,0.0,-84104000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q2,,2012-03-31,2012-05-04 10:24:04+00:00,98007000.0,511203000.0,167519000.0,,158804000.0,324385000.0,,236673000.0,21890000.0,,,,,235000000.0,444365000.0,61410000.0,3975239000.0,1113285000.0,,7562000.0,5198000.0,22108000.0,102603000.0,,2364000.0,72910000.0,3213113000.0,115000000.0,,5441072000.0,3615084000.0,999360000.0,385724000.0,3602096000.0,3602096000.0,1838976000.0,5441072000.0,466473000.0,1453252000.0,0.0,6494000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q1,,2011-12-31,2012-02-07 10:17:48+00:00,122232000.0,495389000.0,186446000.0,,131785000.0,347859000.0,,229473000.0,15789000.0,,,,,235000000.0,399995000.0,58907000.0,3832001000.0,1048130000.0,,7777000.0,5171000.0,22463000.0,97494000.0,,2606000.0,77707000.0,3090946000.0,115000000.0,,5257887000.0,3458600000.0,1003428000.0,428849000.0,3445808000.0,3445808000.0,1812079000.0,5257887000.0,422458000.0,1383230000.0,0.0,6396000.0
Helmerich and Payne Inc,HP,,46765,2013.0,FY,,2013-09-30,2014-11-26 13:16:50+00:00,144379000.0,621420000.0,189684000.0,2344812000.0,132530000.0,447868000.0,,299632000.0,16414000.0,,,7020915000.0,,80000000.0,316154000.0,88866000.0,4676103000.0,1222981000.0,,3705000.0,3210000.0,14359000.0,65351000.0,,495000.0,79938000.0,4102663000.0,115000000.0,,6264827000.0,4443727000.0,1258211000.0,452273000.0,4443727000.0,4443727000.0,1821100000.0,6264827000.0,330513000.0,1368827000.0,0.0,-91098000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q3,,2013-06-30,2013-08-02 09:11:22+00:00,134153000.0,622405000.0,254732000.0,,105457000.0,480480000.0,,284135000.0,18282000.0,,,,,195000000.0,287634000.0,86586000.0,4613301000.0,1193634000.0,,4460000.0,3969000.0,16186000.0,80608000.0,,491000.0,68277000.0,3996530000.0,40000000.0,,6197611000.0,4295024000.0,1280490000.0,432854000.0,4295024000.0,4295024000.0,1902587000.0,6197611000.0,303820000.0,1469733000.0,0.0,-91098000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q2,,2013-03-31,2013-05-03 09:02:19+00:00,94653000.0,603238000.0,166237000.0,,205054000.0,172993000.0,,276786000.0,18497000.0,,,,,195000000.0,501383000.0,82725000.0,4560562000.0,1252297000.0,,4073000.0,3647000.0,18531000.0,85560000.0,,426000.0,50450000.0,3783890000.0,40000000.0,,6012452000.0,4174632000.0,931976000.0,304537000.0,4174632000.0,4174632000.0,1837820000.0,6012452000.0,519914000.0,1533283000.0,0.0,-91098000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q1,,2012-12-31,2013-02-07 12:08:47+00:00,107553000.0,580173000.0,274475000.0,,167106000.0,241146000.0,,265515000.0,23218000.0,,,,,195000000.0,441794000.0,78550000.0,4491051000.0,1226216000.0,,7788000.0,5205000.0,22011000.0,92861000.0,,2583000.0,48557000.0,3648872000.0,40000000.0,,5934288000.0,3990395000.0,979432000.0,427233000.0,3990395000.0,3990395000.0,1943893000.0,5934288000.0,463805000.0,1516660000.0,0.0,-91098000.0
Helmerich and Payne Inc,HP,,46765,2014.0,FY,,2014-09-30,2015-11-25 14:02:07+00:00,182031000.0,705214000.0,282278000.0,2711279000.0,83126000.0,360909000.0,,395023000.0,16519000.0,,,7899823000.0,,39502000.0,236644000.0,106241000.0,5188544000.0,1215259000.0,,7206000.0,3217000.0,18809000.0,64110000.0,,3989000.0,80912000.0,4525797000.0,39635000.0,,6720998000.0,4890977000.0,1277001000.0,507161000.0,4890977000.0,4890977000.0,1830021000.0,6720998000.0,255453000.0,1322860000.0,0.0,-112969000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q3,,2014-06-30,2014-08-08 12:33:27+00:00,139396000.0,705787000.0,244539000.0,,112445000.0,549928000.0,,387513000.0,12170000.0,,,,,80000000.0,279428000.0,106250000.0,4943660000.0,1230633000.0,,6962000.0,3176000.0,19573000.0,57465000.0,,3786000.0,69324000.0,4431974000.0,115000000.0,,6693082000.0,4819087000.0,1450421000.0,502111000.0,4819087000.0,4819087000.0,1873995000.0,6693082000.0,299001000.0,1371884000.0,0.0,-112845000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q2,,2014-03-31,2014-05-02 09:14:30+00:00,135300000.0,624108000.0,184847000.0,,113425000.0,584979000.0,,371027000.0,13998000.0,,,,,80000000.0,284670000.0,99829000.0,4801236000.0,1220624000.0,,6979000.0,3341000.0,13391000.0,57458000.0,,3638000.0,59091000.0,4314571000.0,115000000.0,,6488281000.0,4688073000.0,1388984000.0,438488000.0,4688073000.0,4688073000.0,1800208000.0,6488281000.0,298061000.0,1361720000.0,0.0,-110950000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q1,,2013-12-31,2014-02-07 10:54:39+00:00,130490000.0,630240000.0,229998000.0,,129716000.0,581414000.0,,333851000.0,17323000.0,,,,,80000000.0,312455000.0,97335000.0,4693770000.0,1222653000.0,,3756000.0,3249000.0,13072000.0,60078000.0,,507000.0,61222000.0,4208074000.0,115000000.0,,6410587000.0,4568612000.0,1391290000.0,478737000.0,4568612000.0,4568612000.0,1841975000.0,6410587000.0,325527000.0,1363238000.0,0.0,-103029000.0
Helmerich and Payne Inc,HP,,46765,2015.0,FY,,2015-09-30,2016-11-23 15:51:57+00:00,108169000.0,445948000.0,197557000.0,3040978000.0,-1377000.0,729384000.0,,431240000.0,17206000.0,,,8604148000.0,,492443000.0,104354000.0,128541000.0,5563170000.0,1295916000.0,,8097000.0,3377000.0,40524000.0,110120000.0,,4720000.0,64475000.0,4648346000.0,39094000.0,45543000.0,7147242000.0,4895846000.0,1439194000.0,348197000.0,4895846000.0,4895846000.0,2251396000.0,7147242000.0,144878000.0,1903199000.0,0.0,-182363000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q3,,2015-06-30,2015-08-07 12:54:17+00:00,128670000.0,490224000.0,175282000.0,,36962000.0,770918000.0,,420245000.0,9183000.0,,,,,532388000.0,159976000.0,128217000.0,5630311000.0,1325920000.0,,7822000.0,3394000.0,43839000.0,105069000.0,,4428000.0,95327000.0,4745771000.0,39157000.0,,7335817000.0,5021509000.0,1501691000.0,346503000.0,5021509000.0,5021509000.0,2314308000.0,7335817000.0,203815000.0,1967805000.0,0.0,-181469000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q2,,2015-03-31,2015-05-01 14:43:21+00:00,172373000.0,623706000.0,176256000.0,,40072000.0,719127000.0,,413527000.0,14649000.0,,,,,532908000.0,164648000.0,124269000.0,5572818000.0,1320364000.0,,7486000.0,3309000.0,38315000.0,93180000.0,,4177000.0,79132000.0,4729390000.0,39207000.0,,7344150000.0,5002376000.0,1568369000.0,391145000.0,5002376000.0,5002376000.0,2341774000.0,7344150000.0,202963000.0,1950629000.0,0.0,-180613000.0
Helmerich and Payne Inc,HP,,46765,2015.0,Q1,,2014-12-31,2015-02-06 11:35:19+00:00,168346000.0,734329000.0,234932000.0,,41078000.0,251636000.0,,406408000.0,15739000.0,,,,,40000000.0,165581000.0,110773000.0,5400016000.0,1317264000.0,,7397000.0,3176000.0,25930000.0,71356000.0,,4221000.0,90118000.0,4654349000.0,41002000.0,,6801519000.0,4921222000.0,1209992000.0,447456000.0,4921222000.0,4921222000.0,1880297000.0,6801519000.0,191511000.0,1432841000.0,0.0,-180613000.0
Helmerich and Payne Inc,HP,,46765,2016.0,FY,,2016-09-30,2017-11-22 17:10:22+00:00,95422000.0,375169000.0,234639000.0,3342896000.0,-204000.0,905561000.0,,459592000.0,,,4718000.0,8487629000.0,919000.0,491847000.0,84955000.0,124325000.0,5144733000.0,1342456000.0,45352000.0,64000.0,59000.0,24008000.0,102781000.0,,3890000.0,78067000.0,4289807000.0,,44148000.0,6832019000.0,4560925000.0,1572686000.0,330120000.0,4560925000.0,4560925000.0,2271094000.0,6832019000.0,114600000.0,1940974000.0,0.0,-188270000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q3,,2016-06-30,2016-08-05 12:12:51+00:00,92692000.0,351317000.0,194645000.0,,-3156000.0,907032000.0,,454021000.0,,,,,,493150000.0,99898000.0,128885000.0,5306434000.0,1358093000.0,21772000.0,80000.0,38000.0,32515000.0,93221000.0,,3984000.0,79021000.0,4438748000.0,39234000.0,49565000.0,6976519000.0,4701462000.0,1537672000.0,326609000.0,4701462000.0,4701462000.0,2275057000.0,6976519000.0,132413000.0,1948448000.0,0.0,-188151000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q2,,2016-03-31,2016-05-06 13:57:47+00:00,91437000.0,330726000.0,240665000.0,,-13214000.0,898013000.0,,447253000.0,,,,,,492919000.0,83363000.0,129649000.0,5446352000.0,1278664000.0,,230000.0,82000.0,35013000.0,95984000.0,,4110000.0,56233000.0,4536047000.0,39144000.0,45526000.0,7025105000.0,4782100000.0,1460377000.0,371328000.0,4782100000.0,4782100000.0,2243005000.0,7025105000.0,118376000.0,1871677000.0,0.0,-187986000.0
Helmerich and Payne Inc,HP,,46765,2016.0,Q1,,2015-12-31,2016-02-05 16:13:28+00:00,96442000.0,373896000.0,269946000.0,,-12074000.0,848230000.0,,438720000.0,,,,,,492668000.0,85276000.0,127242000.0,5530817000.0,1295601000.0,,8449000.0,3310000.0,37505000.0,97783000.0,,5139000.0,71151000.0,4589597000.0,39092000.0,47708000.0,7130274000.0,4830293000.0,1476676000.0,408790000.0,4830293000.0,4830293000.0,2299981000.0,7130274000.0,122781000.0,1891191000.0,0.0,-185950000.0
Helmerich and Payne Inc,HP,,46765,2017.0,FY,,2017-09-30,2018-11-16 17:09:54+00:00,135628000.0,477074000.0,208757000.0,,2300000.0,521375000.0,0.0,498444000.0,,,51705000.0,,50785000.0,492902000.0,84026000.0,137204000.0,5001051000.0,1332689000.0,,,,17154000.0,101409000.0,,,55123000.0,3855686000.0,,44491000.0,6439988000.0,4164591000.0,1235267000.0,344385000.0,4164591000.0,4164591000.0,2271385000.0,6439988000.0,203670000.0,1927000000.0,0.0,-191839000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q3,,2017-06-30,2017-08-04 14:42:25+00:00,137206000.0,440872000.0,196643000.0,,-4101000.0,572787000.0,,489421000.0,,,51967000.0,,51569000.0,492637000.0,76986000.0,138403000.0,5062914000.0,1325250000.0,0.0,7000.0,80000.0,20067000.0,108946000.0,,3225000.0,58425000.0,3954705000.0,,39894000.0,6513891000.0,4249904000.0,1250388000.0,333929000.0,4249904000.0,4249904000.0,2263987000.0,6513891000.0,200589000.0,1930058000.0,0.0,-190121000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q2,,2017-03-31,2017-05-05 15:47:16+00:00,127116000.0,345546000.0,174261000.0,,2433000.0,741746000.0,,482106000.0,,,,,,492373000.0,88299000.0,131679000.0,5061368000.0,1308794000.0,26801000.0,36000.0,40000.0,24630000.0,83552000.0,,4654000.0,70067000.0,4052974000.0,,48012000.0,6538184000.0,4347394000.0,1363887000.0,301417000.0,4347394000.0,4347394000.0,2190790000.0,6538184000.0,112929000.0,1889373000.0,0.0,-190119000.0
Helmerich and Payne Inc,HP,,46765,2017.0,Q1,,2016-12-31,2017-02-03 15:27:41+00:00,111638000.0,326771000.0,174920000.0,,12574000.0,825893000.0,,475047000.0,,,,,,492110000.0,105177000.0,126082000.0,5102679000.0,1332269000.0,45297000.0,51000.0,70000.0,24498000.0,86359000.0,,4356000.0,75926000.0,4178235000.0,,45263000.0,6677637000.0,4475915000.0,1445283000.0,286628000.0,4475915000.0,4475915000.0,2201722000.0,6677637000.0,129675000.0,1915094000.0,0.0,-189941000.0
Helmerich and Payne Inc,HP,,46765,2018.0,FY,,2018-09-30,2019-01-30 17:08:39+00:00,132664000.0,565202000.0,244504000.0,,16550000.0,284355000.0,0.0,511594000.0,,,64777000.0,,73207000.0,493968000.0,98696000.0,158134000.0,4857382000.0,853136000.0,,,,5255000.0,93606000.0,,14254000.0,66398000.0,4027779000.0,,41461000.0,6214867000.0,4382735000.0,1115550000.0,377168000.0,4382735000.0,4382735000.0,1832132000.0,6214867000.0,241935000.0,1454964000.0,0.0,-173188000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q3,,2018-06-30,2018-08-01 16:46:04+00:00,143732000.0,565321000.0,237935000.0,,8942000.0,306426000.0,,505805000.0,,,69496000.0,,75564000.0,493700000.0,92702000.0,152109000.0,4883378000.0,833738000.0,,0.0,1000.0,11254000.0,99727000.0,,14548000.0,65343000.0,4103418000.0,,44279000.0,6265872000.0,4442491000.0,1133478000.0,381668000.0,4442491000.0,4442491000.0,1823381000.0,6265872000.0,249016000.0,1441713000.0,0.0,-175674000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q2,,2018-03-31,2018-05-04 14:34:16+00:00,123012000.0,545348000.0,217095000.0,,-5221000.0,334764000.0,,498336000.0,,,69496000.0,,77001000.0,493433000.0,73356000.0,143177000.0,4898525000.0,816669000.0,,0.0,78000.0,12431000.0,93661000.0,,14691000.0,62424000.0,4189497000.0,,45270000.0,6261792000.0,4503153000.0,1130983000.0,340185000.0,4503153000.0,4503153000.0,1758639000.0,6261792000.0,232284000.0,1418454000.0,0.0,-179459000.0
Helmerich and Payne Inc,HP,,46765,2018.0,Q1,,2017-12-31,2018-02-02 16:53:50+00:00,126936000.0,535271000.0,228732000.0,,2039000.0,383664000.0,,491115000.0,,,69347000.0,,78636000.0,493168000.0,83943000.0,139066000.0,4950400000.0,830494000.0,,2000.0,94000.0,13424000.0,87852000.0,,4470000.0,65802000.0,4278326000.0,,42541000.0,6362096000.0,4590350000.0,1166346000.0,355762000.0,4590350000.0,4590350000.0,1771746000.0,6362096000.0,245350000.0,1415984000.0,0.0,-181130000.0
Helmerich and Payne Inc,HP,,46765,2019.0,FY,,2019-09-30,2020-07-29 08:08:14+00:00,45383000.0,495602000.0,287092000.0,,-28635000.0,347943000.0,0.0,521513000.0,,77763000.0,82786000.0,4502084000.0,86716000.0,479356000.0,31991000.0,149653000.0,4502084000.0,806611000.0,,,,20852000.0,115746000.0,,15341000.0,68928000.0,3714307000.0,,52960000.0,5839515000.0,4012223000.0,1115086000.0,410238000.0,4012223000.0,4012223000.0,1827292000.0,5839515000.0,222345000.0,1417054000.0,0.0,-194962000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q3,,2019-06-30,2019-07-26 07:30:30+00:00,134077000.0,508183000.0,256449000.0,,-16085000.0,334775000.0,0.0,512793000.0,,,67902000.0,,69093000.0,491651000.0,48291000.0,150126000.0,4583673000.0,827027000.0,,,,12182000.0,78490000.0,,14631000.0,77406000.0,3750785000.0,,45748000.0,5897379000.0,4095054000.0,1116238000.0,390526000.0,4095054000.0,4095054000.0,1802325000.0,5897379000.0,197468000.0,1411799000.0,0.0,-152439000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q2,,2019-03-31,2019-04-29 06:24:22+00:00,130721000.0,552737000.0,242986000.0,,-12072000.0,243912000.0,0.0,504629000.0,,,67902000.0,,70531000.0,491227000.0,60247000.0,161526000.0,4886948000.0,861440000.0,,,,10930000.0,84989000.0,,14579000.0,63711000.0,3979708000.0,,26118000.0,6144562000.0,4318620000.0,1048004000.0,373707000.0,4318620000.0,4318620000.0,1825942000.0,6144562000.0,209610000.0,1452235000.0,0.0,-153645000.0
Helmerich and Payne Inc,HP,,46765,2019.0,Q1,,2018-12-31,2019-01-30 17:08:39+00:00,141406000.0,545731000.0,244507000.0,,-12296000.0,228462000.0,0.0,495330000.0,,,67902000.0,,71969000.0,490805000.0,54731000.0,159992000.0,4900339000.0,853187000.0,,,,6653000.0,84565000.0,,3633000.0,67490000.0,3997283000.0,,41072000.0,6144341000.0,4326238000.0,1042747000.0,385913000.0,4326238000.0,4326238000.0,1818103000.0,6144341000.0,201255000.0,1432190000.0,0.0,-154079000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q3,,2020-06-30,2020-07-29 08:08:14+00:00,36181000.0,302194000.0,178742000.0,,-27082000.0,426245000.0,0.0,525888000.0,,27244000.0,45653000.0,3754206000.0,82740000.0,480269000.0,25280000.0,113034000.0,3754206000.0,685589000.0,,,,63903000.0,143162000.0,,15082000.0,83284000.0,3096168000.0,,65787000.0,4962326000.0,3396057000.0,990544000.0,242167000.0,3396057000.0,3396057000.0,1566269000.0,4962326000.0,217576000.0,1324102000.0,0.0,-198917000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q2,,2020-03-31,2020-05-04 15:12:26+00:00,144794000.0,531556000.0,232625000.0,,-27603000.0,336089000.0,0.0,521143000.0,,,45653000.0,,84533000.0,479811000.0,20300000.0,112474000.0,3840213000.0,700360000.0,,,,65939000.0,142664000.0,,15494000.0,94342000.0,3168966000.0,,45655000.0,5176754000.0,3461006000.0,1120116000.0,377419000.0,3461006000.0,3461006000.0,1715748000.0,5176754000.0,216425000.0,1338329000.0,0.0,-201500000.0
Helmerich and Payne Inc,HP,,46765,2020.0,Q1,,2019-12-31,2020-02-05 08:15:19+00:00,122609000.0,500947000.0,296738000.0,,-28119000.0,355010000.0,0.0,510492000.0,,,82786000.0,,86329000.0,479355000.0,35149000.0,148688000.0,4412359000.0,798802000.0,,,,70243000.0,153026000.0,,15443000.0,92955000.0,3666260000.0,,57044000.0,5841510000.0,3975537000.0,1154644000.0,419347000.0,3975537000.0,3975537000.0,1865973000.0,5841510000.0,274507000.0,1446626000.0,0.0,-173096000.0
