company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q3,2013-07-01,2013-09-30,,,167000000.0,72000000.0,,,,,,-823000000.0,-87000000.0,950000000.0,,,,-823000000.0,-87000000.0,950000000.0,40000000.0,,,,48000000.0,3000000.0,-139000000.0,,-90000000.0,8000000.0,-740000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-07-24 07:09:23+00:00,,412000000.0,111000000.0,,,,,2841000000.0,795000000.0,-82000000.0,329000000.0,,,,795000000.0,-82000000.0,329000000.0,1042000000.0,,,,110000000.0,6000000.0,-272000000.0,,-88000000.0,-963000000.0,-921000000.0,0.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q2TTM,2012-07-01,2013-06-30,,,947000000.0,209000000.0,,,,,2841000000.0,-114000000.0,-328000000.0,-442000000.0,,,,-114000000.0,-328000000.0,2198000000.0,1756000000.0,,,2640000000.0,231000000.0,-41000000.0,-542000000.0,,-287000000.0,-962000000.0,-1682000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q2,2013-04-01,2013-06-30,,,386000000.0,31000000.0,,,,,2841000000.0,1437000000.0,-44000000.0,328000000.0,,,,1437000000.0,-44000000.0,328000000.0,1721000000.0,,,,93000000.0,4000000.0,-142000000.0,,-48000000.0,-890000000.0,-465000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q1,2013-01-01,2013-03-31,2013-04-24 07:03:06+00:00,,26000000.0,80000000.0,,,,,,-642000000.0,-38000000.0,1000000.0,,,,-642000000.0,-38000000.0,1000000.0,-679000000.0,,,,17000000.0,2000000.0,-130000000.0,,-40000000.0,-73000000.0,-456000000.0,0.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q1TTM,2012-04-01,2013-03-31,,,1053000000.0,202000000.0,,,,,,-1954000000.0,-291000000.0,106000000.0,,,,-1954000000.0,-291000000.0,2746000000.0,501000000.0,,,2640000000.0,165000000.0,-1000000.0,-538000000.0,,-290000000.0,-72000000.0,-1509000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,FY,2014-01-01,2014-12-31,2017-01-30 16:16:57+00:00,,,,462000000.0,,78000000.0,,123000000.0,-3235000000.0,-645000000.0,2593000000.0,,,,-3235000000.0,-645000000.0,2593000000.0,-1287000000.0,2069000000.0,2069000000.0,-16000000.0,-127000000.0,-84000000.0,-563000000.0,,-561000000.0,0.0,-2668000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q4,2014-10-01,2014-12-31,,,,,140000000.0,,828000000.0,,123000000.0,-741000000.0,-288000000.0,1490000000.0,,,,-741000000.0,-288000000.0,1490000000.0,461000000.0,506000000.0,506000000.0,16000000.0,-127000000.0,-12000000.0,-140000000.0,,-276000000.0,13000000.0,-610000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-28 06:10:29+00:00,,,,322000000.0,,-750000000.0,,0.0,-2494000000.0,-357000000.0,1103000000.0,,,,-2494000000.0,-357000000.0,1103000000.0,-1748000000.0,1563000000.0,1563000000.0,-32000000.0,,-72000000.0,-423000000.0,,-285000000.0,-13000000.0,-2058000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q3TTM,2013-10-01,2014-09-30,,,-579000000.0,-183000000.0,,,,,103000000.0,-3315000000.0,-534000000.0,2307000000.0,,,,-3315000000.0,-534000000.0,2307000000.0,-1542000000.0,0.0,,,-158000000.0,-63000000.0,-557000000.0,,-471000000.0,65000000.0,-2768000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q3,2014-07-01,2014-09-30,,,,,105000000.0,,339000000.0,,,-898000000.0,-109000000.0,933000000.0,,,,-898000000.0,-109000000.0,933000000.0,-74000000.0,473000000.0,473000000.0,16000000.0,,,-143000000.0,,-109000000.0,2000000.0,-757000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q2TTM,2013-07-01,2014-06-30,,,-412000000.0,-111000000.0,,,,,103000000.0,-3240000000.0,-512000000.0,2324000000.0,,,,-3240000000.0,-512000000.0,2324000000.0,-1428000000.0,0.0,,,-110000000.0,-60000000.0,-553000000.0,,-452000000.0,71000000.0,-2751000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q2,2014-04-01,2014-06-30,,,,,108000000.0,,-64000000.0,,,-865000000.0,-116000000.0,572000000.0,,,,-865000000.0,-116000000.0,572000000.0,-409000000.0,511000000.0,511000000.0,17000000.0,,,-148000000.0,,-116000000.0,14000000.0,-731000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-29 07:04:42+00:00,,,,217000000.0,,-1089000000.0,,0.0,-1596000000.0,-248000000.0,170000000.0,,,,-1596000000.0,-248000000.0,170000000.0,-1674000000.0,1090000000.0,1090000000.0,-48000000.0,,-72000000.0,-280000000.0,,-176000000.0,-15000000.0,-1301000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q1,2014-01-01,2014-03-31,2014-04-23 07:05:05+00:00,,,,109000000.0,,-1025000000.0,,,-731000000.0,-132000000.0,-402000000.0,,,,-731000000.0,-132000000.0,-402000000.0,-1265000000.0,579000000.0,579000000.0,-65000000.0,,-72000000.0,-132000000.0,,-60000000.0,-29000000.0,-570000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q1TTM,2013-04-01,2014-03-31,,,-26000000.0,-80000000.0,604000000.0,,-1124000000.0,,2944000000.0,-938000000.0,-440000000.0,2080000000.0,,,,-938000000.0,-440000000.0,2080000000.0,702000000.0,2531000000.0,2531000000.0,70000000.0,-17000000.0,-56000000.0,-547000000.0,,-384000000.0,-833000000.0,-2485000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,FY,2015-01-01,2015-12-31,2018-01-29 17:09:25+00:00,,,,467000000.0,,-255000000.0,,696000000.0,-3275000000.0,-431000000.0,2162000000.0,,,,-3275000000.0,-431000000.0,2162000000.0,-1544000000.0,1990000000.0,1990000000.0,-40000000.0,-186000000.0,40000000.0,-603000000.0,,-471000000.0,0.0,-3182000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q4,2015-10-01,2015-12-31,,,,,138000000.0,,1019000000.0,,-7000000.0,-473000000.0,-133000000.0,1633000000.0,,,,-473000000.0,-133000000.0,1633000000.0,1027000000.0,459000000.0,459000000.0,17000000.0,-3000000.0,4000000.0,-145000000.0,,-137000000.0,,-318000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-26 06:35:11+00:00,,,,329000000.0,,-1274000000.0,,703000000.0,-2802000000.0,-298000000.0,529000000.0,,,,-2802000000.0,-298000000.0,529000000.0,-2571000000.0,1531000000.0,1531000000.0,-57000000.0,-183000000.0,36000000.0,-458000000.0,,-334000000.0,0.0,-2864000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q3TTM,2014-10-01,2015-09-30,,,,,469000000.0,,-446000000.0,,826000000.0,-3543000000.0,-586000000.0,2019000000.0,,,,-3543000000.0,-586000000.0,2019000000.0,-2110000000.0,2037000000.0,2037000000.0,-41000000.0,-310000000.0,24000000.0,-598000000.0,,-610000000.0,13000000.0,-3474000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q3,2015-07-01,2015-09-30,,,,,113000000.0,,-66000000.0,,,-1108000000.0,-64000000.0,557000000.0,,,,-1108000000.0,-64000000.0,557000000.0,-615000000.0,516000000.0,516000000.0,-6000000.0,-11000000.0,38000000.0,-149000000.0,,-102000000.0,,-948000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-27 06:09:10+00:00,,,,216000000.0,,-1208000000.0,,703000000.0,-1694000000.0,-234000000.0,-28000000.0,,,,-1694000000.0,-234000000.0,-28000000.0,-1956000000.0,1015000000.0,1015000000.0,-51000000.0,-172000000.0,-2000000.0,-309000000.0,,-232000000.0,0.0,-1916000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q2TTM,2014-07-01,2015-06-30,,,,,461000000.0,,-41000000.0,,826000000.0,-3333000000.0,-631000000.0,2395000000.0,,,,-3333000000.0,-631000000.0,2395000000.0,-1569000000.0,1994000000.0,1994000000.0,-19000000.0,-299000000.0,-14000000.0,-592000000.0,,-617000000.0,15000000.0,-3283000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q2,2015-04-01,2015-06-30,,,,,117000000.0,,-64000000.0,,-1000000.0,-1246000000.0,-119000000.0,626000000.0,,,,-1246000000.0,-119000000.0,626000000.0,-739000000.0,531000000.0,531000000.0,42000000.0,-1000000.0,-4000000.0,-153000000.0,,-115000000.0,,-1091000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2015.0,Q1,2015-01-01,2015-03-31,2016-04-27 06:10:37+00:00,,,,99000000.0,,-1144000000.0,,704000000.0,-448000000.0,-115000000.0,-654000000.0,,,,-448000000.0,-115000000.0,-654000000.0,-1217000000.0,484000000.0,484000000.0,-93000000.0,-171000000.0,2000000.0,-156000000.0,,-117000000.0,0.0,-825000000.0,
