company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2008.0,FY,,2008-12-31,2010-02-08 21:29:13+00:00,1887000000.0,,3782000000.0,-3642000000.0,1504000000.0,,9972000000.0,2028000000.0,585000000.0,1231000000.0,290000000.0,13509000000.0,8567000000.0,947000000.0,3443000000.0,1003000000.0,4785000000.0,1497000000.0,,5823000000.0,3701000000.0,219000000.0,1637000000.0,1231000000.0,165000000.0,926000000.0,1562000000.0,5590000000.0,501000000.0,30197000000.0,11920000000.0,8243000000.0,7449000000.0,11920000000.0,11920000000.0,18277000000.0,30197000000.0,17169000000.0,10828000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2009.0,FY,,2009-12-31,2011-02-09 12:07:10+00:00,1921000000.0,,4216000000.0,-3014000000.0,3275000000.0,,8964000000.0,1954000000.0,524000000.0,1281000000.0,300000000.0,13517000000.0,9084000000.0,873000000.0,4191000000.0,1170000000.0,4868000000.0,1010000000.0,,4874000000.0,3394000000.0,272000000.0,1726000000.0,,,1049000000.0,1515000000.0,6737000000.0,103000000.0,30252000000.0,12687000000.0,8635000000.0,6985000000.0,12687000000.0,12687000000.0,17565000000.0,30252000000.0,16749000000.0,10580000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2009.0,Q3,,2009-09-30,2009-10-21 11:31:53+00:00,1793000000.0,,,-3404000000.0,1924000000.0,,9376000000.0,1977000000.0,513000000.0,1419000000.0,292000000.0,14526000000.0,,899000000.0,4194000000.0,1243000000.0,4775000000.0,1281000000.0,,5349000000.0,3951000000.0,453000000.0,1562000000.0,,,988000000.0,1603000000.0,6457000000.0,519000000.0,30845000000.0,12429000000.0,8084000000.0,7270000000.0,12429000000.0,12429000000.0,18416000000.0,30845000000.0,17986000000.0,11146000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2009.0,Q2,,2009-06-30,2009-07-23 08:07:31+00:00,1774000000.0,,,-3477000000.0,1056000000.0,0.0,9562000000.0,2050000000.0,487000000.0,1325000000.0,292000000.0,14536000000.0,,925000000.0,3348000000.0,1099000000.0,4778000000.0,1414000000.0,,5816000000.0,4251000000.0,363000000.0,1574000000.0,,,947000000.0,1552000000.0,6104000000.0,520000000.0,30148000000.0,12189000000.0,7256000000.0,7243000000.0,12189000000.0,12189000000.0,17959000000.0,30148000000.0,18114000000.0,10716000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,FY,,2010-12-31,2012-02-08 09:01:52+00:00,1573000000.0,,3712000000.0,-2757000000.0,3701000000.0,,8069000000.0,1969000000.0,392000000.0,1146000000.0,320000000.0,12376000000.0,6757000000.0,192000000.0,3940000000.0,896000000.0,3045000000.0,628000000.0,,3089000000.0,3329000000.0,244000000.0,1763000000.0,5212000000.0,2792000000.0,1075000000.0,918000000.0,8124000000.0,784000000.0,31410000000.0,13436000000.0,13774000000.0,10027000000.0,13436000000.0,13436000000.0,17974000000.0,31410000000.0,14591000000.0,7947000000.0,0.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q3,,2010-09-30,2010-10-27 10:46:40+00:00,1677000000.0,,,-2930000000.0,2528000000.0,,8119000000.0,2069000000.0,718000000.0,1238000000.0,324000000.0,13517000000.0,,801000000.0,3437000000.0,1193000000.0,4767000000.0,654000000.0,,4511000000.0,4172000000.0,392000000.0,2007000000.0,,,1110000000.0,1271000000.0,8005000000.0,772000000.0,30176000000.0,13194000000.0,9003000000.0,7763000000.0,13194000000.0,13194000000.0,16982000000.0,30176000000.0,16406000000.0,9219000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q2,,2010-06-30,2010-07-29 10:48:25+00:00,1643000000.0,,,-2987000000.0,2044000000.0,,8244000000.0,1979000000.0,648000000.0,1229000000.0,308000000.0,13517000000.0,,823000000.0,3438000000.0,1148000000.0,4763000000.0,844000000.0,,4487000000.0,4160000000.0,384000000.0,2042000000.0,,,1055000000.0,1200000000.0,7646000000.0,773000000.0,29694000000.0,12903000000.0,8384000000.0,7666000000.0,12903000000.0,12903000000.0,16791000000.0,29694000000.0,16547000000.0,9125000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q1,,2010-03-31,2010-04-28 10:51:01+00:00,1642000000.0,,,-3002000000.0,1961000000.0,,8565000000.0,1909000000.0,627000000.0,1134000000.0,304000000.0,13517000000.0,,846000000.0,3440000000.0,1289000000.0,4797000000.0,883000000.0,,4723000000.0,4197000000.0,295000000.0,2028000000.0,,,1046000000.0,1471000000.0,7077000000.0,775000000.0,29762000000.0,12640000000.0,8369000000.0,7488000000.0,12640000000.0,12640000000.0,17122000000.0,29762000000.0,16596000000.0,9634000000.0,
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,FY,,2011-12-31,2013-02-04 17:42:40+00:00,1481000000.0,,,-3490000000.0,3002000000.0,0.0,4127000000.0,1777000000.0,496000000.0,1196000000.0,,12374000000.0,,,3935000000.0,873000000.0,3047000000.0,,,4079000000.0,2964000000.0,411000000.0,1681000000.0,,,2244000000.0,926000000.0,9699000000.0,,25411000000.0,10336000000.0,7746000000.0,6135000000.0,10336000000.0,10336000000.0,15075000000.0,25411000000.0,14618000000.0,8940000000.0,0.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q3,,2011-09-30,2011-10-26 12:01:09+00:00,1338000000.0,,,-2176000000.0,2946000000.0,0.0,4726000000.0,1744000000.0,393000000.0,1076000000.0,355000000.0,12376000000.0,,164000000.0,3936000000.0,884000000.0,3010000000.0,487000000.0,,2591000000.0,3328000000.0,135000000.0,1524000000.0,0.0,0.0,1022000000.0,901000000.0,9401000000.0,39000000.0,25100000000.0,11951000000.0,7686000000.0,5721000000.0,11951000000.0,11951000000.0,13149000000.0,25100000000.0,14404000000.0,7428000000.0,
