company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 10:51:01+00:00,1.19,1.19,0.4,1.17,,188000000.0,389000000.0,366000000.0,23000000.0,389000000.0,6598000000.0,7935000000.0,8000000.0,718000000.0,6598000000.0,1337000000.0,73000000.0,718000000.0,619000000.0,-65000000.0,554000000.0,7935000000.0,326900000.0,326900000.0,332100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q4,2010-10-01,2010-12-31,,1.3,1.3,0.94,1.28,,104000000.0,376000000.0,306000000.0,70000000.0,376000000.0,5580000000.0,6903000000.0,27000000.0,648000000.0,5580000000.0,1323000000.0,292000000.0,648000000.0,675000000.0,-265000000.0,410000000.0,6903000000.0,297100000.0,296900000.0,301100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,FY,2010-01-01,2010-12-31,2013-02-04 17:42:40+00:00,6.91,6.91,1.84,6.82,,462000000.0,2053000000.0,1904000000.0,149000000.0,2053000000.0,22849000000.0,28143000000.0,37000000.0,2467000000.0,22849000000.0,5294000000.0,498000000.0,2467000000.0,2827000000.0,-461000000.0,2366000000.0,28143000000.0,297100000.0,296900000.0,301100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q3YTD,2010-01-01,2010-09-30,,5.61,5.61,0.9,5.54,,358000000.0,1677000000.0,1598000000.0,79000000.0,1677000000.0,17269000000.0,21240000000.0,10000000.0,1819000000.0,17269000000.0,3971000000.0,206000000.0,1819000000.0,2152000000.0,-196000000.0,1956000000.0,21240000000.0,294100000.0,293500000.0,297600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q3TTM,2009-10-01,2010-09-30,,6.93,6.93,2.19,6.84,,484000000.0,2090000000.0,1808000000.0,282000000.0,2090000000.0,18959000000.0,23648000000.0,13000000.0,2154000000.0,18959000000.0,4689000000.0,256000000.0,2154000000.0,2535000000.0,-243000000.0,2292000000.0,23648000000.0,294100000.0,293500000.0,297600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q3,2010-07-01,2010-09-30,2011-10-26 12:01:09+00:00,1.69,1.69,,1.67,,224000000.0,497000000.0,448000000.0,49000000.0,497000000.0,5774000000.0,7071000000.0,13000000.0,574000000.0,5774000000.0,1297000000.0,64000000.0,574000000.0,723000000.0,-51000000.0,672000000.0,7071000000.0,294100000.0,293500000.0,297600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q2YTD,2010-01-01,2010-06-30,,3.92,3.92,0.9,3.87,,134000000.0,1180000000.0,1150000000.0,30000000.0,1180000000.0,11495000000.0,14169000000.0,-3000000.0,1245000000.0,11495000000.0,2674000000.0,142000000.0,1245000000.0,1429000000.0,-145000000.0,1284000000.0,14169000000.0,300000000.0,299600000.0,303800000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q2TTM,2009-07-01,2010-06-30,,6.79,6.79,2.19,6.7,,380000000.0,2083000000.0,1824000000.0,259000000.0,2083000000.0,20172000000.0,24927000000.0,41000000.0,2324000000.0,20172000000.0,4755000000.0,268000000.0,2324000000.0,2431000000.0,-227000000.0,2204000000.0,24927000000.0,300000000.0,299600000.0,303800000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 12:01:39+00:00,2.37,2.37,0.47,2.34,,-65000000.0,711000000.0,740000000.0,-29000000.0,711000000.0,5884000000.0,7255000000.0,-10000000.0,621000000.0,5884000000.0,1371000000.0,65000000.0,621000000.0,750000000.0,-75000000.0,675000000.0,7255000000.0,300000000.0,299600000.0,303800000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q1TTM,2009-04-01,2010-03-31,,5.64,5.64,1.72,5.57,,647000000.0,1766000000.0,1478000000.0,288000000.0,1766000000.0,21818000000.0,26629000000.0,64000000.0,2477000000.0,21818000000.0,4811000000.0,273000000.0,2477000000.0,2334000000.0,-209000000.0,2125000000.0,26629000000.0,302600000.0,302500000.0,306100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 11:53:33+00:00,1.55,1.55,0.43,1.53,,199000000.0,469000000.0,410000000.0,59000000.0,469000000.0,5611000000.0,6914000000.0,7000000.0,624000000.0,5611000000.0,1303000000.0,77000000.0,624000000.0,679000000.0,-70000000.0,609000000.0,6914000000.0,302600000.0,302500000.0,306100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q4,2011-10-01,2011-12-31,,2.1,2.1,0.5,2.06,,232000000.0,548000000.0,550000000.0,-2000000.0,548000000.0,5070000000.0,6506000000.0,36000000.0,637000000.0,5070000000.0,1436000000.0,53000000.0,637000000.0,799000000.0,-17000000.0,782000000.0,6506000000.0,276900000.0,276800000.0,281600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,FY,2011-01-01,2011-12-31,2014-02-03 16:43:05+00:00,7.65,7.65,1.97,7.52,,997000000.0,2118000000.0,2086000000.0,32000000.0,2118000000.0,20786000000.0,26412000000.0,28000000.0,2350000000.0,20786000000.0,5626000000.0,221000000.0,2350000000.0,3276000000.0,-193000000.0,3083000000.0,26412000000.0,276900000.0,276800000.0,281600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q3YTD,2011-01-01,2011-09-30,,5.55,5.55,1.47,5.46,,765000000.0,1570000000.0,1536000000.0,34000000.0,1570000000.0,15716000000.0,19906000000.0,-8000000.0,1713000000.0,15716000000.0,4190000000.0,168000000.0,1713000000.0,2477000000.0,-176000000.0,2301000000.0,19906000000.0,275100000.0,274900000.0,279300000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q3TTM,2010-10-01,2011-09-30,,6.85,6.85,2.41,6.74,,869000000.0,1946000000.0,1842000000.0,104000000.0,1946000000.0,21296000000.0,26809000000.0,19000000.0,2361000000.0,21296000000.0,5513000000.0,460000000.0,2361000000.0,3152000000.0,-441000000.0,2711000000.0,26809000000.0,275100000.0,274900000.0,279300000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q3,2011-07-01,2011-09-30,2012-10-24 11:26:38+00:00,1.89,1.89,0.5,1.86,,235000000.0,520000000.0,520000000.0,0.0,520000000.0,5198000000.0,6612000000.0,-13000000.0,589000000.0,5198000000.0,1414000000.0,57000000.0,589000000.0,825000000.0,-70000000.0,755000000.0,6612000000.0,275100000.0,274900000.0,279300000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q2YTD,2011-01-01,2011-06-30,,3.66,3.66,0.97,3.6,,530000000.0,1050000000.0,1016000000.0,34000000.0,1050000000.0,10518000000.0,13294000000.0,5000000.0,1124000000.0,10518000000.0,2776000000.0,111000000.0,1124000000.0,1652000000.0,-106000000.0,1546000000.0,13294000000.0,282600000.0,282600000.0,287200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q2TTM,2010-07-01,2011-06-30,,6.65,6.65,1.91,6.55,,858000000.0,1923000000.0,1770000000.0,153000000.0,1923000000.0,21872000000.0,27268000000.0,45000000.0,2346000000.0,21872000000.0,5396000000.0,467000000.0,2346000000.0,3050000000.0,-422000000.0,2628000000.0,27268000000.0,282600000.0,282600000.0,287200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q2,2011-04-01,2011-06-30,2012-07-25 13:53:38+00:00,1.84,1.84,0.5,1.81,,268000000.0,520000000.0,520000000.0,0.0,520000000.0,5163000000.0,6560000000.0,0.0,556000000.0,5163000000.0,1397000000.0,53000000.0,556000000.0,841000000.0,-53000000.0,788000000.0,6560000000.0,282600000.0,282600000.0,287200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q1TTM,2010-04-01,2011-03-31,,7.18,7.18,1.88,7.08,,525000000.0,2114000000.0,1990000000.0,124000000.0,2114000000.0,22593000000.0,27963000000.0,35000000.0,2411000000.0,22593000000.0,5370000000.0,479000000.0,2411000000.0,2959000000.0,-444000000.0,2515000000.0,27963000000.0,291200000.0,291800000.0,296900000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2011.0,Q1,2011-01-01,2011-03-31,2012-04-25 15:55:39+00:00,1.82,1.82,0.47,1.79,,262000000.0,530000000.0,496000000.0,34000000.0,530000000.0,5355000000.0,6734000000.0,5000000.0,568000000.0,5355000000.0,1379000000.0,58000000.0,568000000.0,811000000.0,-53000000.0,758000000.0,6734000000.0,291200000.0,291800000.0,296900000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,FY,2012-01-01,2012-12-31,2015-02-02 17:09:25+00:00,7.96,7.96,2.15,7.81,,987000000.0,1978000000.0,1978000000.0,,1978000000.0,19638000000.0,25218000000.0,47000000.0,2450000000.0,19638000000.0,5580000000.0,212000000.0,2450000000.0,3130000000.0,-165000000.0,2965000000.0,25218000000.0,248500000.0,248600000.0,253400000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q4,2012-10-01,2012-12-31,,2.19,2.19,1.65,2.15,,254000000.0,533000000.0,533000000.0,,533000000.0,4915000000.0,6476000000.0,17000000.0,737000000.0,4915000000.0,1561000000.0,54000000.0,737000000.0,824000000.0,-37000000.0,787000000.0,6476000000.0,248500000.0,248600000.0,253400000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q3,2012-07-01,2012-09-30,2013-10-23 07:08:05+00:00,1.86,1.86,,1.82,,236000000.0,459000000.0,459000000.0,,459000000.0,4962000000.0,6270000000.0,12000000.0,572000000.0,4962000000.0,1308000000.0,53000000.0,572000000.0,736000000.0,-41000000.0,695000000.0,6270000000.0,246800000.0,247200000.0,252100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q3YTD,2012-01-01,2012-09-30,,5.77,5.77,0.5,5.66,,733000000.0,1445000000.0,1445000000.0,,1445000000.0,14723000000.0,18742000000.0,30000000.0,1713000000.0,14723000000.0,4019000000.0,158000000.0,1713000000.0,2306000000.0,-128000000.0,2178000000.0,18742000000.0,246800000.0,247200000.0,252100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q3TTM,2011-10-01,2012-09-30,,7.87,7.87,1.0,7.72,,965000000.0,1993000000.0,1995000000.0,-2000000.0,1993000000.0,19793000000.0,25248000000.0,66000000.0,2350000000.0,19793000000.0,5455000000.0,211000000.0,2350000000.0,3105000000.0,-145000000.0,2960000000.0,25248000000.0,246800000.0,247200000.0,252100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q2,2012-04-01,2012-06-30,2013-07-24 07:09:23+00:00,1.91,1.91,,1.88,,247000000.0,480000000.0,480000000.0,,480000000.0,4920000000.0,6274000000.0,5000000.0,580000000.0,4920000000.0,1354000000.0,52000000.0,580000000.0,774000000.0,-47000000.0,727000000.0,6274000000.0,251300000.0,250800000.0,254700000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q2YTD,2012-01-01,2012-06-30,,3.91,3.91,0.5,3.84,,497000000.0,986000000.0,986000000.0,,986000000.0,9761000000.0,12472000000.0,18000000.0,1141000000.0,9761000000.0,2711000000.0,105000000.0,1141000000.0,1570000000.0,-87000000.0,1483000000.0,12472000000.0,251300000.0,250800000.0,254700000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q2TTM,2011-07-01,2012-06-30,,7.9,7.9,1.5,7.76,,964000000.0,2054000000.0,2056000000.0,-2000000.0,2054000000.0,20029000000.0,25590000000.0,41000000.0,2367000000.0,20029000000.0,5561000000.0,215000000.0,2367000000.0,3194000000.0,-174000000.0,3020000000.0,25590000000.0,251300000.0,250800000.0,254700000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q1,2012-01-01,2012-03-31,2013-04-24 07:03:06+00:00,2.0,2.0,0.5,1.96,,250000000.0,506000000.0,506000000.0,,506000000.0,4841000000.0,6198000000.0,13000000.0,561000000.0,4841000000.0,1357000000.0,53000000.0,561000000.0,796000000.0,-40000000.0,756000000.0,6198000000.0,253000000.0,253100000.0,258000000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2012.0,Q1TTM,2011-04-01,2012-03-31,,7.83,7.83,2.0,7.69,,985000000.0,2094000000.0,2096000000.0,-2000000.0,2094000000.0,20272000000.0,25876000000.0,36000000.0,2343000000.0,20272000000.0,5604000000.0,216000000.0,2343000000.0,3261000000.0,-180000000.0,3081000000.0,25876000000.0,253000000.0,253100000.0,258000000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,FY,2013-01-01,2013-12-31,2016-02-01 17:14:57+00:00,8.5,8.5,2.38,8.35,,911000000.0,1952000000.0,1952000000.0,,1952000000.0,19282000000.0,24661000000.0,-3000000.0,2256000000.0,19282000000.0,5379000000.0,257000000.0,2256000000.0,3123000000.0,-260000000.0,2863000000.0,24661000000.0,229600000.0,229600000.0,233900000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q4,2013-10-01,2013-12-31,,2.16,2.16,1.83,2.13,,229000000.0,478000000.0,478000000.0,,478000000.0,4828000000.0,6157000000.0,13000000.0,561000000.0,4828000000.0,1329000000.0,74000000.0,561000000.0,768000000.0,-61000000.0,707000000.0,6157000000.0,229600000.0,229600000.0,233900000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q3YTD,2013-01-01,2013-09-30,,6.34,6.34,0.55,6.22,,682000000.0,1474000000.0,1474000000.0,,1474000000.0,14454000000.0,18504000000.0,-16000000.0,1695000000.0,14454000000.0,4050000000.0,183000000.0,1695000000.0,2355000000.0,-199000000.0,2156000000.0,18504000000.0,228000000.0,228200000.0,232600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q3TTM,2012-10-01,2013-09-30,,8.53,8.53,2.2,8.37,,936000000.0,2007000000.0,2007000000.0,,2007000000.0,19369000000.0,24980000000.0,1000000.0,2432000000.0,19369000000.0,5611000000.0,237000000.0,2432000000.0,3179000000.0,-236000000.0,2943000000.0,24980000000.0,228000000.0,228200000.0,232600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q3,2013-07-01,2013-09-30,2014-10-22 07:06:12+00:00,2.18,2.18,,2.14,,223000000.0,497000000.0,497000000.0,,497000000.0,4761000000.0,6106000000.0,0.0,555000000.0,4761000000.0,1345000000.0,70000000.0,555000000.0,790000000.0,-70000000.0,720000000.0,6106000000.0,228000000.0,228200000.0,232600000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q2YTD,2013-01-01,2013-06-30,,4.16,4.16,0.55,4.08,,459000000.0,977000000.0,977000000.0,,977000000.0,9693000000.0,12398000000.0,-16000000.0,1140000000.0,9693000000.0,2705000000.0,113000000.0,1140000000.0,1565000000.0,-129000000.0,1436000000.0,12398000000.0,233500000.0,234000000.0,237500000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q2TTM,2012-07-01,2013-06-30,,8.21,8.21,2.2,8.05,,949000000.0,1969000000.0,1969000000.0,,1969000000.0,19570000000.0,25144000000.0,13000000.0,2449000000.0,19570000000.0,5574000000.0,220000000.0,2449000000.0,3125000000.0,-207000000.0,2918000000.0,25144000000.0,233500000.0,234000000.0,237500000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q2,2013-04-01,2013-06-30,2014-07-23 07:11:55+00:00,2.09,2.09,,2.05,,236000000.0,488000000.0,488000000.0,,488000000.0,4906000000.0,6294000000.0,-22000000.0,582000000.0,4906000000.0,1388000000.0,60000000.0,582000000.0,806000000.0,-82000000.0,724000000.0,6294000000.0,233500000.0,234000000.0,237500000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q1TTM,2012-04-01,2013-03-31,,8.03,8.03,2.2,7.88,,960000000.0,1961000000.0,1961000000.0,,1961000000.0,19584000000.0,25124000000.0,40000000.0,2447000000.0,19584000000.0,5540000000.0,212000000.0,2447000000.0,3093000000.0,-172000000.0,2921000000.0,25124000000.0,236200000.0,236400000.0,241000000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 07:05:05+00:00,2.07,2.07,0.55,2.03,,223000000.0,489000000.0,489000000.0,,489000000.0,4787000000.0,6104000000.0,6000000.0,558000000.0,4787000000.0,1317000000.0,53000000.0,558000000.0,759000000.0,-47000000.0,712000000.0,6104000000.0,236200000.0,236400000.0,241000000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,FY,2014-01-01,2014-12-31,2017-01-30 16:16:57+00:00,9.91,9.91,2.71,9.75,,868000000.0,2069000000.0,2069000000.0,,2069000000.0,18378000000.0,23979000000.0,23000000.0,2405000000.0,18378000000.0,5601000000.0,282000000.0,2405000000.0,3196000000.0,-259000000.0,2937000000.0,23979000000.0,208800000.0,208800000.0,212100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q4,2014-10-01,2014-12-31,,2.53,2.53,2.1,2.49,,195000000.0,506000000.0,506000000.0,,506000000.0,4653000000.0,6108000000.0,13000000.0,693000000.0,4653000000.0,1455000000.0,74000000.0,693000000.0,762000000.0,-61000000.0,701000000.0,6108000000.0,208800000.0,208800000.0,212100000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q3,2014-07-01,2014-09-30,2015-10-28 06:10:29+00:00,2.29,2.29,,2.26,,221000000.0,473000000.0,473000000.0,,473000000.0,4635000000.0,5984000000.0,-6000000.0,580000000.0,4635000000.0,1349000000.0,69000000.0,580000000.0,769000000.0,-75000000.0,694000000.0,5984000000.0,206600000.0,206200000.0,209200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q3YTD,2014-01-01,2014-09-30,,7.38,7.38,0.61,7.26,,673000000.0,1563000000.0,1563000000.0,,1563000000.0,13725000000.0,17871000000.0,10000000.0,1712000000.0,13725000000.0,4146000000.0,208000000.0,1712000000.0,2434000000.0,-198000000.0,2236000000.0,17871000000.0,206600000.0,206200000.0,209200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q3TTM,2013-10-01,2014-09-30,,9.54,9.54,2.44,9.39,,902000000.0,2041000000.0,2041000000.0,,2041000000.0,18553000000.0,24028000000.0,23000000.0,2273000000.0,18553000000.0,5475000000.0,282000000.0,2273000000.0,3202000000.0,-259000000.0,2943000000.0,24028000000.0,206600000.0,206200000.0,209200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q2YTD,2014-01-01,2014-06-30,,5.09,5.09,0.61,5.0,,452000000.0,1090000000.0,1090000000.0,,1090000000.0,9090000000.0,11887000000.0,16000000.0,1132000000.0,9090000000.0,2797000000.0,139000000.0,1132000000.0,1665000000.0,-123000000.0,1542000000.0,11887000000.0,212000000.0,212400000.0,215200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q2TTM,2013-07-01,2014-06-30,,9.43,9.43,2.44,9.27,,904000000.0,2065000000.0,2065000000.0,,2065000000.0,18679000000.0,24150000000.0,29000000.0,2248000000.0,18679000000.0,5471000000.0,283000000.0,2248000000.0,3223000000.0,-254000000.0,2969000000.0,24150000000.0,212000000.0,212400000.0,215200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q2,2014-04-01,2014-06-30,2015-07-29 07:04:42+00:00,2.41,2.41,,2.37,,245000000.0,511000000.0,511000000.0,,511000000.0,4629000000.0,6039000000.0,6000000.0,590000000.0,4629000000.0,1410000000.0,70000000.0,590000000.0,820000000.0,-64000000.0,756000000.0,6039000000.0,212000000.0,212400000.0,215200000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q1TTM,2013-04-01,2014-03-31,,9.11,9.11,2.44,8.95,,895000000.0,2042000000.0,2042000000.0,,2042000000.0,18956000000.0,24405000000.0,1000000.0,2240000000.0,18956000000.0,5449000000.0,273000000.0,2240000000.0,3209000000.0,-272000000.0,2937000000.0,24405000000.0,216000000.0,216300000.0,220400000.0
NORTHROP GRUMMAN CORP,NOC,RIMU48P07456QXSO0R61,1133421,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 07:08:52+00:00,2.68,2.68,0.61,2.63,,207000000.0,579000000.0,579000000.0,,579000000.0,4461000000.0,5848000000.0,10000000.0,542000000.0,4461000000.0,1387000000.0,69000000.0,542000000.0,845000000.0,-59000000.0,786000000.0,5848000000.0,216000000.0,216300000.0,220400000.0
