company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Citigroup Inc,C,,831001,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 07:57:17+00:00,250000000.0,2705000000.0,21230000000.0,2872000000.0,,-1301000000.0,64566000000.0,,33992000000.0,,-56646000000.0,-8772000000.0,64795000000.0,-56646000000.0,-8772000000.0,64795000000.0,729000000.0,23858000000.0,10999000000.0,10999000000.0,,,-25716000000.0,-230000000.0,,2653000000.0,-107000000.0,11824000000.0,-345847000000.0,-3448000000.0,-114158000000.0,-1000000.0,,340523000000.0
Citigroup Inc,C,,831001,2011.0,Q3TTM,2010-10-01,2011-09-30,,261000000.0,3532000000.0,21302000000.0,3420000000.0,,1545000000.0,46578000000.0,,40580000000.0,,-76576000000.0,32582000000.0,42225000000.0,-76576000000.0,32582000000.0,42225000000.0,2608000000.0,1199000000.0,11210000000.0,11210000000.0,,,-33030000000.0,-248000000.0,,2832000000.0,-78000000.0,13786000000.0,-332478000000.0,-4005000000.0,-118027000000.0,-2000000.0,,369065000000.0
Citigroup Inc,C,,831001,2011.0,Q3,2011-07-01,2011-09-30,,57000000.0,701000000.0,5261000000.0,744000000.0,,569000000.0,12798000000.0,,5844000000.0,,-37001000000.0,11641000000.0,25975000000.0,-37001000000.0,11641000000.0,25975000000.0,1184000000.0,-15029000000.0,3770000000.0,3770000000.0,,,5514000000.0,-5000000.0,,,-27000000.0,3092000000.0,-88371000000.0,-917000000.0,-27783000000.0,-1000000.0,,100929000000.0
Citigroup Inc,C,,831001,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 08:40:06+00:00,188000000.0,2617000000.0,15382000000.0,2135000000.0,,1478000000.0,384000000.0,,28975000000.0,,-53885000000.0,19896000000.0,30820000000.0,-53885000000.0,19896000000.0,30820000000.0,978000000.0,6326000000.0,9999000000.0,9999000000.0,,,8930000000.0,-228000000.0,,2669000000.0,-69000000.0,9184000000.0,-260800000000.0,-2447000000.0,-88888000000.0,-1000000.0,,283143000000.0
Citigroup Inc,C,,831001,2011.0,Q2TTM,2010-07-01,2011-06-30,,,3454000000.0,21229000000.0,,,1648000000.0,,,45530000000.0,,-11667000000.0,11314000000.0,-1070000000.0,-11667000000.0,11314000000.0,-1070000000.0,3057000000.0,52372000000.0,0.0,,,,,-305000000.0,,2832000000.0,-51000000.0,,-377628000000.0,-3365000000.0,-109212000000.0,-1000000.0,,392307000000.0
Citigroup Inc,C,,831001,2011.0,Q2,2011-04-01,2011-06-30,,69000000.0,1042000000.0,5513000000.0,720000000.0,,578000000.0,-3990000000.0,,13066000000.0,,-32376000000.0,25247000000.0,3806000000.0,-32376000000.0,25247000000.0,3806000000.0,-76000000.0,447000000.0,3270000000.0,3270000000.0,,,569000000.0,-3000000.0,,2669000000.0,-38000000.0,3168000000.0,-65709000000.0,-842000000.0,-45848000000.0,,,91798000000.0
Citigroup Inc,C,,831001,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 16:19:01+00:00,131000000.0,1916000000.0,10121000000.0,1391000000.0,,909000000.0,-12414000000.0,,23131000000.0,,-16884000000.0,8255000000.0,4845000000.0,-16884000000.0,8255000000.0,4845000000.0,-206000000.0,21355000000.0,6229000000.0,6229000000.0,,,3416000000.0,-223000000.0,,2669000000.0,-42000000.0,6092000000.0,-172429000000.0,-1530000000.0,-61105000000.0,,,182214000000.0
Citigroup Inc,C,,831001,2011.0,Q1TTM,2010-04-01,2011-03-31,,262000000.0,3379000000.0,22106000000.0,2712000000.0,,1207000000.0,37364000000.0,,38286000000.0,,-12459000000.0,11947000000.0,1307000000.0,-12459000000.0,11947000000.0,1307000000.0,2164000000.0,37962000000.0,9412000000.0,9412000000.0,,,-68113000000.0,-900000000.0,,162000000.0,-13000000.0,19670000000.0,-417262000000.0,-2773000000.0,-87789000000.0,-5000000.0,,431982000000.0
Citigroup Inc,C,,831001,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:07:01+00:00,62000000.0,874000000.0,4608000000.0,671000000.0,,331000000.0,-8424000000.0,,10065000000.0,,15492000000.0,-16992000000.0,1039000000.0,15492000000.0,-16992000000.0,1039000000.0,-130000000.0,20908000000.0,2959000000.0,2959000000.0,,,2847000000.0,-220000000.0,,,-4000000.0,2924000000.0,-106720000000.0,-688000000.0,-15257000000.0,,,90416000000.0
Citigroup Inc,C,,831001,2012.0,Q3TTM,2011-10-01,2012-09-30,,62000000.0,2670000000.0,21033000000.0,3001000000.0,,-2631000000.0,61428000000.0,,28836000000.0,,12691000000.0,-46731000000.0,41539000000.0,12691000000.0,-46731000000.0,41539000000.0,4852000000.0,96240000000.0,7318000000.0,7318000000.0,,,-40762000000.0,-196000000.0,,-16000000.0,-142000000.0,10492000000.0,-301412000000.0,-2876000000.0,-112043000000.0,-4000000.0,,257557000000.0
Citigroup Inc,C,,831001,2012.0,Q3,2012-07-01,2012-09-30,,,737000000.0,5162000000.0,752000000.0,,427000000.0,3942000000.0,,137000000.0,,88000000.0,-4071000000.0,3431000000.0,88000000.0,-4071000000.0,3431000000.0,-125000000.0,30336000000.0,460000000.0,460000000.0,,,-4193000000.0,-3000000.0,,,-33000000.0,2470000000.0,-79312000000.0,-101000000.0,-30349000000.0,,,75342000000.0
Citigroup Inc,C,,831001,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-01 08:22:53+00:00,,2582000000.0,15185000000.0,2264000000.0,,148000000.0,-2754000000.0,,23819000000.0,,15452000000.0,-18063000000.0,7564000000.0,15452000000.0,-18063000000.0,7564000000.0,5101000000.0,78708000000.0,6318000000.0,6318000000.0,,,-6116000000.0,-194000000.0,,,-104000000.0,7852000000.0,-216365000000.0,-1875000000.0,-86773000000.0,-4000000.0,,200177000000.0
Citigroup Inc,C,,831001,2012.0,Q2TTM,2011-07-01,2012-06-30,,119000000.0,2634000000.0,21132000000.0,2993000000.0,,-2489000000.0,70284000000.0,,34543000000.0,,-24398000000.0,-31019000000.0,64083000000.0,-24398000000.0,-31019000000.0,64083000000.0,6161000000.0,50875000000.0,10628000000.0,10628000000.0,,,-31055000000.0,-198000000.0,,-16000000.0,-136000000.0,11114000000.0,-310471000000.0,-3692000000.0,-109477000000.0,-5000000.0,,283144000000.0
Citigroup Inc,C,,831001,2012.0,Q2,2012-04-01,2012-06-30,,,929000000.0,5421000000.0,774000000.0,,-676000000.0,-19229000000.0,,14037000000.0,,-10964000000.0,24382000000.0,-5320000000.0,-10964000000.0,24382000000.0,-5320000000.0,7422000000.0,8296000000.0,2922000000.0,2922000000.0,,,7621000000.0,-4000000.0,,,-37000000.0,2592000000.0,-38146000000.0,-930000000.0,-33256000000.0,,,63458000000.0
Citigroup Inc,C,,831001,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-02 08:06:57+00:00,,1845000000.0,10023000000.0,1512000000.0,,-279000000.0,-6696000000.0,,23682000000.0,,15364000000.0,-13992000000.0,4133000000.0,15364000000.0,-13992000000.0,4133000000.0,5226000000.0,48372000000.0,5858000000.0,5858000000.0,,,-1923000000.0,-191000000.0,,,-71000000.0,5382000000.0,-137053000000.0,-1774000000.0,-56424000000.0,-4000000.0,,124835000000.0
Citigroup Inc,C,,831001,2012.0,Q1TTM,2011-04-01,2012-03-31,,188000000.0,2747000000.0,21224000000.0,2939000000.0,,-1235000000.0,85523000000.0,,33572000000.0,,-45810000000.0,-30154000000.0,73209000000.0,-45810000000.0,-30154000000.0,73209000000.0,-1337000000.0,43026000000.0,10976000000.0,10976000000.0,,,-38107000000.0,-197000000.0,,2653000000.0,-137000000.0,11690000000.0,-338034000000.0,-3604000000.0,-122069000000.0,-5000000.0,,311484000000.0
Citigroup Inc,C,,831001,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 08:10:21+00:00,,916000000.0,4602000000.0,738000000.0,,397000000.0,12533000000.0,,9645000000.0,,26328000000.0,-38374000000.0,9453000000.0,26328000000.0,-38374000000.0,9453000000.0,-2196000000.0,40076000000.0,2936000000.0,2936000000.0,,,-9544000000.0,-187000000.0,,,-34000000.0,2790000000.0,-98907000000.0,-844000000.0,-23168000000.0,-4000000.0,,61377000000.0
Citigroup Inc,C,,831001,2013.0,Q4,2013-10-01,2013-12-31,,,1242000000.0,5136000000.0,,,-126000000.0,,,12680000000.0,1417000000.0,6037000000.0,-12771000000.0,3935000000.0,6037000000.0,-12771000000.0,3935000000.0,-2925000000.0,12813000000.0,0.0,,,4274000000.0,,-7725000000.0,,,-100000000.0,,-59568000000.0,-1141000000.0,-12830000000.0,-218000000.0,,43664000000.0
Citigroup Inc,C,,831001,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 16:45:11+00:00,194000000.0,4495000000.0,15655000000.0,3303000000.0,0.0,-1558000000.0,31139000000.0,,54604000000.0,4192000000.0,23094000000.0,-91338000000.0,63244000000.0,23094000000.0,-91338000000.0,63244000000.0,-6568000000.0,37713000000.0,13389000000.0,13389000000.0,,4274000000.0,7615000000.0,-8176000000.0,0.0,-10000000.0,-314000000.0,7604000000.0,-317892000000.0,-3490000000.0,-63994000000.0,-837000000.0,-94000000.0,225770000000.0
Citigroup Inc,C,,831001,2013.0,Q3,2013-07-01,2013-09-30,,,801000000.0,3951000000.0,,,-246000000.0,,,16150000000.0,950000000.0,11035000000.0,-23373000000.0,14244000000.0,11035000000.0,-23373000000.0,14244000000.0,1665000000.0,17033000000.0,0.0,,,,,-3000000.0,,5000000.0,-140000000.0,,-74087000000.0,-874000000.0,-22518000000.0,-437000000.0,,51588000000.0
Citigroup Inc,C,,831001,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-30 16:44:08+00:00,,3253000000.0,10519000000.0,3055000000.0,,-1432000000.0,38884000000.0,,41924000000.0,2775000000.0,17057000000.0,-78567000000.0,59309000000.0,17057000000.0,-78567000000.0,59309000000.0,-3643000000.0,24900000000.0,11217000000.0,11217000000.0,,,435000000.0,-451000000.0,,-10000000.0,-214000000.0,5807000000.0,-258324000000.0,-2349000000.0,-51164000000.0,-619000000.0,-94000000.0,182106000000.0
Citigroup Inc,C,,831001,2013.0,Q2,2013-04-01,2013-06-30,,,1325000000.0,2813000000.0,818000000.0,,-590000000.0,-3352000000.0,,16501000000.0,1250000000.0,7482000000.0,-26928000000.0,20044000000.0,7482000000.0,-26928000000.0,20044000000.0,-5000000.0,4665000000.0,4149000000.0,4149000000.0,,,16683000000.0,-4000000.0,,-13000000.0,-40000000.0,1743000000.0,-85734000000.0,-741000000.0,-14614000000.0,-182000000.0,-94000000.0,59547000000.0
Citigroup Inc,C,,831001,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-01 07:49:15+00:00,,2452000000.0,6568000000.0,1625000000.0,,-1186000000.0,27734000000.0,,25774000000.0,1825000000.0,6022000000.0,-55194000000.0,45065000000.0,6022000000.0,-55194000000.0,45065000000.0,-5308000000.0,7867000000.0,7990000000.0,7990000000.0,,,3661000000.0,-448000000.0,,-15000000.0,-74000000.0,4052000000.0,-184237000000.0,-1475000000.0,-28646000000.0,-182000000.0,-94000000.0,130518000000.0
Citigroup Inc,C,,831001,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 07:53:33+00:00,,1127000000.0,3755000000.0,807000000.0,,-596000000.0,31086000000.0,,9273000000.0,575000000.0,-1460000000.0,-28266000000.0,25021000000.0,-1460000000.0,-28266000000.0,25021000000.0,-5303000000.0,3202000000.0,3841000000.0,3841000000.0,,,-13022000000.0,-444000000.0,,-2000000.0,-34000000.0,2309000000.0,-98503000000.0,-734000000.0,-14032000000.0,,,70971000000.0
Citigroup Inc,C,,831001,2014.0,Q4,2014-10-01,2014-12-31,,210000000.0,945000000.0,4230000000.0,916000000.0,346000000.0,-1101000000.0,1220000000.0,,13386000000.0,1493000000.0,-29785000000.0,16703000000.0,10315000000.0,-29785000000.0,16703000000.0,10315000000.0,-3868000000.0,-22718000000.0,345000000.0,345000000.0,,2892000000.0,5743000000.0,-2297000000.0,-1255000000.0,,-190000000.0,1881000000.0,-59684000000.0,-912000000.0,-19079000000.0,-380000000.0,,75316000000.0
Citigroup Inc,C,,831001,2014.0,FY,2014-01-01,2014-12-31,2016-02-26 16:45:11+00:00,210000000.0,4632000000.0,14001000000.0,3589000000.0,346000000.0,-2432000000.0,20219000000.0,,66836000000.0,3699000000.0,-70270000000.0,28582000000.0,46343000000.0,-70270000000.0,28582000000.0,46343000000.0,2223000000.0,-48336000000.0,7312000000.0,7312000000.0,,14467000000.0,8185000000.0,-30582000000.0,-1255000000.0,0.0,-633000000.0,6828000000.0,-258992000000.0,-3386000000.0,-60022000000.0,-1232000000.0,0.0,277402000000.0
Citigroup Inc,C,,831001,2014.0,Q3TTM,2013-10-01,2014-09-30,,194000000.0,4929000000.0,14907000000.0,2921000000.0,,-1457000000.0,11254000000.0,,66130000000.0,3623000000.0,-34448000000.0,-892000000.0,39963000000.0,-34448000000.0,-892000000.0,39963000000.0,3166000000.0,-12805000000.0,9139000000.0,9139000000.0,,15849000000.0,9622000000.0,-36010000000.0,,,-543000000.0,6744000000.0,-258876000000.0,-3615000000.0,-53773000000.0,-1070000000.0,,245750000000.0
Citigroup Inc,C,,831001,2014.0,Q3,2014-07-01,2014-09-30,,,601000000.0,3937000000.0,934000000.0,,-1255000000.0,6664000000.0,,24104000000.0,,-23469000000.0,15367000000.0,10065000000.0,-23469000000.0,15367000000.0,10065000000.0,708000000.0,-23070000000.0,2842000000.0,2842000000.0,,4891000000.0,-1965000000.0,-8181000000.0,,,-159000000.0,1575000000.0,-48055000000.0,-267000000.0,-15977000000.0,-186000000.0,,58798000000.0
Citigroup Inc,C,,831001,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-30 16:25:44+00:00,,3687000000.0,9771000000.0,2673000000.0,,-1331000000.0,18999000000.0,,53450000000.0,2206000000.0,-40485000000.0,11879000000.0,36028000000.0,-40485000000.0,11879000000.0,36028000000.0,6091000000.0,-25618000000.0,6967000000.0,6967000000.0,,11575000000.0,2442000000.0,-28285000000.0,,,-443000000.0,4947000000.0,-199308000000.0,-2474000000.0,-40943000000.0,-852000000.0,,202086000000.0
Citigroup Inc,C,,831001,2014.0,Q2TTM,2013-07-01,2014-06-30,,194000000.0,5129000000.0,14921000000.0,3417000000.0,,-448000000.0,15740000000.0,,58176000000.0,4573000000.0,56000000.0,-39632000000.0,44142000000.0,56000000.0,-39632000000.0,44142000000.0,4123000000.0,27298000000.0,9524000000.0,9524000000.0,,10958000000.0,8361000000.0,-27832000000.0,,5000000.0,-524000000.0,6924000000.0,-284908000000.0,-4222000000.0,-60314000000.0,-1321000000.0,,238540000000.0
Citigroup Inc,C,,831001,2014.0,Q2,2014-04-01,2014-06-30,,,1769000000.0,2834000000.0,,,71000000.0,,,18799000000.0,1739000000.0,-2456000000.0,7908000000.0,-3635000000.0,-2456000000.0,7908000000.0,-3635000000.0,1888000000.0,-538000000.0,0.0,,,13045000000.0,,-6770000000.0,,,-130000000.0,,-91255000000.0,-1339000000.0,-15254000000.0,-302000000.0,,87457000000.0
Citigroup Inc,C,,831001,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-03 08:11:03+00:00,,3086000000.0,5834000000.0,1739000000.0,,-76000000.0,12335000000.0,,29346000000.0,2206000000.0,-17016000000.0,-3488000000.0,25963000000.0,-17016000000.0,-3488000000.0,25963000000.0,5383000000.0,-2548000000.0,4125000000.0,4125000000.0,,6684000000.0,4407000000.0,-20104000000.0,,,-284000000.0,3372000000.0,-151253000000.0,-2207000000.0,-24966000000.0,-666000000.0,,143288000000.0
Citigroup Inc,C,,831001,2014.0,Q1TTM,2013-04-01,2014-03-31,,194000000.0,4685000000.0,14900000000.0,3339000000.0,,-1109000000.0,24079000000.0,,55878000000.0,4084000000.0,9994000000.0,-74468000000.0,67821000000.0,9994000000.0,-74468000000.0,67821000000.0,2230000000.0,32501000000.0,13492000000.0,13492000000.0,,-2087000000.0,19666000000.0,-21066000000.0,,-8000000.0,-434000000.0,7088000000.0,-279387000000.0,-3624000000.0,-59674000000.0,-1201000000.0,-94000000.0,210630000000.0
Citigroup Inc,C,,831001,2014.0,Q1,2014-01-01,2014-03-31,2015-05-11 08:48:46+00:00,,1317000000.0,3000000000.0,843000000.0,,-147000000.0,24026000000.0,,10547000000.0,467000000.0,-14560000000.0,-11396000000.0,29598000000.0,-14560000000.0,-11396000000.0,29598000000.0,3495000000.0,-2010000000.0,3944000000.0,3944000000.0,,-6361000000.0,-971000000.0,-13334000000.0,,,-154000000.0,1793000000.0,-59998000000.0,-868000000.0,-9712000000.0,-364000000.0,,55831000000.0
Citigroup Inc,C,,831001,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 08:44:36+00:00,,4978000000.0,12031000000.0,3506000000.0,5932000000.0,-1055000000.0,19210000000.0,,44619000000.0,6227000000.0,-64773000000.0,14883000000.0,39737000000.0,-64773000000.0,14883000000.0,39737000000.0,-11208000000.0,8555000000.0,17242000000.0,17296000000.0,,22895000000.0,-7383000000.0,-27370000000.0,-18929000000.0,,-1253000000.0,7108000000.0,-242362000000.0,-3198000000.0,-90099000000.0,-5452000000.0,,250545000000.0
Citigroup Inc,C,,831001,2015.0,Q3TTM,2014-10-01,2015-09-30,,210000000.0,4988000000.0,12671000000.0,3548000000.0,346000000.0,-1852000000.0,18148000000.0,,49064000000.0,6224000000.0,-63755000000.0,-322000000.0,51679000000.0,-63755000000.0,-322000000.0,51679000000.0,-14250000000.0,-17807000000.0,14261000000.0,14261000000.0,,13767000000.0,8779000000.0,-7556000000.0,-1255000000.0,,-1028000000.0,6733000000.0,-272513000000.0,-3384000000.0,-88472000000.0,-4180000000.0,,262717000000.0
Citigroup Inc,C,,831001,2015.0,Q3,2015-07-01,2015-09-30,,,1180000000.0,2963000000.0,865000000.0,,-648000000.0,14571000000.0,,8495000000.0,1245000000.0,-15644000000.0,-8413000000.0,23018000000.0,-15644000000.0,-8413000000.0,23018000000.0,-1687000000.0,-3794000000.0,4300000000.0,4300000000.0,,5359000000.0,1699000000.0,-8410000000.0,,,-324000000.0,1582000000.0,-59028000000.0,-1001000000.0,-10906000000.0,-1950000000.0,,46257000000.0
Citigroup Inc,C,,831001,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-31 08:27:30+00:00,,4043000000.0,8441000000.0,2632000000.0,0.0,-751000000.0,16928000000.0,,35678000000.0,4731000000.0,-33970000000.0,-17025000000.0,41364000000.0,-33970000000.0,-17025000000.0,41364000000.0,-10382000000.0,4911000000.0,13916000000.0,13916000000.0,,10875000000.0,3036000000.0,-5259000000.0,,,-838000000.0,4852000000.0,-212829000000.0,-2472000000.0,-69393000000.0,-3800000000.0,,187401000000.0
Citigroup Inc,C,,831001,2015.0,Q2TTM,2014-07-01,2015-06-30,,210000000.0,4409000000.0,13645000000.0,3617000000.0,346000000.0,-2459000000.0,10241000000.0,,64673000000.0,4979000000.0,-71580000000.0,23458000000.0,38726000000.0,-71580000000.0,23458000000.0,38726000000.0,-11855000000.0,-37083000000.0,12803000000.0,12803000000.0,,13299000000.0,5115000000.0,-7327000000.0,-1255000000.0,,-863000000.0,6726000000.0,-261540000000.0,-2650000000.0,-93543000000.0,-2416000000.0,,275258000000.0
Citigroup Inc,C,,831001,2015.0,Q2,2015-04-01,2015-06-30,,,1763000000.0,2570000000.0,882000000.0,,-39000000.0,9523000000.0,,15479000000.0,1992000000.0,1526000000.0,-16207000000.0,16253000000.0,1526000000.0,-16207000000.0,16253000000.0,1533000000.0,8390000000.0,4846000000.0,4846000000.0,,1961000000.0,-507000000.0,1637000000.0,,,-355000000.0,1515000000.0,-71531000000.0,-731000000.0,-24064000000.0,-1553000000.0,,54094000000.0
